科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"49,762,544.44","63,543,789.60","80,668,385.25","26,238,414.24","60,304,133.68","90,639,329.78","116,595,616.20","29,285,935.88","62,771,948.39","92,553,343.94","117,222,182.36","29,883,676.83","65,819,013.11","102,319,490.39","156,348,808.93","42,140,770.36","87,002,197.78","129,621,140.54","187,200,620.68","49,940,302.79","105,169,000.03","155,947,880.65","226,014,783.48","55,119,504.68","111,836,609.02","174,824,685.93","255,476,258.84","69,496,634.51","135,520,298.36","202,539,650.82","296,805,698.38","83,547,794.00","152,113,146.43","223,479,745.34"
取得借款收到的现金,"195,740,000.00","192,350,000.00","245,750,000.00","113,400,000.00","214,100,000.00","264,100,000.00","434,100,000.00","96,000,000.00","324,550,000.00","504,550,000.00","766,970,000.00","136,260,000.00","560,590,000.00","821,860,000.00","972,610,000.00","174,971,317.04","407,191,317.04","688,901,317.04","900,984,762.30","88,190,000.00","323,580,000.99","601,590,000.99","732,370,000.00","89,300,000.00","204,800,000.00","482,200,000.00","905,700,000.00","189,807,756.56","518,807,756.56","731,307,756.56","4,473,447,789.89","1,155,127,440.39","2,809,422,529.50","5,709,968,758.72"
支付的各项税费,"33,138,676.37","51,387,742.78","46,103,420.50","9,712,325.77","23,118,093.88","34,191,671.78","49,266,670.39","9,840,296.63","25,202,676.50","48,715,000.50","55,275,835.48","14,811,953.76","28,874,832.15","43,935,556.30","55,829,688.32","14,481,877.61","31,189,676.46","42,493,322.84","51,475,051.99","13,467,341.98","25,692,177.45","42,452,225.31","60,799,806.60","25,052,380.25","51,288,152.94","87,107,741.19","118,755,862.84","51,020,151.54","93,855,367.71","150,705,247.96","184,711,432.15","42,113,549.30","85,923,159.08","137,251,211.65"
收到其他与筹资活动有关的现金,"69,000,000.00","107,950,000.00","111,000,000.00",,"91,000,000.00","58,000,000.00","83,100,000.00","100,000,000.00","140,000,000.00","90,000,000.00","54,750,000.00","10,000,000.00","30,000,000.00","30,000,000.00","28,500,000.00","2,000,000.00",,,"2,000,000.00",,"35,000,000.00","45,000,000.00","30,000,000.00","60,000,000.00","60,000,000.00","95,000,000.00","47,500,000.00",,"2,156,800,000.00","2,581,800,000.00","53,899,607.28",,"60,400,000.00","68,100,000.00"
支付其他与经营活动有关的现金,"42,329,414.38","54,050,790.75","58,786,804.92","18,520,119.12","20,607,514.86","25,965,671.71","66,305,856.67","4,588,807.83","6,581,374.49","10,701,257.73","85,049,526.84","15,272,528.43","31,085,744.85","44,005,620.97","98,546,049.33","24,641,759.78","43,586,641.65","61,241,541.13","114,637,094.46","25,044,423.25","42,053,156.98","81,931,872.02","147,154,152.86","27,806,757.32","44,055,465.18","81,625,347.35","149,978,692.36","69,553,781.05","1,810,161,702.75","3,107,044,694.75","3,623,192,554.28","480,127,941.56","2,335,083,011.15","5,083,031,053.41"
筹资活动现金流入小计,"279,920,000.00","300,300,000.00","356,750,000.00","113,400,000.00","965,324,740.69","982,324,740.69","1,195,059,600.00","197,600,000.00","467,130,000.00","599,130,000.00","826,300,000.00","146,260,000.00","590,590,000.00","1,049,610,000.00","1,198,860,000.00","176,971,317.04","407,191,317.04","688,901,317.04","902,984,762.30","88,190,000.00","358,580,000.99","646,590,000.99","768,370,000.00","1,131,800,000.00","1,247,300,000.00","1,559,700,000.00","1,971,803,773.60","189,807,756.56","2,675,607,756.56","3,313,107,756.56","4,527,347,397.17","1,205,127,440.39","2,919,822,529.50","5,828,068,758.72"
经营活动现金流出小计,"541,600,136.92","546,868,996.32","580,077,017.27","298,533,348.87","680,936,868.62","964,240,071.57","982,963,945.45","234,458,148.83","620,958,630.04","770,579,093.26","620,931,600.88","249,206,305.52","548,361,310.27","871,440,936.58","1,073,756,711.52","294,005,107.28","594,662,627.36","892,716,182.40","1,115,122,394.82","293,619,734.21","649,433,251.47","1,017,757,353.31","1,452,908,595.55","347,346,065.57","657,109,835.75","1,079,465,924.01","1,825,821,699.97","519,860,518.97","2,637,003,142.64","4,434,188,306.99","5,442,282,230.84","986,128,142.70","3,458,120,538.05","6,774,993,820.86"
偿还债务支付的现金,"104,500,000.00","198,100,000.00","196,790,000.00","48,400,000.00","179,400,000.00","344,050,000.00","307,550,000.00","67,000,000.00","169,400,000.00","315,400,000.00","523,550,000.00","164,000,000.00","531,550,000.00","845,440,000.00","984,760,000.00","85,370,000.00","326,720,000.00","599,420,000.00","759,270,000.00","121,833,445.26","410,294,763.29","672,594,763.29","802,874,762.30","147,120,000.00","308,620,000.00","771,530,000.00","920,680,000.00","154,000,000.00","205,000,000.00","454,307,756.56","1,412,807,756.56","1,250,800,000.00","2,804,800,000.00","4,023,897,740.39"
经营活动产生的现金流量净额,"-38,154,979.99","66,866,696.02","105,165,042.67","-139,455,309.09","-210,266,419.62","-266,665,075.97","-226,638,431.12","-99,947,638.71","-156,561,548.27","-252,522,939.13","679,996.68","-44,739,139.33","-85,840,554.24","-145,266,421.19","-25,490,696.49","-24,302,203.06","-5,884,088.96","47,861,541.00","76,496,153.61","77,080,715.50","41,098,673.58","70,314,886.97","178,243,768.45","-46,084,314.69","-163,783,708.82","-163,276,580.01","-3,494,856.27","-146,012,168.30","-1,605,786,259.83","-1,849,267,741.41","-2,330,151,873.44","-18,645,711.40","-96,102,929.05","-1,674,871,120.14"
分配股利、利润或偿还利息支付的现金,"8,227,473.08","12,610,113.42","21,645,197.57","2,835,976.04","6,446,057.24","7,789,513.75","10,660,902.36","4,077,052.84","29,374,946.36","35,194,387.94","46,793,997.19","9,032,028.13","36,920,814.99","54,770,227.90","62,872,152.97","9,580,530.88","28,055,455.55","53,900,745.18","66,531,212.33","9,189,732.58","20,065,078.85","45,241,817.14","56,201,549.66","9,862,237.78","17,963,582.10","41,960,350.25","48,778,934.02","9,777,721.29","57,364,079.07","73,721,045.39","90,728,859.50","14,285,002.59","28,292,251.90","79,580,769.68"
收回投资收到的现金,,,,,,,,,,,,,,,"369,198.78",,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"46,012,005.61","91,025,036.54","114,373,912.44",,"92,836,597.02","60,048,457.02","122,611,552.64","100,000,000.00","142,839,299.14","92,839,299.14","80,807,429.06","259,666.67","680,280.06","680,280.06","42,050,126.16","20,000,000.00","20,000,000.00","20,000,000.00","21,330,000.00",,"886,336.10","8,117,302.76","8,068,333.32","11,168,216.65","95,001,612.87","95,559,946.21","89,442,537.12","40,000,000.00","260,158,744.44","665,628,077.76","53,674,121.38","20,000,000.00","54,925,196.79","56,921,611.79"
取得投资收益收到的现金,"3,500.00","4,000.00","6,000.00",,,"7,500.00","7,500.00",,"7,500.00","7,500.00","1,584,538.82",,"3,500.00","3,500.00",,"8,100.00","8,100.00","8,100.00","1,310,231.34",,"4,912,412.42","9,822,124.83","9,822,124.83",,"4,660,658.69","9,314,189.37","13,803,373.19","1,294,982.75","5,368,565.63","10,974,969.77","19,685,468.74","1,124,162.03","15,468,648.34","17,644,744.22"
筹资活动现金流出小计,"158,739,478.69","301,735,149.96","332,809,110.01","51,235,976.04","278,682,654.26","411,887,970.77","440,822,455.00","171,077,052.84","341,614,245.50","443,433,687.08","651,151,426.25","173,291,694.80","569,151,095.05","900,890,507.96","1,089,682,279.13","114,950,530.88","374,775,455.55","673,320,745.18","847,131,212.33","131,023,177.84","431,246,178.24","725,953,883.19","867,144,645.28","168,150,454.43","421,585,194.97","909,050,296.46","1,058,901,471.14","203,777,721.29","522,522,823.51","1,193,656,879.71","1,557,210,737.44","1,285,085,002.59","2,888,017,448.69","4,160,400,121.86"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,973,781.55","46,019,253.05","46,669.69",,"139,875.00","2,906,101.57","5,927,182.63","-77,151.45","-66,151.45","1,259,400.00","3,378,253.25",,"250,000.00","250,000.00","659,417.37",,"3,500.00","22,907.00","16,959,921.94","8,700.00","9,300.00","156,300.00","512,534.55","58,000.00","74,670.00","128,340.00","10,995,981.16","16,000.00","43,000.00","43,548.00","6,017,023.07","6,281.39","6,281.39","84,681.39"
筹资活动产生的现金流量净额,"121,180,521.31","-1,435,149.96","23,940,889.99","62,164,023.96","686,642,086.43","570,436,769.92","754,237,145.00","26,522,947.16","125,515,754.50","155,696,312.92","175,148,573.75","-27,031,694.80","21,438,904.95","148,719,492.04","109,177,720.87","62,020,786.16","32,415,861.49","15,580,571.86","55,853,549.97","-42,833,177.84","-72,666,177.25","-79,363,882.20","-98,774,645.28","963,649,545.57","825,714,805.03","650,649,703.54","912,902,302.46","-13,969,964.73","2,153,084,933.05","2,119,450,876.85","2,970,136,659.73","-79,957,562.20","31,805,080.81","1,667,668,636.86"
处置子公司及其他营业单位收到的现金净额,"2,997,835.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-687,203.52","-1,622,195.09","-215,931.32","-40,037.75","-102,279.30","-135,266.73","-939,540.27","-39,601.43","-150,492.49","-248,596.48","-1,100,785.03","-50,891.25","-274,592.90","-214,071.38","-381,464.57","-476,180.96","-1,177,291.79","-1,756,027.76","-2,839,298.53","-92,786.68","123,582.25","-74,301.33","252,298.02","362,182.47","823,090.99","1,335,804.91","1,430,212.33","-9,706.05","70,323.36","98,460.43","933,974.26","-46,824.14","-84,605.73","-259,873.80"
收到其他与投资活动有关的现金,"906,987.08","758,490.23","895,454.98","162,679.96","564,915.52","1,727,126.71","3,341,601.72","614,674.43","898,817.58","1,322,307.04","2,459,549.68","127,034.42","847,096.91","1,076,093.04",,"226,438.01","295,106.54","412,269.96",,"109,308.62",,,"4,000,000.00",,"1,260,800.59","4,073,430.58","1,309,335,503.87","357,000,000.00","801,500,000.00","1,697,000,000.00","2,022,330,827.96","384,000,000.00","1,274,000,000.00","2,304,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,882,103.80","46,781,743.28","948,124.67","162,679.96","704,790.52","4,640,728.28","9,276,284.35","537,522.98","840,166.13","2,589,207.04","7,422,341.75","127,034.42","1,100,596.91","1,329,593.04","1,028,616.15","234,538.01","306,706.54","443,276.96","18,270,153.28","118,008.62","4,921,712.42","9,978,424.83","14,334,659.38","58,000.00","5,996,129.28","13,515,959.95","1,334,134,858.22","358,310,982.75","806,911,565.63","1,708,018,517.77","2,048,033,319.77","385,130,443.42","1,289,474,929.73","2,321,729,425.61"
五、现金及现金等价物净增加额,"-27,572,799.70","56,252,504.86","78,163,919.83","-92,604,010.91","433,248,663.66","145,351,550.21","241,278,976.30","-152,555,638.64","-137,973,816.18","-243,194,469.13","-186,058,136.71","-93,268,824.18","-137,765,534.07","-142,014,023.79","-110,486,909.30","18,441,005.85","-26,343,629.95","1,440,735.64","60,570,304.27","-25,141,480.52","-95,671,059.03","-74,373,085.70","-14,419,026.24","910,430,592.85","311,520,076.79","81,761,196.79","133,370,857.97","-156,619,079.52","153,935,003.34","-128,067,376.69","247,080,233.06","-320,492,755.74","-6,629,960.34","40,920,278.98"
购建固定资产、无形资产和其他长期资产支付的现金,"115,493,241.30","52,190,917.13","50,896,301.70","15,435,367.99","43,729,514.37","162,925,605.29","287,058,904.40","73,128,868.64","107,617,696.05","138,908,453.48","358,408,263.86","21,574,133.22","41,989,888.79","101,682,616.30","154,621,085.26","19,035,934.30","31,004,817.23","39,688,626.42","56,210,254.06","59,414,240.12","69,148,850.03","75,228,213.97","107,260,680.72","5,567,311.70","9,442,730.89","12,675,784.80","58,131,991.52","24,414,223.19","51,782,341.09","70,804,238.55","99,803,277.89","11,378,101.42","15,259,516.66","26,868,586.30"
期初现金及现金等价物余额,"46,477,355.72","18,904,556.02","75,157,060.88","165,420,980.71","153,320,980.71","153,320,980.71","153,942,560.17","395,221,536.47","395,221,536.47","395,221,536.47","395,221,536.47","220,663,399.76","209,163,399.76","209,163,399.76","209,163,399.76","98,676,490.46","98,676,490.46","98,676,490.46","98,676,490.46","159,246,794.73","159,246,794.73","159,246,794.73","159,246,794.73","144,827,768.49","144,827,768.49","151,712,025.41","151,717,613.42","285,088,471.39","285,088,471.39","285,088,471.39","285,088,471.39","532,168,704.45","532,168,704.45","532,168,704.45"
投资支付的现金,"300,000.00","2,147,672.26","777,904.48",,,,,"6,500,000.00",,"9,800,000.00","9,800,000.00",,"32,200,000.00","44,900,000.00","40,200,000.00",,"21,000,000.00","21,000,000.00","21,000,000.00",,,,"1,028,983.85","1,910,620.46","1,910,620.46","261,910,620.46","22,677,513.30",,"40,000,000.00","60,000,034.00","67,500,034.00","35,595,000.00","35,595,000.00","35,595,000.00"
期末现金及现金等价物余额,"18,904,556.02","75,157,060.88","153,320,980.71","72,816,969.80","586,569,644.37","298,672,530.92","395,221,536.47","242,665,897.83","257,247,720.29","152,027,067.34","209,163,399.76","127,394,575.58","71,397,865.69","67,149,375.97","98,676,490.46","117,117,496.31","72,332,860.51","100,117,226.10","159,246,794.73","134,105,314.21","63,575,735.70","84,873,709.03","144,827,768.49","1,055,258,361.34","456,347,845.28","233,473,222.20","285,088,471.39","128,469,391.87","439,023,474.73","157,021,094.70","532,168,704.45","211,675,948.71","525,538,744.11","573,088,983.43"
