科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"482,753,692.03","588,351,488.03","660,781,968.23","149,887,606.03","456,973,564.98","678,219,199.08","730,779,269.60","131,039,579.96","448,142,349.55","482,427,576.51","563,000,511.74","201,771,146.47","457,062,809.72","705,186,482.01","1,018,737,933.97","265,215,032.92","576,187,647.18","923,213,756.26","1,151,176,815.60","365,387,807.14","676,529,279.92","1,068,741,615.62","1,587,126,249.07","295,661,516.38","474,010,787.98","844,846,827.94","1,711,603,375.57","326,504,968.13","985,806,088.88","1,574,852,149.61","2,217,125,699.63","483,959,335.40","1,292,315,220.66","2,024,387,780.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,"7,597,577.26",,,,,,,,,,,,,,,,,,,,"688,723,667.25","9,524,000.00","339,563,217.78","339,563,217.78","335,568,535.37",,,
收到的税费返还,"11,111,489.16","8,742,180.40","11,579,635.36","2,721,783.85","4,039,536.07","7,760,672.97","12,591,100.88","1,355,377.77","3,913,903.26","6,767,231.76","9,812,618.58","469,583.87","469,583.87","7,462,764.82","12,706,702.21","1,061,271.30","3,848,409.74","4,946,974.69","6,792,978.44","4,298,442.57","7,584,490.00","11,819,354.06","17,125,892.23","4,808,411.42","7,618,712.11","10,366,265.18","16,131,161.02","1,913,282.23","6,345,731.12","12,731,085.55","21,345,122.82","3,142,055.00","9,887,945.46","21,977,203.70"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"10,000,000.00",,,,"185,442.24","76,888.34","345,876,888.34","145,877,286.34","1,342,068,486.70","321,000,000.00","769,000,000.00","1,636,000,000.00","1,939,000,000.00","560,000,000.00","1,180,867,919.44","2,210,883,203.25"
收到其他与经营活动有关的现金,"9,579,975.74","16,642,023.91","12,880,456.35","6,468,649.90","9,657,347.95","11,595,123.55","12,955,143.85","2,115,552.39","12,340,828.96","28,861,345.86","48,798,467.24","2,226,435.85","4,988,362.44","13,525,268.56","16,821,378.85","3,426,600.00","8,742,481.48","12,416,992.45","33,648,754.39","1,014,200.00","6,418,155.13","7,511,270.60","26,900,222.70","791,823.08","11,696,626.84","60,976,250.88","94,592,307.11","45,430,100.31","39,065,062.81","997,337,330.42","873,659,534.95","480,381,040.90","2,059,814,442.88","3,053,757,716.99"
投资活动现金流出小计,"115,793,241.30","54,338,589.39","51,674,206.18","15,435,367.99","43,729,514.37","162,925,605.29","294,656,481.66","79,628,868.64","107,617,696.05","148,708,453.48","368,208,263.86","21,574,133.22","74,189,888.79","146,582,616.30","194,821,085.26","19,035,934.30","52,004,817.23","60,688,626.42","87,210,254.06","59,414,240.12","69,148,850.03","75,228,213.97","108,475,106.81","7,554,820.50","357,230,239.69","420,463,691.60","2,111,601,658.77","354,938,223.19","1,200,345,558.87","2,106,367,490.33","2,441,871,847.26","606,973,101.42","1,231,722,436.10","2,273,346,789.55"
经营活动现金流入小计,"503,445,156.93","613,735,692.34","685,242,059.94","159,078,039.78","470,670,449.00","697,574,995.60","756,325,514.33","134,510,510.12","464,397,081.77","518,056,154.13","621,611,597.56","204,467,166.19","462,520,756.03","726,174,515.39","1,048,266,015.03","269,702,904.22","588,778,538.40","940,577,723.40","1,191,618,548.43","370,700,449.71","690,531,925.05","1,088,072,240.28","1,631,152,364.00","301,261,750.88","493,326,126.93","916,189,344.00","1,822,326,843.70","373,848,350.67","1,031,216,882.81","2,584,920,565.58","3,112,130,357.40","967,482,431.30","3,362,017,609.00","5,100,122,700.72"
投资活动产生的现金流量净额,"-109,911,137.50","-7,556,846.11","-50,726,081.51","-15,272,688.03","-43,024,723.85","-158,284,877.01","-285,380,197.31","-79,091,345.66","-106,777,529.92","-146,119,246.44","-360,785,922.11","-21,447,098.80","-73,089,291.88","-145,253,023.26","-193,792,469.11","-18,801,396.29","-51,698,110.69","-60,245,349.46","-68,940,100.78","-59,296,231.50","-64,227,137.61","-65,249,789.14","-94,140,447.43","-7,496,820.50","-351,234,110.41","-406,947,731.65","-777,466,800.55","3,372,759.56","-393,433,993.24","-398,348,972.56","-393,838,527.49","-221,842,658.00","57,752,493.63","48,382,636.06"
购买商品、接受劳务支付的现金,"416,369,501.73","377,886,673.19","394,518,406.60","244,062,489.74","576,907,126.20","813,443,398.30","750,795,802.19","190,743,108.49","526,402,630.66","618,609,491.09","363,384,056.20","189,238,146.50","422,581,720.16","681,180,268.92","763,032,164.94","212,740,699.53","432,884,111.47","659,360,177.89","761,809,627.69","205,167,666.19","476,518,917.01","737,425,375.33","1,018,939,852.61","239,367,423.32","449,929,608.61","735,908,149.54","1,301,610,885.93","329,789,951.87","597,465,773.82","973,898,713.46","1,337,572,546.03","380,338,857.84","885,001,221.39","1,331,231,810.46"
吸收投资收到的现金,"15,180,000.00",,,,"660,224,740.69","660,224,740.69","677,859,600.00","1,600,000.00","2,580,000.00","4,580,000.00","4,580,000.00",,,,,,,,,,,,"6,000,000.00","982,500,000.00","982,500,000.00","982,500,000.00","1,018,603,773.60",,,,,,,
