科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"327,613,999.73","349,415,196.33","365,272,984.82","85,788,410.23","165,170,525.93","231,475,792.94","339,880,608.39","97,180,133.50","177,752,530.83","270,950,025.58","396,975,455.49","143,871,080.56","346,285,299.33","487,836,907.97","716,058,833.58","179,810,676.97","539,058,122.18"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"375,259,151.27",,,,,,
收到的税费返还,,,,,,,,,,,,,"33,139,884.23","33,139,884.23",,,"8,363.77"
支付其他与投资活动有关的现金,,,,,,,,,"1,026,226.00","800,000.00",,,,80.00,,,
收到其他与经营活动有关的现金,"2,371,904.08","816,613.34","1,182,488.86","353,494.05","385,878.23","1,549,420.13","2,120,126.87","1,446,232.48","3,631,709.95","3,672,319.20","4,113,192.99","3,598,666.71","2,245,140.41","8,018,432.86","15,665,433.64","15,222,990.34","10,498,552.59"
投资活动现金流出小计,"22,181,385.34","48,518,591.28","89,871,948.70","13,613,041.99","43,834,672.60","76,796,721.98","167,454,694.23","1,226,742.29","7,482,040.03","9,235,961.65","397,279,337.58","48,246,592.68","84,281,221.79","112,016,543.21","147,240,712.23","21,057,679.92","83,261,647.28"
经营活动现金流入小计,"329,985,903.81","350,231,809.67","366,455,473.68","86,141,904.28","165,556,404.16","233,025,213.07","342,000,735.26","98,626,365.98","181,384,240.78","274,622,344.78","401,088,648.48","147,469,747.27","381,670,323.97","528,995,225.06","731,724,267.22","195,033,667.31","549,565,038.54"
投资活动产生的现金流量净额,"-22,178,085.34","-48,506,241.28","-89,871,948.70","-13,608,641.99","-43,831,472.60","-76,750,021.98","-167,077,639.86","-1,226,742.29","-7,482,040.03","-9,235,961.65","-356,968,850.33","-47,988,619.68","-84,252,458.59","-111,967,116.51","-147,143,619.45","-18,630,123.52","-80,824,090.88"
购买商品、接受劳务支付的现金,"186,003,387.12","229,232,221.94","201,478,812.55","78,610,359.31","147,542,471.00","222,668,042.01","284,101,120.88","62,170,793.08","105,085,250.39","151,942,894.26","225,269,186.87","106,807,379.02","180,761,462.29","304,694,699.76","516,877,231.05","153,457,758.96","309,327,613.09"
吸收投资收到的现金,,,,,"288,980,000.00","288,980,000.00","251,980,000.00",,,,"414,599,995.32",,,,,,
