科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"21,688,306.43","26,992,338.46","27,764,898.01","7,193,035.85","14,879,006.14","22,137,340.81","29,422,371.11","6,596,667.75","15,013,753.87","22,866,699.59","33,534,575.27","19,277,887.58","34,047,071.36","50,370,814.21","63,797,335.32","20,102,444.85","36,920,481.03"
取得借款收到的现金,"21,000,000.00","50,000,000.00","102,000,000.00","21,000,000.00","51,000,000.00","51,000,000.00","90,000,000.00",,,,"6,100,000.00","49,200,000.00","84,000,000.00","93,850,000.00","123,810,000.00","87,040,000.00","157,040,000.00"
支付的各项税费,"25,764,113.68","28,667,653.06","30,458,985.40","11,619,400.13","20,135,831.21","25,108,136.91","32,130,615.02","5,959,247.94","15,172,822.41","21,112,496.26","28,436,515.46","46,349,263.11","84,049,499.83","98,503,728.26","77,660,592.25","11,308,923.55","22,892,353.47"
收到其他与筹资活动有关的现金,,,,,"277,903.10","611,948.67","194,764.93",,"129,335.08","1,411,102.80","323,288.36","187,495.14","107,215.00","500,183.88","3,114,665.27","14,338,041.68","25,847,399.57"
支付其他与经营活动有关的现金,"25,831,479.84","26,176,183.08","31,803,779.80","10,724,067.03","22,905,088.50","32,755,213.38","35,491,917.96","4,870,292.16","24,619,607.03","35,365,448.45","50,016,659.09","21,198,412.24","38,347,928.29","56,847,137.95","75,279,211.71","33,942,095.83","44,444,574.15"
筹资活动现金流入小计,"21,000,000.00","50,000,000.00","102,000,000.00","21,000,000.00","340,257,903.10","340,591,948.67","342,174,764.93",,"129,335.08","1,411,102.80","421,023,283.68","49,387,495.14","84,107,215.00","94,350,183.88","126,924,665.27","101,378,041.68","182,887,399.57"
经营活动现金流出小计,"259,287,287.07","311,068,396.54","291,506,475.76","108,146,862.32","205,462,396.85","302,668,733.11","381,146,024.97","79,597,000.93","159,891,433.70","231,287,538.56","337,256,936.69","193,632,941.95","337,205,961.77","510,416,380.18","733,614,370.33","218,811,223.19","413,585,021.74"
偿还债务支付的现金,"28,562,500.00","24,937,500.00","24,750,000.00","21,937,500.00","117,812,500.00","134,812,500.00","163,812,500.00","21,000,000.00","21,000,000.00","21,000,000.00","60,000,000.00",,"8,221,600.58","22,200,000.00","22,398,100.58","30,000,000.00","98,400,000.00"
经营活动产生的现金流量净额,"70,698,616.74","39,163,413.13","74,948,997.92","-22,004,958.04","-39,905,992.69","-69,643,520.04","-39,145,289.71","19,029,365.05","21,492,807.08","43,334,806.22","63,831,711.79","-46,163,194.68","44,464,362.20","18,578,844.88","-1,890,103.11","-23,777,555.88","135,980,016.80"
分配股利、利润或偿还利息支付的现金,"10,262,441.45","4,687,397.00","41,827,925.89","2,712,914.02","5,168,331.11","16,794,485.27","14,964,605.88","583,390.24","12,459,854.43","12,980,478.62","13,339,931.43","91,531.25","6,403,546.83","17,103,132.47","17,745,756.58","1,393,362.06","26,139,850.79"
收回投资收到的现金,,,,,,,,,,,"40,000,000.00",,,,,"2,400,000.00","2,400,000.00"
支付其他与筹资活动有关的现金,"1,870,000.00","620,000.00","400,000.00",,"40,404,512.50","43,463,604.20","5,691,431.34",,"9,583.58","1,466,229.70","2,231,293.36","19,958,297.33","30,509,295.90","41,285,650.13","8,973,549.95","8,547,476.99","35,922,606.78"
取得投资收益收到的现金,,,,,,,,,,,"305,632.88",,,,"11,932.15","16,130.00","16,130.00"
筹资活动现金流出小计,"40,694,941.45","30,244,897.00","66,977,925.89","24,650,414.02","163,385,343.61","195,070,589.47","184,468,537.22","21,583,390.24","33,469,438.01","35,446,708.32","75,571,224.79","20,049,828.58","45,134,443.31","80,588,782.60","49,117,407.11","39,940,839.05","160,462,457.57"
处置固定资产、无形资产和其他长期资产收回的现金净额,"3,300.00","12,350.00",,"4,400.00","3,200.00","46,700.00","377,054.37",,,,"4,854.37","7,600.00","28,763.20","49,426.70","85,160.63","11,426.40","21,426.40"
筹资活动产生的现金流量净额,"-19,694,941.45","19,755,103.00","35,022,074.11","-3,650,414.02","176,872,559.49","145,521,359.20","157,706,227.71","-21,583,390.24","-33,340,102.93","-34,035,605.52","345,452,058.89","29,337,666.56","38,972,771.69","13,761,401.28","77,807,258.16","61,437,202.63","22,424,942.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-31,831.50","-155,678.69","14,590.78","32,622.63","71,939.60","89,475.53","86,055.00",192.33,"-2,052.87","3,573.74","158,563.02","-73,337.47","-151,013.90","-270,904.78","-324,199.31","-46,759.07","164,104.57"
收到其他与投资活动有关的现金,,,,,,,,,,,,"250,373.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,300.00","12,350.00",,"4,400.00","3,200.00","46,700.00","377,054.37",,,,"40,310,487.25","257,973.00","28,763.20","49,426.70","97,092.78","2,427,556.40","2,437,556.40"
五、现金及现金等价物净增加额,"28,793,758.45","10,256,596.16","20,113,714.11","-39,231,391.42","93,207,033.80","-782,707.29","-48,430,646.86","-3,780,575.15","-19,331,388.75","66,812.79","52,473,483.37","-64,887,485.27","-966,338.60","-79,897,775.13","-71,550,663.71","18,982,764.16","77,744,972.49"
购建固定资产、无形资产和其他长期资产支付的现金,"22,181,385.34","48,518,591.28","89,871,948.70","13,613,041.99","43,834,672.60","76,796,721.98","167,454,694.23","1,226,742.29","6,455,814.03","8,435,961.65","22,020,186.31","48,246,592.68","84,281,221.79","101,916,463.21","134,740,712.23","20,757,679.92","82,661,647.28"
期初现金及现金等价物余额,"54,112,283.00","82,906,041.45","93,162,637.61","113,276,351.72","113,276,351.72","113,276,351.72","113,276,351.72","64,845,704.86","64,845,704.86","64,845,704.86","64,845,704.86","117,319,188.23","117,319,188.23","117,319,188.23","117,319,188.23","53,457,066.26","45,768,524.52"
投资支付的现金,,,,,,,,,,,,,,"10,100,000.00","12,500,000.00","300,000.00","600,000.00"
期末现金及现金等价物余额,"82,906,041.45","93,162,637.61","113,276,351.72","74,044,960.30","206,483,385.52","112,493,644.43","64,845,704.86","61,065,129.71","45,514,316.11","64,912,517.65","117,319,188.23","52,431,702.96","116,352,849.63","37,421,413.10","45,768,524.52","72,439,830.42","123,513,497.01"
