科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"47,448,330.74","114,803,771.94","118,373,669.65","65,757,475.33","1,114,954,780.35","1,182,130,885.49","1,038,355,690.86","975,004,856.95","923,465,762.13","896,728,737.67","855,052,191.76","792,915,039.06","663,864,175.41","702,292,052.07","631,047,747.53","537,497,152.47","497,902,183.15","510,760,436.45","483,595,182.82","417,577,037.60","401,124,120.22","411,883,383.74","261,834,208.79","283,206,015.83","162,256,815.12","268,293,933.20","208,139,139.25","251,327,849.82","298,582,210.31","295,045,243.71","405,055,596.64","245,559,981.39","335,761,496.39","397,802,898.85","215,393,859.45"
短期借款,"7,000,000.00","10,000,000.00","35,000,000.00","25,000,000.00","35,000,000.00","78,000,000.00","7,000,000.00","28,000,000.00","28,000,000.00","35,000,000.00","35,000,000.00","33,000,000.00","33,000,000.00","31,000,000.00","27,000,000.00","27,000,000.00","27,000,000.00","23,000,000.00","17,000,000.00","13,500,000.00","17,000,000.00","25,000,000.00","28,000,000.00","143,000,000.00","135,680,000.00","127,000,000.00","131,500,000.00","213,500,000.00","213,500,000.00","239,500,000.00","252,000,000.00","327,000,000.00","386,000,000.00","379,000,000.00","317,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,320,000.00","1,250,000.00","3,149,260.00","4,300,000.00","3,900,000.00","811,612.45","892,700.00","100,000.00","1,638,450.00","2,050,000.00","720,000.00","500,000.00","585,120.00","2,255,120.00","1,207,624.00","3,965,040.00","3,260,000.00","5,610,528.00","3,820,245.00","3,544,540.00","5,582,440.00","6,627,600.00","11,468,170.00","7,750,661.70","3,875,080.00","6,294,181.70","3,580,880.00","4,631,760.00","3,311,200.00","4,521,486.66","5,559,702.97","7,285,702.97","8,777,372.64","7,442,755.10","8,335,505.10"
应付票据,,,,,,"6,486,202.00","5,129,982.00","6,000,000.00","5,639,253.65","3,000,000.00","12,292,731.52","8,960,826.00","7,567,510.00","2,370,000.00","8,260,000.00","16,173,976.20","16,573,976.20","43,751,400.00","51,402,400.00","21,210,000.00","11,010,000.00","10,000,000.00","10,000,000.00","10,000,000.00","20,000,000.00","30,000,000.00","26,000,000.00","25,990,000.00","29,990,000.00","31,120,000.00","23,000,000.00","19,984,520.00","29,984,520.00","37,800,000.00","47,417,500.00"
应收账款,"34,055,316.38","49,545,949.62","72,043,712.36","102,109,546.49","128,898,228.29","80,781,836.13","120,305,851.67","139,316,595.12","169,268,959.42","102,172,612.09","150,103,447.99","177,751,630.70","200,754,704.69","192,549,413.42","246,782,294.91","294,738,047.94","323,475,650.85","325,063,203.04","350,961,240.99","330,887,510.65","345,960,545.03","271,204,854.37","287,216,005.87","313,382,081.90","335,237,730.64","295,692,455.42","333,013,534.36","343,820,764.52","380,013,298.49","308,209,379.60","333,906,868.34","373,318,705.20","411,348,007.91","343,659,699.22","417,714,925.97"
应付账款,"6,988,971.67","16,443,174.79","31,685,300.16","30,341,348.55","28,889,311.46","47,959,306.13","50,597,414.02","53,529,109.58","49,763,180.99","66,159,844.21","77,316,270.76","62,986,817.32","62,816,693.44","76,931,813.66","56,804,168.41","67,010,879.02","82,876,642.57","81,549,547.39","77,480,148.13","77,159,812.59","69,379,057.02","78,307,781.76","77,699,810.40","108,968,567.73","95,579,606.30","142,855,763.96","126,956,908.82","127,304,343.35","141,681,017.85","141,996,419.01","129,245,341.80","122,045,945.58","118,531,235.55","137,849,136.85","141,233,994.29"
预付款项,"8,252,789.20","13,361,930.65","18,600,763.94","14,385,998.94","21,055,499.36","28,584,688.08","64,099,340.57","49,926,050.80","84,571,507.16","158,804,687.08","30,328,903.06","33,435,847.76","43,893,614.91","58,634,271.45","70,483,327.16","89,012,588.24","95,519,204.13","40,258,704.30","40,938,370.03","25,797,951.57","31,734,261.36","26,440,426.28","42,988,381.75","36,293,753.62","35,798,825.66","34,436,183.53","42,562,240.63","38,663,073.54","48,838,719.03","41,633,653.01","42,594,994.52","47,671,993.27","62,380,707.12","90,357,445.90","88,452,204.29"
预收款项,"3,028,654.40","20,050,117.80","8,976,060.87","8,287,822.54","7,246,441.56","11,224,867.07","7,866,734.79","8,802,752.94","8,785,112.24","14,117,609.52","12,793,097.94","10,426,215.31","9,775,847.56","8,720,105.16","7,506,485.19","9,662,738.32","10,055,305.34","13,847,067.80","11,477,550.70","14,554,885.57","17,167,762.86","25,177,532.40","25,976,052.51","23,707,698.68","25,139,357.75","27,171,103.01","28,935,518.70","29,418,515.98","23,953,984.72","32,715,816.86","31,416,810.00","29,454,704.91","44,963,623.59","26,708,194.11","23,056,245.52"
