科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"10,860,384.58","15,719,180.45","24,646,628.13","17,936,016.38","27,632,419.13","37,903,918.22","15,395,606.44","18,760,211.79","29,984,972.20","48,855,431.69","13,567,199.63","29,791,954.27","34,815,811.11","62,308,716.62","18,067,507.62","30,972,505.71","42,736,350.17","61,845,043.35","15,521,983.61","33,346,042.53","42,428,078.53","55,201,831.79","16,684,457.07","34,632,215.34","51,749,179.39","69,779,819.25","19,168,681.10","34,340,577.83","52,515,099.71"
取得借款收到的现金,"55,712,433.00","64,568,325.00","121,996,035.00","135,860,780.00","172,860,780.00","203,669,780.00","5,500,000.00","1,055,200.00","71,452,860.00","34,198,900.00",,"30,000,000.00","40,000,000.00","30,000,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00",,,,,,,,,,"57,110,207.91","227,110,207.91"
支付的各项税费,"8,753,589.50","4,548,469.35","14,552,036.90","6,327,416.21","11,082,574.39","14,926,634.63","4,908,412.08","9,980,772.98","14,344,058.76","16,012,509.64","3,176,198.47","6,077,017.07","9,698,332.16","10,599,538.75","7,969,216.13","14,140,232.00","16,019,910.42","16,738,192.92","5,069,723.91","11,338,757.46","15,258,018.79","19,334,403.81","9,752,191.79","22,819,564.59","37,770,330.75","50,009,908.46","13,616,021.15","35,700,036.01","50,759,092.34"
收到其他与筹资活动有关的现金,"32,024,143.67","18,938,358.00",,,,,,,"6,400,000.00",,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"18,559,142.77","38,084,520.41","21,618,369.99","15,324,608.23","34,495,701.23","23,620,845.75","11,966,136.34","26,881,475.70","29,253,955.41","43,146,279.79","9,654,965.95","54,922,851.00","56,814,379.16","94,867,317.68","15,867,561.50","37,478,915.77","41,153,378.87","30,708,453.56","12,417,263.33","19,896,893.12","28,763,020.32","41,033,474.38","19,277,689.29","36,009,227.84","37,103,692.18","63,889,047.53","28,770,589.24","43,684,273.42","89,389,005.80"
筹资活动现金流入小计,"87,758,290.67","83,506,683.00","161,996,035.00","135,860,780.00","172,860,780.00","779,641,080.00","5,500,000.00","1,055,200.00","77,852,860.00","34,198,900.00",,"30,000,000.00","44,900,000.00","34,900,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00",,"439,999,938.80","439,999,938.80","438,639,938.80",,"1,000,000.00","1,490,000.00","1,490,000.00",,"57,110,207.91","227,110,207.91"
经营活动现金流出小计,"254,969,435.97","221,496,208.62","329,627,000.29","182,156,886.91","335,867,346.16","377,804,359.09","95,633,399.44","205,316,435.81","280,851,267.52","364,436,965.62","79,938,581.68","236,243,786.90","326,286,578.89","471,541,400.30","91,380,804.15","200,142,134.04","259,198,329.60","415,175,375.66","91,981,621.60","194,509,631.90","312,192,756.12","374,742,274.67","106,486,511.76","209,695,552.03","310,446,806.63","489,336,337.60","158,616,667.21","328,351,285.22","539,739,915.28"
偿还债务支付的现金,"14,306,433.00","57,653,175.00","63,084,975.00","99,658,310.00","116,926,720.00","292,783,860.00",,"800,000.00","70,951,660.00","43,319,820.00","8,271,150.00","8,271,150.00","28,310,057.39","18,271,150.00","5,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00",,,,,,"56,000,000.00","92,050,890.82"
经营活动产生的现金流量净额,"11,210,981.37","21,538,451.58","42,017,239.09","-10,215,584.42","-4,047,055.62","40,542,877.99","-10,575,573.42","-18,722,854.74","26,602,780.95","44,691,827.41","12,604,922.83","-42,803,275.20","-19,351,679.06","7,365,758.16","19,691,948.30","60,530,799.98","109,441,232.02","134,413,135.03","3,788,270.51","9,659,684.28","31,850,615.10","68,599,497.81","15,347,589.96","8,128,135.12","64,930,759.31","77,157,088.73","11,391,125.76","18,897,761.05","34,585,916.21"
分配股利、利润或偿还利息支付的现金,"1,615,863.14","2,452,871.34","4,181,954.28","2,960,315.05","5,248,506.22","7,312,422.18","249,632.94","23,285,391.59","23,318,303.48","22,113,605.80","39,037.61","10,791,763.66","16,471,299.32","16,807,966.49","299,166.66","482,333.33","7,538,549.99","7,626,549.98","119,999.99","7,130,883.32","7,130,883.32","7,130,883.32",,"14,793,025.80","14,793,025.80","14,886,868.76",,"17,809,857.85","18,880,907.70"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,"469,298.14",,,,,,"5,846,864.63","14,046,864.63"
支付其他与筹资活动有关的现金,,,"48,714,438.00",,,"6,404,411.04",,,"6,400,000.00",,"1,539.99",,,,,,,,,,"1,360,000.00",,,,,,,,
取得投资收益收到的现金,,,"109,890.00","93,195.00","93,195.00","429,173.76",,,,"82,672.00",,"264,256.02","677,496.00","684,692.89",,,,,,,"145,668.00",,,"536,237.48","605,068.49","610,126.04",,,"1,684,387.72"
筹资活动现金流出小计,"15,922,296.14","60,106,046.34","115,981,367.28","102,618,625.05","122,175,226.22","306,500,693.22","249,632.94","24,085,391.59","100,669,963.48","65,433,425.80","8,311,727.60","19,062,913.66","44,781,356.71","35,079,116.49","5,299,166.66","20,482,333.33","27,538,549.99","27,626,549.98","119,999.99","15,130,883.32","16,490,883.32","15,130,883.32",,"14,793,025.80","14,793,025.80","14,886,868.76",,"73,809,857.85","110,931,798.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"304,427.54","22,000.00","22,000.00","22,000.00",,,,,,,,"2,659,270.83",,"200,000.00","270,000.00","1,347,516.56","4,750,000.00","4,750,000.00","13,846,866.00","6,777,012.41","23,000.00","50,916.40","93,516.40","134,204.19","26,200.00","25,192,233.04","20,486,633.04"
筹资活动产生的现金流量净额,"71,835,994.53","23,400,636.66","46,014,667.72","33,242,154.95","50,685,553.78","473,140,386.78","5,250,367.06","-23,030,191.59","-22,817,103.48","-31,234,525.80","-8,311,727.60","10,937,086.34","118,643.29","-179,116.49","-5,299,166.66","-12,482,333.33","-19,538,549.99","-19,626,549.98","-119,999.99","424,869,055.48","423,509,055.48","423,509,055.48",,"-13,793,025.80","-13,303,025.80","-13,396,868.76",,"-16,699,649.94","116,178,409.39"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,658,018.96","-1,401.57","-295,339.59","-215,469.24","-141,934.28","-755,500.83","-37,510.66","155,039.12","196,345.64","-417,398.48","-781,052.79","-184,789.44","-1,524,272.54","-1,403,721.22","-125,500.62","294,280.28","115,206.93","-522,605.23","605,107.88","1,186,485.50","1,892,597.05","1,515,086.68","-378,020.81","1,514,193.06","1,065,731.66","2,575,544.33","-688,027.03","-4,701,243.34","-9,804,591.58"
收到其他与投资活动有关的现金,"2,830,268.68",,,,,,,,,"4,180,000.00",,"152,307,498.60","199,135,960.72","103,235,750.00","20,553,425.27","1,000,000.00","29,220,000.00","32,920,000.00","6,930,000.00","6,930,000.00","6,930,000.00","66,480,000.00","50,276,164.38","100,000,000.00","50,000,000.00","105,000,000.00",,,"2,620,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,830,268.68",,"414,317.54","115,195.00","115,195.00","451,173.76",,,,"4,262,672.00",,"152,571,754.62","199,813,456.72","106,579,713.72","20,553,425.27","1,200,000.00","29,490,000.00","34,267,516.56","11,680,000.00","11,680,000.00","20,922,534.00","73,726,310.55","50,299,164.38","100,587,153.88","50,698,584.89","105,744,330.23","26,200.00","31,039,097.67","38,837,885.39"
五、现金及现金等价物净增加额,"1,373,456.60","7,038,614.88","42,751,626.67","-27,422,807.05","-20,069,860.09","421,631,712.14","-42,947,210.34","-126,601,283.99","-186,450,076.08","-340,089,315.34","-56,661,927.01","-60,952,938.41","-31,525,206.21","-70,088,128.08","-25,535,285.03","-21,245,660.81","24,804,281.16","31,353,547.41","-9,808,421.18","233,697,224.55","239,461,542.42","300,948,084.01","-84,895,810.36","-41,850,295.15","-20,217,279.15","-2,947,059.29","1,355,691.88","-28,737,002.84","-82,592,404.51"
购建固定资产、无形资产和其他长期资产支付的现金,"78,069,129.22","37,899,071.79","38,754,831.18","50,349,103.34","66,681,618.97","91,747,225.56","37,584,493.32","85,003,276.78","190,207,550.39","255,156,140.47","40,806,589.05","91,330,716.13","120,438,356.02","179,750,762.25","56,364,131.32","67,023,817.24","90,939,017.30","113,668,873.34","25,761,799.58","53,470,000.71","78,485,259.21","100,324,562.44","38,610,643.89","31,732,851.41","60,408,229.21","58,314,863.86","9,373,606.85","27,272,968.28","50,842,965.55"
期初现金及现金等价物余额,"24,058,687.20","25,432,143.80","32,470,758.68","75,222,385.35","75,222,385.35","75,222,385.35","496,854,097.49","496,854,097.49","496,854,097.49","496,854,097.49","156,764,782.15","156,764,782.15","156,764,782.15","156,764,782.15","86,676,654.07","86,676,654.07","86,676,654.07","86,676,654.07","118,030,201.48","118,030,201.48","118,030,201.48","118,030,201.48","418,978,285.49","418,978,285.49","418,978,285.49","418,978,285.49","416,031,226.20","416,031,226.20","416,031,226.20"
投资支付的现金,,,,,"537,892.32",,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","50,000,000.00","56,553,900.00","56,553,900.00","63,201,100.00","50,000,000.00",,,
期末现金及现金等价物余额,"25,432,143.80","32,470,758.68","75,222,385.35","47,799,578.30","55,152,525.26","496,854,097.49","453,906,887.15","370,252,813.50","310,404,021.41","156,764,782.15","100,102,855.14","95,811,843.74","125,239,575.94","86,676,654.07","61,141,369.04","65,430,993.26","111,480,935.23","118,030,201.48","108,221,780.30","351,727,426.03","357,491,743.90","418,978,285.49","334,082,475.13","377,127,990.34","398,761,006.34","416,031,226.20","417,386,918.08","387,294,223.36","333,438,821.69"
