科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"971,516,120.30","780,802,615.09","833,234,453.01",,"1,671,613,039.01","807,534,367.72","1,027,851,469.87","839,350,497.01","755,319,583.74","598,934,387.94","976,883,650.18","899,257,222.68","472,617,067.96","353,475,716.46","690,214,165.00","646,704,205.64"
短期借款,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,"549,959,289.23","346,755,417.95","383,001,555.78","212,381,612.24","609,714,377.88",,,,"200,267,336.01","250,090,440.20","152,175,172.42"
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"43,775,727.13","27,159,102.02","242,672,818.91",,"15,197,061.25","14,078,631.76","140,339,917.01","48,066,942.31","7,182,904.00","6,515,214.87","70,767,811.28","25,358,944.25","16,529,168.32","3,016,394.20","111,847,489.00","33,306,104.22"
应付票据,"19,450,000.00","36,676,470.29","38,829,210.20",,"40,460,636.98","124,392,359.58","187,765,396.06","98,124,506.25","95,651,649.39","194,577,647.68","157,830,831.19","66,449,172.75","64,031,697.62","159,857,447.20","140,739,288.20","49,454,148.67"
应收账款,"68,661,578.25","74,421,110.26","72,099,022.39",,"65,582,708.39","69,032,959.71","61,308,289.62","74,945,604.26","70,202,757.17","66,654,797.39","71,306,534.68","60,539,478.23","52,266,144.55","74,765,015.25","69,032,296.04","82,334,586.60"
应付账款,"339,854,537.05","302,962,224.55","321,841,299.99",,"351,379,902.05","376,296,921.05","414,405,483.57","362,679,206.94","317,369,449.97","314,685,332.43","384,647,000.50","316,871,451.46","263,387,965.18","305,652,126.18","411,449,329.47","305,546,194.90"
预付款项,"127,549,798.49","44,472,170.97","20,736,063.48",,"73,991,620.36","85,854,743.04","3,238,681.95","2,664,928.63","35,641,266.37","12,142,048.13","35,383,191.26","16,948,564.40","2,398,455.35","6,839,875.28","4,822,183.38","4,015,854.74"
预收款项,"590,720,658.29","354,206,113.93","419,299,107.01",,"179,046,431.23","234,196,330.21","422,695,635.49","319,806,666.80","298,809,934.14","317,368,865.88","479,191,590.84","275,401,371.20","252,921,432.77","278,423,773.29","478,507,263.93","304,504,485.04"
其他应收款,"25,810,827.12","27,867,773.82","23,433,633.33",,"19,560,333.51","16,604,017.54","10,609,404.96","14,009,786.28","10,624,505.92","10,633,104.43","8,939,030.14","9,523,862.81","11,260,272.84","14,636,572.08","7,908,338.37","8,139,569.82"
应付职工薪酬,"26,013,159.49","39,692,426.42","32,737,323.67",,"30,734,389.19","28,576,857.47","41,123,212.48","27,991,595.26","26,282,333.36","27,929,215.11","51,496,289.47","25,462,833.49","28,615,513.66","34,918,479.69","47,533,104.80","32,866,695.13"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"200,392,009.68","179,835,629.92","224,624,912.24",,"118,301,824.35","161,379,035.07","220,081,675.68","190,095,283.58","161,328,742.94","219,966,516.26","386,857,910.18","281,107,043.68","193,715,022.31","258,081,042.87","446,514,215.26","304,846,112.47"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"1,004,457,909.58","1,068,129,899.96","1,181,480,815.33",,"1,377,827,721.28","1,542,715,248.90","1,646,824,206.54","1,659,122,598.32","1,732,276,164.59","1,822,605,720.66","1,957,044,682.70","1,925,337,292.13","1,911,025,769.47","2,033,519,874.70","2,097,991,479.47","2,052,516,186.25"
其他应付款,"216,217,970.18","205,055,711.45","240,997,142.22",,"232,420,195.60","238,509,756.71","263,400,406.11","171,206,954.72","211,267,920.27","166,499,135.38","196,027,594.56","160,700,162.11","194,559,721.54","219,766,930.43","185,457,489.18","157,036,559.68"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"160,308.57","42,461.74","53,160.66",,"185,813.00","93,030.36","478,717,553.96","579,574,062.35","812,566,179.28","379,030,910.81","994,979,810.43","951,970,812.98","815,619,852.75","886,580,993.33","989,151,071.32","997,007,440.96"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"2,241,932,269.44","2,022,895,133.86","2,373,709,967.11","2,271,500,000.00","3,223,958,296.80","3,085,872,288.26","3,715,644,941.86","3,600,735,974.94","3,636,194,973.31","3,506,230,562.11","4,115,304,710.67","3,888,936,177.48","3,281,716,731.24","3,573,101,777.31","4,221,057,462.78","3,976,199,120.65"
流动负债合计,"1,392,648,334.69","1,118,428,576.56","1,278,328,995.33","979,153,700.00","952,343,379.40","1,163,351,260.09","1,549,471,809.39","1,169,904,213.55","1,110,710,030.07","1,241,026,712.74","1,656,051,216.74","1,125,992,034.69","997,231,353.08","1,256,699,799.66","1,710,200,690.84","1,154,254,195.89"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,"150,000,000.00",,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"957,762,735.69","1,095,604,880.45","1,192,809,722.75",,"1,291,572,648.62","1,317,820,402.46","1,311,290,029.53","1,300,491,738.84","1,278,576,430.01","1,275,546,793.20","1,334,700,825.71","1,306,693,902.84","1,301,595,975.75","1,295,009,371.08","1,312,114,427.80","1,284,930,816.69"
递延所得税负债,"1,544,244.31","1,440,719.56","1,337,194.81",,"1,285,432.43","1,259,551.25","2,483,670.06","3,957,788.87","6,447,065.76","2,334,620.97","1,130,145.31","1,104,264.12","1,078,382.93","4,292,482.77","1,049,265.90","1,544,532.48"
在建工程,"108,383,249.46","160,847,870.99","194,284,266.74",,"70,318,712.70","33,885,393.41","20,678,694.50","51,039,717.67","117,107,319.38","114,596,298.11","24,000,835.30","34,644,970.84","60,102,937.16","78,044,682.76","168,852,874.17","203,705,434.13"
其他非流动负债,,,,,,,,,,,,,,,,
