科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
固定资产清理,,,,,,,,,,,,,,,,,,,,,,
负债合计,"253,284,405.44","296,519,733.25","331,330,065.87","401,676,515.62","422,869,064.04","356,155,940.43","370,764,511.66","376,428,839.90","378,010,780.67","441,854,938.54","623,692,627.39","595,686,083.96","488,240,806.52","455,834,789.75","704,309,135.26","625,393,176.76","656,054,966.35","589,037,698.94","650,050,237.66","725,592,877.28","858,483,527.29","853,740,996.14"
生产性生物资产,,,,,,,,,,"371,522.49","651,517.30","1,678,161.30","49,258.91","44,163.17","36,769.43","38,903.69","43,884.60","39,328.86","39,328.86","24,884.91","10,080.00","8,663.25"
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00","132,605,000.00","164,708,953.00","164,708,953.00","164,708,953.00","164,708,953.00","164,708,953.00","164,708,953.00","279,585,220.00","279,585,220.00","283,528,220.00","283,500,570.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,
资本公积,"150,427,441.24","150,427,441.24","150,427,441.24","161,465,709.25","161,465,709.25","363,465,709.25","333,465,709.25","333,465,709.25","333,465,709.25","333,465,709.25","333,465,709.25","371,915,509.25","1,082,496,672.81","1,083,402,333.13","1,085,728,583.13","1,085,728,583.13","1,088,054,833.13","1,088,054,833.13","974,239,666.13","974,770,216.13","982,810,283.41","982,658,442.91"
无形资产,"39,756,594.83","38,616,447.37","46,529,157.26","47,527,671.39","47,397,210.83","46,759,998.41","46,122,625.39","53,840,423.31","55,146,342.17","54,461,390.24","53,759,030.20","52,913,265.68","53,694,440.68","52,854,993.82","161,694,882.17","159,406,344.88","160,021,211.61","158,239,667.61","157,313,180.04","158,603,232.98","156,624,135.08","155,191,480.30"
盈余公积,"17,166,766.44","23,248,975.32","28,519,483.77","31,234,136.46","33,338,022.88","34,676,474.83","36,450,641.64","36,875,973.38","39,812,657.25","39,812,657.25","45,707,029.90","46,757,393.64","51,083,027.16","56,295,953.61","58,822,574.55","62,295,809.46","63,662,064.71","69,502,850.78","74,031,251.93","78,886,437.84","83,260,806.06","90,893,957.35"
开发支出,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"41,054,800.00","41,054,800.00","40,143,050.00","44,056,054.76","44,056,054.76","44,056,054.76","43,144,304.76","26,722,384.76","36,024,600.00","35,845,109.50"
商誉,,,,,,,,,,,,,,,"32,976,265.19","32,976,265.19","37,813,658.48","37,813,658.48","37,813,658.48","37,813,658.48","37,813,658.48","37,813,658.48"
未分配利润,"119,483,069.61","176,479,709.44","193,649,652.90","220,345,491.98","237,197,880.64","249,978,513.84","234,275,057.31","239,633,346.22","268,162,846.27","297,269,041.58","282,212,200.12","293,289,933.31","330,884,818.01","376,389,098.87","344,469,007.36","373,386,584.43","397,981,293.44","450,838,282.80","408,515,077.03","450,918,943.38","502,441,652.36","577,357,779.96"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"1,309,872.70","1,597,719.84","1,699,807.48","2,086,233.67","1,984,687.27","2,003,786.68","2,012,762.55","2,129,320.91","2,214,131.10","2,233,481.46","2,554,612.77","2,691,565.91","2,598,957.69","2,880,552.64","55,008,592.82","54,869,747.27","57,689,330.20","58,109,235.16","58,299,585.92","58,463,875.41","60,329,092.37","61,986,233.79"
递延所得税资产,"1,533,292.02","1,687,939.67","1,422,966.32","1,893,223.60","1,748,644.91","1,590,700.52","2,052,455.38","2,573,591.17","2,074,643.43","2,087,237.72","2,390,773.06","3,200,636.33","4,211,467.84","4,895,254.04","4,386,334.35","4,064,699.05","4,608,241.44","4,812,038.17","4,639,031.26","5,065,139.58","4,935,640.57","4,554,124.81"
外币报表折算价差,"-1,228,830.09","-1,233,482.97","-1,399,791.53","-1,349,117.37",,,,,,,,,,,,,,,,,,
其他非流动资产,"27,031,500.43","22,185,621.65","24,191,937.85","54,395,404.75","38,664,396.83","48,556,980.00","35,476,188.67","54,351,931.61","76,830,018.46","79,599,282.08","70,358,047.34","57,513,316.03","61,815,399.28","89,546,322.04","107,382,398.80","67,080,486.97","59,892,672.15","63,122,351.42","82,118,169.81","95,389,549.78","103,023,036.69","142,538,624.44"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"347,692,461.41","438,307,671.52","457,194,922.87","514,104,824.38","606,073,242.08","681,962,946.36","734,098,657.14","760,929,262.51","779,864,585.23","814,978,199.73","861,665,068.64","933,975,613.29","905,655,026.89","933,454,414.40","1,189,236,297.42","1,157,647,302.16","1,195,349,628.31","1,202,661,963.06","1,211,615,995.02","1,248,978,775.66","1,293,423,880.83","1,406,874,377.47"
所有者权益(或股东权益)合计,"375,015,898.85","429,265,273.07","448,075,568.63","489,556,794.43","507,743,936.78","749,121,135.41","735,431,365.45","741,161,802.39","773,131,242.33","803,511,554.74","795,087,358.00","847,196,214.11","1,590,289,107.48","1,643,194,468.81","1,669,308,893.55","1,698,174,291.50","1,729,825,959.72","1,790,321,699.98","1,755,380,929.73","1,820,074,757.77","1,876,830,949.81","1,961,356,217.34"
资产总计,"628,300,304.29","725,785,006.32","779,405,634.50","891,233,310.05","930,613,000.82","1,105,277,075.84","1,106,195,877.11","1,117,590,642.29","1,151,142,023.00","1,245,366,493.28","1,418,779,985.39","1,442,882,298.07","2,078,529,914.00","2,099,029,258.56","2,373,618,028.81","2,323,567,468.26","2,385,880,926.07","2,379,359,398.92","2,405,431,167.39","2,545,667,635.05","2,735,314,477.10","2,815,097,213.48"
负债和所有者(或股东权益)合计,"628,300,304.29","725,785,006.32","779,405,634.50","891,233,310.05","930,613,000.82","1,105,277,075.84","1,106,195,877.11","1,117,590,642.29","1,151,142,023.00","1,245,366,493.28","1,418,779,985.39","1,442,882,298.07","2,078,529,914.00","2,099,029,258.56","2,373,618,028.81","2,323,567,468.26","2,385,880,926.07","2,379,359,398.92","2,405,431,167.39","2,545,667,635.05","2,735,314,477.10","2,815,097,213.48"
