科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"6,803,940.40","2,941,774.83","3,999,778.91","7,445,594.44","9,443,725.12","6,950,079.24","11,090,825.57","11,500,951.80","11,542,245.58","12,234,593.96","26,740,639.74","17,008,077.24","28,400,666.24","21,924,616.23","35,595,469.19","47,439,921.86","46,282,115.36","72,735,039.15","86,038,946.26","47,559,750.64","78,816,981.69","59,101,471.46","99,047,722.01","97,849,735.59","88,688,865.38","104,965,779.28","942,780,585.51"
应付职工薪酬,"1,634,734.43","2,305,739.17","6,384,578.18","19,291.16","8,703.10","6,004,605.71","11,676.07","296,083.05","2,160.16","7,014,363.77","21,496.13","24,932.34","43,320.59","21,874,014.78","11,864,108.23","18,826,277.92","18,125,023.50","22,386,199.37","10,354,174.37","12,449,712.11","15,772,533.09","35,828,060.35","18,714,990.04","21,725,679.03","23,517,386.54","41,585,239.61","4,451,563.81"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,743,379.41","13,953,078.63","15,240,459.44","10,608,303.71","18,924,426.60","37,374,691.98","11,030,103.37","23,444,038.80","33,565,636.75","62,805,456.10","41,855,928.81","66,765,720.85","90,531,465.31","136,940,499.91","94,485,938.53","126,680,860.12","145,579,736.98","193,944,923.34","156,215,735.36","192,029,915.00","215,201,879.93","272,719,394.31","258,596,821.28","314,562,033.59","348,639,032.88","447,635,079.62","471,143,127.35"
应收利息,,,,,,,,,,,,,,,,,,,,"2,520,833.33",,"1,330,972.23","4,970,958.90",,,"16,768,876.71","15,605,041.10"
应付利息,,,,,,,,,,,,,,"1,081,967.21","5,582,708.27","10,083,449.33","14,584,190.39","1,084,931.45","5,584,931.45","10,084,931.45","14,584,931.45","1,582,050.87","3,268,311.02","4,906,398.87",,"3,457,863.38","5,938,839.39"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,"610,816.09","610,816.09","610,816.09",,"610,816.09",
存货,"16,303,058.50","23,067,074.68","47,630,511.51","82,775,882.37","91,374,699.01","96,296,956.58","107,379,706.43","93,587,798.61","122,240,962.79","141,557,560.06","176,670,703.91","90,068,399.06","90,135,262.36","229,637,827.11","260,977,886.78","272,148,520.88","268,254,653.63","242,641,617.73","279,319,914.92","276,879,310.68","291,632,999.24","320,630,669.27","337,296,933.06","374,280,894.93","435,097,008.54","474,808,101.77","144,992,697.99"
其他应付款,"1,307,760.37","665,353.40","1,606,601.04","150,878.60","252,741.11","3,166,088.62","3,675,493.96","1,988,237.19","1,328,739.15","5,512,173.66","2,068,412.71","2,207,171.33","2,339,059.63","313,374,959.60","174,779,095.25","167,869,691.75","145,656,252.53","102,418,937.68","99,633,986.80","71,377,540.87","73,191,017.64","75,197,476.65","46,053,572.42","16,450,051.75","48,298,358.23","574,626,870.61","761,059,483.73"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"18,691,492.22","18,691,492.22","45,886,808.33","46,018,611.33","36,119,704.55","36,119,704.55","17,603,343.60","15,816,373.52","9,768,330.78","3,350,427.36","21,331,241.03","24,196,376.24","41,307,196.55","43,891,593.04","52,736,845.04","60,906,454.90","70,128,634.20","79,201,387.56"
一年内到期的非流动负债,,,,"30,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,"12,000,000.00","12,000,000.00","14,000,000.00","14,000,000.00","13,000,000.00","13,000,000.00","10,000,000.00","10,000,000.00","39,549,999.89","39,549,999.90","91,203,333.19","191,203,333.20","147,549,999.87","163,025,599.91","531,802,202.84","564,544,169.94","494,072,954.97","236,661,969.24"
其他流动资产,,,,,,,,,,"4,000,000.00","4,000,000.00",,,"8,023,677.37",,,"7,400,000.00","20,212,457.55","6,750,147.78","847,821,280.40","792,118,307.52","798,013,678.73","1,011,340,371.73","948,033,251.11","964,273,710.98","975,395,661.52","593,771,104.17"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,"10,683,100.00",
流动资产合计,"169,068,900.39","225,893,746.72","454,090,153.15","479,624,155.69","546,481,393.82","709,136,584.36","882,571,437.07","806,885,193.38","899,430,644.22","1,193,295,271.99","1,127,670,164.51","1,065,101,755.74","1,178,971,581.50","2,028,181,302.93","1,734,607,832.85","1,994,349,560.18","2,241,672,746.09","3,415,853,300.53","3,718,980,566.34","3,833,376,519.20","3,916,830,352.80","4,238,907,340.44","4,194,140,880.28","4,782,778,336.38","4,898,825,527.29","5,629,841,269.44","5,889,816,780.99"
流动负债合计,"47,590,621.30","58,685,568.53","240,542,502.42","329,418,399.86","404,533,762.01","449,196,051.26","343,590,439.02","268,857,327.34","456,349,187.90","681,837,883.82","639,703,927.01","611,221,758.46","705,093,087.47","1,097,800,518.73","862,267,174.69","1,085,006,803.30","1,288,278,084.89","1,256,887,410.60","1,118,558,123.11","1,268,641,495.02","1,529,610,969.32","1,745,636,538.30","1,667,153,526.90","2,597,459,263.85","2,735,879,054.10","3,865,356,031.18","3,760,369,705.09"
可供出售金融资产,,,,,,,,,,"300,000.00","11,300,000.00","42,277,200.00","83,495,200.00","143,642,376.29","179,444,761.03","175,062,023.51","295,665,166.76","365,491,870.35","366,572,252.13","377,314,740.91","461,963,401.11","364,975,168.84","388,321,296.59","397,272,063.63","404,338,309.76","785,831,322.86",
长期借款,,"35,000,000.00","30,000,000.00",,,"41,880,000.00","41,880,000.00","39,880,000.00","22,000,000.00","38,000,000.00","38,000,000.00","59,320,000.00","59,320,000.00","51,320,000.00","51,320,000.00","49,320,000.00","149,320,000.00","162,957,500.12","707,651,397.21","720,036,438.00","551,066,044.69","511,803,211.37","485,977,778.06","214,756,944.73","284,429,571.31","190,763,670.91","171,736,207.78"
持有至到期投资,,,,,,,,,,,,"7,941,841.20","1,965,641.70",,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,"289,833,720.89","290,643,114.71","291,452,508.53","292,261,902.35","293,071,296.17","293,939,339.42","294,807,382.67","295,675,425.92","99,802,218.88","100,375,710.88",,,,
长期应收款,,"35,353,564.96","51,726,154.02","86,682,785.45","93,834,682.21","84,799,982.05","86,184,263.67","87,487,967.10","88,527,511.67","125,996,867.58","127,600,774.53","147,415,198.67","143,860,819.37","141,787,473.94","143,437,918.38","138,511,844.73","139,743,689.82","110,669,552.29","105,605,129.69","87,029,325.01","80,108,542.17","70,855,250.29","64,412,692.35","76,782,249.45","68,532,847.20","60,188,344.37","288,689,315.91"
长期应付款,,,,,,,,,,,,,,,,,,,,,,"133,333,333.36","132,333,333.36","132,000,000.04","99,000,000.04","101,348,924.14","92,955,246.02"
长期股权投资,,,,,,,,,"25,597,634.58","44,229,303.65","43,669,963.02","58,393,653.27","58,376,830.02","195,116,741.55","223,610,562.81","238,389,361.98","242,250,824.60","283,126,152.90","272,081,209.29","363,715,639.97","355,455,708.41","458,315,107.23","450,780,841.24","501,776,423.14","498,829,008.26","521,805,364.60","511,860,329.93"
专项应付款,,"400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,"5,618,713.04","2,431,972.04"
固定资产,"6,866,251.42","13,579,276.51","21,511,243.94","26,151,116.15","26,127,072.02","25,674,587.13","30,307,100.68","32,217,882.45","105,975,826.77","107,699,185.73","106,405,173.64","106,936,247.02","109,315,176.60","133,939,999.35","130,802,422.26","134,628,724.44","133,318,454.98","130,130,505.16","129,580,242.30","143,289,670.00","144,262,034.33","150,349,253.69","145,578,411.28","141,122,928.19","267,532,704.56","301,033,274.54","288,541,938.11"
递延所得税负债,,,,,,,,,,"3,785,574.25","3,584,691.50","3,383,808.75","3,182,926.00","9,838,879.11","9,144,552.79","7,393,860.40","6,846,988.52","6,101,805.71","5,570,724.57","5,155,614.21","4,656,830.11","4,042,749.46","3,544,929.29","3,112,939.12","2,613,183.81","2,070,049.25","828,428.24"
在建工程,,,,,"20,062,620.78",,,,,,,,,"2,999,998.68","2,840,310.44",,,,"458,113.21","571,692.11","636,772.66","1,003,943.27","1,292,666.79","1,305,859.61","2,383,666.84","2,571,540.49","2,578,513.98"
其他非流动负债,,,,,,,,,,,,,,"86,255,359.00","85,666,090.25","85,666,090.25","87,480,930.25","100,568,810.68","100,568,810.68","100,130,130.18","91,319,395.68","56,073,406.85","56,073,406.85","48,932,882.97","48,932,882.97","48,932,882.97","18,570,139.25"
工程物资,,,,,,,,,,,,,,"293,577.09","185,529.14","218,542.08",,,,,,,,,,,
非流动负债合计,,"35,400,000.00","30,000,000.00",,,"41,880,000.00","41,880,000.00","39,880,000.00","22,000,000.00","41,785,574.25","41,584,691.50","62,703,808.75","62,502,926.00","438,247,959.00","437,773,757.75","434,832,459.18","538,409,821.12","565,199,412.68","1,110,230,271.88","1,122,629,565.06","952,133,779.66","813,630,341.05","786,617,537.08","406,852,103.01","442,761,931.79","355,823,824.82","290,116,907.56"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"47,590,621.30","94,085,568.53","270,542,502.42","329,418,399.86","404,533,762.01","491,076,051.26","385,470,439.02","308,737,327.34","478,349,187.90","723,623,458.07","681,288,618.51","673,925,567.21","767,596,013.47","1,536,048,477.73","1,300,040,932.44","1,519,839,262.48","1,826,687,906.01","1,822,086,823.28","2,228,788,394.99","2,391,271,060.08","2,481,744,748.98","2,559,266,879.35","2,453,771,063.98","3,004,311,366.86","3,178,640,985.89","4,221,179,856.00","4,050,486,612.65"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"52,500,000.00","52,500,000.00","52,500,000.00","52,500,000.00","52,500,000.00","52,500,000.00","58,810,000.00","117,620,000.00","117,620,000.00","119,145,000.00","119,145,000.00","297,862,500.00","298,257,500.00","322,366,991.00","805,917,477.00","805,917,477.00","805,789,977.00","855,445,172.00","855,445,172.00","855,445,172.00","856,371,672.00","855,128,247.00","855,128,247.00","855,128,247.00","854,543,997.00","854,543,997.00","854,543,997.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"40,401,755.66","40,401,755.66","40,401,755.66","40,401,755.66","40,401,755.66","40,401,755.66","320,612,755.66","285,326,755.66","285,326,755.66","342,975,779.66","342,975,779.66","184,760,079.66","206,075,070.46","1,118,120,946.58","642,145,655.25","649,720,849.92","638,110,033.11","1,769,970,309.18","1,542,298,361.38","1,545,042,556.92","1,555,996,840.13","1,546,452,493.60","1,549,342,379.56","1,607,027,825.62","1,595,739,566.82","1,610,614,259.07","1,617,269,238.10"
无形资产,"770,683.48","702,566.43","928,598.01","765,169.89","728,084.04","709,656.31","8,520,027.68","8,049,965.35","7,565,061.43","23,097,004.92","31,443,750.20","30,406,429.29","29,960,205.90","110,771,160.84","106,244,426.79","96,324,722.90","91,709,021.07","85,394,133.15","79,858,595.62","74,550,496.50","72,481,505.48","94,307,209.39","87,463,718.55","80,704,914.30","55,060,923.84","78,451,097.60","66,127,510.78"
盈余公积,"1,678,986.89","7,339,551.10","15,542,886.01","15,542,886.01","15,542,886.01","25,529,519.79","25,529,519.79","25,529,519.79","25,529,519.79","39,288,356.97","39,288,356.97","39,288,356.97","39,288,356.97","56,916,963.70","56,916,963.70","56,916,963.70","56,916,963.70","85,253,980.56","85,253,980.56","85,370,674.44","85,370,674.44","113,815,473.20","113,815,473.20","113,815,473.20","113,815,473.20","141,828,222.98","141,828,222.98"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,"86,255,359.00","85,666,090.25","85,666,090.25","87,480,930.25","100,568,810.68","100,568,810.68","100,130,130.18","105,798,676.43","56,073,406.85","56,073,406.85","55,835,211.72","48,932,882.97","48,932,882.97","18,570,139.25"
商誉,,,,,,,,,,"38,840,178.40","38,840,178.40","38,840,178.40","38,840,178.40","811,308,801.05","811,308,801.05","824,093,735.05","824,093,735.05","806,008,490.22","806,008,490.22","806,008,490.22","806,008,490.22","802,653,864.48","802,653,864.48","802,653,864.48","802,653,864.48","802,653,864.48","281,580,976.88"
未分配利润,"36,392,000.13","85,045,447.20","155,052,829.93","173,969,787.21","191,745,046.84","246,937,079.23","252,445,568.86","246,224,723.04","268,899,402.84","333,684,737.53","359,315,371.78","359,925,881.89","388,154,635.88","550,263,504.11","542,707,301.34","577,461,054.23","620,535,175.96","816,376,705.91","868,664,388.76","886,644,228.93","946,581,032.67","1,138,485,584.99","1,201,955,793.02","1,228,113,239.32","1,292,954,370.57","1,386,661,048.16","1,472,654,107.37"
长期待摊费用,"1,857,528.69","3,843,167.87","5,783,824.90","18,609,601.56","17,489,597.65","16,060,975.31","15,222,833.45","18,734,696.77","18,555,486.74","19,803,021.12","17,890,123.26","16,033,108.38","14,195,125.19","18,340,801.36","18,171,748.16","17,027,122.03","15,284,817.53","12,004,035.01","10,203,102.25","8,568,361.89","7,960,577.63","6,673,396.00","7,992,064.60","6,890,819.54","6,704,738.66","8,793,216.04","7,169,967.38"
少数股东权益,,,,,,,,,,"21,961,946.08","22,316,032.02","21,977,825.81","22,785,605.82","168,604,993.53","167,259,509.50","162,301,511.58","185,488,101.27","190,072,333.50","45,320,601.20","68,402,981.85","67,619,312.89","60,420,499.84","58,372,511.09","57,534,788.97","24,119,191.65","27,241,813.42","23,485,626.29"
递延所得税资产,,,,,,,,,,"734,891.05","734,891.05","3,810,161.05","5,422,472.17","3,274,789.51","4,411,068.70","5,547,347.89","4,271,884.36","2,145,540.51","2,647,010.08","2,904,203.82","3,248,240.68","1,363,323.30","1,652,311.89","1,737,826.06","2,025,287.69","2,289,517.10","2,360,059.46"
外币报表折算价差,,,,,,,,,"-10,080.00",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"20,062,620.78","20,062,620.78","30,062,620.78","30,062,620.78","26,666,774.03","58,766,812.34","60,565,721.15","57,803,625.30","78,488,300.94","75,335,039.61","67,223,331.01","64,229,821.87","245,781,833.35","55,959,262.64","60,582,320.32","60,107,074.01","45,848,748.87","41,687,640.47","37,526,532.09","33,365,423.67","24,627,993.08","41,328,784.60"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"9,494,463.59","53,478,575.77","79,949,820.87","132,208,673.05","158,242,056.70","147,307,821.58","160,296,846.26","176,553,132.45","276,284,141.97","387,367,226.48","436,651,666.44","512,619,738.43","543,235,274.65","1,639,964,020.60","1,695,792,588.37","1,697,026,755.62","1,810,567,416.04","2,040,752,112.94","1,828,973,407.43","1,924,534,940.75","1,992,232,346.70","1,996,345,265.36","1,991,835,508.24","2,047,773,480.49","2,141,426,774.96","2,588,245,535.16","2,274,638,922.89"
所有者权益(或股东权益)合计,"130,972,742.68","185,286,753.96","263,497,471.60","282,414,428.88","300,189,688.51","365,368,354.68","657,397,844.31","674,700,998.49","697,365,598.29","857,039,040.40","883,033,212.44","903,795,926.96","954,610,842.68","2,132,096,845.80","2,130,359,488.78","2,171,537,053.32","2,225,552,256.12","3,634,518,590.19","3,319,165,578.78","3,366,640,399.87","3,427,317,950.52","3,675,985,726.45","3,732,205,324.54","3,826,240,450.01","3,861,611,316.36","3,996,906,948.60","4,113,969,091.23"
资产总计,"178,563,363.98","279,372,322.49","534,039,974.02","611,832,828.74","704,723,450.52","856,444,405.94","1,042,868,283.33","983,438,325.83","1,175,714,786.19","1,580,662,498.47","1,564,321,830.95","1,577,721,494.17","1,722,206,856.15","3,668,145,323.53","3,430,400,421.22","3,691,376,315.80","4,052,240,162.13","5,456,605,413.47","5,547,953,973.77","5,757,911,459.95","5,909,062,699.50","6,235,252,605.80","6,185,976,388.52","6,830,551,816.87","7,040,252,302.25","8,218,086,804.60","8,164,455,703.88"
负债和所有者(或股东权益)合计,"178,563,363.98","279,372,322.49","534,039,974.02","611,832,828.74","704,723,450.52","856,444,405.94","1,042,868,283.33","983,438,325.83","1,175,714,786.19","1,580,662,498.47","1,564,321,830.95","1,577,721,494.17","1,722,206,856.15","3,668,145,323.53","3,430,400,421.22","3,691,376,315.80","4,052,240,162.13","5,456,605,413.47","5,547,953,973.77","5,757,911,459.95","5,909,062,699.50","6,235,252,605.80","6,185,976,388.52","6,830,551,816.87","7,040,252,302.25","8,218,086,804.60","8,164,455,703.88"
