科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"1,036,371,960.53","2,149,448,075.52","3,357,159,959.39","4,232,510,709.47","1,229,284,308.73","2,700,420,302.00","3,934,698,152.18","4,848,290,240.96","1,014,126,920.34","2,420,351,306.75","3,843,992,311.59","5,569,890,333.17","1,961,825,715.98","4,138,826,058.26","5,899,197,653.91","7,819,675,175.17","2,180,589,047.00","4,283,905,202.03","6,200,943,486.15","8,173,449,414.23","1,839,867,647.14","3,989,757,013.52","5,800,888,929.19","8,339,805,268.73","1,996,176,979.16","4,474,139,812.07","6,396,557,816.14","9,262,158,088.81","2,307,628,479.02","4,967,713,419.68","7,194,768,216.94","9,828,875,656.78","2,495,662,784.99","5,298,503,207.77","7,263,772,331.86","10,241,434,098.10","2,562,937,573.45","5,323,032,376.62","7,776,650,256.84","10,785,821,704.48","2,944,706,299.98","5,535,339,786.30","8,046,479,315.36","11,154,241,411.27"
二、营业利润,"112,745,870.19","233,239,026.80","320,425,643.64","434,019,249.76","122,725,511.59","215,730,764.42","270,850,510.61","290,351,911.92","76,589,150.42","124,197,923.19","211,195,081.76","312,611,779.66","144,992,774.66","276,306,276.19","373,197,085.08","472,812,844.71","154,493,094.68","303,834,980.16","414,100,572.54","496,156,937.25","108,800,782.94","188,695,806.61","237,672,409.07","329,887,419.77","131,151,590.18","229,147,192.77","347,638,231.30","634,983,731.22","217,555,014.68","424,828,460.83","621,648,424.90","812,154,374.84","243,147,350.08","516,533,491.21","643,757,880.91","870,359,640.83","277,100,463.19","563,157,903.73","723,451,842.15","971,762,016.77","272,469,438.23","503,038,551.51","704,033,534.24","1,014,621,846.69"
减:营业成本,"812,557,760.46","1,695,905,768.66","2,715,903,025.45","3,371,058,643.78","977,640,080.67","2,226,435,221.65","3,265,396,829.99","4,025,591,397.48","819,960,765.38","2,002,160,280.89","3,152,898,541.80","4,560,763,345.72","1,610,137,851.54","3,432,520,310.75","4,910,471,098.70","6,438,247,726.59","1,813,129,229.74","3,560,912,409.57","5,153,651,586.36","6,763,821,271.49","1,521,405,392.75","3,332,252,404.68","4,854,617,818.01","6,935,181,469.95","1,609,737,667.31","3,656,417,515.03","5,197,876,487.94","7,430,242,730.64","1,808,143,101.68","3,902,761,820.97","5,643,557,082.84","7,646,463,389.46","1,942,202,081.62","4,183,818,200.84","5,731,389,715.64","8,065,030,983.47","1,957,491,799.24","4,122,616,828.10","6,061,085,021.42","8,418,649,994.88","2,319,882,435.38","4,377,124,938.54","6,363,749,051.27","8,849,103,930.27"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,595,711.67","10,690,285.54","14,598,390.29","18,593,915.18","5,322,209.10","11,357,477.86","16,444,442.96","21,411,468.37","4,099,995.46","11,056,520.66","18,093,636.11","25,818,424.03","10,034,498.28","17,359,744.86","23,046,373.75","27,747,684.04","8,200,137.72","14,028,704.49","20,292,625.17","25,970,716.63","8,958,931.87","18,720,585.58","25,886,095.78","33,878,876.56","9,624,657.75","19,590,509.55","27,927,919.64","39,481,457.64","12,550,192.87","25,387,458.26","36,449,261.69","45,268,117.86","12,097,619.52","22,633,006.29","31,019,307.32","44,120,268.37","11,224,791.10","23,817,045.17","35,204,173.98","59,109,296.28","15,009,956.56","32,800,328.36","46,120,762.42","63,965,660.86"
营业外收入,"4,340,952.00","14,687,548.35","16,486,476.65","50,657,790.65","8,723,566.46","22,571,681.25","34,081,536.72","87,581,816.47","14,429,499.56","30,823,907.45","34,928,792.40","46,093,863.05","6,529,830.61","22,223,074.64","31,018,621.29","91,281,381.19","11,310,277.67","25,676,668.85","36,641,623.71","93,884,828.29","11,314,270.38","20,206,687.21","47,816,841.53","113,841,690.47","12,995,451.95","39,878,525.91","50,956,735.48","77,928,630.20","16,088,236.48","28,761,901.79","39,876,424.62","95,775,730.01","9,512,251.32","20,166,477.71","42,946,715.23","67,993,054.63","7,974,783.48","21,450,708.55","33,965,138.46","56,219,041.00","15,331,873.63","17,383,675.05","33,473,932.31","21,487,535.59"
销售费用,"31,517,077.19","70,248,693.13","92,668,715.32","126,725,346.69","37,268,889.51","79,030,791.83","117,039,236.63","142,101,381.84","32,536,534.40","76,427,723.33","128,592,220.97","176,413,150.90","55,106,677.91","112,518,954.19","176,515,007.80","236,092,854.41","50,533,524.37","109,913,497.06","172,558,244.25","229,291,988.43","43,339,675.43","102,522,344.93","159,268,531.11","227,072,508.73","53,712,205.46","117,846,661.01","180,714,162.91","279,343,052.79","66,811,545.30","161,805,392.04","241,804,844.48","326,856,014.57","75,662,183.27","165,529,427.25","252,355,232.33","354,820,670.48","91,255,590.84","177,191,983.48","285,276,797.65","389,966,703.51","98,033,402.08","179,189,628.83","284,527,750.03","370,371,735.00"
减:营业外支出,"2,507,004.77","2,952,648.62","6,795,060.47","5,801,003.52","1,387,383.27","2,984,884.41","4,034,759.23","5,314,958.28","1,287,484.00","2,723,295.44","3,946,949.60","5,032,340.32","1,968,803.16","4,940,129.50","6,167,996.79","11,587,037.44","1,779,038.36","3,517,559.36","4,579,039.98","7,510,135.86","1,510,367.51","3,677,177.80","5,867,951.85","8,716,884.47","2,911,144.57","6,299,248.04","9,791,154.87","14,949,164.29","3,029,946.22","6,234,785.57","11,463,637.71","20,007,171.38","2,737,318.44","6,610,306.07","9,365,885.89","13,714,536.10","3,750,052.83","8,878,788.81","12,448,251.31","24,899,770.03","1,959,522.37","6,420,455.87","9,773,076.86","6,117,127.71"
管理费用,"56,643,145.74","97,144,093.61","161,410,374.93","229,899,418.82","64,045,756.94","108,536,789.44","168,686,765.66","249,116,681.91","53,116,493.18","137,280,622.27","230,368,067.66","334,938,492.23","107,460,488.05","226,524,957.23","324,312,399.43","530,640,835.74","127,028,177.21","289,083,319.03","426,009,514.68","595,869,856.03","127,524,397.77","281,713,982.34","422,432,671.60","641,557,419.45","150,847,475.23","342,388,862.95","511,547,999.86","777,007,343.56","195,732,054.75","403,430,643.97","613,783,711.29","865,830,544.75","196,756,378.89","387,644,966.13","580,375,801.50","805,836,151.63","214,158,356.24","433,302,925.81","659,622,035.08","872,228,499.52","215,844,197.87","450,481,375.49","647,921,987.90","887,557,431.14"
其中:非流动资产处置净损失,,"202,907.96",,"1,917,066.64",,,,"463,303.84",,,,,,,,"2,952,662.92",,,,"1,055,004.55",,"16,978.82",,"171,643.50",,,,"2,030,592.58",,,,"6,350,177.75","54,968.79","896,034.46","1,246,410.81","2,487,166.40","941,884.19","3,800,732.05","5,645,820.34","14,082,893.98","909,091.75","1,590,564.93","3,372,484.16",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"16,932,472.44","36,254,392.00","59,698,430.41","80,035,704.78","22,285,280.66","49,896,417.04","87,005,480.93","111,930,729.48","28,200,148.24","58,758,641.27","91,885,427.11","114,209,214.91","25,839,702.24","46,258,575.18","67,298,799.97","80,831,252.47","11,359,695.36","24,202,750.07","37,571,456.88","55,542,439.39","27,288,879.52","70,215,266.93","113,881,672.61","170,057,075.94","35,094,591.10","79,847,110.19","119,439,182.47","156,007,825.15","33,988,719.45","74,998,333.22","130,880,393.67","176,677,382.46","48,538,432.45","81,481,457.86","108,580,475.80","141,370,500.43","30,494,046.07","58,480,649.70","87,845,678.71","110,133,080.33","29,643,284.48","49,263,944.53","67,616,443.99","69,896,875.80"
