科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"7,027,933.39","5,675,492.95","8,056,542.60","10,667,454.80","11,314,358.58","11,658,570.31","7,897,355.15","8,905,661.87","9,847,458.03","12,743,842.63","18,796,064.24","19,037,584.92","13,546,235.64","25,800,864.61","22,371,787.32","29,458,883.75","22,782,218.73","29,052,095.34","28,927,051.25","32,958,567.91","30,091,607.14","30,652,615.44","31,405,498.39","28,121,393.79","67,271,864.99","76,416,061.26"
应付职工薪酬,"8,193,253.32","9,961,595.97","16,490,762.55","26,847,818.28","30,265,879.59","38,658,286.78","38,176,520.53","33,815,637.76","29,199,008.25","19,617,999.39","30,980,700.18","26,848,907.08","24,614,943.21","31,396,719.42","31,898,726.20","29,608,079.56","28,921,032.55","27,192,059.91","30,437,090.69","32,340,430.91","42,523,686.46","39,140,988.02","39,048,516.75","41,510,416.78","49,112,746.41","43,589,241.11"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,613,574.68","5,474,606.14","7,840,048.78","4,305,925.03","2,847,856.09","15,976,486.13","10,499,417.73","12,286,103.55","16,930,576.80","8,132,063.28","15,323,971.71","19,100,999.61","14,748,033.58","6,836,726.32","8,901,400.25","15,285,331.89","17,086,779.87","11,818,682.20","10,671,765.89","13,137,918.48","7,975,099.21","5,505,965.45","26,554,935.92","11,957,672.30","22,953,750.39","14,507,769.70"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"2,169,574.57","2,169,574.57","2,169,574.57",,"2,169,574.57","2,169,574.57","2,169,574.57","2,169,574.57","2,169,574.57","2,169,574.57","2,169,574.57","2,169,574.57","2,169,574.57",,"2,169,574.57","2,169,574.57"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,"21,539,774.80","21,539,774.80","19,367,774.80","44,525,458.98","44,525,458.98","44,525,458.98",,,"21,095,364.80","21,095,364.80","21,095,364.80","21,095,364.80","28,559,197.42","15,979,244.97","1,673,104.11","1,671,004.11","1,671,004.11",,"1,671,004.11","1,671,004.11"
存货,"73,934,723.63","107,680,155.75","202,000,439.28","359,619,239.09","416,426,030.53","403,186,714.64","406,314,791.75","397,072,816.89","376,637,986.75","383,307,916.86","458,082,487.72","459,329,104.66","478,848,712.29","490,953,981.51","535,487,704.99","573,752,229.11","654,719,196.93","708,837,369.77","807,137,698.29","925,040,385.09","997,335,380.90","1,002,766,653.29","1,001,323,156.44","1,090,049,554.69","1,076,640,008.84","1,008,844,289.21"
其他应付款,"10,261,046.14","5,760,549.96","6,302,839.64","19,325,914.90","11,965,826.86","15,231,170.28","15,933,316.06","30,662,641.48","31,033,440.42","30,804,262.15","748,015,440.64","283,852,600.10","280,800,315.27","313,082,511.23","312,702,457.81","379,618,583.76","357,125,795.52","359,814,764.21","359,979,670.07","349,967,353.38","227,795,228.89","193,410,059.46","91,965,760.30","86,544,466.89","101,836,745.60","97,207,539.88"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"10,000,000.00",,,,,,,,,"63,000,000.00","63,000,000.00","63,000,000.00","63,000,000.00",,,,,,,,,,,,
其他流动资产,,,,,,,,,,"9,467,752.35","15,026,205.60","9,282,868.44","16,684,005.51","9,742,868.76","9,442,941.93","1,655,017.51","35,666,299.35","39,854,942.15","33,822,116.82","26,674,813.48","390,363,584.29","412,881,528.71","294,948,310.41","356,027,373.10","219,233,687.53","303,447,194.14"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"216,720,362.07","312,945,890.92","430,537,309.77","599,513,732.15","659,652,313.59","895,012,485.10","847,224,925.92","882,737,429.35","935,236,592.54","882,733,577.05","1,234,447,345.85","1,328,103,258.42","1,258,161,577.92","1,337,792,139.13","1,414,894,620.59","1,521,099,444.22","1,613,312,782.48","1,676,837,085.76","1,919,257,536.25","2,039,793,519.00","2,577,255,298.78","2,514,159,913.65","2,640,396,211.83","2,748,112,408.70","2,715,049,774.96","2,591,229,271.76"
流动负债合计,"206,780,850.11","290,817,195.78","414,799,846.48","564,569,473.84","593,039,042.12","558,856,078.97","529,848,640.00","534,095,210.22","575,525,701.67","547,642,624.87","1,459,149,342.58","960,966,271.04","826,102,033.78","844,221,078.32","925,952,643.71","1,049,043,809.06","1,087,870,740.16","1,136,081,918.48","1,444,588,635.16","1,531,422,620.65","1,510,765,318.18","1,448,135,470.87","1,531,096,795.83","1,635,888,645.32","1,644,450,860.28","1,536,347,961.90"
可供出售金融资产,,,,,,,,,,,,,,,"639,118.12","2,639,118.12","5,639,118.12","5,639,118.12","92,878,466.12","92,878,466.12","94,201,101.72","94,201,101.72","94,201,101.72","94,201,101.72","94,156,956.91","94,169,042.29"
长期借款,"54,800,000.00","28,000,000.00","6,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,"3,835,357.54","2,712,519.26","1,360,979.95","60,595,525.19","60,239,546.30","60,253,719.80","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","59,000,000.00","59,000,000.00","59,000,000.00","59,000,000.00","58,000,000.00"
长期股权投资,,,,,,,,,,,,,,"639,118.12",,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,"4,916,761.83","4,859,933.82","4,803,105.81","4,746,277.80","4,689,449.79","4,632,621.78"
预计负债,"3,418,089.99","3,792,907.22","5,642,157.76","7,376,961.04","7,592,626.51","7,954,304.40","8,243,965.59","8,830,283.25","9,446,356.92","8,713,070.51","8,503,878.89","7,987,375.12","8,140,371.37","8,124,185.24","7,088,644.82","5,777,469.00","7,704,301.00","3,986,806.50","4,282,362.05","4,443,798.17","4,802,412.96","5,226,577.51","5,575,364.64","6,023,065.69","6,100,381.34","6,377,022.37"
固定资产,"186,578,612.00","197,397,396.35","211,818,643.08","234,984,751.11","240,465,375.04","246,985,731.51","318,461,065.79","317,586,488.42","362,086,922.99","355,785,176.31","559,553,535.15","552,477,390.05","654,445,846.32","657,005,093.00","645,744,712.41","646,588,704.05","659,959,041.98","660,457,479.11","647,553,957.93","636,175,786.04","624,446,225.31","613,063,421.03","599,689,970.44","593,554,603.30","751,068,189.73","737,909,236.93"
递延所得税负债,,,,,,,,,,,"14,268,211.08","13,866,225.40","8,843,388.75","10,070,925.18","9,787,522.47","9,508,348.84","9,223,196.66","8,950,119.09","8,677,629.30","8,404,645.10","8,120,498.34","7,847,644.97","7,733,800.08","7,448,246.41","7,151,074.25","6,866,170.71"
在建工程,,,"26,479,749.97","44,258,365.57","88,431,428.45","103,621,912.28","46,424,865.02","56,257,063.74","48,495,008.78","68,520,317.31","104,298,391.52","111,487,790.21","24,090,456.28","32,452,406.73","36,940,884.78","81,195,295.87","77,932,344.03","105,275,089.93","118,049,709.14","140,543,627.09","158,543,639.77","190,107,556.93","199,149,405.10","216,666,150.86","94,986,066.74","122,876,378.80"
其他非流动负债,"450,000.00","6,080,000.00","5,400,000.00","5,060,000.00","20,300,000.00","19,720,000.00","19,140,000.00","18,560,000.00","17,980,000.00",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"58,668,089.99","37,872,907.22","17,042,157.76","12,436,961.04","27,892,626.51","27,674,304.40","27,383,965.59","27,390,283.25","27,426,356.92","26,113,070.51","47,240,063.13","44,899,803.40","40,868,380.69","107,754,233.45","106,206,411.29","114,722,980.04","122,500,952.61","117,272,851.42","128,176,721.39","127,517,644.19","125,994,874.77","123,834,191.56","124,757,139.41","123,607,292.40","127,625,441.41","129,218,817.84"
固定资产清理,,,,,,,,,,,,,,,,,,,"644,673.73",,,,,,,
负债合计,"265,448,940.10","328,690,103.00","431,842,004.24","577,006,434.88","620,931,668.63","586,530,383.37","557,232,605.59","561,485,493.47","602,952,058.59","573,755,695.38","1,506,389,405.71","1,005,866,074.44","866,970,414.47","951,975,311.77","1,032,159,055.00","1,163,766,789.10","1,210,371,692.77","1,253,354,769.90","1,572,765,356.55","1,658,940,264.84","1,636,760,192.95","1,571,969,662.43","1,655,853,935.24","1,759,495,937.72","1,772,076,301.69","1,665,566,779.74"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"66,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00","66,000,000.00","72,999,250.00","116,798,800.00","116,798,800.00","116,798,800.00","233,597,600.00","233,597,600.00","266,288,782.00","277,723,982.00","278,983,982.00","446,374,371.00","446,331,171.00","446,331,171.00","446,331,171.00","446,331,171.00","440,154,435.00","480,154,435.00","480,154,435.00","473,647,891.00","473,647,891.00","473,647,891.00","473,647,891.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"77,180,113.36","77,180,113.36","77,180,113.36","77,180,113.36","77,180,113.36","320,150,863.36","276,351,313.36","276,351,313.36","276,351,313.36","159,552,513.36","159,552,513.36","681,708,587.84","901,800,727.43","924,592,867.43","784,433,486.05","783,968,030.98","800,330,239.04","800,330,239.04","800,330,239.04","732,424,747.64","1,229,031,585.78","1,229,031,585.78","1,157,500,267.68","1,157,500,267.68","1,154,797,367.67","1,154,797,367.67"
无形资产,"13,511,108.36","38,693,073.04","78,062,033.57","77,711,432.30","77,311,929.07","76,715,569.89","76,057,931.86","75,792,706.70","76,078,301.94","76,388,369.28","118,356,945.22","117,058,719.91","115,338,617.40","113,777,781.61","118,365,942.95","141,116,906.75","139,337,161.94","137,525,811.61","136,045,475.10","134,545,792.69","132,727,443.74","130,943,057.93","132,241,451.22","130,503,637.28","128,744,375.74","127,124,854.04"
盈余公积,"1,154,334.85","8,177,577.42","17,714,356.95","17,714,356.95","31,211,926.21","31,211,926.21","38,135,871.53","38,135,871.53","46,902,547.20","46,902,547.20","46,902,547.20","46,902,547.20","58,141,009.29","58,141,009.29","58,141,009.29","58,141,009.29","66,750,439.55","66,750,439.55","66,750,439.55","66,750,439.55","78,822,368.36","78,822,368.36","78,822,368.36","78,822,368.36","81,371,200.16","81,371,200.16"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,"218,297,968.00","242,351,368.00","242,351,368.00","241,835,938.00","220,057,684.20","220,057,684.20","220,057,684.20","146,361,502.80","146,361,502.80","146,361,502.80","68,730,299.70","68,730,299.70","68,730,299.70","68,730,299.70"
商誉,,,,,,,,,,,"315,064,522.48","315,064,522.48","315,064,522.48","334,871,440.27","334,871,440.27","334,871,440.27","334,927,118.39","334,927,118.39","334,927,118.39","334,927,118.39","333,546,918.24","333,546,918.24","351,219,495.61","351,219,495.61","321,853,195.61","321,853,195.61"
未分配利润,"10,389,013.69","73,598,196.85","159,429,212.64","224,492,090.07","280,907,335.94","323,243,991.49","314,023,143.79","353,953,655.86","392,923,224.85","382,932,406.05","406,725,800.65","443,829,805.41","500,034,139.49","525,353,018.37","492,686,108.24","537,795,988.46","577,360,679.02","603,076,393.23","612,432,297.34","655,951,640.00","677,077,615.05","701,024,123.86","729,187,274.50","742,769,945.07","716,250,301.95","722,627,528.84"
长期待摊费用,,,,,"1,650,291.00","2,785,167.45","4,898,484.40","4,640,061.34","4,381,638.28","4,123,215.22","3,864,792.16","3,606,369.10","3,347,946.04","3,084,965.98","2,831,099.92","2,572,676.86","2,314,253.80","2,055,830.74","1,883,548.70","1,624,424.87","1,357,039.55","1,089,654.23","370,509.07","216,063.76","5,045,993.45","4,871,666.69"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,"30,966,273.88","31,131,936.97","31,080,854.51","31,005,129.71"
递延所得税资产,"3,362,319.57","4,609,630.32","5,267,950.80","5,924,714.13","8,719,706.99","9,015,548.20","9,474,461.28","9,711,384.67","9,649,479.47","9,190,106.82","17,582,334.54","16,797,746.72","15,923,338.24","17,071,876.02","17,154,842.54","18,083,464.69","21,602,330.65","21,424,062.13","22,192,221.19","22,221,964.30","26,622,450.84","27,369,320.59","27,311,439.37","27,544,863.89","33,481,544.46","37,824,413.73"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,"26,062,385.79","5,643,732.73","5,119,112.73","5,149,325.73","1,867,814.56","5,299,794.49","7,865,020.79","7,873,444.18","11,418,069.89","17,794,915.79"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"203,452,039.93","240,700,099.71","321,628,377.42","362,879,263.11","416,578,730.55","439,123,929.33","455,316,808.35","463,987,704.87","500,691,351.46","514,007,184.94","1,118,720,521.07","1,116,492,538.47","1,128,210,726.76","1,158,902,681.73","1,156,548,040.99","1,227,067,606.61","1,267,773,754.70","1,272,948,242.76","1,359,294,283.03","1,368,066,505.23","1,378,229,395.56","1,400,480,758.98","1,416,851,499.13","1,426,525,638.40","1,445,443,842.32","1,469,056,325.66"
所有者权益(或股东权益)合计,"154,723,461.90","224,955,887.63","320,323,682.95","385,386,560.38","455,299,375.51","747,606,031.06","745,309,128.68","785,239,640.75","832,975,885.41","822,985,066.61","846,778,461.21","1,438,729,722.45","1,519,401,890.21","1,544,719,509.09","1,539,283,606.58","1,584,400,261.73","1,670,714,844.41","1,696,430,558.62","1,705,786,462.73","1,748,919,759.39","2,318,724,501.39","2,342,671,010.20","2,401,393,775.72","2,415,142,109.38","2,388,417,315.59","2,394,718,817.68"
资产总计,"420,172,402.00","553,645,990.63","752,165,687.19","962,392,995.26","1,076,231,044.14","1,334,136,414.43","1,302,541,734.27","1,346,725,134.22","1,435,927,944.00","1,396,740,761.99","2,353,167,866.92","2,444,595,796.89","2,386,372,304.68","2,496,694,820.86","2,571,442,661.58","2,748,167,050.83","2,881,086,537.18","2,949,785,328.52","3,278,551,819.28","3,407,860,024.23","3,955,484,694.34","3,914,640,672.63","4,057,247,710.96","4,174,638,047.10","4,160,493,617.28","4,060,285,597.42"
负债和所有者(或股东权益)合计,"420,172,402.00","553,645,990.63","752,165,687.19","962,392,995.26","1,076,231,044.14","1,334,136,414.43","1,302,541,734.27","1,346,725,134.22","1,435,927,944.00","1,396,740,761.99","2,353,167,866.92","2,444,595,796.89","2,386,372,304.68","2,496,694,820.86","2,571,442,661.58","2,748,167,050.83","2,881,086,537.18","2,949,785,328.52","3,278,551,819.28","3,407,860,024.23","3,955,484,694.34","3,914,640,672.63","4,057,247,710.96","4,174,638,047.10","4,160,493,617.28","4,060,285,597.42"
