科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"62,359,438.33","73,605,806.28","74,678,226.71","37,218,548.09","466,343,977.54","428,619,426.48","343,220,141.30","326,032,969.58","337,794,097.43","271,361,930.20","272,763,583.78","246,276,298.86","349,682,168.01","261,545,080.99","229,469,494.13","267,189,686.82","356,852,959.01","318,182,450.37","289,452,071.13","282,235,492.55","364,311,101.49","303,299,954.26","201,206,680.57","489,600,458.81","569,000,171.04","418,747,503.74","445,091,826.60","468,057,171.12","759,567,616.21","682,164,486.59","683,681,364.06","697,845,151.68","745,790,180.58","658,987,965.01","585,652,642.80","468,422,082.40","666,283,227.35","517,806,224.03","489,809,823.82"
短期借款,"28,000,000.00","30,000,000.00","30,000,000.00","30,400,000.00","35,400,000.00","45,400,000.00",,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","16,337,780.00","10,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"50,000.00","1,827,499.82","1,777,499.82",,,"200,000.00","200,000.00","4,210,171.92","3,574,312.50","8,351,417.00","7,570,703.56","21,002,705.38","18,122,147.00","3,320,600.00","1,810,000.00","17,696,400.00","18,874,300.00","5,119,300.00","8,592,624.30","6,269,199.25","4,827,171.40","7,518,920.00","10,958,855.00","23,025,032.85","17,094,177.00","7,929,464.35","13,349,218.35","14,764,933.49","11,512,921.63","3,794,997.00","4,275,620.02","17,490,283.51","27,278,067.58","16,797,050.20"
应付票据,"1,050,000.00",,"3,076,075.00","209,050.00",,,,,"3,506,738.51",,"2,000,000.00","2,000,000.00","12,440,169.21","10,758,396.28","16,667,996.45","28,499,935.55","24,708,736.17","31,104,100.08","25,406,084.23","19,354,066.11","12,791,417.50","6,778,225.00","20,285,346.95","16,870,007.07","15,440,560.01","11,974,498.47","15,218,617.47","17,561,932.03","23,906,543.86","8,921,400.00","11,331,550.51","11,889,691.87","13,511,225.24","11,468,361.09","14,106,522.08","16,182,782.98","13,034,027.10","15,075,731.82","8,619,285.84"
应收账款,"10,337,011.09","14,867,268.27","18,611,668.83","15,495,367.28","18,075,380.01","32,254,745.61","33,499,179.60","39,549,193.55","40,655,355.10","45,335,756.48","60,172,733.23","79,245,001.32","122,480,949.14","135,689,823.80","143,888,795.77","141,587,095.41","165,096,073.28","154,136,148.08","163,247,857.93","155,062,230.22","193,195,934.37","161,324,867.32","210,837,959.60","264,794,694.76","268,259,344.63","179,349,101.91","262,892,047.87","224,906,183.51","189,358,992.68","181,109,400.97","202,406,652.46","241,909,159.29","220,935,753.78","242,786,543.05","289,736,473.66","361,669,879.50","285,258,121.28","323,432,802.97","383,577,294.51"
应付账款,"15,762,156.54","26,080,712.38","15,098,777.72","25,793,412.19","50,319,614.74","55,436,310.87","42,159,157.15","60,683,063.30","40,666,271.80","58,170,664.23","81,897,426.52","94,524,924.20","163,336,895.11","176,974,584.94","167,667,382.93","242,966,465.29","233,842,785.28","227,610,924.23","214,080,801.99","243,165,827.36","280,498,593.84","253,368,431.70","247,664,329.94","225,254,971.84","237,944,496.21","207,068,967.90","253,463,721.30","303,319,614.73","336,629,385.75","333,538,180.99","353,558,049.21","394,989,450.97","372,299,916.59","363,601,522.49","381,732,341.32","383,392,642.50","415,950,303.02","350,925,026.21","360,038,593.79"
预付款项,"10,290,597.12","8,273,609.84","11,209,019.52","33,536,558.27","18,471,557.62","23,455,759.22","17,942,412.62","28,403,281.68","35,426,369.72","62,993,814.04","53,372,703.77","44,232,293.58","58,445,172.62","81,320,408.85","84,048,382.47","106,678,047.77","92,637,833.25","117,859,254.36","128,477,870.29","143,454,357.31","88,372,214.33","107,015,532.54","98,668,820.77","106,642,213.65","54,079,708.92","91,594,064.50","105,986,089.96","131,986,778.74","87,054,401.11","116,650,061.84","77,355,128.41","72,631,832.70","49,650,684.74","82,485,118.98","70,602,752.15","97,306,308.06","35,380,387.23","77,582,954.72","74,893,394.83"
预收款项,"18,062,371.59","13,323,732.17","12,876,343.80","9,583,106.41","9,126,323.62","16,648,425.33","21,683,830.12","17,932,325.76","25,142,782.23","17,733,705.28","41,423,412.05","45,810,586.24","49,855,698.59","50,648,195.84","48,107,297.14","75,711,776.79","120,700,129.33","81,542,498.26","114,843,447.61","119,419,093.88","114,194,628.09","110,427,308.06","82,884,925.31","64,184,738.45","59,707,027.31","97,979,937.45","102,341,881.36","74,973,155.78","114,777,238.22","185,577,146.09","82,177,288.93","43,071,145.87","111,808,400.79","75,478,978.91","42,332,757.52","40,838,013.17","85,061,648.46","66,502,669.89","58,902,941.45"
