科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"15,734,689.87","15,137,353.88","9,716,072.94","13,691,384.89","20,809,807.39","6,383,529.21","12,800,903.46","19,482,439.78","29,035,570.15","10,810,901.55","20,190,846.39","30,584,244.80","39,354,507.82","11,336,738.93","19,698,924.15","31,719,805.93","43,701,522.39","16,124,376.11","27,804,887.74","42,179,364.57","59,312,798.37","16,733,108.98","33,107,529.84","43,494,542.53","63,525,750.95","17,017,427.19","30,701,393.17","46,415,437.98","60,739,058.41","20,616,156.23","39,811,914.06","54,806,785.72","73,639,924.42","24,051,409.59","43,524,180.38","63,433,128.21","88,984,653.10"
取得借款收到的现金,"118,000,000.00","219,000,000.00","72,000,000.00","129,000,000.00","139,000,000.00","37,000,000.00","35,000,000.00","72,000,000.00","100,100,000.00","30,000,000.00","55,000,000.00","135,200,000.00","190,000,000.00","28,500,000.00","56,000,000.00","109,500,000.00","224,500,000.00","71,800,000.00","171,800,000.00","426,800,000.00","574,000,000.00","56,809,371.00","88,357,400.21","151,534,371.00","270,534,371.00","120,000,000.00","175,000,000.00","345,000,000.00","468,000,000.00","171,500,000.00","202,500,000.00","430,500,000.00","587,500,000.00","182,000,000.00","212,000,000.00","297,000,000.00","441,000,000.00"
支付的各项税费,"8,105,512.23","7,929,220.20","7,177,906.21","9,530,111.44","13,156,487.01","3,402,337.19","9,124,179.14","13,939,320.36","14,053,543.02","2,409,170.27","8,175,891.85","11,336,626.71","11,900,826.75","4,302,610.60","11,692,651.27","18,755,094.36","25,910,771.78","3,394,037.22","16,677,494.24","23,088,243.60","27,949,932.11","3,834,026.56","10,167,170.42","15,266,748.80","23,441,643.19","5,808,055.19","10,838,216.07","14,466,710.27","17,087,137.20","4,758,278.53","14,831,144.54","22,343,507.87","30,046,581.60","5,584,173.01","14,537,844.27","23,548,076.06","27,256,603.18"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"27,431.25",,,,"536,857.56",,,,,,,,,,,,,,,"2,884,744.71",,,"4,798,457.27",
支付其他与经营活动有关的现金,"11,766,921.82","12,886,525.98","5,377,934.70","9,453,502.72","19,119,369.62","3,908,748.68","12,352,850.98","23,326,673.47","26,511,424.40","13,169,742.01","17,370,224.96","36,278,764.50","32,491,261.59","9,630,702.55","17,195,322.74","36,222,489.62","30,445,922.60","14,521,043.90","33,386,193.75","42,684,441.41","41,748,947.80","16,136,042.73","15,453,723.07","43,075,131.87","38,771,964.87","19,999,275.45","20,946,844.98","48,663,390.16","64,339,142.11","21,451,539.31","20,038,893.22","45,793,688.69","47,446,994.09","18,052,716.99","27,770,540.10","48,153,358.93","58,879,828.81"
筹资活动现金流入小计,"186,500,000.00","219,000,000.00","72,000,000.00","407,852,000.00","406,518,800.00","37,000,000.00","42,854,000.00","79,854,000.00","107,954,000.00","30,000,000.00","55,000,000.00","140,780,000.00","194,292,000.00","28,527,431.25","56,000,000.00","109,500,000.00","224,500,000.00","72,336,857.56","171,800,000.00","426,800,000.00","1,147,099,995.02","56,809,371.00","88,357,400.21","151,534,371.00","270,534,371.00","120,000,000.00","175,000,000.00","345,000,000.00","468,000,000.00","171,500,000.00","625,275,000.00","853,275,000.00","1,013,159,744.71","182,000,000.00","212,000,000.00","301,798,457.27","441,000,000.00"
经营活动现金流出小计,"160,692,795.31","143,090,890.55","65,016,417.30","90,454,534.25","164,390,417.17","36,028,993.97","107,267,209.01","141,057,737.97","214,079,665.90","69,308,057.82","124,117,805.01","235,135,633.24","309,953,061.87","78,508,623.53","152,115,909.61","237,914,987.96","333,949,352.97","82,942,875.90","181,643,623.98","283,203,147.56","375,615,948.99","104,040,096.75","188,789,448.59","296,389,922.63","418,259,286.20","96,360,526.61","221,509,766.60","282,092,468.94","386,386,888.99","126,157,323.05","262,985,629.66","381,062,768.18","544,769,751.50","156,170,573.64","343,585,826.89","474,379,365.98","508,046,498.46"
偿还债务支付的现金,"123,000,000.00","208,000,000.00","45,000,000.00","103,000,000.00","176,000,000.00","24,000,000.00","22,000,000.00","56,000,000.00","79,000,000.00","25,000,000.00","25,000,000.00","66,400,000.00","127,100,000.00","15,000,000.00","25,000,000.00","68,000,000.00","118,000,000.00","44,800,000.00","45,800,000.00","191,103,000.00","330,300,000.00","265,555,249.15","290,857,400.21","340,034,371.00","459,034,371.00","65,500,000.00","99,000,000.00","199,548,000.00","340,500,000.00","175,000,000.00","190,500,000.00","418,438,003.33","613,500,000.00","126,552,126.83","251,000,000.00","326,000,000.00","465,000,000.00"
经营活动产生的现金流量净额,"18,436,738.54","25,526,684.92","18,243,059.40","18,463,978.67","21,162,953.01","-6,896,779.96","382,447.04","1,246,422.99","19,310,880.88","-7,532,793.78","-21,136,770.21","-23,847,758.07","46,658,536.92","-18,474,702.93","-1,353,802.20","-25,005,813.88","1,748,408.19","4,834,818.76","6,825,208.90","18,775,741.14","54,565,240.22","-29,533,902.47","-19,003,166.54","-21,870,456.69","13,407,073.13","-10,332,069.28","-13,111,114.68","-5,454,230.27","17,223,958.99","-16,935,659.51","3,663,235.41","-13,913,922.10","86,471,899.16","-7,217,205.75","-19,289,140.35","-20,908,303.75","20,950,035.20"
分配股利、利润或偿还利息支付的现金,"7,974,087.39","7,402,465.18","3,453,078.12","5,239,740.98","6,390,284.19","817,331.28","6,639,772.71","8,131,883.78","9,588,685.72","1,227,884.88","2,302,500.46","4,576,984.47","7,435,143.43","1,641,836.32","3,413,682.09","5,257,738.39","13,159,567.60","4,299,786.86","9,966,625.71","23,936,208.38","33,335,604.21","4,783,130.18","11,866,361.71","15,486,438.52","20,292,241.20","4,543,030.81","10,805,230.77","15,761,676.70","22,716,615.65","5,452,233.05","11,859,060.19","16,581,899.13","22,509,049.17","5,089,066.93","11,196,593.91","16,013,267.67","24,650,734.62"
收回投资收到的现金,"510,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"384,577.00",,"930,841.95",,,,,"1,000,000.00",,,"31,300.50",,"14,403.64",,,"660,000.00","194,219.40",,,"1,159,779.75","700,000.00","940,000.00","940,000.00","1,105,500.00",,,,,,,"450,000.00","2,070,607.23",,"1,116,072.77",,"10,429,771.84"
取得投资收益收到的现金,,,,,,,,,,,"2,048.39","2,048.39",,,,,,,,,,,,,,,,,,,"855,265.28","1,614,448.61","2,388,109.83","16,386.50","1,066,246.41","2,147,129.63","2,705,703.73"
筹资活动现金流出小计,"130,974,087.39","215,787,042.18","48,453,078.12","109,170,582.93","182,390,284.19","24,817,331.28","28,639,772.71","64,131,883.78","89,588,685.72","26,227,884.88","27,302,500.46","71,008,284.97","134,535,143.43","16,656,239.96","28,413,682.09","73,257,738.39","131,819,567.60","49,294,006.26","55,766,625.71","215,039,208.38","364,795,383.96","271,038,379.33","303,663,761.92","356,460,809.52","480,432,112.20","70,043,030.81","109,805,230.77","215,309,676.70","363,216,615.65","180,452,233.05","202,359,060.19","435,469,902.46","638,079,656.40","131,641,193.76","263,312,666.68","342,013,267.67","500,080,506.46"
处置固定资产、无形资产和其他长期资产收回的现金净额,"43,000.00","10,000.00","1,400,860.93","1,400,860.93","1,695,360.93",,,,"379,965.05",,"247,953.11","156,250.00","433,146.47","20,000.00","93,300.00","101,800.00","4,661,867.99","65,580.00","115,780.00","245,780.00","391,496.94","2,278,200.00","355,265.64","355,265.64","477,487.78","26,000.00",,"3,873.00","4,800.00","9,800.00","1,201,044.43","80,145.88","657,463.84",,,,
筹资活动产生的现金流量净额,"55,525,912.61","3,212,957.82","23,546,921.88","298,681,417.07","224,128,515.81","12,182,668.72","14,214,227.29","15,722,116.22","18,365,314.28","3,772,115.12","27,697,499.54","69,771,715.03","59,756,856.57","11,871,191.29","27,586,317.91","36,242,261.61","92,680,432.40","23,042,851.30","116,033,374.29","211,760,791.62","782,304,611.06","-214,229,008.33","-215,306,361.71","-204,926,438.52","-209,897,741.20","49,956,969.19","65,194,769.23","129,690,323.30","104,783,384.35","-8,952,233.05","422,915,939.81","417,805,097.54","375,080,088.31","50,358,806.24","-51,312,666.68","-40,214,810.40","-59,080,506.46"
处置子公司及其他营业单位收到的现金净额,"-1,615,137.85",,,,,,,,,,,,,,,,,,,,,,"20,922,000.00","20,922,000.00","20,922,000.00",,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,"6,197.37",,,,-622.74,,,,"7,701.06",,-92.61,-92.61,"-51,374.65",,"-76,289.92",,"-366,896.22",,"-1,480.54",,"106,458.54",,"287,460.19","387,125.42","1,133,322.66","58,412.26","-764,715.50","-402,809.27","-1,298,016.74"
收到其他与投资活动有关的现金,,,,839.19,,,"3,141,800.00","3,141,800.00","7,909,818.40","2,590,000.00",,"10,000.00","3,137,633.00",,,,"5,109,023.03",,,,"2,005,748.60",,"16,657,300.00","16,657,300.00","16,000,000.00",,"191,700.00",,"2,884,200.00",,"111,519,107.54","221,500,000.00","546,500,000.00",,"100,000,000.00","199,851,422.15","178,060,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"-1,062,137.85","10,000.00","1,400,860.93","1,401,700.12","1,695,360.93",,"3,141,800.00","3,141,800.00","8,289,783.45","2,590,000.00","250,001.50","168,298.39","3,570,779.47","20,000.00","93,300.00","101,800.00","9,770,891.02","65,580.00","115,780.00","245,780.00","2,397,245.54","2,278,200.00","37,934,565.64","37,934,565.64","37,399,487.78","26,000.00","191,700.00","3,873.00","2,889,000.00","9,800.00","113,575,417.25","223,194,594.49","549,545,573.67","16,386.50","101,066,246.41","201,998,551.78","180,765,703.73"
五、现金及现金等价物净增加额,"12,945,177.66","-2,693,673.66","23,410,464.83","278,863,781.24","175,123,134.71","-21,366,266.00","-47,027,279.27","-63,945,996.95","-88,367,635.37","-28,127,355.16","-43,546,175.78","-33,416,491.91","-43,556,543.28","-25,802,837.17","-7,313,678.54","-44,998,378.28","-13,148,897.18","5,908,619.62","96,220,585.57","28,110,193.89","575,553,929.56","-279,377,676.98","-268,710,433.58","-273,619,063.82","-298,494,100.88","-7,156,195.16","-22,431,199.00","28,858,315.73","-31,978,112.81","-44,919,951.52","409,382,148.08","307,196,321.04","310,649,209.93","26,818,022.70","-146,848,152.70","-159,330,965.79","-299,313,839.49"
购建固定资产、无形资产和其他长期资产支付的现金,"56,905,335.64","31,443,316.40","19,780,377.38","39,683,314.62","60,124,695.04","26,652,154.76","64,765,753.60","84,056,336.16","134,339,811.35","26,956,676.50","50,041,906.61","79,508,747.26","150,542,093.50","18,323,325.53","32,743,494.25","55,440,626.01","80,375,833.85","21,034,630.44","26,239,185.01","26,691,074.26","87,948,974.37","37,892,966.18","72,259,181.05","84,756,734.25","107,536,914.37","16,804,130.67","44,705,073.01","48,878,685.90","80,480,914.69","19,041,858.96","47,817,971.32","78,676,574.31","132,344,740.61","16,398,376.55","43,647,876.58","71,876,249.89","115,101,055.22"
期初现金及现金等价物余额,"19,150,256.39","32,095,434.05","29,401,760.39","29,401,760.39","29,401,760.39","211,084,895.10","204,524,895.10","222,823,895.10","204,524,895.10","116,157,259.73","116,157,259.73","128,536,609.84","116,157,259.73","72,600,716.45","72,600,716.45","72,600,716.45","72,970,606.29","59,821,709.11","59,821,709.11","59,821,709.11","59,821,709.11","650,941,323.26","635,375,638.67","635,375,638.67","635,375,638.67","336,881,537.79","336,881,537.79","337,221,737.79","336,881,537.79","304,903,424.98","304,903,424.98","320,361,491.72","304,903,424.98","615,552,634.91","615,552,634.91","615,552,634.91","615,552,634.91"
投资支付的现金,"3,050,000.00",,,,,,,,,,,,"3,000,000.00","896,000.00","896,000.00","896,000.00","36,980,496.00",,,"175,466,452.00","175,466,452.00",,,,"30,114,910.00","30,000,000.00","30,000,000.00","46,500,000.00","60,000,000.00",,,,,,,"32,927,344.26",
期末现金及现金等价物余额,"32,095,434.05","29,401,760.39","52,812,225.22","308,265,541.63","204,524,895.10","189,718,629.10","157,497,615.83","158,877,898.15","116,157,259.73","88,029,904.57","72,611,083.95","95,120,117.93","72,600,716.45","46,797,879.28","65,287,037.91","27,602,338.17","59,821,709.11","65,730,328.73","156,042,294.68","87,931,903.00","635,375,638.67","371,563,646.28","366,665,205.09","361,756,574.85","336,881,537.79","329,725,342.63","314,450,338.79","366,080,053.52","304,903,424.98","259,983,473.46","714,285,573.06","627,557,812.76","615,552,634.91","642,370,657.61","468,704,482.21","456,221,669.12","316,238,795.42"
