科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"1,149,345,078.71","2,605,301,668.76","4,004,448,794.81","6,139,424,592.45","2,269,735,983.76","4,667,564,253.81","7,188,016,484.29","8,242,457,540.54","2,873,123,514.66","4,833,180,671.55","7,900,714,056.50","10,752,482,021.50","2,901,191,773.06","5,168,211,846.15","8,840,603,155.06","11,310,542,161.40","3,824,269,331.20","6,372,813,111.55","10,486,943,673.16","13,492,893,181.43","4,176,984,102.27","6,892,533,518.83","11,062,138,175.88","14,247,716,901.66","4,031,158,436.44","7,245,962,926.89","11,997,129,175.64","15,914,655,250.34","4,240,642,697.39","7,631,404,240.69","13,145,307,989.00","17,472,107,070.19","4,554,987,499.24","8,302,536,993.48","14,139,244,775.75","18,714,408,612.67","4,880,312,601.28","8,843,015,364.45","15,027,884,359.95","20,512,979,131.55","4,710,570,641.60","8,560,315,103.42","14,092,520,084.92","19,032,259,081.76","4,374,862,763.04","8,195,676,054.80","12,203,869,501.94","14,018,181,636.91","907,183,232.90"
二、营业利润,"5,151,572.59","34,337,792.09","72,767,367.86","102,243,450.35","37,074,124.97","84,336,741.01","134,638,737.85","163,585,955.69","45,516,348.21","55,586,490.57","112,063,718.78","264,515,344.58","55,234,596.40","92,518,592.73","163,880,585.98","352,860,035.62","83,996,314.99","121,936,590.61","205,024,922.78","294,700,862.80","97,176,575.04","151,411,909.68","236,937,579.95","327,389,747.21","82,737,610.57","140,510,700.56","204,890,699.47","400,346,286.05","86,892,817.91","143,935,421.16","264,460,418.39","528,088,557.76","175,735,099.47","302,150,921.36","440,019,742.01","517,931,905.30","65,194,876.62","149,203,137.72","353,346,131.12","538,751,431.96","113,718,141.15","234,805,509.53","526,245,840.42","709,060,176.70","114,643,936.53","129,945,480.45","-365,467,197.85","-2,113,494,180.79","-146,642,800.87"
减:营业成本,"1,007,459,566.83","2,321,244,942.73","3,556,612,469.47","5,545,642,602.20","2,107,388,549.16","4,329,604,366.13","6,664,112,732.41","7,567,099,359.90","2,655,139,327.18","4,434,255,021.72","7,260,961,655.48","9,767,503,346.59","2,685,067,439.94","4,745,539,750.98","8,143,080,445.45","10,285,548,051.00","3,504,828,422.14","5,742,889,074.53","9,478,593,841.21","12,076,364,170.73","3,754,112,454.51","6,153,435,473.27","9,920,988,539.37","12,636,712,777.14","3,655,815,519.96","6,537,926,382.45","10,936,495,401.93","14,320,684,168.42","3,895,560,793.02","7,010,325,000.47","12,054,682,065.09","15,872,303,003.99","4,164,916,044.43","7,593,391,672.92","12,990,015,625.55","17,125,769,918.34","4,484,074,838.44","8,116,442,067.27","13,811,519,420.78","18,855,561,906.57","4,299,256,621.34","7,769,445,110.63","12,848,358,394.56","17,228,224,573.98","3,955,051,355.68","7,518,100,345.67","11,767,468,869.55","13,940,605,688.24","845,340,672.95"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,019,534.52","6,395,571.87","10,168,361.34","15,372,097.41","4,701,526.83","9,705,912.50","14,177,487.33","19,740,816.64","5,452,188.18","10,461,118.49","16,789,282.15","45,036,866.70","4,409,475.61","9,001,910.19","16,164,017.73","28,054,747.49","9,685,489.04","18,880,161.70","28,797,055.57","41,254,293.37","10,333,091.69","19,818,145.07","32,249,125.87","62,600,884.31","9,787,895.43","18,714,894.36","29,282,263.98","78,678,231.13","9,415,094.88","21,134,293.42","134,272,637.34","220,520,085.78","59,347,415.55","68,911,709.56","110,401,902.65","128,278,218.51","12,358,974.91","23,843,704.55","32,804,893.26","64,940,924.28","13,925,380.02","25,695,178.15","36,566,897.77","54,828,548.19","8,664,420.19","18,456,593.76","25,531,684.09","29,176,229.17","3,186,493.57"
营业外收入,"311,404.18","9,759,219.40","10,019,369.66","12,759,289.94","3,602,535.54","7,492,237.66","60,935,307.07","92,564,531.76","3,145,182.76","8,794,147.38","10,083,399.96","11,202,249.86","3,859,385.11","8,436,212.66","11,759,737.86","7,863,270.44","5,417,475.48","11,320,187.57","15,603,266.59","17,652,823.19","4,128,028.37","9,089,399.45","11,376,124.57","42,834,609.64","415,047.09","1,659,611.73","44,981,649.20","49,644,176.29","2,411,496.80","3,402,494.62","7,011,323.16","18,763,498.12","1,072,062.07","5,865,489.27","10,420,411.30","12,515,739.17","2,000,867.27","6,901,291.56","14,736,682.57","24,300,522.47","7,353,373.42","4,788,177.12","5,715,582.79","9,933,198.31","391,364.03","430,068.70","771,219.30","6,105,795.85","490,500.55"
销售费用,"44,922,267.05","86,850,254.01","120,567,594.73","244,769,823.67","38,973,905.04","74,830,721.20","116,318,297.44","259,778,726.55","76,166,678.59","147,350,939.83","232,828,071.97","418,274,662.04","71,448,928.76","147,899,213.15","244,360,058.05","481,744,825.46","116,544,151.45","265,131,688.01","421,872,921.66","711,065,102.72","165,660,811.60","315,490,174.90","451,177,711.18","793,917,232.93","126,735,648.41","239,120,809.17","345,337,519.70","633,542,539.09","119,358,193.92","237,248,251.43","348,869,372.16","463,667,504.11","109,663,163.61","237,555,656.77","368,395,798.20","517,929,576.37","142,519,400.52","269,348,977.33","403,757,828.69","541,805,108.97","142,165,250.56","281,815,805.42","419,493,897.93","580,859,699.15","117,142,898.93","235,608,753.63","372,221,860.61","512,465,105.98","61,430,291.37"
减:营业外支出,"520,340.71","1,240,337.62","2,074,288.74","3,183,788.74","460,525.76","1,947,945.54","3,324,605.06","3,907,859.68","951,823.39","2,104,990.40","3,461,405.93","5,424,057.23","734,836.17","1,630,100.08","3,816,252.87","5,484,700.75","630,394.76","3,541,535.68","5,777,852.05","7,780,429.66","2,259,282.59","3,119,861.41","5,582,943.71","7,452,478.47","2,440,242.17","6,492,978.97","9,346,693.48","13,296,266.90","4,246,510.03","7,147,842.21","8,493,179.47","9,775,836.36","2,167,567.40","3,846,399.62","5,560,702.88","7,231,195.01","2,011,515.88","2,418,397.61","3,424,512.76","4,457,389.79","762,207.26","1,869,909.74","3,222,763.91","4,903,210.93","1,151,860.98","5,058,501.08","6,252,774.05","8,578,040.76","263,077.68"
管理费用,"69,947,746.79","118,004,181.22","176,975,813.35","132,535,520.71","57,534,548.69","118,394,087.84","182,398,639.56","150,460,317.56","68,738,732.38","133,277,294.14","198,812,645.93","150,837,357.15","59,037,871.19","126,196,365.81","193,926,325.32","171,512,321.40","74,903,158.11","156,217,078.80","248,931,547.06","224,658,916.96","107,811,364.75","203,281,771.20","304,518,019.05","246,878,325.95","107,233,772.76","213,104,076.07","313,439,724.84","252,645,712.62","65,928,105.07","130,777,029.63","197,804,046.09","259,707,162.02","73,816,592.26","157,967,892.30","254,917,524.70","341,344,409.73","95,340,550.08","184,806,957.56","270,097,826.28","332,422,377.08","96,615,264.06","192,133,765.62","284,730,626.62","377,484,461.46","100,604,752.42","189,147,676.33","271,256,848.83","294,318,461.53","64,032,909.02"
其中:非流动资产处置净损失,"-122,636.23","-4,601,871.64","-4,573,207.25","-4,804,794.23","-94,351.00","-181,199.10","395,922.82","-74,161,492.26","-23,323.48","122,471.17","117,526.33",,"15,841.82","167,828.23","193,602.82","381,290.99","-3,499.86","7,975.28","192,265.66","322,308.45","130,715.58","172,366.03","245,059.25","370,775.44","196,842.03","1,120,203.52","1,734,049.19","1,928,451.47","254,407.37","351,963.11","387,084.27","1,614,730.75","50,988.96","314,854.82","478,269.45","1,060,158.68","102,217.26","171,082.44","179,800.43","524,535.95","111,221.28","384,664.43","421,136.12",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
