科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"104,385,056.00","162,190,385.05","247,843,228.16","462,600,160.31","330,371,779.50","1,715,261,398.53","1,456,277,256.64","1,190,761,247.23","985,577,729.55","953,251,561.26","839,335,180.03","754,948,666.69","809,536,056.63","794,352,687.66","1,292,497,570.70","986,019,790.02","1,087,972,093.08","993,648,166.87","853,869,694.04","788,007,581.17","619,881,123.22","661,442,145.46","668,871,806.30","724,434,461.42","820,801,171.11","689,941,299.95","723,979,105.57","743,973,287.62","748,772,401.12","959,275,406.50","732,849,302.20","757,426,290.61","711,655,542.97","1,085,715,234.34","486,779,395.26","655,733,630.22"
短期借款,"408,331,567.35","421,000,000.00","489,884,743.29","663,653,167.66","698,644,087.51","761,064,884.01","622,496,527.86","533,712,975.22","450,099,160.28","400,798,861.98","449,578,984.99","430,760,617.43","463,785,917.43","561,633,428.44","648,744,685.65","209,235,439.40","233,405,635.07","182,014,753.88","153,677,330.71","134,207,498.91","165,648,116.79","214,353,097.74","251,666,938.19","357,824,322.80","282,279,179.99","285,766,412.33","442,937,687.50","364,664,702.86","75,169,125.00","30,000,000.00","30,000,000.00","83,917,385.10","83,917,385.10","518,380,000.00","711,361,813.86","938,558,557.74"
交易性金融资产,"907,124.64","1,080,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,200,000.00","200,110.88",,"14,153,283.40","14,003,283.40","1,000,000.00","8,830,000.00","7,250,000.00","58,546,702.68","49,570,000.00","41,911,587.83","25,138,600.00","41,392,128.00","36,909,026.40","22,301,548.95","56,751,991.61","58,051,250.00","65,121,942.10","35,547,500.00","52,345,963.91","45,350,913.25","72,229,890.98","48,043,850.13","30,549,783.35","5,306,830.26","2,082,921.56","3,338,513.20","2,235,317.60","1,743,276.00","1,258,025.60","2,592,402.84","4,090,013.37","9,612,017.60","9,426,266.42","6,862,612.80","12,769,268.95"
应付票据,"47,203,934.03","181,233,328.45","74,441,363.91","93,175,012.63","77,570,188.02","101,837,258.50","69,278,989.25","34,659,393.36","29,913,890.00","10,393,411.88","8,365,126.00","41,937,834.10","21,824,489.50","33,134,527.72","11,745,946.50","1,392,935.00","868,160.00","13,785,881.20","1,275,000.00",,"19,724,877.33",,,"4,250,000.00",,"5,564,000.00",,"3,850,000.00","20,086,424.17","25,767,677.67","7,665,018.95","10,527,231.30","10,527,231.30",,"6,760,941.60","16,118,757.84"
应收账款,"166,229,005.10","266,555,474.53","221,243,040.59","201,319,791.37","290,588,840.92","235,506,109.08","208,241,842.76","164,055,889.77","201,129,356.88","203,434,663.88","193,328,052.99","226,544,426.08","225,821,416.95","271,896,897.13","257,947,415.22","290,822,774.74","315,294,984.32","335,292,027.06","258,712,593.48","256,026,660.28","286,419,739.09","338,906,975.40","324,062,030.73","323,009,037.41","394,531,278.81","436,055,491.31","452,424,199.36","484,773,442.14","505,112,495.11","540,322,003.24","525,468,197.48","523,461,513.02","580,256,506.10","598,721,783.30","568,646,723.05","566,025,776.79"
应付账款,"123,869,130.65","194,362,324.19","133,112,571.71","128,960,669.78","185,798,080.46","190,997,491.28","146,050,837.37","184,941,581.43","203,571,287.24","209,777,526.33","97,677,270.47","156,364,346.34","202,202,396.09","288,297,580.95","206,116,141.78","253,859,930.23","211,480,751.10","260,556,421.31","220,446,645.18","302,246,825.00","238,965,914.13","324,651,998.90","219,792,894.45","290,714,167.77","289,183,451.09","325,590,551.83","234,644,876.04","280,946,757.10","264,193,021.04","310,802,700.79","313,181,253.85","307,190,841.29","406,873,392.66","585,995,497.48","474,327,201.73","423,855,838.47"
预付款项,"34,950,256.46","41,879,314.33","17,786,098.42","52,651,651.13","93,451,714.94","45,164,137.89","81,472,425.60","197,844,697.99","159,926,890.46","104,866,200.60","213,630,100.02","174,450,394.40","228,267,004.55","70,303,559.04","60,812,098.89","47,322,881.40","73,075,341.75","19,102,608.15","37,354,259.06","42,236,834.15","50,254,854.87","26,475,242.72","19,827,835.57","48,440,220.54","27,017,468.96","17,591,224.25","37,625,249.45","11,782,333.99","24,963,492.57","47,211,526.12","48,145,362.01","33,768,612.02","41,375,247.47","46,954,144.98","46,919,819.09","98,894,325.95"
预收款项,"35,493,295.66","15,879,032.13","60,942,877.10","51,986,135.51","44,527,806.29","24,723,660.51","50,367,902.29","26,882,024.19","35,313,260.86","26,666,483.21","20,923,296.97","21,356,600.82","21,269,310.38","15,348,038.71","25,248,835.24","22,662,699.06","20,805,762.46","43,287,424.46","27,075,386.79","29,922,027.44","32,609,385.70","22,568,509.75","28,304,879.99","16,744,083.21","16,303,205.45","18,561,529.82","25,160,971.44","14,865,013.85","20,330,558.77","55,531,618.22","38,194,465.30","20,986,820.28","51,680,641.95","61,591,175.42","24,328,718.56","32,084,020.40"
