科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"55,386,986.49","101,045,009.19","51,350,831.01","44,232,801.37","55,719,801.11","44,557,174.41","31,885,596.14","68,860,731.97","52,138,670.42","82,628,690.98","61,608,405.75","123,248,895.11","94,009,665.47","76,207,207.17","96,597,377.21","144,450,753.93","123,690,568.57","194,464,774.47","121,500,109.24","158,663,268.74","107,592,421.29","121,408,599.69","160,358,573.79","186,249,957.90","128,415,028.37","124,414,391.61","145,360,456.47","214,669,070.06","202,818,236.01","285,264,643.94","233,490,066.00","349,844,947.42","271,219,371.87","211,220,370.07","396,995,696.31","582,704,340.58","480,386,082.11","550,004,184.70","565,094,481.90","797,548,917.41","761,071,757.77","792,717,212.36","845,861,315.29","855,526,791.50"
短期借款,"353,800,000.00","253,800,000.00","201,342,390.00","190,313,220.00","306,409,132.00","303,793,934.00","283,000,000.00","262,800,615.96","319,271,311.78","178,759,500.61","222,318,321.11","209,160,987.41","203,703,208.93","183,600,000.00","191,600,000.00","144,600,000.00","160,000,000.00","313,347,560.00","190,000,000.00","263,700,000.00","233,200,000.00","217,700,000.00","81,000,000.00","40,999,786.61","43,999,786.61","38,999,786.61","58,999,786.61","90,168,220.00","78,877,980.00","79,341,760.00","297,340,500.00","212,140,400.76","212,233,824.08","229,500,000.00","1,460,335,224.48","406,704,422.31","338,299,857.12","401,544,426.62","527,284,558.56","667,158,870.66","463,649,107.90","494,756,181.20","312,977,775.63","150,119,502.00"
交易性金融资产,,,,,,,,,,,,"2,532,995.72",,"1,382,767.50","110,740.00","395,796.00",,"347,160.00",,,"46,608.75","56,925.00",,"3,093,000.00","9,121,200.00","26,145,660.69","30,034,507.31","30,516,521.76","31,533,503.29",,,,"2,668.00","48,693,087.49","40,000,000.00",,,,,"144,427.53","722,892.65","60,442.93","124,892.95","24,291.78"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,868,975.99","1,068,975.99","1,760,451.99","4,739,338.69","1,938,527.99","4,090,701.71","5,011,975.99","9,642,511.92","10,798,636.40","6,151,471.86","8,780,035.31","11,548,807.82","12,966,932.82","13,872,614.86","11,199,405.33","21,515,932.00","21,455,405.24","23,511,350.36","24,450,421.29","36,199,975.70","22,532,103.81","32,356,898.20","32,193,768.30","14,048,302.33","16,862,776.94","28,283,024.40","44,289,903.36","48,049,595.20","24,803,640.41","33,896,970.00","26,527,125.84","17,061,798.14","14,776,087.40","22,515,810.00","26,414,657.00","28,832,014.80","21,415,421.00","36,351,812.95","26,983,038.83","57,297,028.78","41,752,773.63","42,641,868.31","27,607,975.11","54,063,479.62"
应付票据,"68,000,000.00","85,230,000.00","82,380,000.00","81,600,000.00","23,810,000.00","11,160,000.00","43,390,000.00","74,180,000.00","124,780,000.00","157,280,369.27","70,190,369.27","68,947,160.00","59,337,160.00","65,850,000.00","75,960,000.00","54,860,000.00","34,760,000.00","44,150,000.00","63,650,000.00","111,105,726.81","89,135,726.81","57,040,130.00","72,100,000.00","49,580,300.00","48,025,300.00","46,540,000.00","50,245,000.00","63,949,534.74","62,714,149.07","24,694,615.27","42,658,457.58","84,892,568.77","70,816,469.37","83,757,182.16","89,556,608.89","136,730,911.66","151,468,384.74","122,095,668.29","104,118,074.54","204,717,255.63","206,507,944.83","135,525,643.47","171,376,971.76","318,878,934.20"
应收账款,"157,475,045.67","169,567,252.95","152,343,499.88","139,764,420.16","137,235,729.41","176,702,410.65","174,575,412.75","198,975,801.07","219,192,015.55","227,102,379.82","221,821,704.10","194,613,581.93","213,924,740.72","216,725,042.66","245,196,260.94","204,072,037.14","227,276,049.36","239,357,126.14","277,909,224.15","253,636,046.25","274,759,269.99","267,534,139.92","260,199,924.44","224,738,720.41","270,156,669.76","364,845,934.10","317,166,357.16","317,377,453.63","308,538,767.80","296,374,109.44","320,308,194.09","392,091,441.71","380,487,316.46","408,107,444.82","807,435,306.19","743,316,955.71","784,098,953.82","903,914,078.25","971,285,708.78","928,636,409.54","980,024,316.42","1,078,527,043.68","1,031,370,852.84","1,218,831,881.40"
应付账款,"217,685,239.94","213,149,468.37","233,894,390.76","228,554,436.02","225,871,738.54","232,946,293.81","223,202,957.66","233,336,126.95","215,160,650.47","212,999,564.38","241,063,275.26","245,139,294.03","263,542,815.06","308,490,961.56","286,776,467.69","268,010,269.20","320,520,391.87","315,787,790.09","338,570,687.83","273,912,520.37","318,697,985.33","309,074,866.40","267,425,700.75","275,268,521.46","288,280,998.54","316,015,262.77","321,573,639.16","278,023,367.31","260,198,776.41","281,720,060.31","285,473,105.78","390,575,075.19","404,160,149.96","380,357,422.87","618,945,643.47","572,709,136.02","598,692,126.66","679,484,527.63","749,469,616.20","709,397,154.73","661,253,401.73","731,798,956.07","809,593,051.89","694,269,349.97"
预付款项,"107,475,971.95","103,671,215.51","103,271,346.51","66,710,450.56","77,906,375.02","49,904,952.11","58,722,429.80","51,913,648.03","55,822,882.50","53,142,585.17","45,967,044.32","62,588,500.87","78,998,446.77","77,246,453.56","92,237,032.43","75,039,821.82","107,861,481.48","94,925,479.70","101,737,988.94","83,735,747.09","102,601,981.47","78,435,872.81","57,171,363.21","44,273,956.63","81,777,789.39","52,442,601.54","62,241,222.27","34,342,125.34","44,110,414.33","37,864,370.09","39,181,229.68","44,262,892.84","50,531,429.84","49,452,495.90","88,544,656.15","46,891,613.80","58,399,720.90","65,163,188.41","86,124,012.26","57,106,163.19","70,285,012.01","74,135,284.49","99,968,068.09","83,762,862.03"
预收款项,"143,192,826.85","170,063,912.78","179,214,161.89","169,393,360.95","179,219,844.98","147,020,507.28","175,332,990.31","205,069,192.51","188,593,682.81","159,633,145.37","182,204,760.32","240,792,130.68","236,585,783.19","265,789,410.74","283,695,254.57","356,631,658.84","384,070,590.25","454,429,118.45","433,500,064.75","428,530,792.04","373,781,498.66","337,057,836.80","295,642,523.34","352,994,585.92","303,591,141.44","282,403,625.17","278,255,270.19","292,484,196.17","270,371,298.81","263,993,291.45","258,775,897.47","350,815,000.84","332,437,032.58","279,242,655.87","341,374,097.62","378,498,107.50","379,811,600.06","361,478,450.77","376,217,127.89","395,093,194.14","408,185,606.61","417,560,890.31","483,801,760.19","401,472,266.05"
