科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"514,134,965.07","566,839,239.10","620,830,100.63","360,835,155.81","555,256,116.99","827,527,487.66","238,192,075.69","469,920,088.67","723,563,797.40","1,010,723,139.14","203,423,067.43","467,982,390.48","670,502,708.41","973,537,826.56","230,022,086.69","498,257,615.58","818,503,036.35","991,243,964.99","249,073,821.69","523,960,614.71","734,038,336.09","985,226,431.54","226,081,520.36","419,180,481.54","721,590,421.78","952,763,772.14","243,670,624.73","564,321,057.89","730,143,688.31","1,071,658,336.06","220,689,587.00","504,503,446.60","672,448,593.59","1,163,168,177.12","206,620,592.55","509,776,852.54","664,797,975.78","1,353,467,708.30","254,171,829.92"
取得子公司及其他营业单位支付的现金净额,,,"1,177,139.97",,,,,"350,000.00","350,000.00","350,000.00",,,,,,,,"68,164,161.14",,"6,153,100.00","12,371,100.00",,,,,,,,,,,,,"76,867,904.34",,,,,
收到的税费返还,"5,942,901.88","8,930,169.20","24,407,935.42","5,680,324.58","15,733,246.38","22,273,638.00","9,544,989.51","19,594,797.38","28,085,213.87","34,146,595.18","11,272,147.53","16,742,523.40","23,629,091.53","28,747,132.69","4,607,349.44","7,478,059.16","10,863,809.34","12,487,898.41","14,957,584.45","15,469,118.71","23,832,303.50","26,952,585.83","10,860,410.99","14,217,080.84","20,385,555.96","22,248,739.68","12,367,974.50","25,215,609.06","9,192,636.11","11,319,485.12","6,575,162.84","12,900,109.17","17,639,904.44","30,258,517.23","7,556,006.08","21,685,611.23","33,538,682.56","44,685,347.71","13,313,130.81"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00",,,,,,,,,,,,
收到其他与经营活动有关的现金,"11,590,606.80","18,016,992.16","13,389,330.25","977,072.64","20,498,413.24","7,794,700.04","45,601,121.34","7,937,835.26","8,597,052.01","13,384,396.80","27,548,580.02","7,591,463.64","10,094,092.40","18,464,728.93","34,376,512.37","11,606,288.11","19,479,200.66","28,266,998.34","3,942,331.83","7,998,626.13","12,697,347.89","21,105,627.47","4,701,695.69","24,746,488.26","35,897,778.94","42,704,357.87","8,076,755.98","17,089,927.40","24,035,050.47","54,433,023.14","22,792,613.86","23,898,614.77","29,161,396.58","48,271,357.06","25,970,923.92","21,024,270.61","26,640,974.32","51,331,909.54","4,872,321.79"
投资活动现金流出小计,"73,532,124.39","63,748,973.81","65,808,416.10","28,022,539.25","34,784,588.70","83,898,464.33","49,003,827.77","75,846,602.50","123,223,244.83","157,381,310.78","22,653,244.34","61,580,996.48","79,723,106.84","129,200,114.68","20,655,017.93","39,897,288.90","79,410,460.45","178,293,008.31","29,873,276.43","60,361,843.07","109,085,201.95","137,424,429.14","65,271,192.59","86,923,471.66","117,528,103.37","127,274,196.34","63,216,459.72","64,795,017.98","108,106,378.97","1,231,680,704.51","159,706,255.32","289,020,025.01","404,909,179.36","1,392,432,011.85","171,785,368.21","884,534,139.10","1,002,508,762.46","1,348,143,947.75","423,669,428.19"
经营活动现金流入小计,"531,668,473.75","593,786,400.46","658,627,366.30","367,492,553.03","591,487,776.61","857,595,825.70","293,338,186.54","497,452,721.31","760,246,063.28","1,058,254,131.12","242,243,794.98","492,316,377.52","704,225,892.34","1,020,749,688.18","269,005,948.50","517,341,962.85","848,846,046.35","1,031,998,861.74","267,973,737.97","547,428,359.55","770,567,987.48","1,033,284,644.84","241,643,627.04","458,144,050.64","777,873,756.68","1,017,716,869.69","264,115,355.21","606,626,594.35","763,371,374.89","1,137,410,844.32","250,057,363.70","541,302,170.54","719,249,894.61","1,241,698,051.41","240,147,522.55","552,486,734.38","724,977,632.66","1,449,484,965.55","272,357,282.52"
投资活动产生的现金流量净额,"-62,832,342.07","-53,187,963.11","-60,939,705.17","-28,022,539.25","-34,784,588.70","-83,878,358.56","-49,003,827.77","-74,271,495.61","-121,648,137.94","-157,292,362.06","-18,011,869.77","-56,027,702.89","-74,831,192.15","-106,599,887.21","-18,648,869.98","-35,265,816.28","-74,303,896.47","-174,305,405.87","-29,363,848.43","-46,292,540.88","-95,959,862.59","-124,299,089.78","-65,092,183.36","-86,682,209.80","-117,286,841.51","-126,940,191.17","-62,946,321.14","-64,485,546.65","-103,554,058.93","-1,140,273,270.89","-136,350,680.59","-232,238,045.94","-330,189,908.96","-250,167,636.59","-147,231,666.88","-20,454,223.54","-119,160,609.42","-216,142,401.21","-106,417,808.07"
购买商品、接受劳务支付的现金,"438,045,914.26","447,004,842.29","457,004,440.08","297,030,738.84","450,361,806.69","674,823,038.50","248,040,416.97","402,666,379.81","582,893,540.49","845,266,646.27","169,548,225.75","337,760,332.60","463,122,127.81","698,708,873.03","176,029,786.57","390,987,618.69","621,415,981.36","658,828,979.42","142,406,223.95","340,116,238.46","486,402,729.03","652,318,853.98","159,614,066.66","295,108,927.06","483,738,017.13","636,470,371.64","143,310,281.04","357,114,910.10","436,406,174.30","656,651,339.06","128,854,631.98","274,491,903.12","293,128,933.68","604,032,665.89","133,517,393.47","280,946,627.98","338,213,290.94","808,005,947.12","127,342,593.31"
吸收投资收到的现金,"54,332,525.00",,,,"784,340,000.00","813,740,000.00","29,400,000.00","31,926,562.50","31,926,562.50","31,926,562.50",,,,,,,,460.13,,,"1,250,000.00","1,250,000.00",,,,,,,"1,199,999,990.43","1,180,760,390.56",,,,,,,,,
支付给职工以及为职工支付的现金,"16,580,894.26","40,343,609.68","47,755,423.83","27,944,781.08","42,149,807.95","63,939,402.34","22,981,443.02","39,664,989.71","63,082,767.60","86,231,717.37","23,061,701.77","41,280,278.83","66,603,723.47","87,152,670.25","24,649,645.19","42,175,118.64","60,286,658.02","96,654,316.89","26,186,999.88","50,106,280.76","80,669,691.55","102,840,849.83","30,956,307.51","58,542,519.97","89,612,563.93","120,945,875.67","35,939,620.41","68,715,494.14","99,956,487.28","134,633,009.37","38,464,704.39","76,948,973.03","113,506,576.14","183,815,707.37","55,288,649.68","105,489,629.66","157,019,318.32","224,190,416.11","69,345,171.25"
取得借款收到的现金,"47,000,000.00","96,500,000.00","85,000,000.00","87,000,000.00","112,000,000.00","115,104,895.24","100,000.00",,"40,000,000.00","40,100,000.00","30,000,000.00","30,000,000.00","20,000,000.00","56,500,000.00","20,000,000.00","49,977,975.63","49,977,975.63","65,833,344.67",,,"6,000,000.00","6,000,000.00","19,000,000.00","19,000,000.00","27,000,000.00","27,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","20,000,000.00","23,000,000.00","33,000,000.00","178,190,000.00","10,000,000.00","10,000,000.00","10,000,000.00","21,000,000.00","37,500,000.00"
支付的各项税费,"4,757,838.11","12,270,108.13","26,706,283.90","16,732,473.11","30,756,354.00","25,007,468.05","8,690,245.57","10,595,048.31","21,262,828.94","29,790,639.01","8,511,994.71","13,549,069.12","28,060,117.87","30,070,737.17","10,422,799.82","18,067,366.58","34,973,553.44","45,139,875.92","16,458,961.64","20,982,613.53","36,221,418.98","49,101,058.15","15,218,358.88","22,355,982.37","38,342,592.12","51,773,293.78","33,080,615.16","45,332,288.48","42,037,301.12","54,627,360.79","19,885,445.81","36,138,218.67","57,822,979.83","69,889,842.87","489,908.92","38,926,993.77","59,109,798.71","92,496,102.21","19,550,294.86"
收到其他与筹资活动有关的现金,,"47,829.12","9,508,838.79",,,,,,,,,,,,,,,"3,500,000.00",,,,,,,,,,,,,,,,,,,,"6,300,000.00","6,510,000.00"
支付其他与经营活动有关的现金,"40,939,557.12","42,295,162.48","35,049,235.52","19,649,845.80","49,695,192.07","58,030,488.39","40,524,792.20","32,468,084.44","60,200,756.87","61,047,685.60","25,920,159.41","41,173,207.14","58,930,932.07","75,956,374.50","46,413,494.56","38,429,586.34","53,361,541.88","90,339,224.29","23,148,638.27","36,561,020.99","41,288,826.97","60,761,970.99","23,572,388.68","42,233,792.92","68,656,724.28","85,182,385.69","17,855,792.71","72,327,242.40","67,490,287.33","115,735,430.95","23,272,523.11","49,706,765.93","79,458,284.17","144,674,452.38","30,062,752.11","60,023,873.80","90,556,329.64","131,215,082.60","37,776,543.42"
筹资活动现金流入小计,"101,332,525.00","96,547,829.12","94,508,838.79","87,000,000.00","896,340,000.00","928,844,895.24","29,500,000.00","31,926,562.50","71,926,562.50","72,026,562.50","30,000,000.00","30,000,000.00","20,000,000.00","56,500,000.00","20,000,000.00","49,977,975.63","49,977,975.63","69,333,804.80",,,"7,250,000.00","7,250,000.00","19,000,000.00","19,000,000.00","27,000,000.00","27,000,000.00","6,000,000.00","6,000,000.00","1,205,999,990.43","1,186,760,390.56","20,000,000.00","23,000,000.00","33,000,000.00","178,190,000.00","10,000,000.00","10,000,000.00","10,000,000.00","27,300,000.00","44,010,000.00"
经营活动现金流出小计,"500,324,203.75","541,913,722.58","566,515,383.33","361,357,838.83","572,963,160.71","821,800,397.28","320,236,897.76","485,394,502.27","727,439,893.90","1,022,336,688.25","227,042,081.64","433,762,887.69","616,716,901.22","891,888,654.95","257,515,726.14","489,659,690.25","770,037,734.70","890,962,396.52","208,200,823.74","447,766,153.74","644,582,666.53","865,022,732.95","229,361,121.73","418,241,222.32","680,349,897.46","894,371,926.78","230,186,309.32","543,489,935.12","645,890,250.03","961,647,140.17","210,477,305.29","437,285,860.75","543,916,773.82","1,002,412,668.51","219,358,704.18","485,387,125.21","644,898,737.61","1,255,907,548.04","254,014,602.84"
