科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"53,447,717.88","71,357,883.42","75,724,402.92","96,543,170.13","381,340,055.60","396,341,291.83","393,414,337.16","409,052,197.28","334,427,374.55","356,228,892.31","414,873,165.46","424,531,641.39","419,573,690.36","417,850,229.34","408,061,350.14","312,737,212.87"
短期借款,,"200,000.00",,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"1,046,440.00","2,311,719.00","69,786.00","44,068.00","22,034.00","110,170.00","707,568.00","289,986.00","2,554,991.00","221,265.00","1,420,035.00","517,799.00","1,461,291.00","520,048.75","993,512.24","1,151,117.08"
应付票据,,,,,,,,,,,,,,,,
应收账款,"1,366,949.01","3,354,874.18","5,540,975.70","5,996,141.53","6,675,496.96","9,443,469.23","8,414,223.71","11,192,016.28","15,049,230.85","14,806,642.86","20,011,106.67","22,960,422.00","24,603,490.95","30,064,538.94","31,749,967.53","39,315,264.55"
应付账款,"5,773,659.31","7,688,125.60","9,318,301.09","10,513,627.63","13,791,850.71","10,771,342.03","16,083,894.02","16,616,812.96","23,734,286.36","21,079,637.88","28,499,126.33","30,055,094.04","30,501,400.32","27,789,690.16","25,415,152.24","25,812,006.60"
预付款项,"2,157,245.55","13,298,248.79","19,030,149.20","19,220,626.60","17,621,438.92","21,181,912.23","3,208,498.06","3,063,789.92","1,301,444.23","777,886.89","954,192.90","2,131,305.57","2,516,226.59","4,858,793.09","3,619,796.87","4,059,984.51"
预收款项,"3,402,617.50","6,548,798.66","9,116,825.08","8,929,374.15","13,845,078.45","7,476,376.95","9,902,833.12","8,298,785.01","8,450,152.48","5,147,842.53","3,932,265.11","3,804,875.88","5,603,511.27","2,666,884.90","4,428,230.37","2,883,640.99"
其他应收款,"663,164.83","505,097.55","1,123,228.47","1,030,434.79","693,095.24","995,332.90","811,687.09","1,399,597.99","940,356.34","1,163,260.14","769,817.21","737,666.74","1,505,158.51","1,049,252.64","1,252,260.36","1,099,588.41"
应付职工薪酬,"4,778,443.86","7,620,904.30","14,945,950.66","9,011,704.54","10,018,149.27","12,599,458.95","15,822,748.39","8,370,224.39","10,099,263.37","12,819,978.98","15,397,010.33","7,602,634.44","10,549,751.95","12,767,816.73","15,294,894.05","6,604,780.84"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"3,580,789.19","6,265,996.61","6,774,258.32","8,503,400.73","8,466,057.07","12,230,432.57","6,319,027.07","9,157,847.02","5,440,227.38","7,371,859.92","4,035,069.20","5,474,536.16","4,113,834.21","5,060,198.78","1,206,031.26","5,586,509.83"
应收利息,,,,,"440,005.48","1,532,347.40","491,334.26","187,479.45","4,397.26","5,657.53","2,790,686.99","2,891,552.05","3,161,108.57","1,250,863.36","1,097,059.79","1,458,075.54"
应付利息,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"7,574,496.25","12,948,353.62","9,698,440.10","9,710,263.29","12,360,718.47","13,157,250.76","13,203,987.09","13,097,043.73","18,188,763.48","16,362,923.79","17,642,057.24","16,713,470.10","19,802,501.95","19,182,908.75","24,285,487.00","22,009,831.41"
其他应付款,"10,445,237.00","10,644,414.10","11,745,858.36","12,730,736.21","14,484,985.41","14,275,274.81","16,912,166.05","11,770,329.67","12,845,928.23","13,465,120.54","80,512,597.76","79,687,316.47","106,555,193.82","111,247,866.16","121,778,678.91","119,736,986.05"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,"117,000.16","83,500.17","50,000.00","25,000.00","289,440.76","210,499.63","131,558.50","52,617.37",,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,"18,542.81",,"4,311.61","27,325.34","148,733.26","211,059.57","20,133,982.46","250,771.24","601,171.69","604,970.70","1,793,438.75","667,442.59","735,753.09","687,187.67","1,792,896.84","1,462,367.21"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"66,274,556.33","103,776,176.56","111,191,294.00","132,572,029.68","419,301,577.93","442,972,833.92","440,502,617.99","438,616,382.06","373,117,729.40","390,196,499.22","460,543,940.98","471,361,799.07","473,490,779.52","475,516,439.91","472,852,330.77","383,293,441.58"
流动负债合计,"27,980,746.86","38,968,239.27","51,901,193.51","49,688,843.26","60,606,120.91","57,352,885.31","65,040,668.65","54,213,999.05","60,569,857.82","59,884,439.85","132,376,068.73","126,624,456.99","157,323,691.57","159,532,456.73","168,122,986.83","160,623,924.31"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,"4,924,739.66","9,747,819.49","13,173,524.40","11,471,953.54","16,233,358.48","19,248,947.74","18,045,257.76","19,584,126.66","18,178,276.84","17,075,840.95"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"40,584,037.41","56,563,495.17","67,718,163.36","66,870,914.09","66,760,587.18","66,165,131.51","105,583,962.74","105,216,602.88","108,339,522.78","109,956,807.68","114,073,996.83","112,817,645.75","112,035,798.17","110,229,950.38","109,856,000.26","110,619,188.07"
递延所得税负债,,,,,,,,,,,,,,,"194,582.10",
在建工程,"22,477,917.44","12,343,612.05","17,383,363.63","21,783,195.27","29,544,399.63","31,412,110.40","2,367,899.91","5,175,190.50","7,513,442.35","6,703,680.53","4,004,450.15","4,076,327.41","3,752,857.01","3,933,285.16","6,384,427.01","9,050,572.73"
其他非流动负债,"12,836,308.53","15,453,939.65","15,340,974.37",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"12,836,308.53","15,453,939.65","15,340,974.37","15,449,989.72","15,102,011.74","14,754,033.76","16,463,204.16","16,110,738.18","15,938,272.20","15,585,806.22","15,928,928.70","15,641,845.95","15,062,096.54","16,256,013.80","16,298,279.81","15,490,114.96"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"40,817,055.39","54,422,178.92","67,242,167.88","65,138,832.98","75,708,132.65","72,106,919.07","81,503,872.81","70,324,737.23","76,508,130.02","75,470,246.07","148,304,997.43","142,266,302.94","172,385,788.11","175,788,470.53","184,421,266.64","176,114,039.27"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"35,000,000.00","56,000,000.00","56,000,000.00","56,000,000.00","70,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","141,875,700.00","141,875,700.00","141,875,700.00","141,795,700.00","141,795,700.00","141,795,700.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"9,427,973.90","427,973.90","427,973.90","427,973.90","245,257,973.90","175,257,973.90","175,257,973.90","175,257,973.90","175,257,973.90","175,257,973.90","235,082,054.73","237,370,604.73","239,659,154.73","239,106,861.94","233,726,695.80","234,866,508.15"
无形资产,"8,961,612.94","8,451,661.47","7,398,844.01","7,122,303.41","6,924,557.29","6,645,012.04","21,947,958.41","21,670,379.80","21,397,778.62","21,106,724.46","20,773,935.13","20,616,722.84","41,948,335.75","40,683,476.80","39,006,951.17","48,424,287.70"
盈余公积,"6,416,339.82","12,142,555.04","20,519,340.02","20,519,340.02","20,519,340.02","20,519,340.02","30,873,267.95","30,873,267.95","30,873,267.95","30,873,267.95","37,879,490.11","37,879,490.11","37,879,490.11","37,879,490.11","41,666,745.18","41,666,745.18"
开发支出,"8,875,411.86","13,743,742.56","16,643,507.18","17,432,297.97","17,788,145.33","19,721,646.87","20,412,732.08","21,425,737.75","22,731,285.50","23,970,784.55","27,799,022.55","31,855,076.43","14,109,357.80","15,757,770.44","22,512,096.88","33,188,368.24"
减:库存股,,,,,,,,,,,"59,947,372.00","59,947,372.00","59,478,447.00","56,941,647.00","56,941,647.00","56,941,647.00"
商誉,,,,,,,,,,,,,,,,
未分配利润,"57,747,058.39","74,532,995.36","79,924,060.20","107,474,772.68","132,575,311.37","162,543,143.53","173,064,705.76","201,263,550.81","178,815,872.97","197,324,720.16","197,471,484.13","217,888,387.37","189,262,415.22","191,438,904.82","191,800,605.75","203,889,756.94"
长期待摊费用,"160,519.74","85,000.08","1,112,673.32","1,131,803.01","1,087,999.09","967,103.88","729,208.51","941,813.29","1,062,171.66","928,617.03","523,008.44","729,200.40","660,392.36","984,917.67","2,585,525.74","2,259,011.86"
少数股东权益,,,,,,,,,,,,,,,,
递延所得税资产,"2,074,371.78","2,562,015.33","2,665,696.50","2,648,376.15","2,653,491.49","2,543,537.90","2,972,875.13","2,832,826.75","3,176,867.58","3,496,743.20","5,009,814.39","5,623,107.20","6,516,581.87","6,456,246.44","7,996,635.78","8,611,894.15"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"1,257,825.99","12,092,777.37","50,942,922.55","51,094,397.87","51,704,827.45","51,004,286.31","51,024,740.93","55,921,566.94","57,097,121.92","128,868,497.26"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"83,133,871.17","93,749,526.66","112,922,248.00","116,988,889.90","124,759,180.01","127,454,542.60","160,197,202.43","179,103,147.83","228,337,515.44","228,729,708.86","240,122,413.42","245,971,314.08","248,093,321.65","253,551,340.49","263,617,035.60","358,097,660.96"
所有者权益(或股东权益)合计,"108,591,372.11","143,103,524.30","156,871,374.12","184,422,086.60","468,352,625.29","498,320,457.45","519,195,947.61","547,394,792.66","524,947,114.82","543,455,962.01","552,361,356.97","575,066,810.21","549,198,313.06","553,279,309.87","552,048,099.73","565,277,063.27"
资产总计,"149,408,427.50","197,525,703.22","224,113,542.00","249,560,919.58","544,060,757.94","570,427,376.52","600,699,820.42","617,719,529.89","601,455,244.84","618,926,208.08","700,666,354.40","717,333,113.15","721,584,101.17","729,067,780.40","736,469,366.37","741,391,102.54"
负债和所有者(或股东权益)合计,"149,408,427.50","197,525,703.22","224,113,542.00","249,560,919.58","544,060,757.94","570,427,376.52","600,699,820.42","617,719,529.89","601,455,244.84","618,926,208.08","700,666,354.40","717,333,113.15","721,584,101.17","729,067,780.40","736,469,366.37","741,391,102.54"
