科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"562,247,178.64","311,625,246.34","347,960,303.61","156,303,907.84","381,880,195.51","266,782,265.01","268,904,711.06","259,004,782.35","399,501,212.36","333,324,619.65","397,625,899.80","866,463,309.25","664,125,553.88","658,236,858.37","543,790,266.10","870,193,853.53","595,604,347.24","623,698,283.38","708,876,190.53","1,035,282,963.60","1,043,503,562.83","720,935,637.60","565,775,296.88","994,469,123.18","1,234,961,298.40","1,248,535,557.62","1,511,749,663.30","1,805,209,303.36","1,642,842,228.85","1,544,160,390.67","2,320,337,797.66","2,207,439,707.03","1,862,196,653.09","2,339,248,598.58","2,767,269,574.06","3,240,869,616.39","3,030,572,525.61","3,362,514,023.33","3,426,984,752.61","3,688,490,521.90","4,674,595,544.62","5,721,207,537.01","5,042,856,508.18"
短期借款,,,,,,,,,,,,,,,,,,,,,,"150,000,000.00",,,,,,,"55,368,900.00","129,240,300.00","184,552,200.00","304,760,000.00","367,010,000.00","292,316,800.00","187,320,000.00","287,869,265.41","234,566,427.58","258,972,525.85","273,971,400.63","214,862,580.73","292,285,231.80","205,942,903.34","220,905,092.67"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,282,022.83","1,475,765.00","210,765.00","1,518,862.55","1,354,793.62","297,050.89","1,449,978.76","2,308,166.58","2,159,969.32",,,,,,,,,,,,,,,"598,331.00","598,331.00",,,"58,224.00",,"119,106.00",,,,,,,,,,"650,599,599.66","3,713,449.36","2,586,771.20","11,282,187.29"
应付票据,,"879,250.00","879,250.00",,,,,,,,"21,336,567.30","40,908,703.80","31,672,393.20",,"13,854,465.90","18,467,798.40",,"27,701,697.60","148,210,462.10",,,,,,,,,,,,,,,,,,,,,"484,738,249.92","524,251,088.50","491,653,447.01","504,047,857.34"
应收账款,"470,239,447.43","525,059,285.27","431,421,040.14","533,461,014.61","491,607,873.73","607,415,850.14","570,068,964.75","265,317,660.96","159,009,532.78","262,060,649.28","350,271,685.76","349,481,278.09","476,857,475.91","78,040,178.02","107,415,546.68","230,166,596.66","255,130,831.02","690,612,267.88","796,619,875.82","735,006,954.94","750,100,648.81","742,807,799.02","710,702,387.58","750,640,755.28","884,118,229.82","660,622,856.61","538,502,408.70","702,135,908.78","939,360,894.02","1,189,321,311.58","604,557,465.45","607,093,487.81","729,734,684.53","989,576,012.51","687,715,648.76","733,221,248.88","1,464,959,129.96","1,626,178,783.46","2,169,782,137.95","2,419,202,123.14","2,960,911,546.57","1,949,401,789.78","2,094,539,091.34"
应付账款,"592,031,543.11","496,910,250.21","254,739,230.68","323,295,535.60","376,084,909.47","380,217,347.47","342,747,020.79","684,515,711.94","803,789,111.07","930,263,446.45","955,872,382.35","987,362,370.32","985,729,337.72","695,302,762.02","568,697,874.98","948,425,361.43","748,734,617.60","1,173,176,925.11","1,486,194,895.33","1,400,096,310.98","1,376,905,463.55","1,047,177,764.56","1,019,172,914.49","1,325,602,138.86","1,427,277,144.37","1,354,478,240.70","1,401,242,278.13","1,997,754,960.15","2,187,601,233.99","2,251,081,737.45","2,441,339,875.69","2,168,366,194.35","2,311,949,461.77","2,556,751,950.05","2,650,326,205.23","3,274,417,873.76","3,862,361,705.06","3,826,334,561.86","4,272,416,197.70","4,990,628,783.00","5,621,127,828.93","4,924,266,922.64","4,263,557,191.50"
预付款项,"213,592,372.12","273,621,872.00","108,700,043.92","88,871,250.42","124,723,638.50","93,749,620.67","387,031,256.93","421,862,906.58","443,629,384.14","515,005,330.85","480,961,617.00","411,601,840.40","378,138,068.29","344,623,330.05","320,211,236.68","261,611,878.87","219,931,453.90","186,402,347.32","135,949,724.93","115,165,120.98","157,856,373.42","320,480,882.99","672,302,397.43","538,762,076.14","582,896,907.55","639,735,017.75","586,104,725.95","479,626,441.14","553,106,080.73","608,827,827.96","665,022,600.16","1,013,463,884.10","1,132,925,245.73","1,361,276,895.30","1,346,646,167.62","990,506,962.64","1,121,978,135.71","1,301,363,359.57","1,820,307,522.67","2,058,520,849.99","1,951,171,465.22","1,477,628,513.49","1,527,957,750.81"
预收款项,"158,059,647.86","167,286,258.60","142,036,743.93","185,354,323.78","285,831,872.60","316,536,470.67","535,890,637.01","495,434,458.35","475,148,272.16","571,131,378.23","651,752,128.39","542,595,497.95","633,209,063.82","454,840,294.47","475,124,973.84","322,920,926.37","360,840,632.86","355,087,387.56","266,752,476.17","230,971,835.25","397,697,617.33","512,601,566.74","1,010,628,641.13","998,030,995.08","1,232,423,911.00","1,305,093,895.15","1,422,799,669.38","842,147,124.99","857,054,760.32","676,901,811.16","604,688,276.18","1,093,022,059.35","1,068,415,044.70","1,105,445,541.90","1,155,011,149.09","696,028,536.22","914,536,744.14","1,674,548,569.37","2,388,022,458.28","2,262,764,726.61","2,036,473,161.63","2,165,270,744.00","2,099,718,364.13"
