科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付利息,,,,,,,,,,,,,,,,,,,,,,,"1,134,686.07","911,222.81","996,918.53","1,121,438.78","1,198,473.32","1,566,735.77","2,721,721.91","4,490,599.63","2,742,344.66","788,630.16","1,303,896.69","1,376,963.16","1,622,249.10","2,197,313.52","1,852,866.76",,"2,141,353.05","1,476,014.12"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"16,720,000.00",,,,,,,,,,,,,,,,,,,,,,,"420,000.00",,,,,,,,,
存货,"122,534,245.63","153,747,427.16","87,746,311.49","95,751,545.36","89,401,674.69","109,250,866.60","125,521,132.92","119,178,246.08","130,268,125.47","148,919,924.53","201,327,838.28","194,364,116.94","191,871,900.48","194,908,650.37","226,264,644.03","248,819,115.28","227,879,980.15","241,027,848.59","243,350,470.93","249,369,355.42","254,312,362.21","260,606,276.61","247,510,416.21","237,602,722.58","239,554,168.38","228,117,387.08","214,639,429.90","223,586,645.68","225,784,959.37","223,466,075.37","439,448,160.44","550,515,181.75","700,729,602.41","983,681,242.75","1,073,612,524.50","1,316,194,948.67","1,710,272,559.96","1,784,088,282.58","1,749,845,668.38","1,939,650,347.05"
其他应付款,"6,225,887.78","603,175.11","1,112,977.96","1,206,036.09","22,250,060.85","581,771.75","1,575,715.20","655,493.66","709,186.38","478,690.10","889,716.89","555,115.72","230,797.21","852,479.56","1,421,556.28","2,903,371.91","2,125,880.67","1,872,134.17","2,333,594.26","2,537,874.69","2,253,340.56","2,592,535.40","1,898,944.30","2,362,341.36","3,204,706.01","2,986,797.20","34,787,156.23","38,282,900.26","32,393,694.19","131,581,784.23","134,687,890.33","131,367,445.86","129,074,027.74","126,836,813.59","124,089,476.64","96,070,783.65","78,815,756.43","39,524,792.99","27,018,453.35","20,256,567.13"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,"7,500,000.00","7,500,000.00","5,000,000.00","5,000,000.00","66,300,000.00","91,600,000.00","107,500,000.00","114,500,000.00","114,500,000.00","107,000,000.00","134,500,000.00","108,000,000.00","140,200,000.00","146,900,000.00","113,900,000.00","128,800,000.00","126,900,000.00","133,500,000.00","116,700,000.00","110,000,000.00","124,000,000.00","157,450,000.00"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"14,342,847.07","8,492,595.90","6,798,540.89","5,512,722.91","7,181,577.77","3,877,968.63","4,495,801.19","3,598,177.32","30,203,287.66","46,807,768.43","48,601,129.88","51,295,470.40","43,648,827.51","39,507,801.27","43,841,774.67","37,895,817.38","61,783,478.46","55,549,373.07"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"320,518,748.76","360,706,230.42","409,961,640.01","427,060,431.46","1,092,882,661.96","896,633,916.36","923,143,943.57","1,024,325,318.74","1,066,858,118.74","981,154,951.61","909,719,326.14","912,582,415.72","961,814,200.45","968,640,942.93","829,129,736.99","881,594,728.72","852,764,147.74","997,644,999.62","999,294,922.16","1,007,073,103.63","1,124,885,451.21","1,161,414,633.40","1,051,079,955.53","1,139,164,231.09","1,149,726,432.36","1,171,323,537.64","1,190,143,829.78","1,325,772,228.26","1,449,323,801.93","1,611,224,625.02","1,550,425,815.00","1,739,003,815.36","1,923,506,110.60","2,606,300,590.80","2,424,345,788.06","2,687,956,186.09","3,312,250,622.53","3,493,173,349.27","3,639,690,655.15","3,718,428,582.97"
流动负债合计,"335,518,297.39","334,236,388.59","320,881,840.17","331,020,980.18","444,438,530.14","372,374,899.09","399,014,612.24","505,694,506.52","532,925,196.75","457,047,951.28","473,496,268.91","476,136,266.90","526,706,926.13","556,265,275.50","532,955,108.34","578,805,246.71","579,880,377.59","634,750,025.14","661,255,245.93","642,196,104.83","731,893,083.42","815,809,892.05","855,272,020.67","927,926,665.93","966,630,027.60","965,808,705.33","1,135,977,071.87","1,250,892,634.24","1,394,336,989.46","1,526,787,861.15","1,548,065,756.20","1,713,850,814.00","1,849,055,836.30","1,984,823,462.77","1,972,467,477.06","2,111,582,035.26","2,978,606,871.11","3,139,954,295.28","3,241,831,702.95","3,164,122,716.17"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,"100,000,000.00","100,000,000.00","100,000,000.00",,,,,,,,,,,"27,000,000.00","52,700,000.00","142,000,000.00","132,000,000.00","165,800,000.00","201,900,000.00","201,900,000.00","189,400,000.00","201,900,000.00","167,500,000.00","175,500,000.00","115,200,000.00","154,600,000.00","103,100,000.00","119,100,000.00","79,900,000.00","78,800,000.00","76,000,000.00","165,300,000.00","78,600,000.00","165,300,000.00","181,300,000.00","210,300,000.00","155,500,000.00","157,820,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"2,512,417.19","2,328,277.19","2,144,137.19","2,144,137.19","2,144,137.19","2,144,137.19","1,908,847.19","1,908,847.19","1,908,847.19","1,908,847.19","1,663,327.19","1,663,327.19","1,663,327.19","1,663,327.19","1,663,327.19","1,428,037.19","1,428,037.19","1,428,037.19","1,182,517.19","1,182,517.19","1,182,517.19","1,182,517.19","1,182,517.19","926,767.19","926,767.19","926,767.19","926,767.19","7,966,656.51","7,930,933.31","4,201,089.34","4,151,089.34","3,895,339.34","3,895,339.34","3,480,072.15",,,,,,
长期股权投资,"1,300,000.00","1,300,000.00","1,300,000.00","1,300,000.00","1,300,000.00","1,300,000.00",,,,,,,,,,,,,,,,,,,"5,460,000.00","7,242,543.72","5,241,501.78","5,125,231.25","5,012,539.99","4,907,163.60","4,530,967.18","4,422,698.95","4,305,872.34","3,978,787.62","3,778,446.99","3,483,100.02","3,254,970.43","2,666,764.02","3,321,385.89","7,664,976.38"
专项应付款,"1,800,000.00","9,270,000.00","11,347,095.09","11,347,095.09","11,347,095.09","11,812,363.23",,,"720,000.00","720,000.00","5,063,300.00","2,189,900.00","2,590,900.00","2,590,900.00",,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"74,010,357.12","73,559,417.66","90,102,576.98","88,369,893.73","96,939,671.30","100,041,263.95","153,596,885.03","212,955,843.25","215,435,877.12","224,050,115.50","289,781,769.18","289,339,208.09","287,307,568.88","286,678,625.52","321,799,816.79","330,518,005.95","441,045,076.06","435,477,862.93","430,317,865.76","424,249,379.57","421,645,145.59","451,460,801.08","448,139,420.78","441,356,215.05","534,640,676.00","525,237,384.12","767,137,339.94","779,997,720.54","778,541,194.83","766,425,195.81","721,489,842.21","708,589,190.10","695,541,161.88","697,827,319.71","660,204,619.55","647,897,060.88","687,058,207.49","713,992,065.58","834,834,685.95","1,043,429,272.88"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,176,855.47","2,077,482.74","1,176,855.47","1,176,855.47","2,295,984.93","2,267,616.64","2,239,248.35","2,210,880.06","2,182,511.76","2,154,143.47","10,000,783.88","9,594,045.28","8,239,040.46","7,823,138.20"
在建工程,"2,883,446.21","17,371,628.54","56,577,157.71","67,128,182.67","75,332,961.92","116,105,342.26","78,568,868.75","20,516,054.26","30,346,051.81","41,680,896.69","43,156,041.88","52,664,396.54","58,352,116.80","67,270,062.86","100,783,858.13","94,533,159.96","37,016,562.97","44,585,216.83","75,635,932.18","90,652,347.95","103,252,465.09","128,072,608.09","192,789,662.08","250,673,240.58","159,568,813.57","173,289,556.71","12,633,208.32","13,771,716.32","8,198,775.88","13,475,486.27","94,910,910.18","99,164,642.00","102,284,644.01","97,682,885.20","104,700,389.73","107,379,664.86","537,501,783.68","547,635,684.15","478,051,512.17","175,128,878.32"
其他非流动负债,,,,,,,,,,,,,,,"6,290,900.00","6,290,900.00","6,493,700.00","7,041,800.00","5,726,800.00","5,671,800.00","5,651,300.00","10,596,300.00","11,799,300.00","11,119,300.00","10,576,800.00","12,883,666.67",,,,,,,,,,,,,,
工程物资,,,,,,,,,"456,761.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"4,312,417.19","11,598,277.19","113,491,232.28","113,491,232.28","113,491,232.28","13,956,500.42","1,908,847.19","1,908,847.19","2,628,847.19","2,628,847.19","6,726,627.19","3,853,227.19","4,254,227.19","4,254,227.19","7,954,227.19","34,718,937.19","60,621,737.19","150,469,837.19","138,909,317.19","172,654,317.19","208,733,817.19","213,678,817.19","202,381,817.19","213,946,067.19","179,003,567.19","189,310,433.86","129,065,641.73","175,655,658.12","122,168,506.65","133,542,611.48","95,816,740.94","94,287,622.65","91,320,291.06","183,896,118.58","92,342,178.43","178,868,810.14","214,045,450.55","242,493,711.95","186,193,707.13","187,952,804.87"
固定资产清理,,,"9,631,662.94","9,631,662.94","9,631,662.94","9,631,662.94",,,,"15,072.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"339,830,714.58","345,834,665.78","434,373,072.45","444,512,212.46","557,929,762.42","386,331,399.51","400,923,459.43","507,603,353.71","535,554,043.94","459,676,798.47","480,222,896.10","479,989,494.09","530,961,153.32","560,519,502.69","540,909,335.53","613,524,183.90","640,502,114.78","785,219,862.33","800,164,563.12","814,850,422.02","940,626,900.61","1,029,488,709.24","1,057,653,837.86","1,141,872,733.12","1,145,633,594.79","1,155,119,139.19","1,265,042,713.60","1,426,548,292.36","1,516,505,496.11","1,660,330,472.63","1,643,882,497.14","1,808,138,436.65","1,940,376,127.36","2,168,719,581.35","2,064,809,655.49","2,290,450,845.40","3,192,652,321.66","3,382,448,007.23","3,428,025,410.08","3,352,075,521.04"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","62,600,000.00","62,600,000.00","62,600,000.00","83,600,000.00","83,600,000.00","83,600,000.00","83,600,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","209,000,000.00","522,500,000.00","522,500,000.00","522,500,000.00","522,500,000.00","522,500,000.00","555,598,900.00","555,598,900.00","555,598,900.00","615,706,094.00","615,706,094.00","1,230,264,538.00","1,230,264,538.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"42,778.63","30,123,142.97","30,123,142.97","30,123,142.97","558,755,130.97","558,755,130.97","567,951,742.97","567,951,742.97","442,551,742.97","442,551,742.97","445,043,461.60","445,043,461.60","445,043,461.60","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","442,551,742.97","129,051,742.97","129,051,742.97","129,978,078.52","129,978,078.52","129,978,078.52","521,759,369.52","522,419,612.94","522,419,612.94","1,239,019,919.98","1,239,019,919.98","816,449,419.12","816,449,419.12"
无形资产,"12,055,792.15","11,935,447.87","39,563,670.02","39,234,734.03","38,905,798.04","39,043,409.06","38,834,459.50","46,509,588.59","61,019,816.15","60,444,957.53","87,336,925.52","86,578,363.22","72,727,150.12","72,052,761.87","79,889,742.81","79,041,609.64","84,829,556.89","83,809,518.16","88,601,571.86","87,427,748.24","86,253,924.62","85,080,101.00","89,524,010.23","88,368,992.00","87,214,173.77","86,084,283.42","107,625,226.30","118,192,066.97","117,441,017.78","110,525,794.11","117,631,738.14","120,147,325.18","118,469,944.73","116,808,895.54","119,304,566.59","117,803,935.36","156,677,813.15","154,232,325.88","153,365,269.64","151,364,906.04"
盈余公积,"2,967,329.74","2,306,324.38","7,569,044.10","7,569,044.10","7,569,044.10","7,569,044.10","13,555,669.85","13,555,669.85","13,555,669.85","13,555,669.85","19,473,483.12","19,473,483.12","19,473,483.12","19,473,483.12","19,473,483.12","19,473,483.12","19,473,483.12","19,473,483.12","20,378,957.01","20,378,957.01","20,378,957.01","20,378,957.01","21,655,180.48","21,655,180.48","21,655,180.48","21,655,180.48","24,324,204.90","24,324,204.90","24,324,204.90","24,324,204.90","28,896,166.20","28,896,166.20","28,896,166.20","28,896,166.20","42,956,801.64","42,956,801.64","54,048,429.03","54,048,429.03","49,031,387.17","49,031,387.17"
开发支出,,,,,,,,,,"5,036,550.16",,,"3,940,271.88","3,703,846.39","3,054,538.67","3,957,369.13","168,992.74","1,437,887.32",,"1,408,369.34","57,130.16","660,334.59","3,489,917.28","3,943,504.14","6,700,242.32","7,324,075.25",,"3,323,388.72","1,555,473.62","1,678,616.31","3,676,734.12",,"1,177,923.70","2,016,719.51","12,756,440.10","14,161,830.68","15,551,554.94","27,736,239.85","29,658,099.83","32,567,726.03"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,535,210.56","33,440,019.60","26,535,210.56","26,535,210.56","26,535,210.56","26,535,210.56","26,535,210.56","26,535,210.56","26,535,210.56","26,535,210.56","620,399,159.92","620,399,159.92","620,399,159.92","620,399,159.92"
未分配利润,"19,914,126.08","22,172,834.53","71,397,847.91","86,505,350.06","106,078,212.90","125,484,719.65","125,679,377.13","129,115,310.24","157,549,299.99","171,499,137.25","163,477,501.62","174,873,015.03","169,007,555.67","166,282,588.81","125,342,214.00","108,059,105.47","109,562,767.77","111,574,752.58","126,982,742.46","129,636,102.72","131,137,106.25","133,897,912.88","137,590,578.05","147,413,840.59","156,344,606.87","165,971,147.17","166,105,517.76","186,339,745.84","197,748,130.15","212,751,025.81","204,386,001.69","226,125,291.76","270,076,868.90","300,123,753.40","310,521,522.79","354,702,714.59","396,015,020.51","429,854,824.01","390,056,140.17","445,736,754.26"
长期待摊费用,,,,,"462,777.78","421,944.45","381,111.12","340,277.79","299,444.46","258,611.13","217,777.80","176,944.47","422,536.56","357,152.49","392,237.86","318,242.11","244,246.36","170,250.61","205,143.75","171,981.33","364,763.35","693,676.91","219,491.51","352,062.59","143,763.99","114,151.47","65,333.35","57,166.69","245,240.02","219,233.35","340,890.57","297,392.23","259,724.44","448,633.76","432,107.32","371,171.20","395,480.81","406,465.45","2,064,982.44","3,348,875.23"
少数股东权益,"1,625,316.75","4,869,195.78","5,226,781.98","5,573,440.52","5,806,501.07","5,797,797.63","5,539,563.34","5,549,185.41","19,733,106.31","19,891,604.80","17,894,975.71","17,898,369.37","17,045,910.95","6,834,642.58","6,804,650.47","6,571,449.41","7,633,005.28","7,889,809.16","7,907,644.05","8,093,447.62","7,639,549.62","7,397,560.36","6,926,990.52","6,766,246.97","6,663,218.95","5,550,884.97","24,982,550.36","21,375,383.91","22,411,455.80","16,201,067.79","13,463,096.56","11,639,506.62","10,081,598.85","8,111,571.68","5,192,244.83","4,388,114.62","10,144,292.64","11,214,585.63","17,392,885.94","16,131,632.30"
递延所得税资产,"3,611,921.54","3,033,438.95","4,153,181.75","4,158,285.28","4,283,117.52","4,360,552.84","2,724,544.75","2,728,179.55","3,527,793.17","3,533,798.56","4,900,477.63","4,936,495.17","5,967,719.97","5,958,568.11","9,737,084.26","9,922,438.78","13,360,120.58","13,320,328.91","13,207,182.64","13,832,736.66","15,197,045.79","15,711,416.50","16,638,706.88","17,000,461.29","17,836,466.24","18,601,586.47","19,719,704.97","21,076,619.11","22,663,197.88","24,066,326.56","20,489,084.07","22,124,161.36","23,741,390.42","24,674,929.72","26,531,192.38","29,328,698.21","35,851,597.46","30,687,435.87","38,664,224.43","39,175,198.94"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,"73,960,808.26","28,903,097.82","21,096,884.27","11,212,972.13","3,516,506.59","10,013,410.38","3,664,550.98","6,767,109.08","3,655,432.52","7,573,828.45","6,667,641.59","7,516,154.17","123,497,718.82","136,187,873.74","139,557,340.78","142,274,823.26","134,199,357.42","121,260,369.49"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"93,861,517.02","107,199,933.02","201,328,249.40","209,822,758.65","226,855,989.50","270,904,175.50","274,105,869.15","283,049,943.44","311,085,744.32","335,020,001.73","425,392,992.01","433,695,407.49","428,717,364.21","436,021,017.24","515,657,278.52","518,290,825.57","576,664,555.60","578,801,064.76","607,967,696.19","617,742,563.09","626,770,474.60","681,678,938.17","824,762,017.02","830,597,573.47","832,661,020.16","829,106,553.29","942,474,031.81","984,997,339.58","963,857,201.54","954,600,135.65","993,260,809.55","988,854,448.83","978,983,513.67","977,489,535.79","1,077,740,692.04","1,083,148,545.51","2,196,247,908.66","2,240,030,963.98","2,294,558,677.69","2,194,339,363.23"
所有者权益(或股东权益)合计,"74,549,551.20","122,071,497.66","176,916,816.96","192,370,977.65","761,808,889.04","781,206,692.35","796,326,353.29","799,771,908.47","842,389,819.12","856,498,154.87","854,889,422.05","866,288,329.12","859,570,411.34","844,142,457.48","803,877,679.98","786,361,370.39","788,926,588.56","791,226,202.05","807,098,055.23","809,965,244.70","811,029,025.20","813,604,862.33","818,188,134.69","827,889,071.44","836,753,857.73","845,310,951.74","867,575,147.99","884,221,275.48","896,675,507.36","905,494,288.04","899,804,127.41","919,719,827.54","962,113,496.91","1,415,070,545.24","1,437,276,824.61","1,480,653,886.20","2,315,846,209.53","2,350,756,306.02","2,506,223,922.76","2,560,692,425.16"
资产总计,"414,380,265.78","467,906,163.44","611,289,889.41","636,883,190.11","1,319,738,651.46","1,167,538,091.86","1,197,249,812.72","1,307,375,262.18","1,377,943,863.06","1,316,174,953.34","1,335,112,318.15","1,346,277,823.21","1,390,531,564.66","1,404,661,960.17","1,344,787,015.51","1,399,885,554.29","1,429,428,703.34","1,576,446,064.38","1,607,262,618.35","1,624,815,666.72","1,751,655,925.81","1,843,093,571.57","1,875,841,972.55","1,969,761,804.56","1,982,387,452.52","2,000,430,090.93","2,132,617,861.59","2,310,769,567.84","2,413,181,003.47","2,565,824,760.67","2,543,686,624.55","2,727,858,264.19","2,902,489,624.27","3,583,790,126.59","3,502,086,480.10","3,771,104,731.60","5,508,498,531.19","5,733,204,313.25","5,934,249,332.84","5,912,767,946.20"
