科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
货币资金,"5,996,516.66","5,359,047.84","4,851,796.49","168,896,445.22","209,867,921.67","79,687,298.76","83,958,938.01","31,376,969.92","35,169,635.17","30,601,814.38","4,413,503.32","49,938.09","44,906.97","52,381.23","1,526,243.64","18,464.40","50,279.73","436,967,104.07","383,316,884.47","329,615.92","77,720.90","136,143.27","19,985,744.86","11,690,687.68","22,356,937.46","14,529,447.06","4,824,803.71","130,325,025.66","15,536,411.52","13,778,569.22","15,103,771.89","44,757.33","23,858.33","82,219.72","82,219.72","76,756.24","74,679.89"
短期借款,"418,393,373.10","417,893,373.10","377,393,373.10","342,808,972.50","352,808,972.50","352,808,972.50","352,808,972.50","320,318,972.50","320,318,972.50","320,318,972.50","320,318,972.50","320,318,972.50","320,318,972.50","320,318,972.50","320,318,972.50","290,318,972.50","290,318,972.50","290,318,972.50","220,584,972.50","189,318,972.50","189,318,972.50","189,318,972.50","199,318,972.50","189,318,972.50","189,318,972.50","189,318,972.50","189,318,972.50","186,542,172.50","196,118,972.50","196,118,972.50","196,118,972.50","186,318,972.50","186,318,972.50","186,318,972.50","186,318,972.50","186,318,972.50","186,318,972.50"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"201,510.00","740,000.00","80,000.00","50,000.00","120,000.00","359,940.00",,,,,,,,,,,,,,"347,050,000.00","347,050,000.00","355,000,000.00","360,757,000.00","364,558,270.00","370,000,000.00","378,000,000.00","378,000,000.00",,"126,786,256.00","201,450,000.00","201,450,000.00",,,,,,
应付票据,"600,000.00","700,000.00",,,,,,,,,,,,,,,,,,,,,"32,147,600.00","26,655,600.00","35,283,400.00","33,840,600.00","25,683,000.00","21,551,000.00","25,093,600.00","38,625,499.96","25,668,099.94",,,,,,
应收账款,"34,224,083.83","37,912,054.20","37,169,084.90","72,634,595.81","70,427,521.71","71,264,612.17","48,183,504.74","73,996,747.61","68,393,142.16","71,414,549.98","70,420,388.82",,,,,,,"517,104.00","517,104.00","3,790.50",,,"28,150.00","18,533,194.09","26,695,749.03","16,599,236.58","16,469,091.38","18,549,106.92","24,640,075.22","52,510,777.43","53,055,032.86","10,593,338.14","10,593,338.14","10,593,338.14","10,593,338.14",,
应付账款,"53,246,201.67","55,110,720.44","51,150,550.24","50,754,116.39","53,750,522.99","30,340,495.84","23,032,301.03","17,856,397.22","15,806,843.09","13,402,806.09","12,258,760.28","19,692,484.08","19,692,484.08","19,692,484.08","17,627,862.70","4,413,863.76","4,413,863.76","4,954,193.76","4,954,193.76","4,413,863.76","4,413,863.76","529,693.05","3,275,468.42","2,553,684.39","3,033,170.21","3,083,504.75","3,615,863.40","6,743,485.33","6,484,515.90","7,071,558.28","6,994,561.81",,,,,,
预付款项,"1,570,423.11","2,051,975.34","527,072.22","3,483,501.08","3,912,873.29","3,941,126.81","4,939,731.79","32,542,467.05","33,484,025.29","46,819,467.05","47,484,025.29","14,000,000.00","14,000,000.00","1,339.61",,,,,,"312,536.00","312,536.00","312,536.00","5,531,361.65","9,987,716.35","38,840,134.34","40,069,150.25","50,755,588.41","262,625,089.53","259,754,499.69","133,725,477.40","134,764,100.64","7,700.00",,"64,000.00","64,000.00","64,000.00","64,000.00"
预收款项,"4,270,436.24","7,173,651.81","6,706,150.81","10,193,389.32","13,062,367.66","13,304,001.44","17,232,467.82","4,290,752.14","4,834,071.87","5,007,203.90","4,209,115.19","5,139,845.91","5,139,845.91","5,139,845.91","1,738,784.65",,,,,,,,"3,414,950.00","2,335,235.90","31,595,585.90","28,170,085.90","28,753,855.90","355,070.00","582,727.20","390,450.00","352,150.00","346,090.00","346,090.00","346,090.00","346,090.00","346,090.00","346,090.00"
