科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"4,199,125.70","11,849,503.82","12,443,694.84","12,437,522.94","599,261,699.45","567,528,620.61","545,995,137.88","446,949,180.27","357,481,769.98","258,127,792.74","224,009,509.82","211,965,417.14","185,600,526.96","176,166,067.02","161,554,237.99","162,733,717.92","173,601,634.16","179,734,258.25","170,330,900.93","169,918,980.65","144,916,232.40","123,983,959.03","161,459,270.29","163,525,418.72","123,976,213.38","86,057,763.77","119,134,666.13","166,198,289.51","188,926,642.02","195,895,850.35","103,744,643.06","116,317,888.50","189,140,493.26"
短期借款,,"10,000,000.00","20,000,000.00","16,000,000.00","811,943.85",,"8,322,691.66",,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,828,618.06","10,333,777.73","8,781,193.92","1,946,750.00","3,394,003.98","26,162,776.56","23,445,468.35","12,343,649.06","25,652,555.19","30,275,756.97","19,680,471.10","11,833,917.48","7,524,101.22","18,435,923.05","14,835,389.19","50,592,496.50","39,065,373.80","41,790,210.90","41,343,010.59","42,667,123.50","27,338,894.70","37,732,363.52","33,483,160.92","47,003,495.40","32,663,901.88","36,026,629.12","37,941,463.89","23,630,818.25","8,438,538.85","4,887,293.28","29,456,427.40","25,606,950.51","34,302,181.49"
应付票据,,,"1,450,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,800,000.00","12,800,000.00","30,000,000.00"
应收账款,"37,224,968.48","16,589,318.05","24,008,272.77","38,336,595.29","47,097,378.06","33,613,881.09","46,521,467.14","42,278,244.28","34,267,150.12","36,190,831.46","46,320,379.43","45,485,084.15","48,313,109.25","41,454,677.54","65,742,020.18","36,881,728.25","50,732,332.77","51,556,969.64","67,172,358.60","75,616,693.85","54,721,439.16","54,669,754.08","66,300,354.07","62,545,367.48","56,954,849.69","59,701,660.57","64,569,571.74","65,840,669.74","31,644,693.58","40,760,953.19","63,375,181.67","87,157,638.49","74,523,876.65"
应付账款,"13,846,918.03","12,863,628.39","14,456,188.17","15,627,752.44","15,206,345.78","12,956,397.13","15,963,396.44","17,132,692.49","14,209,719.37","27,054,386.97","26,377,344.63","36,680,398.30","29,240,620.74","25,579,070.42","12,066,499.02","23,889,880.43","20,888,469.13","26,894,251.28","22,027,158.11","25,232,816.74","17,507,519.12","35,502,365.64","41,612,812.27","39,370,287.46","31,709,470.42","32,927,503.95","37,937,755.73","34,730,905.51","19,047,641.88","20,767,654.42","38,221,301.33","50,679,240.96","44,238,060.06"
预付款项,"9,803,428.11","6,125,085.89","3,309,867.37","6,750,235.99","15,656,662.32","11,962,514.06","20,776,439.92","37,766,303.34","56,905,241.25","20,999,588.72","25,426,150.12","12,215,121.78","12,413,807.89","6,535,911.69","13,011,174.70","19,482,570.53","17,938,452.85","10,505,704.47","18,263,461.54","17,532,229.89","17,872,023.39","9,368,533.06","11,264,230.10","10,414,575.05","13,523,761.16","2,722,189.66","5,012,756.02","7,477,259.42","9,697,986.03","3,822,296.68","7,166,829.05","10,957,104.02","13,677,448.00"
预收款项,"143,203.70","2,629,399.88","517,531.86","96,016.03","89,552.95","731,535.51","722,689.76","998,527.99","708,784.41","1,059,404.29","717,774.56","636,924.71","2,101,826.85","482,947.74","296,755.36","199,769.86","672,995.87","1,114,324.68","1,262,673.64","943,627.01","1,397,713.34","1,419,584.62","532,509.57","765,610.29","2,906,813.01","1,362,869.94","1,773,008.94","1,369,804.70","1,540,291.20","1,703,342.63","3,613,309.54","3,018,835.19","3,983,415.09"
其他应收款,"690,446.49","1,267,967.15","335,653.36","2,280,303.21","318,082.68","983,388.46","2,968,031.70","5,119,763.44","3,534,639.75","3,128,060.09","4,608,958.62","1,626,402.51","2,317,363.12","3,949,815.87","4,506,378.85","4,784,931.59","1,541,752.56","2,024,938.94","535,595.63","2,027,759.80","443,773.31","434,193.28","2,299,817.89","1,453,560.12","487,782.07","8,776,556.88","4,011,173.71","1,394,734.77","1,950,877.77","480,776.17","700,222.17","616,321.09","696,760.98"
