科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
其他应收款,"5,358,691.81","6,224,343.45","13,782,306.77","9,680,622.53","4,320,931.14","6,974,900.07","7,979,683.05","6,639,160.57","5,180,724.68","8,434,511.12","5,009,896.50","5,953,463.62","8,725,254.31","15,742,051.98","15,785,622.73","10,712,134.57","8,992,524.13","18,230,712.68","21,463,267.19","14,997,571.04","60,997,157.19","68,857,959.63","74,428,807.51","73,716,327.57","68,430,384.19","98,829,246.81","118,002,627.60","127,678,900.67","65,054,259.17","75,417,716.52","64,808,079.18","70,354,501.18","65,712,049.80","73,042,952.23","90,657,151.00","111,431,209.51","65,112,492.82","72,263,332.77","114,015,876.53","86,392,157.42","82,950,927.60"
应付职工薪酬,"1,542,344.87","1,589,956.81","1,157,466.78","1,102,637.19","2,101,224.06","1,526,523.04","3,314,608.54","1,114,296.47","990,175.24","2,016,697.79","3,230,801.69","2,536,303.99","756,582.85","1,785,000.51","1,374,401.15","1,704,334.91","947,259.71","1,856,717.27","2,967,645.58","3,531,119.48","3,353,342.48","2,656,529.49","2,673,606.15","2,909,275.60","2,835,279.71","4,426,768.55","6,143,177.18","6,429,459.41","4,554,201.01","7,068,509.12","8,117,685.02","48,443,890.06","26,486,724.39","22,642,782.13","26,445,134.20","23,637,480.61","24,667,536.73","21,523,976.58","25,291,493.92","27,746,078.17","35,094,315.11"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,146,789.28","5,843,519.61","2,679,787.94","4,731,937.61","-3,956,785.14","-950,480.52","-762,847.75","2,961,543.58","4,573,278.12","6,442,429.49","614,321.31","-5,804,760.06","-808,776.59","10,527,704.79","2,162,452.14","20,068,444.71","13,839,543.72","20,907,585.07","21,527,368.30","17,728,309.42","21,393,939.24","43,683,577.92","26,437,611.97",,"19,756,682.95","45,116,635.06","46,478,745.79","38,842,624.40","2,979,031.91","48,242,121.74","59,161,716.84","33,059,649.97","10,956,078.38","67,589,214.60","61,855,961.40","55,102,135.30","27,470,212.03","80,147,661.27","83,906,198.46","53,480,688.62","43,787,430.28"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,"21,755,831.63",,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,"1,000,000.00",,,,,,,,,,,,,,,,,,,,,,"707,284.74",
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"616,102.93","616,102.93","616,102.93","616,102.93","616,102.93","616,102.93","616,102.93","616,102.93","616,102.93","616,102.93"
存货,"49,804,027.64","43,125,667.57","52,383,061.22","59,567,145.11","54,793,885.81","58,364,683.10","65,928,483.63","59,347,404.20","89,024,885.94","91,173,541.32","125,507,244.39","161,057,797.54","192,589,515.22","166,332,013.78","191,959,467.46","176,398,328.12","194,396,449.75","196,656,422.17","201,693,354.28","209,717,933.82","217,818,643.07","213,430,817.01","250,927,476.62","276,775,033.83","293,220,121.55","260,212,771.18","273,496,748.23","281,166,432.96","302,096,003.99","241,962,075.47","208,129,938.79","358,919,279.33","402,962,621.19","329,284,427.04","363,641,808.43","382,449,260.85","380,329,230.66","429,743,799.99","451,204,768.01","559,913,919.24","632,504,337.63"
其他应付款,"1,914,386.40","1,124,265.20","199,213.19","218,575.33","1,172,165.75","258,747.53","4,578,088.51","6,814,877.90","7,993,469.93","8,086,284.13","7,558,186.70","5,177,228.33","6,368,838.60","5,106,868.73","5,130,402.80","4,473,875.02","9,592,843.94","8,692,073.16","4,445,779.71","11,613,154.95","12,292,946.57","18,181,630.92","14,871,772.19","15,357,842.99","25,734,648.68","25,398,249.54","4,444,441.16","9,595,991.97","17,604,168.13","13,294,976.73","12,957,013.14","65,215,928.44","72,099,875.74","43,983,012.91","47,223,038.83","59,464,906.37","105,526,736.09","156,433,313.30","56,701,586.97","106,259,103.05","78,324,450.81"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,"100,000,000.00","100,000,000.00","100,000,000.00"
其他流动资产,"1,566,516.73","1,052,201.73","537,732.46","184,637.56","183,529.50","509,765.44","383,404.26","321,090.83","133,802.70","131,701.42","128,893.33","332,253.72","217,861.21","208,887.90","205,140.94","517,715.15","373,752.79","167,899.57","74,872.79","431,558.41","352,438.34","216,167.38","295,771.27","723,638.81","986,760.75","994,235.35","696,487.68","394,685.53","4,238,779.41","1,023,406.83","829,917.66","27,326,166.72","12,598,001.61","156,194,868.74","4,170,962.55","2,819,635.31","936,637,459.27","153,295,098.43","322,115,156.37","898,960,225.06","50,571,830.64"
其他流动负债,,,,,,,,,,,,,,,,,"1,500,000.00",,,,,,,,,,,,"914,000.00","685,500.00","457,000.00","228,500.00","914,000.00","685,500.00","457,000.00","228,500.00","914,000.00","885,303.91","457,000.00","228,500.00","5,519,519.02"
流动资产合计,"151,335,620.53","147,674,504.35","332,227,112.42","308,499,475.11","270,765,117.93","276,902,962.06","304,893,098.69","323,896,524.11","338,667,198.71","371,370,930.49","652,656,892.50","687,899,380.26","707,510,927.72","746,480,286.32","867,480,001.73","854,288,510.65","867,773,424.17","898,183,617.30","957,206,431.39","983,613,358.69","1,083,217,515.58","1,197,567,937.84","1,254,023,590.41","1,282,209,371.78","1,279,057,714.99","1,413,131,531.83","1,563,660,079.09","1,599,768,762.78","1,590,420,745.84","1,735,972,130.16","2,206,911,025.57","1,905,758,819.67","1,820,354,498.99","2,057,015,629.85","4,582,338,912.33","4,601,772,018.65","4,633,892,269.89","4,279,714,706.96","4,065,435,968.63","4,058,055,894.10","4,105,951,928.56"
流动负债合计,"134,303,280.29","120,229,207.12","86,059,439.93","69,405,378.15","43,766,846.12","64,831,753.71","109,017,853.23","136,419,393.11","125,497,736.60","127,744,343.37","165,914,917.38","170,197,578.23","172,368,405.24","167,332,403.34","238,152,966.17","213,815,807.91","186,914,333.84","219,816,882.76","251,262,872.39","241,282,714.01","225,805,832.58","271,183,656.01","326,013,793.20","297,678,133.51","266,748,737.96","313,735,466.58","414,677,132.59","381,786,122.24","344,791,476.23","376,423,056.22","538,913,552.63","611,170,282.22","696,463,905.28","683,175,421.41","755,996,084.44","665,321,505.40","638,169,368.83","732,210,035.05","866,976,260.72","854,872,710.30","824,159,110.70"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"281,438.97","281,438.97","52,281,438.97","52,281,438.97","53,781,438.97","53,781,438.97","53,781,438.97","54,781,438.97","74,781,438.97","77,481,438.97","87,481,438.97","89,981,438.97","105,031,438.97"
长期借款,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","8,750,000.00","8,750,000.00","8,750,000.00","8,750,000.00",,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","440,000,000.00","295,000,000.00",,,,,"50,000,000.00","50,000,000.00",,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"407,484.17","244,720.13","214,857.93","130,176.82","418,721.80","5,397,496.91","271,892.53","25,121,757.34","5,065,919.36","4,964,485.49","4,517,428.19","4,708,650.51","4,923,860.34","4,982,626.18","4,605,551.35","4,569,450.61","6,628,282.60","13,047,843.85","1,578,297.57","779,468.26","773,532.97","716,181.55","719,813.90","725,367.96","776,421.80","4,797,897.56","4,850,416.11","4,785,751.48","6,690,000.00","6,690,000.00","6,091,732.74","67,220,255.60","33,998,351.14","33,923,593.83","33,973,194.64","32,861,239.63","33,298,360.41","40,713,543.65","132,470,902.66","132,399,455.97","107,584,962.24"
专项应付款,,,,,,,,,"7,411,534.12","6,000,000.00","1,303,982.86","1,045,376.32","230,535.14","230,535.14",,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"2,386,542.74","2,346,645.00","2,306,747.22","2,266,891.20","2,322,115.39","2,281,083.55","2,240,051.71","2,199,019.87","6,031,290.03","5,942,367.03","5,853,444.03","5,764,521.03","1,993,860.67","1,952,828.83","1,911,796.99",,,,,,,,,,,,,,,,,"15,969,426.65","15,137,854.68","13,913,610.19","12,689,365.69","11,465,121.20","10,829,885.51","9,547,861.61","8,286,684.91","8,088,944.88","7,118,418.21"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,155,000.00",,,,,,"3,200,000.00",,,
固定资产,"80,211,023.87","80,395,630.58","85,324,018.55","92,153,898.92","108,685,231.74","128,422,113.14","129,189,380.84","192,009,255.33","204,799,323.07","211,033,440.00","243,820,331.46","221,207,416.29","232,282,379.65","238,371,784.35","268,178,737.85","273,889,977.05","300,447,638.97","297,282,840.72","294,996,603.37","296,318,968.07","309,559,571.64","316,040,813.91","312,085,948.17","311,317,889.99","400,867,392.78","396,975,475.29","399,203,363.52","393,450,417.88","404,565,315.54","397,279,347.28","391,565,453.13","438,202,937.70","460,873,391.03","454,141,480.50","446,813,147.07","440,549,882.02","446,273,386.64","519,128,050.27","549,270,311.09","551,591,718.96","563,246,580.83"
递延所得税负债,,,,,,,,,"2,868,898.35","2,704,210.40","2,674,185.11","2,704,014.67","2,683,419.97","2,649,726.62","2,651,267.95","2,644,495.79","2,660,033.54","2,668,387.16","2,640,224.47","2,657,789.92","2,508,742.37","2,495,326.37","2,488,153.26","2,484,105.84","2,395,862.21","2,392,332.89","2,388,718.94","2,385,216.23","2,379,347.38","2,375,773.81","2,372,132.55","2,368,154.12","25,069,233.04","25,065,347.32","25,060,781.07","25,056,632.11","22,953,636.10","33,867,802.07","34,254,347.73","33,809,830.09","38,201,334.94"
在建工程,"319,663.55","717,978.64","837,497.40","15,803,683.33","31,875,093.29","42,086,605.64","53,605,365.30","3,381,901.31","9,246,467.82","8,953,018.19","8,497,167.24","35,974,284.05","40,692,144.31","50,889,382.05","33,556,035.99","58,012,128.14","34,364,540.75","46,548,933.98","58,199,304.01","72,586,717.80","50,834,709.21","52,104,909.21","81,307,247.48","79,873,878.54","29,943,222.90","37,157,885.10","30,186,784.90","28,037,190.00","24,419,728.00","24,506,714.00","25,834,600.18","26,909,872.46","2,390,487.09","2,409,784.09","12,891,784.09","12,891,784.09","67,129,301.50","89,999,458.80","119,053,585.00","197,882,465.86","318,608,459.39"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"7,326,000.00","7,326,000.00","6,919,000.00","6,715,500.00",,,,"700,000.00",,,,,,"700,000.00",,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,"30,280,432.47","28,704,210.40","23,978,167.97","23,749,390.99","11,663,955.11","11,630,261.76","11,401,267.95","11,394,495.79","2,660,033.54","2,668,387.16","2,640,224.47","2,657,789.92","2,508,742.37","2,495,326.37","2,488,153.26","2,484,105.84","29,721,862.21","29,718,332.89","29,307,718.94","29,100,716.23","31,877,347.38","31,873,773.81","451,870,132.55","311,721,154.12","97,194,709.04","194,125,223.32","170,637,057.07","170,632,908.11","238,109,512.10","251,659,275.55","197,623,882.66","197,143,483.28","233,572,210.94"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"134,303,280.29","120,229,207.12","86,059,439.93","69,405,378.15","43,766,846.12","64,831,753.71","109,017,853.23","136,419,393.11","155,778,169.07","156,448,553.77","189,893,085.35","193,946,969.22","184,032,360.35","178,962,665.10","249,554,234.12","225,210,303.70","189,574,367.38","222,485,269.92","253,903,096.86","243,940,503.93","228,314,574.95","273,678,982.38","328,501,946.46","300,162,239.35","296,470,600.17","343,453,799.47","443,984,851.53","410,886,838.47","376,668,823.61","408,296,830.03","990,783,685.18","922,891,436.34","793,658,614.32","877,300,644.73","926,633,141.51","835,954,413.51","876,278,880.93","983,869,310.60","1,064,600,143.38","1,052,016,193.58","1,057,731,321.64"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"77,000,000.00","77,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","103,000,000.00","154,500,000.00","154,500,000.00","154,500,000.00","154,500,000.00","255,580,000.00","255,580,000.00","255,580,000.00","255,580,000.00","408,928,000.00","408,928,000.00","408,928,000.00","408,928,000.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","531,606,400.00","584,767,040.00","584,767,040.00","584,767,040.00","584,767,040.00","668,317,953.00","668,317,953.00","668,317,953.00","668,317,953.00","1,002,476,929.00","1,002,476,929.00","1,002,476,929.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"35,403,785.17","35,403,785.17","236,662,873.20","236,662,873.20","236,662,873.20","236,662,873.20","195,462,873.20","195,462,873.20","195,462,873.20","195,462,873.20","345,284,273.20","345,284,273.20","345,284,273.20","345,284,273.20","191,936,273.20","191,936,273.20","191,936,273.20","191,936,273.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","69,257,873.20","16,097,233.20","16,097,233.20","16,097,233.20","16,097,233.20","2,459,563,863.61","2,459,551,423.61","2,459,563,863.61","2,459,563,863.61","2,125,404,887.61","2,125,404,887.61","2,128,438,548.84"
无形资产,"33,138,387.49","32,988,744.63","32,819,276.77","32,649,971.41","32,472,866.05","32,303,250.69","37,068,357.89","36,315,710.84","52,556,440.67","52,292,285.85","52,028,131.03","51,763,976.23","51,499,821.33","51,247,445.70","50,999,654.04","65,268,845.12","64,941,675.86","114,621,089.56","114,300,503.26","114,615,742.88","64,784,384.44","64,460,079.85","64,135,775.26","63,811,470.67","64,978,692.28","64,758,837.82","64,334,793.21","63,994,641.32","68,963,241.56","68,517,748.59","277,051,862.85","423,194,517.27","420,373,924.33","417,841,857.32","415,397,363.49","413,266,916.76","409,733,420.10","527,454,303.27","552,053,567.53","548,439,295.67","614,465,506.88"
盈余公积,"2,623,202.32","2,623,202.32","2,623,202.32","2,623,202.32","8,806,418.90","8,806,418.90","8,806,418.90","8,806,418.90","18,860,661.45","18,860,661.45","18,860,661.45","18,860,661.45","34,948,899.07","34,948,899.07","34,948,899.07","34,948,899.07","53,012,290.65","53,012,290.65","53,012,290.65","53,012,290.65","76,277,078.34","76,277,078.34","76,277,078.34","76,277,078.34","95,586,006.58","95,586,006.58","95,586,006.58","95,586,006.58","121,022,198.69","121,022,198.69","121,022,198.69","121,022,198.69","153,650,107.90","153,650,107.90","153,650,107.90","153,650,107.90","213,984,045.99","213,993,934.57","213,984,045.99","213,984,045.99","263,246,822.80"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,668,405.55",,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,"3,922,541.12","14,746,770.41","14,746,770.41","14,746,770.41","14,746,770.41","14,434,095.86","14,434,095.86","14,434,095.86","14,434,095.86","14,434,095.86","14,434,095.86","19,010,778.41","21,200,432.49","19,385,083.13","19,385,083.13","19,385,083.13","19,385,083.13","19,385,083.13","19,385,083.13","19,385,083.13","19,385,083.13","19,385,083.13","19,385,083.13","21,625,282.17","59,547,379.82","79,967,764.87","79,967,764.87","79,967,764.87","79,967,764.87","79,951,373.66","748,354,700.66","771,709,665.94","772,168,384.44","741,382,933.82"
未分配利润,"22,389,296.36","33,485,881.74","29,495,293.21","43,857,887.26","57,438,245.53","78,380,330.45","62,118,803.66","88,431,126.10","106,726,428.48","144,181,272.69","171,939,245.22","207,450,593.63","236,070,567.11","296,091,670.15","357,087,772.74","410,346,537.08","444,418,947.19","510,694,495.06","540,287,541.90","592,388,251.40","624,362,663.23","700,927,557.13","727,861,361.44","781,260,011.13","809,946,556.24","904,401,226.54","948,915,604.05","1,009,136,107.79","1,028,354,296.96","1,137,226,734.51","1,280,277,242.76","1,360,389,593.24","1,360,069,914.99","1,502,542,203.15","1,457,572,127.33","1,558,175,254.45","1,566,084,389.83","1,751,814,725.83","1,696,884,491.86","1,826,294,628.22","1,837,433,993.94"
长期待摊费用,"2,494,619.10","2,653,059.43","2,601,410.97","2,544,071.97","2,225,457.06","3,290,528.54","2,666,270.27","3,044,710.85","3,946,757.02","3,422,107.45","3,053,464.44","2,723,243.97","6,153,022.03","5,587,920.36","4,935,114.32","4,995,498.47","5,000,612.97","8,111,586.35","7,060,434.33","5,830,185.30","6,687,281.85","5,627,598.33","6,437,840.41","6,958,934.51","12,101,273.34","10,710,947.71","9,695,300.18","8,884,361.95","12,350,928.19","13,383,377.62","12,490,736.63","13,755,286.65","10,169,010.47","11,322,781.11","18,236,888.50","18,290,922.57","16,988,725.73","21,090,307.62","20,005,285.59","26,851,514.75","28,772,508.41"
少数股东权益,"-403,924.24","-326,500.38","-91,622.91","-39,011.26","-220,437.66","33,797.09","1,326,469.53","7,676,991.18","6,960,891.73","7,135,875.42","7,822,581.23","7,809,041.43","7,582,500.80","7,661,099.65","8,559,280.28","8,650,166.51","9,032,195.06","9,173,849.75","9,420,849.30","9,842,614.00","10,000,548.63","10,038,823.01","10,334,943.65","10,447,548.24","10,509,183.07","10,591,029.04","10,832,086.61","11,033,732.32","11,394,567.74","11,582,401.85","14,718,225.78","14,977,322.46","16,343,384.51","18,733,164.47","19,890,936.37","20,227,310.05","21,540,826.45","270,531,123.00","307,616,749.51","328,817,019.29","329,933,908.59"
递延所得税资产,"1,022,298.45","1,394,293.21","1,418,264.49","1,462,160.91","689,342.83","1,031,132.82","1,298,001.29","1,405,381.72","3,228,856.84","3,863,831.62","4,206,217.15","4,143,296.18","4,008,488.62","4,582,237.52","4,913,471.28","4,561,673.66","3,311,802.30","4,000,170.96","5,135,699.57","5,103,059.69","4,577,059.53","5,884,110.24","5,744,304.33","4,729,153.68","6,266,818.04","7,978,676.39","8,867,001.83","9,200,749.82","11,227,678.97","12,976,598.53","13,813,493.37","13,636,483.59","28,827,573.35","30,060,452.72","31,031,989.34","31,431,489.96","33,013,189.33","36,170,538.63","38,019,868.37","37,440,131.31","36,450,125.46"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205,719.27","114,116.20",,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,543,471.70",,"73,987,340.26","134,079,830.29",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"119,980,019.37","120,741,071.62","125,522,073.33","147,010,854.56","178,688,828.16","214,812,211.29","226,339,319.83","267,400,278.38","299,621,825.22","305,218,306.04","336,722,953.95","341,032,158.67","355,987,672.81","372,048,320.85","383,534,457.68","425,731,668.91","429,128,649.31","498,046,561.28","500,281,620.52","516,434,574.49","456,601,622.77","464,218,776.22","489,816,012.68","486,801,778.48","534,318,904.27","541,764,803.00","536,522,742.88","527,738,195.58","547,883,414.36","543,020,308.12","800,754,600.04","1,114,386,004.26","1,105,519,795.93","1,097,362,763.60","1,104,782,936.66","1,095,506,560.07","1,173,542,553.55","2,069,940,203.48","2,352,338,650.32","2,498,923,181.10","2,522,660,934.21"
所有者权益(或股东权益)合计,"137,012,359.61","148,186,368.85","371,689,745.82","386,104,951.52","405,687,099.97","426,883,419.64","422,214,565.29","454,877,409.38","482,510,854.86","520,140,682.76","799,486,761.10","834,984,569.71","879,466,240.18","939,565,942.07","1,001,460,225.29","1,054,809,875.86","1,107,327,706.10","1,173,744,908.66","1,203,584,955.05","1,256,107,429.25","1,311,504,563.40","1,388,107,731.68","1,415,337,656.63","1,468,848,910.91","1,516,906,019.09","1,611,442,535.36","1,656,197,970.44","1,716,620,119.89","1,761,635,336.59","1,870,695,608.25","2,016,881,940.43","2,097,253,387.59","2,132,215,680.60","2,277,077,748.72","4,760,488,707.48","4,861,324,165.21","4,931,155,942.51","5,365,785,599.84","5,353,174,475.57","5,504,962,881.62","5,570,881,541.13"
