科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"208,360,428.88","247,631,185.31","294,432,491.30","120,056,009.97","227,711,940.59","260,734,706.49","52,448,619.70","103,175,352.00","182,179,001.46","256,971,976.37","58,676,731.44","125,211,758.90","228,827,947.30","252,660,341.61","119,190,126.93","284,793,178.46","381,899,874.84","423,072,084.80","84,900,524.14","164,653,663.18","268,252,805.69","371,986,385.44","100,511,498.80","223,487,619.14","326,673,143.34","443,787,693.14","110,531,998.35","229,932,261.99","322,406,402.22","497,161,496.68","127,089,885.66","241,923,984.39","392,068,918.51","569,509,520.82","128,957,517.51"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"435,520.00",,,,,,,,,,,,,,,,,,,,,,,,,,"324,361.94","324,361.94","1,404,595.80","1,527,096.38",,,"725,577.28","1,102,950.48","241,903.46"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"4,067,948.68","2,153,497.72","5,538,179.82","1,129,365.08","1,339,475.98","4,844,289.40","622,016.55","6,095,641.90","4,873,511.27","8,846,072.05","7,966,778.51","7,962,967.11","7,607,455.42","15,701,345.06","5,959,558.80","11,264,385.86","14,716,886.84","20,161,497.90","5,356,761.39","13,826,937.10","20,264,271.90","44,928,220.61","7,494,572.20","17,567,113.27","24,147,653.60","48,632,288.06","6,763,444.74","35,017,936.43","30,562,011.34","48,347,564.62","10,221,241.75","21,875,297.28","29,666,222.02","33,336,022.46","6,476,436.78"
投资活动现金流出小计,"6,389,701.90","23,271,811.65","21,855,613.48","66,655,084.92","71,875,084.92","69,922,540.93","34,032,712.36","52,336,401.75","91,479,976.98","113,773,397.05","4,512,526.46","7,828,442.18","59,047,298.12","85,812,992.08","7,122,935.52","8,872,543.99","11,689,724.79","48,358,452.28","4,476,933.57","5,308,581.93","29,409,895.43","51,917,961.49","10,754,808.01","97,517,125.32","178,008,820.62","266,999,665.59","62,274,644.01","178,860,189.00","258,554,373.41","442,770,852.46","100,909,782.77","188,138,858.00","205,245,338.33","306,518,314.11","43,560,025.90"
经营活动现金流入小计,"212,863,897.56","249,784,683.03","299,970,671.12","121,185,375.05","229,051,416.57","265,578,995.89","53,070,636.25","109,270,993.90","187,052,512.73","265,818,048.42","66,643,509.95","133,174,726.01","236,435,402.72","268,361,686.67","125,149,685.73","296,057,564.32","396,616,761.68","443,233,582.70","90,257,285.53","178,480,600.28","288,517,077.59","416,914,606.05","108,006,071.00","241,054,732.41","350,820,796.94","492,419,981.20","117,619,805.03","265,274,560.36","354,373,009.36","547,036,157.68","137,311,127.41","263,799,281.67","422,460,717.81","603,948,493.76","135,675,857.75"
投资活动产生的现金流量净额,"-5,856,588.20","23,337,388.35","-6,001,613.48","-66,630,984.92","-71,850,984.92","-69,898,440.93","-34,032,712.36","-52,336,401.75","-91,479,976.98","-113,769,397.05","-4,512,526.46","-7,826,442.18","-59,045,298.12","-85,713,912.08","152,899,514.48","163,682,366.01","161,173,485.21","124,453,054.16","-4,446,467.07","-2,623,335.93","-26,678,549.43","-47,373,045.49","181,741,636.99","95,060,139.68","14,662,784.00","229,302,374.41","-62,274,644.01","-178,860,189.00","-258,554,373.41","-442,770,852.46","-100,909,782.77","-188,138,858.00","-205,090,338.33","-292,131,608.05","-43,524,025.90"
购买商品、接受劳务支付的现金,"82,788,410.70","95,955,082.77","96,315,446.12","44,360,167.84","85,619,353.90","127,031,224.69","29,107,322.99","78,300,027.60","114,835,387.48","128,189,820.20","48,379,335.13","73,564,957.55","129,444,633.25","126,987,179.36","79,713,257.57","171,478,773.20","207,507,847.52","209,936,409.33","39,322,389.54","77,146,087.18","122,367,714.41","184,722,453.00","56,650,711.67","118,604,603.99","164,749,839.37","258,127,271.03","60,892,154.90","154,305,892.07","203,033,777.12","302,971,140.76","87,684,512.05","143,347,607.80","240,332,050.73","302,477,982.90","82,185,516.82"
吸收投资收到的现金,,,,,,"323,200,000.00",,,,,,,,,,,,,"458,839,989.00","458,189,989.00","458,189,989.00","458,189,989.00",,,,,,,,,,,,,
