科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"116,966,287.28","154,515,853.56","142,138,533.29","145,594,564.10","826,686,581.63","607,220,614.78","668,313,239.93","481,838,459.19","524,645,040.83","320,656,476.94","290,156,357.14","140,683,189.19","300,019,246.40","210,960,170.01","319,328,272.60","214,378,431.83","332,593,296.19","476,858,759.22","390,819,473.54","264,781,540.19","281,969,452.67","810,740,264.50","954,080,724.26","793,136,682.73","740,832,553.87","780,393,609.20","900,952,667.05","1,046,888,772.34","989,844,536.93"
短期借款,"90,000,000.00","121,261,508.07","95,969,519.83","150,632,356.20","157,738,963.30","134,839,628.66","51,383,271.00","154,555,484.91","344,812,711.19","194,905,176.53","144,667,529.21","64,825,512.42","567,247,364.68","427,775,003.70","356,491,899.69","426,316,996.47","654,741,640.04","677,232,618.63","482,229,948.66","306,754,683.77","272,832,472.24","99,543,748.80",,"150,000,000.00","150,560,920.32","150,000,000.00",,"100,000,000.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"34,538,302.00","28,688,730.57","16,818,138.74","29,822,100.00","37,509,800.00","46,372,598.04","29,780,700.00","21,322,305.60","63,926,927.49","79,793,491.28","71,537,123.03","75,790,500.22","76,367,752.25","89,587,544.79","105,298,855.44","42,424,186.92","65,836,415.00","62,239,200.00","84,302,700.88","65,343,529.77","70,220,600.00","89,824,817.62","55,415,818.35","64,404,200.00","67,503,134.03","94,869,705.09","110,127,523.14","73,720,957.68","70,034,047.13"
应付票据,,,,,,,,,,,,,,,,,"110,740,491.25","207,741,512.43","149,525,110.00","123,975,347.45","70,100,000.00","80,000,000.00",,,"57,226,165.69","95,360,983.64","63,628,111.77","52,994,818.29","79,064,511.48"
应收账款,"22,296,906.12","23,458,052.64","24,597,604.98","46,315,948.24","75,793,177.29","70,861,625.12","67,609,885.23","114,712,825.17","122,151,696.13","79,956,907.15","193,128,924.33","186,900,595.98","285,847,666.25","259,116,438.11","261,294,731.39","208,124,577.06","321,571,060.09","372,017,202.64","302,485,418.87","281,999,540.10","285,383,258.07","252,601,444.23","245,526,689.69","222,170,378.18","229,576,948.71","170,736,632.04","226,572,949.69","141,651,123.83","176,080,894.57"
应付账款,"66,782,701.09","80,084,114.19","85,258,909.87","117,826,470.90","115,561,577.37","113,053,418.30","126,069,693.30","131,460,340.20","167,559,263.74","165,822,751.21","175,001,936.30","143,548,668.00","187,886,080.33","244,210,877.90","264,578,347.94","240,886,447.50","263,495,571.55","266,651,905.78","243,700,675.24","215,469,406.96","249,232,895.22","229,000,913.45","219,129,848.39","193,587,414.75","173,510,142.97","144,579,200.15","161,223,517.55","150,550,724.80","122,346,834.41"
预付款项,"32,647,376.20","66,063,382.05","92,847,123.04","80,177,365.51","80,325,231.81","167,326,885.62","91,060,142.09","153,062,345.05","105,950,930.84","77,141,532.18","33,983,762.40","61,366,163.14","105,022,148.67","93,096,090.99","107,335,839.51","135,852,199.26","91,103,851.32","100,587,192.66","75,673,099.09","40,517,817.33","54,025,987.62","79,713,459.43","70,639,970.30","92,664,256.01","34,282,232.72","43,466,005.14","40,533,059.47","50,444,503.37","26,020,019.71"
预收款项,"19,563,052.63","9,209,854.61","20,526,749.12","9,690,197.10","15,501,154.08","9,627,604.07","14,477,256.49","11,369,983.69","27,007,995.96","22,402,142.88","8,146,222.28","10,796,996.62","14,943,791.19","25,493,099.17","28,460,660.03","21,023,737.30","38,096,476.07","30,852,264.22","13,730,163.61","30,072,282.16","28,363,266.80","39,470,923.05","28,581,732.57","22,564,190.48","29,807,462.75","37,651,739.08","11,481,412.82","15,128,352.73","30,357,374.50"
其他应收款,"9,565,564.94","8,929,685.16","11,042,364.47","14,252,233.60","13,897,874.71","17,803,971.76","16,167,047.84","19,578,460.10","17,467,740.80","16,076,070.43","9,488,713.25","14,005,176.69","18,902,012.08","17,530,089.07","18,940,937.76","19,838,347.71","19,970,368.43","17,367,092.11","12,488,487.51","13,473,360.23","21,018,061.59","18,636,469.72","9,460,381.84","13,182,652.21","5,930,651.04","5,881,957.48","6,192,664.91","3,163,455.91","3,190,560.55"
应付职工薪酬,"3,594,765.34","5,983,006.65","5,171,348.40","5,089,809.56","7,352,852.43","7,354,407.98","10,583,193.89","7,870,125.26","10,332,312.37","12,029,822.97","16,846,326.83","11,361,444.69","18,626,612.18","18,970,787.38","29,788,443.04","17,678,694.34","22,437,062.68","22,078,162.75","37,088,499.45","25,635,860.31","32,236,036.70","33,750,029.52","41,710,176.87","26,634,207.49","28,096,274.56","27,716,137.67","29,297,906.80","23,727,713.59","29,774,811.06"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,071,701.02","10,882,599.48","7,717,603.30","11,257,294.62","11,825,871.82","9,285,506.14","9,954,676.36","7,819,413.07","12,395,262.97","14,565,657.81","17,687,850.88","9,629,758.87","14,890,227.51","22,574,526.78","20,784,382.87","10,650,208.94","16,468,173.56","17,550,579.74","15,838,222.73","5,690,116.54","20,984,088.27","20,953,548.08","29,526,020.88","16,111,344.29","28,710,891.83","11,753,393.38","19,293,478.84","13,871,832.84","12,270,781.87"
应收利息,,,,,,"155,000.00",,,,,,,,,,,,,,,,,,,,,,,
应付利息,"138,882.64","288,228.38","161,609.85","246,523.93","310,298.68","326,073.87","117,559.27","173,600.87","798,360.31","441,118.61","690,023.05","426,514.82","2,130,109.94","1,827,931.87","1,022,404.99","1,314,208.41","893,316.72","2,335,036.43","1,141,094.73","583,898.27","418,415.94","129,282.47",,"181,250.00","165,391.56","162,861.05",,"120,833.33","108,749.99"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"17,643,056.38",,,,,,,,,,,,"10,793,250.00",,,,,,,,,,,,"4,922,626.50",,,,
存货,"224,857,987.45","236,930,173.55","279,971,598.54","345,538,741.45","351,424,053.29","472,750,770.00","477,193,874.50","646,014,910.17","803,881,476.16","935,011,359.16","684,193,743.15","726,871,625.27","880,048,769.65","899,724,555.41","795,919,638.50","995,050,322.37","1,140,765,772.97","1,053,370,543.80","963,608,796.98","909,273,970.02","873,435,847.44","848,231,606.68","624,820,993.88","851,718,976.50","955,557,802.07","954,328,525.50","627,190,867.94","685,265,932.99","644,074,357.65"
