科目,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
长期借款,,,,,,,,,,,,,,,,,,,"49,988,844.03","50,579,130.29","48,270,199.27","48,306,219.69","40,635,836.72","40,635,836.72","45,000,000.00","45,000,000.00","40,500,000.00","40,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,"2,000,000.00",,,,,,,"285,355.87","275,919.08","241,044.32","213,624.73","124,345.05","183,051.67"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,"146,653.88","146,653.88","581,359.12","581,359.12","581,359.12","581,359.12","328,798.84","328,798.84","328,798.84","328,798.84"
固定资产,"46,510,020.52","63,471,264.97","70,918,975.51","82,860,486.07","81,423,317.17","82,442,526.00","80,955,607.61","82,110,071.86","80,057,601.71","79,675,738.51","78,081,588.24","76,796,721.99","75,313,713.39","73,848,731.49","72,633,117.37","74,352,930.34","115,945,190.41","166,542,877.43","257,986,366.91","283,511,229.64","404,421,129.88","407,313,366.42","402,957,740.75","443,791,471.13","620,753,562.35","600,218,385.62","634,534,935.17","629,446,556.26"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,"1,262,164.79","1,262,164.79","1,262,164.79","1,262,164.79"
在建工程,"2,247,608.28","2,489,056.56","2,915,567.87","19,420.00","19,420.00","109,969.10","624,454.10","1,689,549.00","3,544,390.66","3,144,815.30","3,367,719.79","4,461,537.68","45,695,654.35","59,585,062.06","78,924,884.98","131,180,732.56","303,451,112.24","253,226,360.86","308,665,422.51","389,433,129.58","382,803,437.93","395,280,862.11","394,108,802.39","396,996,063.46","191,691,363.59","250,529,824.09","259,319,571.92","290,107,150.75"
其他非流动负债,"460,000.00",,,,,,,,,,,,,,,,"3,200,000.00",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,"426,924.44",,,,"1,622,222.22",,,,,,,,
非流动负债合计,"460,000.00",,,,,,,,,,,,,,,,"3,200,000.00","3,200,000.00","61,386,075.35","61,791,097.79","60,051,608.19","59,902,364.79","52,046,718.00","59,861,454.18","67,641,658.15","67,314,944.34","62,488,230.53","62,161,516.72"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"106,491,569.98","96,524,355.09","295,572,500.14","610,036,795.84","465,868,150.56","308,893,248.09","251,467,872.87","179,413,282.09","169,981,446.07","92,817,034.55","114,509,739.88","132,417,410.97","120,816,435.81","123,162,801.87","145,517,631.35","152,834,211.34","129,133,624.37","95,209,000.20","392,389,581.08","348,142,673.95","432,183,676.02","449,386,764.04","570,506,373.35","547,559,528.83","685,442,816.57","820,013,847.15","1,299,942,903.67","2,076,855,708.21"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"10,505,105.19","10,505,105.19","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","133,350,000.00","133,350,000.00","133,350,000.00","133,350,000.00","266,700,000.00","266,700,000.00","266,700,000.00","266,700,000.00","400,050,000.00","400,050,000.00","400,050,000.00","400,050,000.00","883,436,400.00","883,436,400.00","883,436,400.00","883,436,400.00","885,075,500.00","885,075,500.00","985,075,500.00","985,075,500.00","985,075,500.00","984,926,080.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,,"38,281,437.73","38,281,437.73","38,281,437.73","38,281,437.73","1,040,457,074.53","1,040,457,074.53","1,040,457,074.53","1,040,457,074.53","907,107,074.53","907,107,074.53","907,107,074.53","907,107,074.53","773,757,074.53","773,757,074.53","773,757,074.53","773,757,074.53","313,641,024.29","322,147,074.29","330,363,511.42","335,315,850.88","349,626,010.28","355,497,038.87","1,554,737,156.41","1,558,108,826.13","1,548,650,800.86","1,542,898,600.76"
无形资产,"32,680,560.00","32,005,995.84","31,321,375.56","52,890,938.70","52,608,440.64","52,325,942.58","52,043,444.52","51,760,946.46","51,478,448.40","51,195,950.34","50,913,452.28","50,630,954.22","50,348,456.16","50,065,958.10","49,783,460.04","49,500,961.98","141,158,305.41","140,355,526.77","159,693,369.77","158,725,942.96","159,977,704.76","159,519,345.06","158,514,465.96","157,496,594.42","157,882,500.00","156,761,126.99","156,032,007.94","154,985,554.02"
盈余公积,"5,252,552.60","5,252,552.60","2,080,070.07","2,080,070.07","34,304,003.05","34,304,003.05","34,304,003.05","34,304,003.05","50,629,752.36","50,629,752.36","50,629,752.36","50,629,752.36","53,251,634.27","53,251,634.27","53,251,634.27","53,251,634.27","61,836,556.04","61,836,556.04","61,836,556.04","61,836,556.04","72,637,518.95","72,637,518.95","72,637,518.95","72,637,518.95","94,299,151.32","94,299,151.32","94,299,151.32","94,299,151.32"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,"17,599,649.76","17,599,649.76","26,031,520.78","19,578,315.87","19,578,315.87","19,578,315.87","10,947,938.04","10,166,495.17"
商誉,,,,,,,,,,,,,,,,,,,"93,873,855.71","93,873,855.71","88,072,458.97","88,072,458.97","88,072,458.97","88,072,458.97","37,787,514.12","37,787,514.12","37,787,514.12","37,787,514.12"
未分配利润,"77,561,699.23","132,799,597.88","69,868,489.62","282,208,210.65","364,151,750.14","445,944,354.69","484,168,871.80","448,588,872.11","454,766,599.34","473,189,683.91","440,835,574.69","449,938,816.79","455,528,141.98","471,248,427.46","461,203,252.77","479,141,487.62","486,083,817.36","503,704,197.13","491,620,856.59","517,937,645.10","539,892,750.35","565,582,094.16","562,210,285.47","616,478,420.80","668,990,132.07","729,762,642.00","712,179,425.82","823,602,582.53"
长期待摊费用,,"1,113,172.12","1,637,145.96","1,912,786.97","1,926,445.65","2,114,047.05","1,930,069.35","1,746,091.65","1,827,564.78","1,630,089.57","1,432,614.36","1,235,139.15","1,037,663.88","1,286,042.29","1,113,993.07","941,943.85","769,894.23","660,240.39","840,390.09","673,538.96","2,850,068.83","3,051,975.81","2,836,442.82","2,645,360.42","20,685,596.16","19,723,266.84","20,963,719.30","20,130,422.37"
少数股东权益,,,,,,,,,,,"10,000,000.00","9,981,233.60","14,478,607.83","14,210,332.90","23,521,134.63","22,830,266.76","42,981,897.37","42,697,082.39","93,696,588.55","101,457,198.52","121,926,924.70","179,858,377.92","176,650,326.62","173,852,089.38","162,175,057.46","159,094,062.30","148,461,125.40","142,154,422.03"
递延所得税资产,"1,778,962.19","1,276,735.28","4,266,960.11","23,282,878.93","19,819,243.97","10,078,982.61","13,923,884.82","13,417,504.15","15,059,502.86","14,173,543.27","14,482,219.89","14,709,718.44","15,941,448.91","15,317,344.60","16,214,504.58","16,865,556.30","20,781,229.65","19,487,703.46","23,573,382.94","24,913,262.16","32,301,399.04","34,798,200.05","39,711,623.25","44,188,963.39","40,060,675.81","47,521,914.02","66,230,488.53","83,610,453.05"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,"2,430,000.00","2,430,000.00","27,954,418.96","26,165,205.71","36,540,512.45","34,192,635.99","28,657,784.82","38,812,494.78","45,506,451.80","41,369,051.78"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"83,217,150.99","100,356,224.77","111,060,025.01","160,966,510.67","155,796,867.43","147,071,467.34","149,477,460.40","150,724,163.12","151,967,508.41","149,820,136.99","148,277,594.56","147,834,071.48","188,336,936.69","200,103,138.54","218,669,960.04","275,269,049.47","584,105,731.94","582,272,708.91","849,062,787.93","957,183,181.23","1,100,380,618.37","1,116,201,414.13","1,125,027,402.46","1,169,659,466.86","1,099,760,041.17","1,153,568,151.19","1,222,499,033.83","1,257,619,754.02"
所有者权益(或股东权益)合计,"93,319,357.02","148,557,255.67","210,229,997.42","422,569,718.45","536,737,190.92","618,529,795.47","1,692,279,949.38","1,656,699,949.69","1,679,203,426.23","1,697,626,510.80","1,675,272,401.58","1,684,356,877.28","1,697,065,458.61","1,712,517,469.16","1,711,783,096.20","1,729,030,463.18","1,764,709,345.30","1,782,044,910.09","1,844,231,425.47","1,886,814,873.95","1,930,657,455.66","2,019,230,592.15","2,020,168,120.54","2,083,962,252.13","3,445,698,681.39","3,506,761,865.88","3,477,718,065.36","3,577,694,295.81"
资产总计,"199,810,927.00","245,081,610.76","505,802,497.56","1,032,606,514.29","1,002,605,341.48","927,423,043.56","1,943,747,822.25","1,836,113,231.78","1,849,184,872.30","1,790,443,545.35","1,789,782,141.46","1,816,774,288.25","1,817,881,894.42","1,835,680,271.03","1,857,300,727.55","1,881,864,674.52","1,893,842,969.67","1,877,253,910.29","2,236,621,006.55","2,234,957,547.90","2,362,841,131.68","2,468,617,356.19","2,590,674,493.89","2,631,521,780.96","4,131,141,497.96","4,326,775,713.03","4,777,660,969.03","5,654,550,004.02"
负债和所有者(或股东权益)合计,"199,810,927.00","245,081,610.76","505,802,497.56","1,032,606,514.29","1,002,605,341.48","927,423,043.56","1,943,747,822.25","1,836,113,231.78","1,849,184,872.30","1,790,443,545.35","1,789,782,141.46","1,816,774,288.25","1,817,881,894.42","1,835,680,271.03","1,857,300,727.55","1,881,864,674.52","1,893,842,969.67","1,877,253,910.29","2,236,621,006.55","2,234,957,547.90","2,362,841,131.68","2,468,617,356.19","2,590,674,493.89","2,631,521,780.96","4,131,141,497.96","4,326,775,713.03","4,777,660,969.03","5,654,550,004.02"
