科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"652,774,000.97","1,817,694,742.21","2,548,324,629.15","3,127,167,447.55","668,504,790.93","1,252,323,587.05","1,395,140,687.93","1,408,285,298.81","2,016,395.17","12,307,596.40","24,646,318.85","35,158,111.80","5,805,889.36","16,432,505.73","18,995,912.25","12,537,439,606.65","3,863,229,144.51","8,156,209,477.55","11,852,020,230.55","15,000,587,375.89","3,094,523,736.56","6,376,458,257.92","9,024,620,606.39","12,147,999,073.91","2,366,392,565.85","5,159,985,607.16","7,961,196,455.31","10,786,859,721.70","2,469,272,021.83","5,302,125,116.14","7,653,090,629.52","10,308,066,919.27","1,805,494,871.43","4,062,651,508.08","6,807,278,438.27","7,357,344,198.39","1,429,029,562.78","3,330,104,337.16","5,232,405,317.02","7,585,485,678.82","2,909,283,787.50","6,110,143,275.48","8,894,311,024.32","12,414,348,798.35"
二、营业利润,"17,110,752.31","32,385,133.93","42,634,450.99","-190,225,161.28","-63,935,718.30","-98,016,835.76","-150,178,936.55","-471,538,165.29","-35,804,464.89","-63,059,059.30","-97,312,508.00","-106,864,435.70","-28,458,809.86","6,748,529.34","-30,956,712.73","849,087,429.28","198,350,944.16","410,203,686.40","616,406,824.37","643,689,321.70","21,178,519.18","67,194,482.44","-62,468,508.54","-24,130,475.28","3,121,227.07","5,854,877.46","21,876,376.71","45,952,318.18","9,737,146.66","79,997,871.93","116,583,854.81","133,065,268.51","25,573,212.26","45,445,709.24","-29,644,586.31","-119,785,496.69","10,434,409.52","157,038,164.34","316,980,197.10","572,695,405.88","280,483,877.41","543,193,904.68","1,024,721,897.25","1,897,075,924.23"
减:营业成本,"612,375,376.14","1,737,389,281.60","2,417,250,305.88","3,154,228,409.01","688,521,581.04","1,288,263,601.52","1,439,147,654.96","1,465,484,424.71","10,253,518.53","41,704,760.88","31,743,646.94","42,544,795.37","9,264,714.68","23,433,680.19","29,481,524.57","11,115,586,860.07","3,459,910,569.24","7,395,324,695.28","10,710,191,488.76","13,653,565,002.95","2,910,189,410.16","5,979,787,645.92","8,620,855,672.00","11,569,404,782.10","2,243,886,061.09","4,890,938,679.67","7,578,023,533.05","10,240,292,266.81","2,352,473,301.43","4,952,806,810.53","7,175,118,082.35","9,657,222,080.03","1,675,586,248.76","3,723,439,789.09","6,475,169,821.65","7,036,098,262.94","1,350,513,569.52","2,991,343,378.73","4,665,381,690.10","6,696,504,785.79","2,555,616,736.77","5,394,607,614.28","7,630,784,052.60","10,158,434,641.13"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"811,480.15","1,819,492.57","1,819,492.57","2,118,764.33","1,932,010.47","3,439,029.93","8,134,514.34","8,220,109.71","-85,595.37","-85,595.37",,,,,"11,096.49","22,131,370.30","11,613,998.84","24,399,250.62","36,896,935.41","48,161,383.23","7,218,929.28","16,727,626.37","24,157,124.97","40,241,959.38","6,444,925.55","12,092,793.46","18,592,996.72","25,280,879.99","5,196,781.31","19,086,148.73","31,269,765.53","37,217,632.67","3,326,737.55","10,609,828.27","17,733,724.92","25,598,350.72","7,043,383.27","14,214,030.99","20,235,918.66","43,975,744.72","6,350,624.80","35,211,003.56","54,049,866.51","78,667,244.70"
营业外收入,,"3,959,817.26","4,549,762.80","9,745,089.97","1,032,000.00","2,099,400.00","2,178,655.51","1,683,834.42","276,796.16","328,850.13","188,053.97","188,444.22","10,148.72","40,148.72","1,573,948.72","24,902,270.62","26,925,352.54","37,081,708.05","42,392,524.68","68,781,653.55","3,967,227.58","8,211,822.78","23,384,286.33","59,771,699.39","4,161,979.03","6,441,603.76","8,425,220.49","24,934,101.35","2,323,646.10","6,304,724.92","7,728,795.86","10,463,255.63","4,281,464.41","10,421,086.57","14,598,221.71","20,043,336.32","3,808,202.85","7,065,581.73","14,022,300.33","16,556,346.75","2,717,193.75","4,886,936.16","11,737,988.15","8,765,185.70"
销售费用,"6,785,196.29","17,374,710.44","25,594,484.06","26,521,225.79","11,401,669.24","14,956,755.43","20,499,642.58","24,093,827.82","1,505,592.03","2,700,032.34","4,125,400.14","2,829,175.81","553,209.63","514,867.22","811,101.06","133,492,572.26","38,487,600.87","74,642,190.37","112,066,594.44","138,137,816.54","35,591,834.67","73,032,109.16","101,681,338.01","135,528,336.24","28,845,599.29","64,456,051.36","101,751,584.82","132,849,767.77","27,279,996.73","70,282,260.91","93,098,281.96","128,652,414.90","23,322,742.58","52,936,214.31","85,424,800.44","113,678,882.62","28,998,566.29","55,523,429.19","77,222,734.16","106,678,768.10","22,679,130.94","44,252,712.68","71,355,284.53","100,307,687.42"
减:营业外支出,,"717,432.85","873,116.35","4,699,078.21",800.00,"247,230.76","480,456.83","46,543,376.64","101,282.00","5,299,185.42","43,593,690.78","56,554,129.74","13,524,618.31","27,802,782.87","42,216,127.15","15,983,329.44","3,117,275.45","8,577,121.11","22,531,340.06","31,622,287.93","346,473.32","2,823,228.88","5,310,116.77","6,732,047.18","210,705.67","3,177,891.95","4,841,848.55","9,752,835.40","1,365,991.35","2,047,387.45","2,515,331.80","9,916,302.04","3,759,943.95","81,937,007.41","85,534,138.14","88,228,065.30","749,348.83","603,771.15","1,880,129.81","15,245,630.24","299,809.24","5,965,781.35","18,140,488.89","8,684,284.92"
管理费用,"5,762,018.28","12,060,729.18","18,318,789.75","29,552,221.90","6,882,473.83","12,720,265.90","23,682,608.28","49,512,022.28","12,575,208.30","22,685,478.87","61,696,648.11","77,730,800.33","18,009,354.10","39,066,126.16","57,999,315.45","173,582,849.14","61,083,361.02","114,655,679.69","161,076,512.61","208,491,022.17","48,718,387.62","98,250,935.22","147,888,499.84","200,510,456.44","46,046,419.92","97,606,485.79","147,345,672.91","184,533,707.93","43,297,885.99","93,027,487.31","136,062,988.25","185,961,392.86","41,855,969.01","92,674,897.86","147,370,328.90","181,229,821.20","47,134,765.04","87,001,295.51","136,997,233.20","186,401,973.14","45,967,598.68","112,898,714.16","159,292,657.61","215,849,116.61"
其中:非流动资产处置净损失,,,,,,,,"3,999,048.00",,,,"359,477.66",,,,"4,526,693.35",,,,"17,127,449.93",,,,"2,262,270.07",,"410,273.45",,"4,427,050.08",,"824,864.10","824,864.10","6,336,767.41","1,645,459.25","9,384,735.20","11,348,246.75","11,824,352.43",,"937,473.65","1,320,980.90","10,398,919.43","117,780.40","3,531,212.33","11,230,749.14",
