科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他流动资产,,,,,,"320,002,017.89","210,000,000.00","100,000,000.00","300,000,000.00","510,000,000.00","260,000,000.00","491,000,000.00","302,000,000.00","592,000,000.00","1,708,671.06","793,075,107.66"
其他流动负债,,,,,,,,,,,,,,,"43,518,266.76","39,938,125.23"
流动资产合计,"671,589,722.33","916,754,576.95","1,188,667,717.08",,"1,817,764,289.19","2,021,835,962.91","2,141,196,102.92","2,428,979,685.34","2,474,968,600.00","2,846,568,851.00","2,876,170,862.25","3,092,997,294.02","3,289,482,618.98","3,491,850,196.11","3,463,742,872.36","3,563,621,137.51"
流动负债合计,"265,854,998.15","209,263,408.82","230,836,103.79",,"253,276,452.91","287,458,915.95","280,740,643.18","455,799,205.29","506,755,868.24","573,532,278.50","592,622,649.48","525,507,709.56","635,817,933.91","633,181,619.90","579,346,225.65","584,337,858.50"
可供出售金融资产,,"70,047,092.59",,,,,,,,,,,,,,
长期借款,"2,000,000.00",,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,"52,185,446.45",,"54,301,011.61",,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,"94,915,222.73",,,,,,,,,,,,,,,"54,127,750.00"
专项应付款,"4,822,896.89","4,691,051.39","5,022,593.16",,"3,318,065.16","3,099,089.16","5,221,896.46","4,372,914.10","3,742,765.61","185,255,898.27","179,057,413.64","313,205,040.31","416,477,170.61","412,229,163.78","395,772,375.27","380,375,628.88"
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"517,537,837.83","485,814,084.79","457,733,310.81",,"441,828,999.94","436,236,130.82","426,165,436.57","413,799,486.73","402,481,314.35","405,653,330.75","408,805,563.17","410,080,300.94","418,301,494.35","416,644,359.70","436,346,437.95","443,188,293.97"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"6,635,300.61","10,697,033.43","27,623,158.59",,"57,714,597.23","65,755,424.46","74,615,431.75","80,978,867.72","87,996,191.84","104,470,654.47","128,786,402.44","134,302,039.57","126,339,579.55","146,585,740.99","228,401,992.13","241,055,728.22"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"109,531,203.88","96,427,650.90","98,275,513.35",,"94,902,745.69","93,385,349.86","95,449,737.33","92,102,335.14","88,873,766.82","270,205,079.65","260,648,175.19","392,297,382.03","493,871,092.50","487,128,137.54","463,363,078.03","445,414,187.48"
固定资产清理,,,,,"2,427.48",924.29,,,,"2,120.54",,,,"14,563.11",,"12,047.50"
负债合计,"375,386,202.03","305,691,059.72","329,111,617.14","363,104,900.00","348,179,198.60","380,844,265.81","376,190,380.51","547,901,540.43","595,629,635.06","843,737,358.15","853,270,824.67","917,805,091.59","1,129,689,026.41","1,120,309,757.44","1,042,709,303.68","1,029,752,045.98"
生产性生物资产,"771,472.00","1,524,157.00","1,751,637.00",,"1,798,074.50",,,,,,,,,,,
实收资本(或股本),"360,000,000.00","360,000,000.00","400,000,000.00",,"445,600,000.00","445,600,000.00","445,600,000.00","449,856,040.00","674,784,060.00","674,784,060.00","674,954,060.00","674,954,060.00","674,954,060.00","674,210,027.00","674,210,027.00","674,210,027.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"182,931,118.10","182,931,118.10","142,931,118.10",,"673,578,850.59","673,578,850.59","673,578,850.59","868,408,391.68","655,470,434.37","667,460,497.06","631,651,069.12","642,585,395.61","663,646,842.55","648,293,493.53","646,019,170.56","650,729,157.08"
无形资产,"98,378,583.02","166,164,169.27","155,507,092.26",,"164,724,118.04","162,664,816.74","163,139,834.29","161,019,118.16","160,069,395.24","157,150,293.96","158,514,112.75","155,566,915.19","173,775,336.02","176,859,568.94","178,653,148.63","175,170,947.60"
盈余公积,"135,324,802.68","163,126,229.97","187,236,055.53",,"198,244,493.20","206,283,768.59","215,588,788.32","221,723,753.31","227,217,500.42","234,614,776.42","245,878,325.66","253,968,810.58","258,175,560.70","269,604,978.56","283,809,646.49","294,402,292.67"
开发支出,"65,869,194.19","14,201,093.99","22,847,687.98",,"27,299,407.43","30,330,447.69","38,907,858.66","44,672,629.62","50,678,979.78","56,222,137.35","62,944,027.93","67,240,529.86","55,853,865.89","63,761,087.87","199,321,591.16","212,082,864.86"
减:库存股,,,,,,,,"187,095,518.40","186,244,310.40","186,244,310.40","191,235,788.00","191,235,788.00","190,368,010.84","108,459,072.21","108,642,691.19","108,642,691.19"
商誉,,,,,,,,,,,,,,,,
未分配利润,"414,262,646.55","666,174,157.78","861,546,043.00",,"918,563,879.72","1,031,591,896.73","1,167,006,624.82","1,262,856,735.91","1,243,542,718.22","1,368,563,114.18","1,543,593,302.04","1,687,099,587.26","1,663,235,940.49","1,834,404,761.01","2,048,916,850.04","2,244,310,570.44"
长期待摊费用,"3,872,269.52","7,744,242.46","13,073,936.25",,"16,181,809.50","19,299,873.10","22,138,865.91","20,330,919.97","18,425,619.14","16,333,502.65","14,922,958.17","12,818,258.18","9,464,737.92","8,828,272.06","7,793,898.31","9,001,767.40"
少数股东权益,"13,651,055.05","17,068,538.16","20,052,278.62","20,446,600.00","19,811,211.72","20,631,083.66","23,225,449.71","23,794,341.51","23,591,636.17","24,877,886.72",,,,,,
递延所得税资产,"21,986,222.18","22,044,653.25","21,487,125.97",,"22,362,898.91","22,406,285.37","35,026,563.85","37,664,576.90","39,386,903.49","41,412,481.41","54,778,730.70","55,863,514.65","57,588,597.01","53,602,523.41","33,066,722.97","34,997,630.63"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"53,233,864.78","56,349,468.84","68,552,911.13","79,590,648.03","38,832,581.87","50,030,898.89"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"809,966,102.08","778,236,526.78","752,209,395.31",,"786,213,344.64","736,693,902.47","759,993,991.03","758,465,599.10","759,038,403.84","781,244,521.13","881,985,659.94","892,221,027.23","909,876,521.87","945,886,764.11","1,122,416,373.02","1,219,667,929.07"
所有者权益(或股东权益)合计,"1,106,169,622.38","1,389,300,044.01","1,611,765,495.25","1,620,323,000.00","2,255,798,435.23","2,377,685,599.57","2,524,999,713.44","2,639,543,744.01","2,638,377,368.78","2,784,076,013.98","2,904,885,697.52","3,067,413,229.66","3,069,670,114.44","3,317,427,202.78","3,543,449,941.70","3,753,537,020.60"
资产总计,"1,481,555,824.41","1,694,991,103.73","1,940,877,112.39","1,983,427,900.00","2,603,977,633.83","2,758,529,865.38","2,901,190,093.95","3,187,445,284.44","3,234,007,003.84","3,627,813,372.13","3,758,156,522.19","3,985,218,321.25","4,199,359,140.85","4,437,736,960.22","4,586,159,245.38","4,783,289,066.58"
负债和所有者(或股东权益)合计,"1,481,555,824.41","1,694,991,103.73","1,940,877,112.39","1,983,427,900.00","2,603,977,633.83","2,758,529,865.38","2,901,190,093.95","3,187,445,284.44","3,234,007,003.84","3,627,813,372.13","3,758,156,522.19","3,985,218,321.25","4,199,359,140.85","4,437,736,960.22","4,586,159,245.38","4,783,289,066.58"
