科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"483,868,129.66","746,088,888.25","945,580,353.60",,"1,455,871,914.34","1,280,255,836.42","1,687,777,451.86","1,900,224,594.54","1,767,525,674.01","1,856,616,402.49","2,386,243,968.12","2,196,029,554.73","2,585,894,981.54","2,425,145,828.80","3,101,582,709.28","2,187,139,204.48"
短期借款,"40,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"6,325,774.05",,"9,491,386.61",,"5,448,106.33","11,588,398.80","2,268,850.00","2,136,804.84","8,636,054.71","1,159,806.80","1,832,016.32",,"400,000.00","50,000.00","3,933,534.36","909,381.60"
应付票据,,,,,,,,,,,,,,,,
应收账款,"73,568,030.11","76,115,579.93","91,081,735.77",,"208,948,121.47","251,262,153.92","85,224,540.24","204,894,830.58","184,905,048.57","234,788,697.00","65,416,532.73","206,346,665.78","202,519,139.52","268,275,415.86","166,814,172.43","355,579,781.43"
应付账款,"62,067,089.33","38,961,807.09","32,958,334.03",,"45,565,472.28","49,466,850.24","38,564,375.50","37,004,439.92","45,772,828.85","48,162,064.25","73,574,398.88","42,281,723.61","63,912,232.05","54,438,965.08","126,650,898.14","73,302,302.26"
预付款项,"20,477,353.95","12,144,207.83","31,569,876.70",,"24,581,723.03","29,390,040.61","17,437,083.93","35,524,781.45","55,548,425.29","72,761,799.67","6,954,138.64","24,237,692.07","21,431,172.28","30,246,903.94","13,910,379.14","29,674,450.04"
预收款项,"4,271,418.49","2,874,970.82","2,086,781.81",,"9,424,161.66","3,123,068.10","5,118,701.12","6,922,140.82","8,730,796.33","1,805,515.10","13,684,410.89","8,346,777.05","8,828,029.68","3,655,215.06","10,180,186.05","9,263,092.05"
其他应收款,"1,829,419.37","2,178,342.92","6,368,737.56",,"14,807,859.27","12,384,997.51","25,209,409.63","74,204,300.34","39,768,956.05","39,771,276.53","8,553,961.82","33,801,228.99","21,142,522.87","19,931,646.01","1,890,097.60","12,071,156.58"
应付职工薪酬,"46,497,390.07","43,866,909.60","47,217,428.30",,"24,080,625.96","23,393,885.89","47,732,793.49","21,404,053.78","21,022,294.44","20,821,933.07","58,289,896.18","20,763,856.15","20,956,679.84","20,860,333.80","86,370,002.69","20,695,227.74"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"23,325,085.81","30,084,841.75","39,427,915.83",,"45,493,613.89","52,120,225.19","55,327,989.45","54,715,313.32","48,020,186.54","59,421,412.56","83,307,857.28","64,530,493.71","61,565,322.74","67,635,543.82","86,071,490.88","132,310,270.14"
应收利息,"137,543.48",,,,,,,,,,,,,,,
应付利息,"3,758.34","3,758.34",,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"851,208.00","851,208.00","851,208.00","851,208.00","1,834,317.00","1,692,528.50","1,070,758.60","1,036,758.60"
存货,"85,383,471.71","80,227,558.02","104,575,626.84",,"108,106,564.75","116,952,517.76","113,278,767.26","111,994,373.59","118,584,441.37","131,470,868.51","147,170,244.62","141,582,152.45","156,094,802.77","156,200,401.50","173,903,308.49","185,172,055.72"
其他应付款,"89,690,256.11","86,471,121.22","104,145,643.82",,"128,712,579.12","159,354,886.53","133,996,783.62","335,753,257.45","382,358,554.08","442,470,145.52","362,914,878.25","388,733,651.04","478,721,352.60","484,899,033.64","225,484,622.53","307,792,082.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"2,000,000.00",,,,,,,,,,,,,,
