科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,117,337,287.52","1,321,088,541.88","1,670,677,528.65","308,128,902.08","733,708,610.48","914,239,859.02","1,349,366,454.52","265,574,494.95","739,628,116.51","1,337,751,486.51","2,336,938,523.44","637,059,825.94","1,210,937,475.42","2,022,633,160.23","2,823,597,373.05","685,675,166.88","1,223,971,265.25","1,696,299,038.40","2,113,622,363.84","374,015,053.90","841,338,280.50","1,454,977,685.56","2,294,627,335.14","743,225,777.20","1,588,774,935.25","2,548,924,172.31","3,355,125,083.80","1,158,465,043.85","2,106,147,533.18","3,378,618,859.40","4,847,198,418.21","1,224,598,711.37"
取得子公司及其他营业单位支付的现金净额,,,,,,,"120,724,244.47",,"57,801,665.70","57,801,665.70","57,801,665.70",,,,,,,,,,"91,587.99","12,508,587.99","183,173,168.36","550,000.00","550,000.00","37,703,333.82","72,126,223.78","48,343,055.07","335,112,986.81","35,512,986.81","2,700,000.00",
收到的税费返还,,,,,,,,,,"5,480.00",,"217,695.91","230,217.27","230,217.27",,"3,400,000.00","3,400,000.00","6,100,000.00",,,"367,045.86","6,741,085.71",,"21,564.26","120,654.25","3,955,532.18",,,"598,368.94","982,068.73","598,354.90",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"30,828,500.00","24,295.00",,"10,024,295.00",,,,"51,813.53","13,800,000.00",,,,"77,000,000.00",,"61,772,263.09","59,572,263.09","1,581,022,957.40","826,755,675.00"
收到其他与经营活动有关的现金,"57,653,305.73","64,549,837.11","73,242,003.55","177,342,679.58","33,574,106.10","79,190,095.74","95,238,219.02","25,732,770.88","76,136,768.54","75,829,035.06","120,202,427.91","27,459,975.62","43,324,633.23","95,095,940.69","173,247,097.65","91,041,895.66","99,299,375.93","155,934,150.69","166,845,820.45","37,972,926.57","69,648,210.06","283,820,507.59","171,290,141.39","75,300,116.90","83,259,974.95","165,518,068.31","227,995,400.75","107,528,205.75","211,314,821.23","379,461,352.18","226,898,715.07","195,102,672.76"
投资活动现金流出小计,"131,181,831.83","177,502,171.09","238,394,153.72","15,882,984.17","18,205,216.17","30,626,338.71","165,180,763.44","76,413,489.65","142,920,616.64","178,854,507.00","267,316,641.51","111,893,768.02","213,974,737.44","249,833,077.12","301,276,387.53","16,072,726.57","39,023,446.20","70,469,294.00","2,046,731,187.65","218,336,358.14","957,213,938.23","1,379,188,173.32","2,750,847,268.84","345,442,566.55","1,224,639,142.47","2,339,513,791.56","3,883,296,091.32","595,410,583.83","1,593,507,570.69","1,891,116,317.41","1,987,203,943.90","1,382,112,654.93"
经营活动现金流入小计,"1,174,990,593.25","1,385,638,378.99","1,743,919,532.20","485,471,581.66","767,282,716.58","993,429,954.76","1,444,604,673.54","291,307,265.83","815,764,885.05","1,413,586,001.57","2,457,140,951.35","664,737,497.47","1,254,492,325.92","2,117,959,318.19","2,996,844,470.70","780,117,062.54","1,326,670,641.18","1,858,333,189.09","2,280,468,184.29","411,987,980.47","911,353,536.42","1,745,539,278.86","2,465,917,476.53","818,547,458.36","1,672,155,564.45","2,718,397,772.80","3,583,120,484.55","1,265,993,249.60","2,318,060,723.35","3,759,062,280.31","5,074,695,488.18","1,419,701,384.13"
投资活动产生的现金流量净额,"-126,903,009.88","-175,619,223.39","-231,124,998.78","-15,882,484.17","-17,896,630.10","-30,291,941.76","-164,842,524.68","-76,335,309.65","-142,242,425.64","-177,675,216.00","-262,736,020.61","-111,857,108.02","-213,844,552.44","-249,321,972.32","-298,622,377.00","1,048,794.58","-15,874,338.30","-47,160,186.10","-421,680,211.23","135,006,953.92","126,371,945.67","74,950,471.97","41,466,961.54","-57,973,377.01","-413,054,160.17","-476,659,679.97","-549,129,146.04","-131,124,155.29","-567,050,538.46","-461,569,938.43","-366,009,188.06","-287,168,094.38"
购买商品、接受劳务支付的现金,"734,816,457.79","981,534,550.91","1,157,530,306.78","355,782,862.69","596,982,047.95","817,097,140.72","1,001,970,334.87","178,573,185.72","520,223,404.90","1,037,506,506.85","1,773,830,857.99","463,045,596.94","972,178,193.75","1,498,533,965.23","1,939,076,195.89","591,814,709.95","951,690,748.71","1,272,489,631.11","1,506,106,978.02","320,474,514.59","609,001,505.75","1,060,058,531.45","1,533,384,262.74","482,956,960.59","912,563,204.58","1,479,205,595.42","2,065,394,826.75","602,831,496.23","1,336,734,782.78","2,221,169,186.74","3,204,070,355.45","844,811,286.69"
吸收投资收到的现金,"62,700,000.00","125,000,000.00",,,"726,544,195.48","726,544,195.48","729,484,195.48",,,"14,700,000.00","14,700,000.00","78,860,000.00","78,860,000.00","659,265,849.78","661,265,849.78","3,900,000.00","3,900,000.00","7,200,000.00","7,200,000.00","600,000.00","600,000.00","600,000.00","600,000.00",,"980,000.00","980,000.00","8,575,000.00",,,"102,900,000.00","31,027,743.36","1,000,000.00"
