科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"1,433,296,370.84","1,145,086,457.14","1,486,118,250.36","1,646,486,525.89","990,103,718.32","1,188,207,891.19","1,175,939,748.37","1,185,186,478.98","1,238,248,923.35","669,068,426.23","887,797,867.22","1,367,245,663.68","1,723,435,081.36","1,757,870,512.05","2,208,490,060.17","3,235,862,796.65","3,725,877,913.07","4,910,546,243.65","4,812,000,786.41","5,158,672,539.04","4,414,364,271.85","3,623,902,150.48","2,822,731,810.32","2,018,219,735.26","1,468,899,343.14","1,570,614,603.08","946,168,936.07","600,946,660.62","953,983,252.34","1,482,623,759.35","669,781,269.72","697,266,082.11","852,398,624.95","796,701,440.02","954,576,996.79","735,474,288.73","213,770,438.70","651,819,423.60","1,312,035,021.73","1,149,378,878.80","489,379,411.50","637,049,761.81","980,040,762.73"
短期借款,"2,047,042,698.09","1,847,059,352.70","2,332,666,201.20","3,525,392,024.81","4,341,552,070.51","4,427,468,737.53","4,664,573,147.70","4,471,219,679.83","3,772,866,747.57","4,553,323,045.05","5,461,124,172.35","5,833,738,200.43","6,258,656,313.18","6,961,660,781.44","6,475,651,403.26","8,042,849,770.55","7,667,497,213.09","8,671,046,445.41","9,047,904,259.49","8,899,650,661.58","9,505,891,498.40","9,106,738,530.35","8,690,311,229.29","9,624,695,482.38","9,164,229,215.37","8,069,518,192.24","7,845,767,446.11","7,688,120,595.25","9,886,405,307.20","7,695,760,767.73","6,895,140,448.04","6,391,936,400.67","7,469,872,549.81","7,560,718,739.08","7,425,737,663.41","7,128,603,255.07","7,309,589,840.72","6,755,545,487.31","7,668,999,591.20","6,269,671,388.03","6,384,571,772.17","6,536,190,301.04","6,302,325,034.09"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,841.97",,,"356,300.75",,,"6,626,040.72",,"5,145,080.22","1,943,451.14","52,303,481.54","6,053,401.65",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,"7,915,477.60","1,003,693.51",,,,,,,,,,,,"3,382,284.57",,,,,"4,442,544.00","2,174,204.50"
应收票据,"455,043,863.00","481,166,493.91","960,852,806.79","956,612,050.50","689,071,945.16","862,796,832.12","682,038,730.19","723,787,990.36","708,358,487.90","935,116,643.22","827,083,419.26","680,027,403.84","885,059,352.36","1,074,411,799.19","625,114,308.35","1,829,527,377.89","560,270,397.58","1,194,455,075.11","1,758,796,344.81","1,387,502,893.33","1,482,912,498.08","1,208,144,885.71","1,560,577,413.05","1,199,962,981.90","1,252,945,383.14","1,636,413,036.17","2,699,556,590.38","1,648,064,935.90","2,991,377,027.01","1,437,811,856.32","1,205,088,042.46","1,107,455,148.84","726,057,849.53","880,220,575.45","754,439,476.34","458,861,109.45","464,119,604.06","452,905,040.37","361,772,294.91","471,125,125.12","689,811,250.85","650,561,489.33","755,752,816.41"
应付票据,"578,147,327.73","645,816,576.82","700,538,034.62","632,726,258.84","636,061,177.48","1,005,622,130.15","881,880,316.79","670,591,853.54","1,080,959,785.66","1,095,304,038.27","858,947,816.03","855,252,628.40","1,059,132,671.12","1,178,076,922.25","1,360,571,516.85","1,343,715,023.50","1,117,090,426.99","1,761,313,473.68","1,729,029,200.85","1,911,746,456.07","2,229,387,447.82","2,634,330,694.42","2,336,741,623.07","2,248,619,322.86","1,970,768,549.26","2,273,411,395.93","2,291,946,698.24","1,914,571,358.21","1,758,300,780.04","2,344,640,308.00","2,911,519,571.06","3,005,777,224.57","2,519,657,670.62","2,239,844,788.39","2,410,990,876.08","2,183,818,606.45","2,020,195,445.80","2,175,552,243.97","1,941,008,165.56","2,239,240,698.58","2,113,815,922.23","1,514,645,951.73","1,578,832,376.70"
应收账款,"4,480,484.88","804,942.33","2,285,061.32","10,273,894.42","1,518,727.30","3,329,001.26","958,295.72","2,813,238.65","1,840,012.56","4,175,739.71","3,708,316.43","42,061,578.54","92,161,966.52","56,821,723.59","43,061,387.29","87,320,280.60","43,474,677.79","132,799,349.04","181,853,548.96","150,335,241.05","199,357,483.88","288,350,354.24","292,613,843.36","150,732,167.23","202,090,624.69","145,680,984.57","189,063,907.39","219,324,333.72","306,969,315.99","379,899,023.18","397,733,110.85","180,706,728.95","118,162,281.28","7,912,587.64","962,198.69","15,961,409.27","128,120,285.71","114,436,499.59","113,376,305.68","231,461,400.04","368,940,810.71","421,977,259.06","307,350,721.73"
应付账款,"635,055,071.73","627,159,863.63","566,089,599.55","1,274,577,113.42","1,058,253,755.33","1,649,363,153.19","1,152,635,629.05","463,473,067.20","774,099,371.05","650,085,822.01","826,062,784.15","773,575,624.37","1,038,559,509.83","963,635,252.73","928,924,882.55","1,397,532,284.53","1,381,666,567.10","1,403,247,062.60","2,020,890,053.38","3,165,806,798.31","3,690,775,161.76","3,415,344,412.19","3,685,321,560.32","3,054,668,315.89","4,159,612,325.78","4,249,372,650.12","4,686,039,788.34","5,279,490,848.38","5,531,295,401.98","5,630,328,455.13","4,468,835,574.27","3,281,370,544.38","2,946,662,701.98","3,491,930,953.80","3,430,271,527.08","3,784,897,927.85","4,065,372,545.06","3,512,943,679.05","3,127,902,746.15","3,328,708,563.92","2,678,899,348.42","2,131,039,103.15","2,073,153,027.01"
预付款项,"384,835,244.61","513,759,456.67","714,150,572.49","757,424,370.83","1,257,240,025.35","1,451,498,820.27","1,227,822,995.89","607,289,424.96","618,537,857.78","669,305,172.33","667,739,103.84","419,989,779.54","741,169,532.71","738,806,111.34","426,441,487.56","810,918,554.25","242,425,882.87","487,292,676.05","272,483,788.11","198,907,382.35","137,389,431.60","115,793,698.50","66,925,966.85","143,587,455.22","110,136,841.19","77,302,987.64","145,919,134.25","188,791,152.77","346,287,782.57","342,321,918.32","294,470,481.41","155,032,888.90","234,837,263.77","148,021,281.25","117,252,836.83","25,004,758.14","129,912,215.30","330,253,055.23","265,631,608.70","117,623,637.69","266,977,228.93","197,829,564.87","659,170,624.95"
预收款项,"313,892,731.96","458,504,662.66","594,057,318.26","660,036,630.58","491,911,617.63","432,618,333.19","510,711,219.18","614,500,631.23","453,372,899.01","386,353,443.63","747,998,110.61","814,165,993.23","669,181,436.61","616,744,884.77","712,206,129.21","825,470,739.79","660,276,257.09","782,100,784.14","888,138,717.36","897,517,124.24","771,097,586.99","756,532,027.86","922,727,849.18","758,583,624.00","890,427,557.79","519,431,152.92","1,050,933,189.37","706,324,997.51","544,652,075.21","920,967,881.48","866,283,613.52","622,689,116.14","590,689,905.14","654,231,823.56","792,975,320.05","656,604,964.11","478,822,785.94","584,905,287.94","811,306,365.97","618,713,937.27","746,736,283.34","1,093,682,217.60","1,615,601,149.99"
其他应收款,"35,357,638.29","8,552,813.51","19,331,310.49","9,059,790.05","16,519,613.49","21,253,971.93","25,900,263.51","9,268,987.89","14,143,461.07","8,125,506.79","4,943,921.69","9,773,095.52","14,719,372.41","15,939,835.27","10,854,869.28","6,806,621.86","3,597,457.01","6,448,619.37","12,744,646.00","4,325,394.01","5,674,490.36","5,121,040.76","8,576,526.98","2,372,826.88","5,514,860.04","2,616,112.32","1,762,140.99","6,622,262.61","16,134,776.59","7,701,847.62","21,025,457.16","55,248,198.75","57,606,209.97","13,743,728.60","69,779,392.65","14,753,626.83","25,741,504.55","60,676,010.61","39,377,473.74","3,971,815.05","5,486,242.24","11,752,912.67","9,817,075.38"
