科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"51,157,763.41","84,307,425.28","138,042,759.04","28,260,275.48","61,348,138.40","92,204,444.65","192,864,560.35","25,735,281.96","75,424,625.54","127,620,661.77","263,739,850.74","42,911,728.67","98,900,535.74","184,648,591.92","333,163,381.76","72,449,060.46","214,129,002.63","365,645,149.35","614,723,848.16","141,390,937.73","401,378,787.86","577,535,165.38","857,886,299.80","223,249,552.02","533,710,770.69","1,037,546,751.25","1,733,985,027.89","372,732,876.54","921,143,585.22","1,646,811,370.34","2,559,275,587.12","513,066,548.84","1,245,643,338.62","2,147,699,344.44","3,593,830,766.86","654,490,234.85"
二、营业利润,"5,953,233.07","17,673,048.29","51,705,568.41","3,924,610.42","11,485,147.64","15,591,715.30","54,651,023.87","3,691,512.70","11,705,324.54","22,697,835.06","24,088,064.18","2,794,971.60","6,979,131.46","6,456,525.34","6,477,412.43","2,235,051.96","25,892,748.68","43,023,607.02","80,137,888.22","12,132,695.94","77,758,718.16","105,912,540.82","158,652,860.99","39,126,648.40","81,099,783.45","184,196,278.38","301,144,546.22","54,386,674.00","114,139,917.78","228,299,818.56","397,921,080.13","59,392,197.44","133,553,949.14","262,269,329.49","449,707,931.73","42,860,023.91"
减:营业成本,"36,772,900.76","50,602,000.79","56,423,694.11","12,188,594.52","26,149,980.80","41,252,648.56","93,586,510.20","13,019,651.33","37,925,014.39","65,128,095.26","175,343,885.07","27,170,338.99","61,337,226.65","123,361,441.55","241,478,776.24","48,277,007.64","126,800,018.50","206,131,038.20","359,075,599.71","86,756,730.79","228,145,933.41","324,571,211.02","482,068,670.55","135,624,115.18","323,650,982.56","630,271,445.67","1,075,461,414.53","230,380,173.34","606,915,794.47","1,072,910,552.76","1,655,439,684.97","320,467,902.21","799,482,110.29","1,379,029,688.34","2,392,522,456.62","402,966,949.87"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"450,346.84","1,150,552.76","1,936,267.06","135,015.47","282,009.17","521,516.07","1,723,124.84","56,144.40","354,736.54","579,382.29","1,726,828.59","264,240.56","542,039.48","851,282.92","1,539,417.76","550,289.09","1,246,293.48","2,215,495.48","4,646,424.34","1,177,895.31","2,969,207.39","5,157,316.27","7,979,858.08","1,070,494.90","3,209,497.68","5,399,204.15","15,030,808.76","3,798,592.09","7,855,887.61","11,470,488.11","23,013,499.55","3,392,806.01","8,765,252.83","15,073,271.95","28,026,212.89","4,412,569.88"
营业外收入,"185,891.81","456,643.03","4,878,047.75","1,132,708.63","1,303,881.59","3,673,881.59","6,605,742.72","1,987,835.90","2,248,251.51","3,032,787.83","8,541,181.57","169,610.72","2,264,389.38","3,765,053.36","8,617,175.19","2,692,329.07","4,151,281.47","6,176,419.84","15,322,439.78","3,049,325.67","5,647,017.69","9,080,301.62","19,134,146.69","1,550,628.54","6,472,941.64","12,771,343.39","24,602,509.19","3,799,549.83","4,209,510.95","4,578,908.88","6,157,084.23","306,819.23","1,167,734.91","1,289,396.56","10,650,226.66","152,881.95"
销售费用,"2,612,516.82","4,721,541.06","10,681,084.96","6,400,307.35","10,840,052.24","15,043,451.26","20,857,747.22","5,130,607.16","14,237,325.81","21,593,831.46","31,554,011.04","7,517,072.71","15,819,187.51","25,880,905.98","37,232,461.28","10,707,493.97","26,627,768.02","44,999,054.16","67,458,305.26","15,389,322.39","31,805,378.96","49,268,303.57","72,458,463.52","17,769,653.59","44,056,147.16","72,796,336.58","107,768,095.29","34,276,242.02","73,820,954.81","122,571,116.23","175,433,204.96","45,601,536.65","92,544,407.54","146,546,205.28","220,048,004.59","66,417,651.17"
减:营业外支出,"256,526.49","92,924.68",,"12,485.00","12,485.00","12,485.00","55,768.07",,,"9,489.96","109,489.96",524.50,524.50,"1,850.99","18,319.93","5,294.00","52,923.55","66,140.97","592,873.88","61,722.91","125,240.35","176,875.75","2,645,542.16","59,028.45","117,824.44","481,656.65","1,065,603.32","30,834.67","146,554.66","231,536.41","2,076,622.63","52,339.81","141,023.90","1,446,009.05","2,130,026.70","11,050.20"
管理费用,"4,589,722.02","8,969,711.26","16,278,734.67","5,460,910.27","10,563,805.26","17,567,945.16","23,707,905.82","6,260,636.29","15,157,859.66","24,103,675.33","36,202,034.19","8,644,255.63","19,059,183.64","32,898,922.86","51,686,736.96","13,816,021.76","37,611,861.21","65,546,640.97","98,346,445.91","29,741,256.14","62,100,484.65","97,029,306.86","139,667,544.75","33,539,752.96","83,911,435.55","142,858,746.44","220,863,675.66","60,953,307.46","136,791,978.68","232,792,370.38","325,326,614.97","87,750,307.51","211,205,409.56","186,681,276.25","253,399,083.34","89,873,130.83"
其中:非流动资产处置净损失,,,,,,,,,,"9,489.96","9,489.96",,,,"11,332.49",,"47,579.55","60,796.97","586,529.88","56,722.91","95,540.35","128,689.34","2,495,816.77",607.83,"58,980.47","125,074.92","464,290.76","18,615.78","113,128.88","131,651.42",,,,,,
