科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"119,876,582.50","119,799,388.52","46,129,469.50","84,711,561.98","155,422,977.12","25,560,115.00","49,638,132.00","83,140,290.00","140,385,675.00","19,848,347.00","46,833,469.50","98,110,863.51","179,984,401.71","34,408,250.87","86,190,798.58","135,185,052.62","232,192,642.13","40,266,587.65","93,112,092.53","145,820,592.15","226,051,485.21","45,729,908.98","98,022,100.91","153,409,174.51","253,206,303.85","54,228,146.46","101,952,740.14","164,037,401.27","307,971,715.37","83,671,130.65","153,228,603.41","253,862,424.93","420,651,389.29","82,440,875.88","162,918,598.78","263,905,853.74","416,793,986.78","85,517,385.38"
取得子公司及其他营业单位支付的现金净额,,"3,000,000.00",,,,,,,,,,"19,748,067.58","11,248,067.58",,,,,,,,,"4,817,765.50","4,817,765.50","4,817,765.50","4,492,776.20",,,,"76,305,748.91",,,,,,,,,"22,100,000.00"
收到的税费返还,"1,837,518.10","3,247,537.71","1,623,557.25","2,203,540.18","4,412,718.87","807,859.86","807,859.86","2,232,984.26","3,921,949.14","581,658.13","581,658.13","666,828.03","768,181.21","4,639,473.39","5,558,371.87","6,594,922.13","8,264,009.31","903,960.44","2,091,772.84","3,508,866.14","5,023,166.99","644,223.56","2,493,685.27","3,914,128.98","5,580,255.38","877,273.37","1,681,560.38","3,266,931.06","8,792,027.71","2,702,280.01","4,970,184.78","7,594,180.40","11,527,762.39","4,410,166.69","4,965,669.77","9,829,561.27","15,818,961.54","1,734,790.32"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"148,560.42","126,927.08","83,086.99","329,409.42","4,044,781.30","2,436,177.70","4,228,293.11","4,503,748.10","13,552,781.63","507,217.09","3,360,197.09","4,126,587.62","15,505,458.81","967,414.28","5,113,316.73","9,421,023.90","19,107,754.24","5,021,054.75","17,887,041.58","23,633,487.59","42,557,011.46","3,615,275.31","7,180,625.57","12,686,716.21","31,407,133.23","2,974,309.86","5,678,886.05","14,879,004.36","51,640,133.62","7,061,340.07","14,553,797.38","23,698,410.06","37,936,401.69","3,872,617.36","19,178,673.24","46,695,051.69","175,078,402.89","57,740,412.25"
投资活动现金流出小计,"2,173,879.00","5,330,080.00","428,940.17","736,678.41","483,965.80","10,150.00","504,295.29","15,641,360.78","17,579,306.03","1,204,490.32","25,062,727.63","48,864,822.09","44,827,809.36","5,440,053.45","8,797,268.19","12,485,226.72","16,929,645.30","1,497,238.14","2,338,062.53","3,684,852.49","9,714,576.37","6,613,870.63","8,890,827.21","13,372,588.74","35,783,739.85","5,069,507.14","7,568,263.86","18,901,214.07","97,350,803.57","5,121,900.66","7,446,481.74","10,423,314.42","69,816,003.35","1,459,852.39","2,820,211.51","23,875,379.56","25,844,315.84","26,937,548.79"
经营活动现金流入小计,"121,862,661.02","123,173,853.31","47,836,113.74","87,244,511.58","163,880,477.29","28,804,152.56","54,674,284.97","89,877,022.36","157,860,405.77","20,937,222.22","50,775,324.72","102,904,279.16","196,258,041.73","40,015,138.54","96,862,487.18","151,200,998.65","259,564,405.68","46,191,602.84","113,090,906.95","172,962,945.88","273,631,663.66","49,989,407.85","107,696,411.75","170,010,019.70","290,193,692.46","58,079,729.69","109,313,186.57","182,183,336.69","368,403,876.70","93,434,750.73","172,752,585.57","285,155,015.39","470,115,553.37","90,723,659.93","187,062,941.79","320,430,466.70","607,691,351.21","144,992,587.95"
投资活动产生的现金流量净额,"-2,173,879.00","-5,330,080.00","-428,940.17","-736,678.41","-483,965.80","-10,150.00","-504,295.29","-15,641,360.78","-17,579,306.03","-1,204,490.32","-25,062,727.63","-48,864,822.09","-39,778,770.90","-5,286,253.45","-8,657,780.16","-12,336,978.69","-16,749,960.19","-1,497,238.14","-2,338,062.53","-3,684,852.49","-9,679,576.37","-6,613,870.63","-8,890,827.21","-13,047,599.44","-35,783,739.85","-5,069,507.14","-4,464,599.11","-15,653,049.32","-97,191,521.57","-4,978,200.66","-7,023,163.74","-9,990,996.42","-69,395,285.35","-1,459,852.39","-2,813,111.51","-23,868,279.56","-25,646,315.84","-26,937,548.79"
购买商品、接受劳务支付的现金,"47,867,664.72","56,550,081.12","24,861,939.17","32,433,281.25","49,147,938.97","15,589,442.52","34,322,818.79","52,400,415.70","72,706,553.46","15,578,351.68","29,132,923.69","60,106,721.15","95,364,889.43","35,543,186.96","66,629,989.41","95,050,350.11","120,329,252.54","29,012,998.79","60,131,285.52","84,499,021.41","105,568,711.44","20,904,003.45","42,800,149.51","63,799,066.53","97,599,441.68","19,281,505.34","39,627,746.59","64,424,168.64","105,073,238.52","41,465,665.93","71,664,270.43","103,664,153.87","142,735,913.83","42,852,043.50","73,864,807.41","116,458,883.52","152,888,982.08","42,384,401.20"
吸收投资收到的现金,"4,452,800.00",,"23,925,000.00","23,925,000.00","520,491,597.23",,,,,,,"8,500,000.00",,,,,,,,,,,,,,,,,,"320,000.00","320,000.00","320,000.00","320,000.00","6,000,000.00","41,761,650.00","41,761,650.00","41,905,650.00",
