科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"162,058,648.49","148,608,680.80","213,770,644.76","42,954,051.46","107,139,942.56","170,235,342.32","240,285,996.91","62,741,067.56","144,041,992.39","199,184,311.34","322,136,500.44","79,464,189.34","144,695,571.52","185,865,390.97","330,071,400.60","58,900,944.53","148,605,761.50","213,687,674.23","352,894,630.56","60,627,489.45","107,550,041.51","171,445,820.56","289,066,017.37","55,500,501.32","138,227,597.25","229,348,611.36","499,441,134.75","146,417,017.11","318,434,916.15","554,559,978.07"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,"32,388,263.60",,,,,,,,,"75,000,000.00","75,000,000.00","75,000,000.00"
收到的税费返还,"4,134,600.90","3,223,307.17","3,382,490.50","8,353,228.95","9,430,630.04","11,507,411.64","16,465,815.97","1,507,719.07","3,000,426.14","8,601,808.61","13,509,260.87","1,219,693.98","7,208,247.48","13,213,886.65","18,077,189.02","3,376,029.12","16,017,747.18","24,167,273.06","25,612,582.64","5,384,640.94","16,055,310.62","16,857,022.96","21,219,378.79","4,921,355.19","9,363,139.03","18,437,849.93","21,283,200.62","1,479,247.69","2,894,342.29","3,545,501.35"
支付其他与投资活动有关的现金,,,,"10,000,000.00","10,000,000.00",,"40,000.00",,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"1,930,926.14","6,074,696.67","1,803,472.14","312,450.42","1,110,352.90","2,434,338.04","4,615,261.96","1,064,121.38","4,064,998.95","3,035,776.79","6,546,261.63","7,845,012.57","9,749,407.36","14,433,092.38","19,039,496.11","3,020,154.08","5,917,235.27","7,750,763.86","16,084,108.35","2,344,629.61","22,838,113.31","25,024,411.40","5,561,358.44","1,328,604.78","5,724,576.43","7,904,469.10","9,496,513.40","9,485,896.87","51,471,395.31","67,455,648.75"
投资活动现金流出小计,"9,025,854.34","2,126,957.20","13,383,910.38","11,020,991.65","12,398,381.00","17,277,417.09","22,389,110.57","5,683,025.82","12,203,655.48","20,049,794.10","31,843,439.68","8,191,509.00","19,623,213.87","27,113,769.16","46,475,801.12","7,519,980.20","27,401,361.70","66,623,384.13","223,966,913.73","10,802,078.59","22,115,755.29","25,424,701.16","21,874,479.44","33,963,435.58","64,350,996.90","8,547,581.32","19,699,040.00","77,873,993.87","85,427,963.47","93,980,782.43"
经营活动现金流入小计,"168,124,175.53","157,906,684.64","218,956,607.40","51,619,730.83","117,680,925.50","184,177,092.00","261,367,074.84","65,312,908.01","151,107,417.48","210,821,896.74","342,192,022.94","88,528,895.89","161,653,226.36","213,512,370.00","367,188,085.73","65,297,127.73","170,540,743.95","245,605,711.15","394,591,321.55","68,356,760.00","146,443,465.44","213,327,254.92","315,846,754.60","61,750,461.29","153,315,312.71","255,690,930.39","530,220,848.77","157,382,161.67","372,800,653.75","625,561,128.17"
投资活动产生的现金流量净额,"-3,538,637.02","2,377,950.09","-13,379,601.95","-11,020,991.65","-12,398,381.00","-17,275,277.09","-22,388,129.21","-5,683,025.82","-12,177,920.86","-20,024,059.48","-31,792,839.68","-8,191,509.00","-19,623,213.87","-27,111,869.16","-46,444,846.12","-7,519,980.20","-27,399,951.70","-66,571,774.13","-223,886,403.73","-3,300,932.14","15,485,551.16","41,480,414.22","76,199,515.12","-22,790,003.27","-52,920,126.29","2,408,066.01","17,331,753.57","-64,083,916.86","-36,931,669.39","-45,483,130.86"
购买商品、接受劳务支付的现金,"83,878,696.55","75,224,298.46","132,177,011.53","44,753,374.96","84,911,448.20","118,214,391.81","154,361,068.21","42,218,179.56","88,946,050.35","122,897,174.92","168,711,409.99","38,817,672.39","77,652,465.06","119,581,614.42","164,767,011.07","42,062,765.57","114,959,913.22","159,792,185.01","206,090,658.86","47,208,027.08","95,005,435.64","133,080,490.69","170,380,935.18","45,723,981.07","94,471,470.48","143,385,841.09","194,373,192.57","104,493,981.33","265,366,474.42","438,812,629.45"
吸收投资收到的现金,,,,,"315,880,000.00","315,880,000.00","315,880,000.00",,,,,,"9,247,500.00","9,247,500.00","9,247,500.00",,"1,488,187.50","1,488,187.50","3,723,000.00",,,,,"25,896,000.00","25,896,000.00","26,580,467.20","28,377,600.00","136,423,933.05","136,423,933.05","136,423,933.05"
