科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"16,185,414.23","18,279,602.59","24,166,323.50","8,939,043.66","17,319,618.09","26,856,765.43","38,827,576.09","12,038,024.78","22,654,447.32","36,350,862.44","50,141,760.13","14,479,338.25","33,442,941.41","49,315,393.69","64,059,102.79","17,692,738.49","41,201,262.58","59,753,122.07","81,824,542.05","25,714,945.42","57,949,870.63","85,648,843.23","110,903,656.76","26,709,423.07","53,531,231.69","79,683,703.93","105,398,891.66","34,137,203.54","79,725,245.18","114,392,505.26"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,"500,000.00",,,,,,,,,,"41,000,000.00","41,000,000.00"
支付的各项税费,"8,794,767.82","9,124,634.87","13,355,691.05","10,549,804.43","14,002,395.46","18,052,836.22","24,295,494.50","12,698,680.87","16,277,172.46","22,951,568.90","31,075,163.37","10,396,209.40","22,728,461.95","29,045,122.44","38,418,838.33","7,334,097.70","14,121,178.11","25,275,481.65","37,049,959.37","8,654,038.89","20,264,153.55","26,418,527.01","29,983,160.69","6,368,458.19","12,495,845.95","16,490,573.46","24,242,397.51","18,265,553.05","37,863,775.55","44,545,650.16"
收到其他与筹资活动有关的现金,,,,,,,"2,705,600.16","474,013.21","5,224,423.50","5,980,078.13","8,760,748.05","718,180.23","5,420,539.01","6,137,616.67","7,901,924.53","910,979.78","3,731,126.82","5,117,580.94","6,352,000.74","155,932.72","251,695.23","355,464.20","394,509.43","52,157.34","52,157.34","52,157.34","52,157.34","5,434,095.82","5,475,050.20","5,605,046.03"
支付其他与经营活动有关的现金,"29,418,178.68","20,652,179.60","25,493,230.07","10,547,358.86","16,825,301.96","24,871,047.99","36,025,904.17","9,496,471.83","17,588,962.20","26,324,986.34","34,626,653.57","11,212,115.34","22,078,474.12","34,746,034.53","44,503,432.45","17,929,511.36","31,114,560.14","45,224,672.09","51,184,215.86","16,963,136.93","28,590,119.31","50,384,686.99","60,943,920.61","16,327,992.11","27,031,692.98","40,208,035.35","53,756,929.56","59,448,631.61","95,538,250.74","130,468,148.46"
筹资活动现金流入小计,,,,,"315,880,000.00","315,880,000.00","318,585,600.16","474,013.21","5,224,423.50","5,980,078.13","8,760,748.05","718,180.23","14,668,039.01","15,385,116.67","17,149,424.53","910,979.78","5,219,314.32","6,605,768.44","10,575,000.74","155,932.72","251,695.23","355,464.20","394,509.43","25,948,157.34","25,948,157.34","26,632,624.54","28,429,757.34","141,858,028.87","182,898,983.25","183,028,979.08"
经营活动现金流出小计,"138,277,057.28","123,280,715.52","195,192,256.15","74,789,581.91","133,058,763.71","187,995,041.45","253,510,042.97","76,451,357.04","145,466,632.33","208,524,592.60","284,554,987.06","74,905,335.38","155,902,342.54","232,688,165.08","311,748,384.64","85,019,113.12","201,396,914.05","290,045,460.82","376,149,376.14","98,540,148.32","201,809,579.13","295,532,547.92","372,211,673.24","95,129,854.44","187,530,241.10","279,768,153.83","377,771,411.30","216,345,369.53","478,493,745.89","728,218,933.33"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,"1,500,000.00",,,,,,,,,"900,000.00","1,800,000.00","2,700,000.00"
经营活动产生的现金流量净额,"29,847,118.25","34,625,969.12","23,764,351.25","-23,169,851.08","-15,377,838.21","-3,817,949.45","7,857,031.87","-11,138,449.03","5,640,785.15","2,297,304.14","57,637,035.88","13,623,560.51","5,750,883.82","-19,175,795.08","55,439,701.09","-19,721,985.39","-30,856,170.10","-44,439,749.67","18,441,945.41","-30,183,388.32","-55,366,113.69","-82,205,293.00","-56,364,918.64","-33,379,393.15","-34,214,928.39","-24,077,223.44","152,449,437.47","-58,963,207.86","-105,693,092.14","-102,657,805.16"
分配股利、利润或偿还利息支付的现金,"1,816,136.44","20,000,000.00","10,004,308.43",,,,,,"25,200,000.00","25,200,000.00","25,200,000.00",,"21,840,000.00","21,840,000.00","21,840,000.00",,"21,383,604.62","21,383,604.62","23,543,396.08",777.78,"32,896,464.96","32,896,464.96","32,895,687.18",,"11,374,231.25","11,374,231.25","11,374,231.25",,"41,098,064.96","41,992,733.88"
收回投资收到的现金,"4,348,602.32","1,637,907.29",,,,,,,,,,,,,,,,,,"7,500,000.00","37,600,000.00","66,900,000.00","93,700,000.00","10,900,000.00","10,800,000.00",,"18,300,000.00","13,621,000.00","48,099,000.00","48,099,000.00"
支付其他与筹资活动有关的现金,,,,"28,589.00","2,593,815.91","9,585,401.91","7,435,401.91",,"48,018.53","91,185.53","111,185.53","20,000.00","168,829.93","218,829.93","883,687.70",,"147,489.15",,"2,382,301.65",,"5,508,874.45","5,508,874.45","5,508,874.45",,"4,689,063.24","4,684,083.24","9,825,592.67","374,941.80","630,740.00","630,740.00"
取得投资收益收到的现金,,,"4,308.43",,,,,,,,,,,,,,,,,,,,"4,368,731.18","273,432.31","629,344.12","10,933,020.18","11,222,797.13","169,077.01","395,674.08","395,674.08"
筹资活动现金流出小计,"1,816,136.44","20,000,000.00","10,004,308.43","28,589.00","2,593,815.91","9,585,401.91","7,435,401.91",,"25,248,018.53","25,291,185.53","25,311,185.53","20,000.00","22,008,829.93","22,058,829.93","22,723,687.70",,"21,531,093.77","21,383,604.62","27,425,697.73",777.78,"38,405,339.41","38,405,339.41","38,404,561.63",,"16,063,294.49","16,058,314.49","21,199,823.92","1,274,941.80","43,528,804.96","45,323,473.88"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,138,615.00","2,867,000.00",,,,"2,140.00",981.36,,"25,734.62","25,734.62","50,600.00",,,"1,900.00","30,955.00",,"1,410.00","51,610.00","80,510.00","1,146.45","1,306.45","5,115.38","5,263.38",,"1,526.49","22,627.15","23,526.49",,"1,620.00","2,977.49"
筹资活动产生的现金流量净额,"-1,816,136.44","-20,000,000.00","-10,004,308.43","-28,589.00","313,286,184.09","306,294,598.09","311,150,198.25","474,013.21","-20,023,595.03","-19,311,107.40","-16,550,437.48","698,180.23","-7,340,790.92","-6,673,713.26","-5,574,263.17","910,979.78","-16,311,779.45","-14,777,836.18","-16,850,696.99","155,154.94","-38,153,644.18","-38,049,875.21","-38,010,052.20","25,948,157.34","9,884,862.85","10,574,310.05","7,229,933.42","140,583,087.07","139,370,178.29","137,705,505.20"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-390,342.05","-19,570.36","-180,019.80","-20,349.54","-221,478.71","-284,705.54","-301,605.42","22,086.25","174,525.56","118,002.69","-307,852.95","-237,132.28","-698,552.77","-882,950.09","-1,328,214.73","53,306.74","575,920.24","553,978.63","584,830.67","478,319.56","441,475.67","1,925,892.54","3,122,052.51","-76,324.03","987,772.10","1,414,969.21","7,371,493.94","-1,725,904.93","-3,966,948.58","-8,706,469.13"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,484,469.95",,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,487,217.32","4,504,907.29","4,308.43",,,"2,140.00",981.36,,"25,734.62","25,734.62","50,600.00",,,"1,900.00","30,955.00",,"1,410.00","51,610.00","80,510.00","7,501,146.45","37,601,306.45","66,905,115.38","98,073,994.56","11,173,432.31","11,430,870.61","10,955,647.33","37,030,793.57","13,790,077.01","48,496,294.08","48,497,651.57"
五、现金及现金等价物净增加额,"24,102,002.74","16,984,348.85","200,421.07","-34,239,781.27","285,288,486.17","284,916,666.01","296,317,495.49","-16,325,375.39","-26,386,205.18","-36,919,860.05","8,985,905.77","5,893,099.46","-21,911,673.74","-53,844,327.59","2,092,377.07","-26,277,679.07","-73,991,981.01","-125,235,381.35","-221,710,324.64","-32,850,845.96","-77,592,731.04","-76,848,861.45","-15,053,403.21","-30,297,563.11","-76,262,419.73","-9,679,878.17","184,382,618.40","15,810,057.42","-7,221,531.82","-19,141,899.95"
购建固定资产、无形资产和其他长期资产支付的现金,"4,783,165.26","1,944,397.20","13,383,910.38","1,020,991.65","2,398,381.00","17,277,417.09","22,349,110.57","5,683,025.82","12,203,655.48","20,049,794.10","31,843,439.68","8,191,509.00","19,623,213.87","27,113,769.16","46,475,801.12","7,519,980.20","27,401,361.70","46,623,384.13","56,078,650.13","5,302,078.59","14,015,755.29","17,424,701.16","21,874,479.44","1,270,935.58","2,654,696.90","4,664,077.10","8,174,540.00","2,873,993.87","7,427,963.47","15,980,782.43"
期初现金及现金等价物余额,"68,378,412.27","92,480,415.01","109,464,763.86","109,665,184.93","109,665,184.93","109,665,184.93","109,665,184.93","405,982,680.42","405,982,680.42","405,982,680.42","405,982,680.42","414,968,586.19","414,968,586.19","414,968,586.19","414,968,586.19","417,060,963.26","417,060,963.26","417,060,963.26","417,060,963.26","195,350,638.62","195,350,638.62","195,350,638.62","195,350,638.62","180,297,235.41","180,297,235.41","180,297,227.64","180,297,235.41","364,679,853.81","364,679,853.81","364,679,853.81"
投资支付的现金,"4,242,689.08","182,560.00",,,,,,,,,,,,,,,,"20,000,000.00","135,500,000.00","5,500,000.00","8,100,000.00","8,000,000.00",,"32,692,500.00","61,696,300.00","3,883,504.22","11,524,500.00",,"3,000,000.00","3,000,000.00"
期末现金及现金等价物余额,"92,480,415.01","109,464,763.86","109,665,184.93","75,425,403.66","394,953,671.10","394,581,850.94","405,982,680.42","389,657,305.03","379,596,475.24","369,062,820.37","414,968,586.19","420,861,685.65","393,056,912.45","361,124,258.60","417,060,963.26","390,783,284.19","343,068,982.25","291,825,581.91","195,350,638.62","162,499,792.66","117,757,907.58","118,501,777.17","180,297,235.41","149,999,672.30","104,034,815.68","170,617,349.47","364,679,853.81","380,489,911.23","357,458,321.99","345,537,953.86"
