科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"72,483,352.29","62,167,958.17","250,435,144.84","126,780,727.31","502,881,383.23","400,912,689.20","397,970,070.56","301,479,531.39","413,799,359.21","262,213,525.04","293,372,045.11","335,713,388.75","348,984,507.96","173,326,061.74","227,318,600.04","164,590,663.56","295,944,848.22","231,663,988.10","155,022,048.93","206,345,618.44","268,276,267.84","207,793,332.76","262,003,696.76","259,049,368.63","260,331,091.30","267,045,235.04","375,815,577.38","240,870,594.30","335,726,286.56","151,108,900.96","306,953,602.77","236,796,711.62","317,802,965.01","206,088,768.93","382,731,530.09","287,846,256.06","304,200,570.21"
短期借款,"341,450,000.00","398,280,000.00","490,793,312.60","436,164,098.75","232,500,000.00","320,000,000.00","383,000,000.00","450,000,000.00","686,600,000.00","751,000,000.00","972,359,319.00","1,092,013,870.39","1,126,922,537.42","1,089,119,391.19","1,253,000,000.00","1,221,988,697.84","1,197,800,000.00","1,210,500,000.00","1,206,500,000.00","1,376,500,000.00","1,132,993,795.08","1,049,100,000.00","1,310,700,000.00","1,331,700,000.00","1,072,700,000.00","1,086,000,000.00","1,395,000,000.00","1,535,000,000.00","1,237,956,400.00","1,158,456,400.00","1,422,700,000.00","1,387,700,000.00","975,000,000.00","1,009,000,000.00","1,395,000,000.00","1,485,000,000.00","1,184,000,000.00"
交易性金融资产,"1,315,140.00","1,014,800.00","3,672,720.91","4,208,110.05","4,659,567.50","3,205,280.00","3,875,260.00","2,335,700.00","6,166,365.00","2,889,610.00","7,975,977.50","5,159,930.00","1,098,600.00","3,137,340.00","1,215,720.00","1,018,875.00","665,280.00",,,"928,525.00","2,091,200.00",,,"871,470.00","2,089,090.00","3,897,600.00","3,477,220.00",,"657,360.00","867,580.00",,,"281,930.00",,"10,133.27","154,988.91","2,455,862.08"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,000,000.00","13,081,092.39","9,430,475.11","3,083,364.04","17,289,202.54","26,056,756.13","52,058,048.26","39,470,400.79","79,634,526.68","132,855,200.67","117,691,043.10","145,376,027.66","155,153,697.29","124,191,243.83","51,396,922.39","92,886,670.22","100,121,678.05","101,108,306.08","51,434,477.88","71,399,968.84","118,790,927.10","95,580,452.63","50,956,897.21","70,247,629.48","121,252,865.72","95,820,626.35","68,065,838.52","47,457,360.81","44,125,635.13","46,207,981.03","52,819,707.73","48,481,728.63","22,327,527.59","24,229,227.99","39,361,461.56","43,041,035.60","30,079,048.23"
应付票据,"95,701,918.14","28,600,000.00","112,426,475.76","99,208,937.88","28,600,000.00",,"40,000,000.00","40,000,000.00","4,000,000.00",,"20,000,000.00","20,000,000.00","50,000,000.00","60,000,000.00","129,000,000.00","203,311,302.16",,,"21,939,702.70","33,672,107.78","25,638,610.00","46,748,084.00","27,748,084.00","36,052,400.00","18,284,300.00","7,171,900.00","20,000,000.00","6,580,000.00","10,080,000.00","4,500,000.00","53,530,000.00","15,000,000.00","64,000,000.00","44,000,000.00","19,200,000.00","11,300,000.00",
应收账款,"159,621,490.45","245,513,912.19","254,019,207.54","267,608,729.62","232,707,918.52","298,265,029.16","346,402,885.79","350,165,077.94","357,649,569.46","410,204,662.32","518,620,413.22","580,957,659.96","546,807,417.82","678,664,429.07","787,317,567.80","789,278,243.55","647,737,969.79","755,820,896.48","819,700,604.47","789,736,299.65","615,692,059.80","738,253,399.44","746,066,164.21","780,299,687.88","610,366,147.59","711,116,663.27","909,888,509.73","927,266,465.92","659,436,739.32","745,925,297.46","912,707,068.76","931,637,472.11","794,182,632.19","815,045,803.42","964,920,179.87","994,495,945.22","852,169,439.78"
应付账款,"39,816,679.45","42,892,282.40","34,621,195.08","45,847,881.33","41,182,762.12","40,427,272.64","42,325,840.63","44,813,242.30","58,431,697.68","72,499,360.25","86,771,508.31","82,299,342.47","91,266,741.34","115,445,596.13","148,917,029.77","123,508,001.49","71,967,423.33","70,512,030.17","101,545,187.17","108,490,438.49","77,207,553.79","71,235,137.31","59,407,332.74","61,022,818.69","60,336,508.82","85,185,318.94","152,756,947.88","122,311,989.84","83,221,182.52","82,561,223.82","91,925,974.64","102,678,209.25","79,402,294.29","74,140,471.89","92,490,482.27","92,968,275.76","75,438,979.66"
预付款项,"35,563,055.21","51,150,118.98","73,634,316.91","102,639,304.84","76,866,583.09","173,692,599.14","82,620,685.23","149,221,492.36","56,955,563.63","85,490,931.68","100,631,775.28","58,697,235.12","99,650,395.56","144,781,786.32","128,278,491.70","33,419,692.28","19,979,086.84","6,373,832.39","13,276,675.52","39,089,786.31","14,719,665.20","3,077,783.22","64,647,271.79","20,424,454.77","14,333,420.94","15,114,196.77","24,774,077.19","47,562,849.25","25,124,857.88","24,050,965.23","13,143,519.68","48,374,148.30","24,483,279.17","11,071,271.00","38,390,029.15","69,493,375.62","12,871,048.98"
预收款项,"48,669,833.93","24,150,362.74","21,875,438.72","29,417,022.23","23,090,487.19","28,189,073.46","29,894,491.61","25,765,278.11","30,075,248.62","35,385,766.67","41,603,215.71","47,562,686.34","50,050,705.62","58,824,014.54","61,911,236.17","67,432,037.96","57,336,837.91","54,301,380.64","73,618,502.27","78,639,819.04","106,145,558.58","83,642,119.23","92,907,775.91","117,892,630.98","143,517,368.19","146,008,918.62","164,142,229.09","139,849,200.96","163,887,768.88","154,692,508.96","159,752,108.35","179,261,850.55","215,905,335.53","121,849,584.52","181,284,377.29","208,203,875.20","318,610,046.91"
