科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应付利息,,,,,,,,,,,,,,,,,,"599,576.86","599,576.86","241,799.08",,"755,958.34","436,897.22","141,454.16",,"600,008.34","534,613.89","507,800.00"
应收股利,,,,,,,,,,,,,,,,,,"23,020,000.00","23,020,000.00","16,520,000.00","16,520,000.00","16,520,000.00","11,920,000.00","11,920,000.00","9,620,000.00","4,620,000.00","4,620,000.00",
应付股利,,"77,089,044.54","2,003,575.43","2,003,575.43","2,003,575.43","2,003,575.43","2,003,575.43",,,,,,,,,,,,,,,,,,,,,
存货,"9,769,253.59","10,380,676.63","12,208,310.06","18,737,905.48","19,419,998.55","23,465,583.97","23,339,942.08","23,965,212.95","28,841,936.91","30,621,243.56","39,172,628.80","37,256,413.14","44,997,963.10","53,054,067.60","57,019,118.57","54,141,380.85","53,148,883.47","28,319,042.67","29,966,343.40","31,159,610.65","34,930,605.13","34,236,580.42","39,556,861.33","149,632,070.79","146,051,020.76","119,865,092.24","103,372,558.85","147,478,408.65"
其他应付款,"3,253,058.52","2,684,403.76","1,621,564.50","1,747,244.56","1,572,196.96","1,657,909.01","1,697,615.39","1,662,190.41","1,875,193.98","1,706,113.72","1,681,772.24","1,827,763.26","1,754,173.69","1,866,081.94","1,849,703.73","1,960,706.85","1,855,056.77","66,060,261.07","69,978,472.81","1,947,596.25","15,225,872.64","21,547,417.91","243,176,407.19","137,846,336.19","79,172,378.76","100,673,632.95","73,709,469.29","98,947,198.99"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,"2,514,105.63","2,440,434.95","2,396,720.75","991,206.55",,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,"161,000,000.00","353,950,000.00","350,600,000.00","130,000,000.00","220,000,000.00","170,000,000.00","220,000,000.00","430,000,000.00","380,000,000.00","200,000,000.00","52,780,000.00","4,490,000.00","3,370,000.00",,"3,000,000.00","6,000,000.00","5,506,758.58","16,380,129.15","34,379,491.79","39,638,331.39","161,658,380.19","117,197,449.11","188,907,986.82"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"31,817,654.96","181,632,402.55","95,486,020.46","115,832,261.21","663,885,804.19","667,362,139.67","667,120,509.89","642,448,350.69","642,084,682.93","663,164,031.78","640,290,118.31","616,251,357.58","601,146,820.39","621,196,180.97","775,713,801.75","298,261,076.62","356,415,779.90","479,015,640.95","290,474,155.72","242,595,374.44","224,904,332.80","151,413,821.89","163,077,157.45","333,448,388.55","316,058,185.14","557,934,812.03","487,659,610.05","523,270,655.07"
流动负债合计,"18,106,994.13","93,115,875.64","17,727,039.54","21,395,391.71","19,627,922.79","24,942,250.13","16,493,240.80","20,316,109.27","14,623,155.42","28,989,935.92","18,881,982.81","20,872,825.07","22,676,889.42","22,678,097.08","276,255,124.71","284,649,098.66","392,457,929.38","444,666,682.50","320,363,185.31","245,506,333.02","281,964,392.55","255,091,918.52","306,633,048.49","279,322,670.27","179,251,660.02","200,619,693.98","156,976,440.10","206,966,337.63"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,"145,000,000.00","172,000,000.00","261,000,000.00","271,000,000.00","297,000,000.00","285,500,000.00","285,500,000.00","367,000,000.00","367,000,000.00","345,500,000.00","345,500,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,"14,772,604.00","25,404,720.67","23,140,851.77","20,953,662.11","18,726,189.52","13,962,789.31","11,917,345.18","9,819,904.10"
长期股权投资,,,,,,,,,,,,,,,,"512,898,290.72","516,875,481.86","477,313,633.38","479,868,487.67","480,891,032.23","300,614,478.44","207,000,000.00","206,435,464.55","206,534,099.61","208,556,181.59",,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,"3,117,559.42","3,086,585.38","3,117,559.42","3,024,637.30","2,993,663.26","2,963,091.93","2,932,227.72","2,901,363.51","2,870,499.30","2,839,635.09","2,811,922.68","2,784,210.27","2,756,497.86","2,728,785.45","2,701,073.04","2,673,360.63",,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"53,428,312.10","53,536,816.20","77,894,701.35","77,900,371.11","78,269,006.45","142,764,365.21","141,549,435.26","140,401,026.49","177,646,136.65","206,344,853.15","204,563,305.27","205,018,894.42","215,124,337.95","217,116,326.16","216,354,670.66","215,509,665.67","213,327,219.80","275,812,314.28","270,220,694.21","270,558,556.04","269,490,007.89","419,379,084.18","412,487,737.90","405,029,202.83","398,394,071.18","428,696,370.91","474,227,345.07","654,935,967.96"
递延所得税负债,,,,,,,,,,,,,,"730,774.70","730,774.70","689,233.28","822,137.36","902,558.69","902,558.69","1,566,277.12","1,691,391.10","1,108,232.20","1,108,232.20","1,108,232.20","1,108,232.20","1,071,257.03","1,071,257.03","1,071,257.03"
在建工程,,"663,961.46","55,955,013.41","81,421,203.86","94,119,724.80","39,354,796.12","39,607,351.32","50,277,765.92","19,741,241.92","6,971,776.12","27,054,817.79","38,957,249.59","45,528,444.50","47,029,832.48","82,351,547.37","110,128,467.88","168,485,615.35","167,409,325.79","244,517,897.90","293,995,726.40","356,699,429.98","239,556,541.79","211,561,056.19","251,137,205.83","263,258,292.00","250,825,891.23","207,169,352.82","17,477,750.19"
其他非流动负债,"1,800,000.00","1,800,000.00","2,100,000.00","15,860,000.00","15,860,000.00","15,860,000.00","15,860,000.00","15,172,000.00","17,778,000.00","17,434,000.00","17,090,000.00","19,514,927.93","20,595,411.71","26,579,295.49",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,800,000.00","1,800,000.00","2,100,000.00","15,860,000.00","15,860,000.00","15,860,000.00","15,860,000.00","15,172,000.00","17,778,000.00","17,434,000.00","17,090,000.00","19,514,927.93","20,595,411.71","27,310,070.19","26,890,553.97","27,929,496.33","33,228,084.19","177,888,989.30","204,469,473.08","293,713,675.29","320,366,377.05","357,308,526.29","343,088,677.07","340,445,507.09","419,262,054.18","414,788,512.15","390,714,587.70","388,665,513.84"
固定资产清理,,,,,,,,,,,,,,,,,"103,406.05",,,,,,,,,,"36,818.59",
负债合计,"19,906,994.13","94,915,875.64","19,827,039.54","37,255,391.71","35,487,922.79","40,802,250.13","32,353,240.80","35,488,109.27","32,401,155.42","46,423,935.92","35,971,982.81","40,387,753.00","43,272,301.13","49,988,167.27","303,145,678.68","312,578,594.99","425,686,013.57","622,555,671.80","524,832,658.39","539,220,008.31","602,330,769.60","612,400,444.81","649,721,725.56","619,768,177.36","598,513,714.20","615,408,206.13","547,691,027.80","595,631,851.47"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"5,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","270,000,000.00","270,000,000.00","270,000,000.00","405,000,000.00","419,185,500.00","419,185,500.00","419,185,500.00","419,185,500.00","405,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00","405,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,000,000.00","51,907,489.21","51,907,489.21","51,907,489.21","571,527,208.34","571,527,208.34","571,527,208.34","511,527,208.34","511,527,208.34","511,527,208.34","511,527,208.34","421,527,208.34","421,527,208.34","421,527,208.34","286,527,208.34","341,764,445.24","347,253,133.64","342,608,822.04","342,608,822.04","299,826,673.54","303,309,973.54","306,793,273.54","309,426,040.66","336,904,012.02","338,297,253.35","338,748,205.75","338,749,776.51","338,749,776.51"
无形资产,"8,198,752.44","8,784,676.85","7,954,094.23","7,488,288.97","7,255,736.53","7,023,184.09","6,790,631.65","6,558,079.21","6,415,526.77","6,272,974.33","6,229,306.05","6,078,277.83","5,948,580.60","15,651,825.72","54,694,418.19","82,314,868.23","81,229,154.45","75,822,130.48","75,102,634.91","74,396,123.34","73,678,627.77","89,496,311.45","87,910,595.97","86,276,390.42","84,643,618.97","78,816,812.05","76,140,454.74","73,553,500.20"
盈余公积,"6,167,735.79","1,606,071.13","8,622,391.75","8,622,391.75","8,622,391.75","15,398,943.67","15,398,943.67","15,398,943.67","15,398,943.67","22,037,259.78","22,037,259.78","22,037,259.78","22,037,259.78","27,896,706.76","27,896,706.76","27,896,706.76","27,896,706.76","34,153,440.48","34,153,440.48","34,153,440.48","34,153,440.48","34,153,440.48","34,153,440.48","34,153,440.48","34,153,440.48","34,153,440.48","34,153,440.48","34,153,440.48"
开发支出,"3,856,962.00","7,640,206.86","10,261,602.04","12,372,472.64","13,246,972.93","26,237,356.96","26,381,478.86","26,557,095.43","27,054,647.79","27,262,754.40","27,695,890.15","28,414,026.59","39,847,397.19","32,517,808.09","33,490,223.77","36,290,042.02","47,521,552.06","58,378,062.83","62,221,596.35","69,690,901.39","74,451,100.19","16,358,547.74","16,835,815.67","18,047,718.14","21,378,628.32","22,333,354.60","22,842,854.33","23,980,062.90"
减:库存股,,,,,,,,,,,,,,,,,,"63,934,048.50","63,934,048.50",,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"65,778,410.89","14,305,084.52","77,700,689.33","109,774,821.20","124,451,531.86","138,922,759.97","145,990,234.65","127,600,863.96","140,800,252.34","157,056,363.32","163,205,222.62","147,852,366.05","158,973,419.14","174,129,719.38","152,003,613.40","169,434,676.14","184,410,687.42","195,591,502.64","184,309,942.99","175,804,480.45","-27,374,659.36","-192,819,086.51","-201,564,241.15","-210,360,101.52","-202,439,743.36","-186,504,272.89","-189,948,891.87","-205,311,602.47"
长期待摊费用,"308,580.00","246,864.00","185,148.00","154,290.00","921,361.00","1,522,286.64","1,433,187.06","1,474,116.33","1,378,173.12","1,323,908.10","1,224,392.46","1,124,876.82","2,089,213.05","3,073,539.32","5,056,855.85","7,340,020.16","10,683,296.72","7,698,046.11","7,130,701.03","6,603,462.16","6,076,223.29","5,399,317.68","4,825,822.74","4,403,304.66","2,252,453.26","3,738,043.91","3,454,652.72","3,178,105.06"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,"174,455,583.88","172,651,840.32","170,308,297.59","167,353,390.04","162,040,608.62"
递延所得税资产,"242,879.31","229,592.58","321,030.34","2,391,206.08","2,390,448.84","2,387,033.42","2,387,033.42","2,298,691.17","2,689,591.17","2,617,884.10","2,566,284.10","2,935,267.04","3,131,731.45","3,993,197.08","3,979,461.87","5,216,128.32","6,920,035.90","5,872,099.55","8,808,224.93","12,489,216.51","8,748,826.04","2,956,380.00","2,956,380.00","2,956,380.00","2,956,380.00","1,167,510.46","1,167,510.46","1,167,510.46"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"31,239,282.14","87,945,862.04","49,415,061.55","48,678,694.53","33,601,081.87","30,300,144.18","32,701,038.90"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"66,035,485.85","71,102,117.95","152,571,589.37","181,727,832.66","196,203,250.55","219,289,022.44","218,149,117.57","227,566,774.55","238,042,876.84","253,880,735.58","272,451,555.24","285,553,229.59","314,663,368.00","322,345,620.78","398,859,405.43","972,598,846.51","1,048,016,261.49","1,071,145,247.51","1,150,682,159.68","1,211,409,228.34","1,092,515,191.46","1,014,114,250.43","1,033,659,808.10","1,026,472,723.67","1,030,118,319.85","819,179,065.03","815,339,132.91","806,993,935.67"
所有者权益(或股东权益)合计,"77,946,146.68","157,818,644.86","228,230,570.29","260,304,702.16","824,601,131.95","845,848,911.98","852,916,386.66","834,527,015.97","847,726,404.35","870,620,831.44","876,769,690.74","861,416,834.17","872,537,887.26","893,553,634.48","871,427,528.50","958,281,328.14","978,746,027.82","927,605,216.66","916,323,657.01","914,784,594.47","715,088,754.66","553,127,627.51","547,015,239.99","740,152,934.86","747,662,790.79","761,705,670.93","755,307,715.16","734,632,739.27"
资产总计,"97,853,140.81","252,734,520.50","248,057,609.83","297,560,093.87","860,089,054.74","886,651,162.11","885,269,627.46","870,015,125.24","880,127,559.77","917,044,767.36","912,741,673.55","901,804,587.17","915,810,188.39","943,541,801.75","1,174,573,207.18","1,270,859,923.13","1,404,432,041.39","1,550,160,888.46","1,441,156,315.40","1,454,004,602.78","1,317,419,524.26","1,165,528,072.32","1,196,736,965.55","1,359,921,112.22","1,346,176,504.99","1,377,113,877.06","1,302,998,742.96","1,330,264,590.74"
负债和所有者(或股东权益)合计,"97,853,140.81","252,734,520.50","248,057,609.83","297,560,093.87","860,089,054.74","886,651,162.11","885,269,627.46","870,015,125.24","880,127,559.77","917,044,767.36","912,741,673.55","901,804,587.17","915,810,188.39","943,541,801.75","1,174,573,207.18","1,270,859,923.13","1,404,432,041.39","1,550,160,888.46","1,441,156,315.40","1,454,004,602.78","1,317,419,524.26","1,165,528,072.32","1,196,736,965.55","1,359,921,112.22","1,346,176,504.99","1,377,113,877.06","1,302,998,742.96","1,330,264,590.74"
