科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"261,483,700.91","257,582,647.58","331,388,409.42","137,209,426.67","208,196,097.36","287,097,149.20","74,529,523.01","137,909,029.73","209,529,103.61","294,540,082.67","88,938,264.72","145,546,963.48","203,854,142.29","287,149,899.23","74,046,849.58","144,355,919.15","508,663,321.56","714,000,567.93","142,643,977.92","318,316,060.00","503,881,326.61","727,399,733.51","179,885,728.11","342,185,549.81","540,241,077.58","769,070,180.38","164,520,164.07","407,803,162.35","646,299,846.81","899,942,436.44","214,162,382.87"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"24,398,062.79",,,,,,,,"15,357,818.41","384,678.45","93,741,715.19","308,270,904.49","2,642,343.35",
收到的税费返还,"712,945.17","1,856,881.04","46,836.30","10,783.52","10,783.52","113,413.41","43,873.72","966,948.54","2,003,226.90","5,407,175.22","690,552.27","1,407,093.72","1,663,611.46","1,630,356.97","216,548.61","1,263,060.23","16,841,147.28","22,228,477.87","3,654,161.99","8,411,385.88","15,048,902.00","19,934,134.04","4,473,625.81","11,559,556.93","15,976,299.71","20,070,169.79","4,530,683.19","12,524,833.71","19,903,735.50","22,670,202.11","4,443,759.50"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"1,349,778.20",,,,,"150,000.00",,,,"398,113.21","3,000,000.00","3,000,000.00","3,000,000.00","2,647,111.30","3,000,000.00"
收到其他与经营活动有关的现金,"2,565,361.77","6,748,387.45","6,972,467.89","2,431,111.50","3,449,453.73","3,549,519.59","948,213.71","2,403,330.71","7,351,335.12","5,948,647.56","5,922,746.06","3,792,360.93","7,345,476.45","10,039,744.26","1,616,890.33","3,928,262.33","10,702,914.13","27,607,891.24","2,376,423.26","5,420,520.69","11,738,576.94","21,550,851.44","2,725,358.11","11,527,995.68","20,116,679.27","24,985,212.33","6,504,209.55","31,661,004.69","38,382,840.63","82,888,648.19","43,808,081.89"
投资活动现金流出小计,"60,394,518.55","16,572,581.53","17,286,462.93","1,204,032.64","1,862,107.64","15,494,750.11","4,524,851.32","10,618,169.52","16,678,155.43","25,057,636.44","7,632,595.75","10,237,387.54","11,591,839.65","54,651,913.69","47,169,872.48","90,706,328.13","121,765,433.29","120,666,732.52","20,361,941.00","26,382,129.60","36,085,708.42","166,487,255.71","4,150,691.69","12,684,314.43","15,394,833.39","60,811,109.23","9,841,692.10","116,400,102.58","350,471,400.80","382,661,297.15","16,566,969.19"
经营活动现金流入小计,"264,762,007.85","266,187,916.07","338,407,713.61","139,651,321.69","211,656,334.61","290,760,082.20","75,521,610.44","141,279,308.98","218,883,665.63","305,895,905.45","95,551,563.05","150,746,418.13","212,863,230.20","298,820,000.46","75,880,288.52","149,547,241.71","536,207,382.97","763,836,937.04","148,674,563.17","332,147,966.57","530,668,805.55","768,884,718.99","187,084,712.03","365,273,102.42","576,334,056.56","814,125,562.50","175,555,056.81","451,989,000.75","704,586,422.94","1,005,501,286.74","262,414,224.26"
投资活动产生的现金流量净额,"-60,348,137.88","-16,566,549.58","-16,652,912.93","-1,204,032.64","-1,862,107.64","-15,494,750.11","-4,524,851.32","-10,618,169.52","-16,678,155.43","-25,057,636.44","-7,632,595.75","-10,237,387.54","-11,591,839.65","-54,644,631.13","-47,168,922.48","-35,100,262.73","-73,203,920.25","-109,207,020.59","5,797,244.50","33,665,227.45","23,971,728.92","-90,210,190.36","-4,091,312.19","-12,542,877.93","-15,233,396.89","-56,799,505.87","14,190,627.90","-74,791,582.58","-305,812,714.13","-371,734,707.15","-16,566,969.19"
购买商品、接受劳务支付的现金,"161,072,080.01","185,343,085.67","210,413,111.21","80,376,685.36","135,167,425.39","181,856,234.99","46,662,728.74","82,996,448.32","135,179,347.52","187,880,981.56","61,757,382.74","84,637,083.96","120,747,529.33","177,121,267.60","43,695,472.55","87,884,007.35","257,840,279.31","333,788,039.61","60,783,822.78","149,758,639.87","232,999,962.47","349,004,671.48","96,209,334.11","153,441,955.34","244,648,072.47","337,444,965.15","90,062,600.27","198,886,664.51","304,153,336.87","402,113,382.16","94,477,804.63"
吸收投资收到的现金,,"7,040,000.00",,,"267,279,759.28","276,750,000.00",,,,,,,,,"13,312,000.00","13,312,000.00","13,312,000.00","13,312,000.00","1,664,000.00","1,664,000.00","1,664,000.00","1,664,000.00",,,"9,800,000.00","9,800,000.00","1,070,000.00","5,575,000.00","8,025,000.00","7,280,000.00",
