科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,177,379,022.51","1,754,475,503.09","2,415,489,093.77","559,076,090.14","1,345,057,976.64","2,213,075,047.04","2,623,903,844.68","947,202,404.98","2,254,925,476.59","3,558,157,787.52","3,920,461,560.53","1,393,195,295.89","2,908,040,221.93","4,492,941,873.52","5,504,602,489.22","1,664,238,083.29","3,799,620,503.53","5,784,036,594.97","7,168,906,748.04","1,986,302,387.97","4,430,235,637.69","7,072,278,922.51","9,187,373,374.28","2,934,884,537.11","7,232,977,080.75","11,084,789,321.65","13,814,989,209.02","4,548,958,534.19","10,309,132,250.96","17,283,431,333.68","21,060,672,349.23","6,898,337,000.27"
取得子公司及其他营业单位支付的现金净额,,"1,917,413.48",,,,,"16,843,550.07",,,,"1,078,077.54",,"14,116,466.82","16,502,908.09","18,074,032.00",,,,"26,018,027.58","15,412,582.70","3,216,405.04","214,481,848.59","279,839,132.48","65,029,089.69","144,906,479.84","115,438,654.85","331,385,501.22","13,884,893.99","139,719,270.65","322,914,461.46","477,265,066.02","511,075,214.63"
收到的税费返还,,,,,,,,,,,,,,,"57,283.49",,,,,,,,,,,,"346,704.90",,,,"15,441,550.91",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"348,135.20",,,,,,,,"313,700,000.00",,"226,456.18","226,456.18","2,928,658,120.56","812,575.21"
收到其他与经营活动有关的现金,"21,635,681.59","3,053,964.64","7,862,406.24","6,225,815.80","904,810.49","2,044,033.16","4,480,837.38","1,610,437.00","4,772,769.37","5,650,822.79","9,748,073.91","16,971,744.92","14,280,914.46","30,193,023.57","19,539,615.82","1,568,815.74","2,391,865.77","3,234,999.04","157,270,996.60","6,218,571.00","69,919,664.12","55,030,399.26","357,481,783.44","25,622,172.00","169,206,435.18","428,184,106.62","1,862,006,609.21","498,761,937.95","502,952,950.45","781,730,618.40","2,980,635,588.35","427,515,841.20"
投资活动现金流出小计,"43,461,527.89","21,148,667.00","38,000,523.29","1,721,200.11","4,896,132.59","38,463,059.91","45,440,803.44","21,376,865.77","44,384,463.13","87,272,529.75","117,337,299.08","31,583,023.74","62,981,986.48","91,768,971.30","171,171,797.38","42,911,648.95","89,319,320.84","125,923,493.46","1,734,700,676.84","87,001,510.99","1,446,373,020.99","505,249,578.66","1,810,875,440.65","70,329,822.23","233,494,234.20","407,535,612.11","965,605,568.08","198,684,737.19","303,878,739.05","576,946,411.92","3,793,180,447.86","839,607,254.45"
经营活动现金流入小计,"1,199,014,704.10","1,757,529,467.73","2,423,351,500.01","565,301,905.94","1,345,962,787.13","2,215,119,080.20","2,628,384,682.06","948,812,841.98","2,259,698,245.96","3,563,808,610.31","3,930,209,634.44","1,410,167,040.81","2,922,321,136.39","4,523,134,897.09","5,524,199,388.53","1,665,806,899.03","3,802,012,369.30","5,787,271,594.01","7,326,177,744.64","1,992,520,958.97","4,500,155,301.81","7,127,309,321.77","9,544,855,157.72","2,960,506,709.11","7,402,183,515.93","11,512,973,428.27","15,677,342,523.13","5,047,720,472.14","10,812,085,201.41","18,065,161,952.08","24,056,749,488.49","7,325,852,841.47"
投资活动产生的现金流量净额,"-30,867,927.89","-20,894,667.00","-37,978,523.29","-1,721,200.11","-4,896,132.59","-36,255,546.89","-45,381,380.37","-21,376,865.77","-43,877,540.67","-86,765,607.29","-117,287,749.08","-31,336,767.94","-62,932,106.14","-91,652,261.90","-170,877,080.77","-42,792,760.62","-82,250,287.02","-118,723,662.74","-201,853,339.31","-86,206,470.13","-195,367,962.57","-504,219,566.72","-400,314,604.38","-69,716,465.76","-232,808,146.97","-399,839,597.16","-638,634,592.18","-197,455,866.14","-299,157,149.07","-571,007,920.81","-772,760,602.22","-839,068,669.04"
购买商品、接受劳务支付的现金,"1,162,779,924.43","1,575,518,210.06","2,221,982,858.40","793,323,690.80","1,586,939,234.55","2,511,009,846.66","2,924,685,898.64","1,011,047,896.33","2,272,435,339.73","3,674,785,019.89","3,855,404,686.49","1,539,575,586.75","3,033,099,760.20","4,664,823,728.29","5,407,406,835.42","1,987,011,652.91","3,725,613,739.86","5,682,205,828.02","6,842,117,739.58","2,474,858,584.54","4,126,505,021.97","6,996,088,224.39","8,886,660,139.63","3,172,943,654.83","7,115,677,905.08","10,799,167,140.50","13,283,802,351.96","4,621,471,394.80","10,223,107,539.17","17,715,619,966.69","20,755,950,943.48","8,193,844,710.81"
吸收投资收到的现金,"36,000,000.00","77,269,669.52",,,"443,700,000.00","476,000,000.00","476,000,000.00",,,,,"6,987,000.00","6,987,000.00","6,987,000.00","592,403,436.00",,"4,500,000.00","4,500,000.00","4,500,000.00","1,178,590,323.18","1,188,200,323.18","1,246,211,323.18","1,278,985,400.00","187,745,100.00","217,165,100.00","3,312,095,403.14","3,321,537,428.16","73,597,248.00","124,438,457.06","243,661,449.99","314,882,094.20","76,301,283.00"
