科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"369,633,849.57","495,882,277.29","1,274,189,053.45","695,535,983.43","957,491,312.91","1,360,142,347.69","285,152,726.21","462,970,466.95","948,889,337.96","1,234,394,903.36","304,340,622.38","573,133,408.07","956,049,879.92","1,374,830,640.58","365,130,416.26","749,883,849.50","1,210,881,587.77","2,180,356,461.04","701,817,331.85","1,308,210,815.76","1,697,337,605.03","2,659,736,028.11","1,065,382,357.83","1,597,686,783.92","2,022,809,676.07","3,671,161,151.66","597,298,116.98","1,344,975,057.13","2,145,144,024.28","3,628,511,915.43","664,056,658.78","1,614,180,531.17"
取得子公司及其他营业单位支付的现金净额,,"20,000,000.00",,,,"7,257,930.71",,,,,,,,,,,,"103,113,941.05",,"42,399,283.26","42,399,283.26","2,713,152.57",,"48,990,396.50","48,990,396.50","67,429,371.10",,"1,306,768.86","1,306,768.86","1,306,768.86",,
收到的税费返还,"46,286,548.54","48,326,388.82","118,310,059.06","62,287,399.62","96,678,746.27","132,363,519.37","25,635,800.34","52,269,130.13","69,228,570.68","111,821,856.07","19,971,138.47","63,991,950.81","83,461,071.44","106,212,309.79","20,283,966.11","56,598,780.84","88,051,827.06","121,374,080.05","19,928,080.05","59,583,248.13","96,355,641.52","143,614,755.11","34,237,022.96","107,378,067.80","131,823,280.11","189,716,715.98","65,867,009.28","113,406,111.19","174,843,023.04","228,651,114.02","75,589,056.74","156,554,311.28"
支付其他与投资活动有关的现金,,"8,000,000.00","54,986,339.40","1,764,231.24","3,768,389.00","9,412,190.00",,,,"55,030,000.00",,,,,,,"9,000,000.00","709,487,312.64","60,557,482.30","60,200,000.00","60,219,196.15",,"145,000,000.00",,,"73,400,000.00",,,,"130,162,550.12","377,664.00",
收到其他与经营活动有关的现金,"92,618,267.96","121,284,401.13","32,372,935.29","26,219,622.88","46,508,316.72","50,236,793.76","106,235,985.10","127,228,212.74","384,748,281.51","40,851,770.82","182,403,263.03","152,202,277.67","196,433,730.67","195,074,379.68","29,896,088.77","63,881,607.42","134,913,444.86","84,073,142.07","23,999,154.51","130,508,665.14","279,496,749.99","91,757,132.49","7,861,608.80","177,331,089.91","227,057,449.86","599,047,823.93","40,389,790.98","52,700,657.67","126,135,677.21","280,146,058.69","60,917,003.47","204,976,963.81"
投资活动现金流出小计,"39,495,472.63","84,107,757.16","259,629,693.55","365,217,356.73","389,173,965.91","586,616,153.47","68,315,041.10","186,405,103.28","321,212,081.79","767,257,182.96","72,452,081.00","374,910,434.61","528,169,430.59","443,754,258.71","26,059,198.58","226,048,361.32","431,054,476.04","1,630,006,303.36","181,515,967.01","597,281,357.09","1,237,133,138.01","1,561,823,287.24","979,493,084.32","2,170,441,713.12","2,469,879,970.08","2,977,917,413.69","420,371,142.60","844,925,857.16","1,187,170,224.99","1,396,130,389.07","855,258,104.57","1,336,064,050.87"
经营活动现金流入小计,"508,538,666.07","665,493,067.24","1,424,872,047.80","784,043,005.93","1,100,678,375.90","1,542,742,660.82","417,024,511.65","642,467,809.82","1,402,866,190.15","1,387,068,530.25","506,715,023.88","789,327,636.55","1,235,944,682.03","1,676,117,330.05","415,310,471.14","870,364,237.76","1,433,846,859.69","2,385,803,683.16","745,744,566.41","1,498,302,729.03","2,073,189,996.54","2,895,107,915.71","1,107,480,989.59","1,882,395,941.63","2,381,690,406.04","4,459,925,691.57","703,554,917.24","1,511,081,825.99","2,446,122,724.53","4,137,309,088.14","800,562,718.99","1,975,711,806.26"
投资活动产生的现金流量净额,"-39,495,472.63","-74,662,396.73","-256,108,099.13","-225,047,024.68","-249,051,465.91","-401,183,556.84","-57,890,876.17","-180,298,860.35","-320,851,520.31","-758,985,291.95","-71,942,081.00","-374,018,204.47","-527,168,525.72","-386,828,412.34","-26,059,198.58","-225,861,422.10","-430,512,796.31","-1,615,109,206.20","-181,590,172.21","-597,273,967.04","-1,226,222,298.73","-1,290,764,040.36","-977,639,084.32","-2,169,098,317.59","-2,468,113,698.30","-2,523,564,707.82","-420,231,938.84","-809,953,658.40","-1,063,202,762.14","-1,210,304,528.22","-471,039,806.17","-978,274,385.41"
购买商品、接受劳务支付的现金,"355,532,979.25","532,664,651.32","1,201,500,304.71","544,863,186.37","941,442,967.58","1,438,597,940.99","550,574,944.63","566,208,391.41","1,112,414,004.38","741,335,556.83","329,873,830.99","323,626,312.04","547,324,005.00","1,521,048,967.81","252,392,771.23","683,398,127.50","1,092,893,742.44","2,070,883,348.91","1,011,223,783.83","1,404,813,965.73","1,727,702,356.01","2,067,975,683.23","1,362,742,834.08","1,881,310,439.61","2,257,584,451.13","3,344,077,405.01","433,665,538.33","1,091,699,017.67","1,715,933,727.33","2,245,142,935.62","677,440,203.55","1,363,923,036.09"
吸收投资收到的现金,"26,167,699.29","80,000,000.00","164,852,948.00",,"768,000,000.00","783,400,557.37","14,600,000.00","24,600,000.00","24,600,000.00","24,600,000.00",,"26,000,000.00","30,400,000.00","26,000,000.00","5,700,000.00","5,700,000.00","980,700,000.00","985,526,300.00",,,,"521,000.00","3,782,539,311.00","3,782,539,311.00","3,782,539,311.00","3,782,539,311.00","7,880,000.00","20,680,000.00","20,680,000.00","32,607,500.00",,"26,952,000.00"
