科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"534,812,906.59","717,199,008.29","731,455,564.94","148,564,530.30","363,774,578.64","588,673,282.92","860,829,175.41","181,491,074.32","406,056,468.79","602,792,710.65","796,872,232.49","159,096,766.64","322,000,022.39","477,344,787.52","676,076,667.27","171,234,740.13"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"38,301,487.24","38,301,487.24","42,940,095.45",
收到的税费返还,"311,020.69","95,641.61","16,645,984.12","288,020.00","650,158.16","1,111,048.03","3,407,533.56","145,857.55","122,675.55","1,722,964.71","369,711.90",,"54,351.23","3,509,417.77","6,084,571.45","312,402.32"
支付其他与投资活动有关的现金,,,"1,258,634.80",,,,,,,,,,,,"11,620,714.26",
收到其他与经营活动有关的现金,"10,648,266.41","9,564,353.77","14,262,099.91","2,069,782.27","6,045,218.93","10,270,962.94","16,891,056.01","3,506,431.86","8,816,386.58","22,863,087.35","16,148,222.78","3,198,821.65","13,355,595.82","25,504,399.32","28,891,664.72","4,576,354.57"
投资活动现金流出小计,"117,004,086.54","282,549,737.89","168,306,869.88","81,452,332.23","86,690,319.97","745,123,086.38","1,492,647,471.57","744,906,544.60","1,458,584,448.78","2,186,772,197.97","2,997,563,747.74","951,219,357.44","1,586,644,723.51","1,738,779,486.77","2,383,376,065.15","363,632,897.99"
经营活动现金流入小计,"545,772,193.69","726,859,003.67","762,363,648.97","150,922,332.57","370,469,955.73","600,055,293.89","881,127,764.98","185,143,363.73","414,995,530.92","627,378,762.71","813,390,167.17","162,295,588.29","335,409,969.44","506,358,604.61","711,052,903.44","176,123,497.02"
投资活动产生的现金流量净额,"-26,481,226.32","-27,589,390.37","-43,009,935.69","-46,390,019.45","-50,086,663.00","-687,159,969.28","-763,413,175.78","-18,940,085.68","-154,999,222.73","-103,731,523.29","-106,587,822.76","-52,754,214.27","297,199,444.38","576,580,067.88","246,649,975.72","-2,090,487.60"
购买商品、接受劳务支付的现金,"241,182,722.99","335,238,154.15","385,520,108.53","100,374,403.00","210,473,147.52","319,114,512.71","432,455,108.54","105,544,031.70","196,928,387.12","300,588,604.09","390,299,871.06","87,844,654.50","193,152,160.90","324,031,866.84","422,840,914.72","130,777,450.42"
吸收投资收到的现金,,,,,"676,402,500.00","676,402,500.00","676,402,500.00",,,,,"7,686,275.00","7,686,275.00","8,186,275.00","8,886,275.00","150,000.00"
支付给职工以及为职工支付的现金,"67,651,266.77","86,897,188.45","109,943,176.62","36,821,700.86","58,455,231.31","81,700,996.74","114,854,979.41","37,930,145.54","67,210,320.04","85,002,927.62","117,722,886.84","40,163,677.92","67,552,356.10","97,564,156.67","145,200,161.62","51,877,233.54"
取得借款收到的现金,,,,,,,,,,,,,,,,
支付的各项税费,"44,090,759.06","74,328,693.70","83,944,982.49","22,977,395.01","40,258,228.94","63,711,343.83","79,071,396.28","31,668,596.56","59,728,126.68","84,736,279.84","102,726,414.51","20,338,448.77","51,687,405.35","87,861,255.56","85,590,788.24","32,720,652.72"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"39,328,212.45","52,043,167.88","65,644,330.34","8,979,188.55","26,270,467.49","49,213,685.14","64,014,055.08","13,497,311.72","29,176,894.08","51,044,577.64","70,922,527.30","18,869,458.38","32,980,295.35","49,106,009.10","80,663,123.95","15,286,639.66"
筹资活动现金流入小计,,,,,"676,402,500.00","676,402,500.00","676,402,500.00",,,,,"7,686,275.00","7,686,275.00","8,186,275.00","8,886,275.00","150,000.00"
经营活动现金流出小计,"392,252,961.27","548,507,204.18","645,052,597.98","169,152,687.42","335,457,075.26","513,740,538.42","690,395,539.31","188,640,085.52","353,043,727.92","521,372,389.19","681,671,699.71","167,216,239.57","345,372,217.70","558,563,288.17","734,294,988.53","230,661,976.34"
偿还债务支付的现金,"30,000,000.00",,,,,,,,,,,,,,"266,739.05",
经营活动产生的现金流量净额,"153,519,232.42","178,351,799.49","117,311,050.99","-18,230,354.85","35,012,880.47","86,314,755.47","190,732,225.67","-3,496,721.79","61,951,803.00","106,006,373.52","131,718,467.46","-4,920,651.28","-9,962,248.26","-52,204,683.56","-23,242,085.09","-54,538,479.32"
分配股利、利润或偿还利息支付的现金,"423,914.53","12,565,000.00","96,187,500.00",,,,,,"63,974,764.96","121,500,000.00","121,500,000.00",,,"270,000,000.00","270,017,477.80",
收回投资收到的现金,"90,000,000.00","248,000,000.00","121,000,000.00","35,000,000.00","35,000,000.00","56,000,000.00","724,000,000.00","720,000,000.00","1,292,000,000.00","2,062,000,000.00","2,860,000,000.00","888,000,000.00","1,864,000,000.00","2,295,000,000.00","2,609,000,000.00","358,000,000.00"
支付其他与筹资活动有关的现金,,,,,"1,942,500.00","4,832,500.00","6,542,500.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,
取得投资收益收到的现金,"511,835.61","2,044,931.16","1,797,395.88","62,312.78","100,979.45","217,909.59","3,479,858.95","5,966,458.92","11,585,226.05","21,040,674.68","30,975,510.98","10,465,143.17","19,844,167.89","20,359,554.65","21,025,408.39","3,542,410.39"
筹资活动现金流出小计,"30,423,914.53","12,565,000.00","96,187,500.00",,"1,942,500.00","4,832,500.00","6,542,500.00","4,000,000.00","67,974,764.96","125,500,000.00","125,500,000.00",,,"270,000,000.00","270,284,216.85",
处置固定资产、无形资产和其他长期资产收回的现金净额,"11,024.61","3,919,416.36","1,503,538.31",,"1,502,677.52","1,745,207.51","1,754,436.84",,,,414.00,,,,632.48,
筹资活动产生的现金流量净额,"-30,423,914.53","-12,565,000.00","-96,187,500.00",,"674,460,000.00","671,570,000.00","669,860,000.00","-4,000,000.00","-67,974,764.96","-125,500,000.00","-125,500,000.00","7,686,275.00","7,686,275.00","-261,813,725.00","-261,397,941.85","150,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-699,967.99","88,323.18","531,690.81","-100,717.04","367,118.59","497,508.13","1,353,638.63","-197,939.35","-1,041,807.81","-1,955,966.64","-3,013,657.41","-2,140,347.97","1,280,594.68","3,765,021.73","4,605,311.45","-1,162,605.69"
收到其他与投资活动有关的现金,,"996,000.00","996,000.00",,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"90,522,860.22","254,960,347.52","125,296,934.19","35,062,312.78","36,603,656.97","57,963,117.10","729,234,295.79","725,966,458.92","1,303,585,226.05","2,083,040,674.68","2,890,975,924.98","898,465,143.17","1,883,844,167.89","2,315,359,554.65","2,630,026,040.87","361,542,410.39"
五、现金及现金等价物净增加额,"95,914,123.58","138,285,732.30","-21,354,693.89","-64,721,091.34","659,753,336.06","71,222,294.32","98,532,688.52","-26,634,746.82","-162,063,992.50","-125,181,116.41","-103,383,012.71","-52,128,938.52","296,204,065.80","266,326,681.05","-33,384,739.77","-57,641,572.61"
购建固定资产、无形资产和其他长期资产支付的现金,"27,004,086.54","34,549,737.89","46,048,235.08","19,452,332.23","24,690,319.97","31,123,086.38","35,647,471.57","17,506,544.60","19,184,448.78","26,872,197.97","39,663,747.74","38,719,357.44","77,843,236.27","117,877,999.53","141,315,255.44","22,587,897.99"
期初现金及现金等价物余额,"48,251,928.76","144,166,052.34","282,451,784.64","261,097,090.75","261,097,090.75","261,097,090.75","261,097,090.75","359,629,779.27","359,629,779.27","359,629,779.27","359,629,779.27","256,246,766.56","256,246,766.56","256,246,766.56","256,246,766.56","240,667,118.55"
投资支付的现金,"90,000,000.00","248,000,000.00","121,000,000.00","62,000,000.00","62,000,000.00","714,000,000.00","1,457,000,000.00","727,400,000.00","1,439,400,000.00","2,159,900,000.00","2,957,900,000.00","912,500,000.00","1,470,500,000.00","1,582,600,000.00","2,187,500,000.00","341,045,000.00"
期末现金及现金等价物余额,"144,166,052.34","282,451,784.64","261,097,090.75","196,375,999.41","920,850,426.81","332,319,385.07","359,629,779.27","332,995,032.45","197,565,786.77","234,448,662.86","256,246,766.56","204,117,828.04","552,450,832.36","522,573,447.61","222,862,026.79","183,025,545.94"
