科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"52,147,035.60","186,125,221.63","192,981,207.35","1,486,703,219.28","1,449,147,880.05","1,392,368,018.02","1,385,174,707.27","1,338,845,442.41","1,168,664,049.12","1,132,337,349.23","1,183,988,666.40","1,151,873,556.44","1,132,808,021.39","1,176,307,729.10","1,212,234,792.22","1,232,230,066.83","1,203,564,856.98","993,897,414.85","1,014,830,109.81","418,455,787.08","141,038,888.50","157,764,600.55","179,861,004.31","203,774,379.05","344,348,331.30","392,777,969.31","521,363,359.22","460,574,967.51","738,460,334.12","812,348,680.53","856,259,324.02","540,677,939.97"
短期借款,,,,,,,,,,,,,,,"200,000.00",,,,,,,,,,,,,,,,,
交易性金融资产,"35,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,"40,153,422.92","34,807,773.20","31,339,102.61","41,333,810.93","67,733,758.59","32,508,996.48","27,787,587.13","38,334,425.58","55,419,460.39","47,435,588.55","47,206,567.03","60,813,983.61","78,291,740.55","64,776,411.46","51,323,741.56","52,557,041.70","60,208,157.58","52,776,698.22","52,294,257.93","59,496,153.60","73,929,365.15","57,757,993.45","38,273,777.02","45,664,097.93","61,168,713.77","55,080,099.47","41,833,329.55","40,598,492.08","52,148,818.07","50,302,171.41"
应付票据,,,"70,951,356.00","43,246,007.31","36,965,194.90","44,477,552.90","59,454,229.40","44,674,510.50","33,319,843.90","61,826,013.00","72,680,131.00","43,063,000.00","37,960,000.00","51,680,000.00","43,450,000.00","34,690,000.00","35,415,000.00","56,550,861.10","61,505,861.10","42,250,000.00","43,585,053.16","48,855,053.16","50,246,921.00","59,457,972.81","61,373,089.50","51,878,412.25","46,382,917.26","53,628,417.93","58,026,044.19","58,417,868.15","64,273,888.00","73,632,136.12"
应收账款,"13,429,477.72","49,283,941.24","74,350,847.13","127,977,482.14","143,694,244.39","164,303,856.87","99,124,547.87","152,783,288.03","172,184,856.76","193,069,952.58","126,838,691.64","171,924,572.90","209,208,415.63","169,354,973.54","140,337,221.73","146,710,106.21","193,479,266.02","171,300,049.20","115,943,800.94","130,071,488.62","159,245,192.73","141,511,433.67","118,625,392.63","130,905,112.47","153,095,012.11","130,496,602.82","108,273,446.34","128,776,737.00","151,087,494.53","115,504,915.97","104,685,624.93","105,759,318.82"
应付账款,"55,544,455.62","52,490,472.59","103,706,440.00","125,308,640.56","144,687,347.25","141,867,181.11","116,070,400.06","109,765,672.05","149,463,038.69","135,167,613.72","117,678,775.62","112,387,144.78","147,229,950.22","106,077,013.21","107,478,417.57","113,636,898.80","176,878,898.63","119,412,738.38","92,219,179.44","107,339,264.74","92,858,020.76","86,695,584.66","101,515,589.79","107,782,276.70","102,056,686.94","94,696,113.43","140,806,708.49","120,470,932.48","128,288,806.89","123,475,418.17","148,372,794.41","125,503,057.71"
预付款项,"62,507.89","304,346.48","13,269,485.32","33,922,851.28","62,980,759.51","41,388,768.91","30,159,486.34","58,827,973.02","82,009,867.93","70,145,398.28","52,318,566.14","10,197,562.73","8,314,435.86","9,765,436.52","8,917,970.28","15,730,275.07","27,806,535.03","16,759,420.73","25,715,587.18","28,747,304.11","11,432,293.99","19,664,051.47","30,264,462.84","19,879,487.43","10,629,822.73","11,272,706.23","2,627,808.67","4,568,167.15","10,384,822.84","13,683,986.32","3,339,905.69","6,643,267.47"
预收款项,"12,901,260.49","4,205,129.83","12,950,386.56","12,245,723.99","11,711,641.57","16,916,290.58","14,584,663.22","13,798,821.48","16,560,649.99","17,435,335.62","14,298,062.53","17,261,234.63","18,337,542.28","21,851,612.28","27,828,891.45","19,654,317.01","17,715,619.70","15,173,438.67","13,444,573.64","18,789,362.03","18,702,328.71","20,667,553.50","14,746,361.26","19,541,935.52","22,358,191.02","23,386,494.13","22,476,958.16","22,537,658.76","20,579,216.50","19,603,541.31","18,290,124.84","23,722,944.97"
