科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"28,487,326.76","38,742,700.04","72,583,510.12","63,116,087.32","430,810,788.19","432,745,981.51","395,453,765.36","359,227,414.50","318,128,698.36","326,568,217.04","322,750,694.90","281,560,242.24","273,373,038.67","283,523,750.11","279,665,477.73","260,730,552.27","245,216,081.37","267,891,718.73","234,636,561.00","222,481,211.37","284,151,801.80","259,754,105.13","252,456,481.16","217,279,278.95","227,795,387.69","397,692,990.70","325,305,310.84","272,753,197.19","293,662,269.36","329,591,962.67","250,072,846.38","505,263,320.24","508,220,024.82","638,234,524.00","521,422,304.56","475,115,380.77","1,390,134,031.92","1,230,730,342.74","1,194,008,058.15"
短期借款,"22,000,000.00","10,000,000.00","20,000,000.00","23,067,000.00","2,240,000.00","2,240,000.00","2,240,000.00","2,240,000.00",,,,,"10,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","18,000,000.00",,,,,,"19,600,000.00","29,000,000.00","29,000,000.00","29,000,000.00","39,400,000.00","30,000,000.00","48,000,000.00","81,000,000.00","68,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","118,000,000.00","143,000,000.00","170,000,000.00","296,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00",,,,,,,,"25,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"4,503,553.23","2,883,149.58","20,967,198.33","10,847,307.42","11,741,891.09","19,190,361.51","20,142,559.03","20,298,622.44","6,664,216.90","19,403,934.28","13,116,495.70","21,475,374.02","38,027,005.87","48,897,476.00","33,504,863.59","33,754,880.67","36,370,467.58","39,207,047.25","54,854,704.88","49,805,528.00","72,274,407.43","68,983,660.27","60,424,331.55","47,698,743.12","90,365,259.38","103,049,230.73","109,829,563.25","129,920,326.93","107,939,063.22","213,395,646.50","226,036,957.38","166,335,214.42","105,582,449.34","107,292,722.51","130,904,206.30","103,479,094.69","117,560,659.12","228,803,106.42","224,477,339.15"
应付票据,"10,685,647.72","9,860,000.00","38,082,225.39","47,300,197.07","44,474,712.16","47,219,437.79","45,284,954.21","31,402,101.50","19,918,517.14","22,656,671.40","21,059,831.89","31,306,309.16","33,340,584.85","25,225,143.95","20,626,413.66","19,019,936.81","25,935,325.80","38,207,318.49","40,303,794.58","41,678,876.65","57,778,995.40","48,775,472.35","24,598,558.78","21,502,957.27","32,477,122.02","57,559,444.75","61,217,574.75","93,456,894.18","114,948,580.56","116,169,101.13","145,113,421.55","146,103,957.42","109,383,190.30","113,715,711.79","166,058,030.11","176,465,647.74",,"162,036,568.16",
应收账款,"117,916,079.35","106,190,567.09","132,558,128.27","177,538,556.98","185,824,993.25","174,091,885.21","208,401,774.12","234,285,107.96","252,242,328.88","228,936,805.47","226,343,015.53","246,398,215.74","251,812,593.00","225,284,495.29","224,867,198.90","259,965,749.03","269,255,131.90","228,383,374.26","226,145,122.99","248,663,350.00","328,024,891.25","336,126,914.85","367,706,008.00","405,999,604.74","439,753,859.12","508,081,786.60","527,605,835.12","577,180,355.24","615,554,226.34","522,919,642.50","521,229,252.94","576,216,229.72","583,852,666.66","499,243,210.30","647,858,270.38","742,794,581.32","715,383,080.58","776,703,538.94","857,942,737.84"
应付账款,"152,634,373.48","144,285,696.51","173,512,778.12","156,665,567.51","135,728,561.28","116,929,569.72","129,771,665.43","152,428,721.89","150,102,096.65","149,026,902.63","142,831,632.44","143,813,171.25","132,554,783.95","102,413,364.84","100,132,372.27","126,105,172.61","133,833,684.45","120,270,999.95","115,251,210.23","116,553,921.88","140,188,569.61","148,311,782.81","158,939,291.11","172,485,014.65","210,681,904.00","253,193,861.82","275,806,256.04","265,168,768.69","269,638,884.59","325,315,565.89","238,350,662.46","214,958,610.54","236,335,351.78","303,593,425.99","342,025,526.89","379,691,007.73",,"469,870,838.66",
预付款项,"1,896,245.04","3,259,131.94","2,092,184.45","1,305,099.13","2,761,971.57","2,780,362.26","6,160,882.04","6,942,356.64","4,524,445.54","4,895,948.68","4,064,786.45","2,421,709.28","2,659,172.28","1,937,109.81","3,102,819.93","5,130,072.36","3,983,834.35","880,173.88","1,581,900.84","5,003,102.60","10,475,899.03","5,196,439.18","26,066,301.56","12,810,864.84","30,804,809.50","19,649,470.27","18,582,379.10","34,523,813.31","37,733,400.82","14,696,353.79","19,596,948.02","26,948,833.11","40,897,791.28","16,886,013.30","17,155,293.79","13,746,788.35","24,169,326.58","19,075,783.22","28,437,036.65"
预收款项,"4,095,110.62","3,259,617.59","3,801,326.85","7,936,022.80","7,237,343.11","4,802,569.53","3,393,835.95","3,069,933.98","3,310,408.90","580,692.63","1,248,286.97","2,513,608.08","3,940,988.78","2,326,761.24","2,401,554.40","1,223,190.81","1,162,418.31","941,129.05","1,520,037.48","1,042,758.06","1,997,978.25","2,956,659.14","2,405,368.33","3,064,195.05","2,798,919.27","4,019,284.13","5,912,995.66","4,615,495.38","5,117,628.75","3,068,483.67","3,188,558.02","7,300,027.02","10,076,646.10","4,714,230.76","5,167,047.30","6,995,462.32","13,554,279.84","8,023,687.85","5,421,092.67"
