科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"161,938,836.15","150,182,563.68","232,040,981.26","230,625,291.37","234,129,811.37","243,815,995.55","883,748,214.29","312,647,220.52","265,118,697.85","954,259,422.25","486,786,678.90"
短期借款,"80,000,000.00","148,000,000.00","138,000,000.00","77,500,000.00","77,500,000.00","77,500,000.00",,,,,
交易性金融资产,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,
应收票据,"51,084,928.00","23,570,962.71","34,871,774.23","63,128,000.00","54,310,100.00","15,088,800.00","32,270,000.00","2,000,000.00","66,997,000.00","78,079,473.37","90,837,000.00"
应付票据,"59,300,000.00","134,200,000.00","172,000,000.00","140,800,000.00","140,000,000.00","115,800,000.00","123,200,000.00","199,200,000.00","148,400,000.00","162,500,000.00","152,800,000.00"
应收账款,"293,592,228.00","336,984,932.09","376,340,667.77","306,066,086.96","265,219,228.56","454,399,018.99","337,487,351.43","455,260,498.07","506,278,023.36","480,112,057.04","367,568,607.45"
应付账款,"619,394,419.26","694,693,660.35","685,856,905.34","722,150,763.43","755,068,682.65","966,522,894.52","858,162,049.59","886,122,333.17","980,415,368.62","1,124,238,531.29","1,116,947,573.08"
预付款项,"10,137,555.05","15,732,455.18","18,797,146.64","20,002,145.18","23,262,375.82","25,992,990.58","38,028,050.77","43,254,920.79","36,663,902.53","38,945,733.40","34,742,926.17"
预收款项,"919,730.67","17,505,738.89","13,122,995.50","16,475,248.05","14,758,602.11","7,118,127.55","60,741,104.44","8,986,340.55","51,331,367.98","16,524,938.32","65,322,871.97"
其他应收款,"1,227,979.15","3,189,261.94","3,272,097.45","3,277,643.55","2,634,706.40","3,653,034.45","5,223,673.61","3,378,801.98","4,331,678.68","4,331,030.93","4,015,553.29"
应付职工薪酬,"18,501,132.19","22,598,746.57","25,168,231.69","19,215,300.54","25,273,522.72","47,810,158.65","21,699,264.45","26,036,315.52","35,809,009.31","56,705,441.78","22,357,884.92"
应收关联公司款,,,,,,,,,,,
应交税费,"20,928,458.44","20,459,569.05","41,554,939.56","30,464,817.43","34,055,377.49","22,295,395.64","1,721,656.06","16,870,711.09","8,162,569.27","11,059,944.91","11,293,275.59"
应收利息,,,,,,,,"6,658,777.78","12,250,775.56",,"3,731,444.00"
应付利息,,,,,,,,,,,
应收股利,,,,,,,,,,,
应付股利,,,,"60,000,000.00",,,,,,,
存货,"496,213,988.92","614,043,744.40","554,478,649.29","571,548,982.99","658,050,693.19","695,952,586.47","939,854,558.57","925,376,868.80","984,110,595.24","1,006,618,481.40","1,220,224,391.59"
其他应付款,"2,118,991.71","821,792.29","720,910.56","625,177.68","968,214.78","782,264.93","1,522,325.10","735,558.09","714,444.24","1,039,572.17","758,009.72"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"1,200,000.00","1,000,000.00"
一年内到期的非流动负债,,,,,,,,,,,
其他流动资产,"24,100,138.02","66,451,098.56","63,385,654.49","58,289,300.65","58,410,611.28","87,666,146.93","324,605,278.31","785,061,709.11","738,292,362.47","130,072,053.33","529,559,718.68"
其他流动负债,,,,,,,,,,,
流动资产合计,"1,038,295,653.29","1,210,155,018.56","1,283,186,971.13","1,252,937,450.70","1,296,017,526.62","1,526,568,572.97","2,561,217,126.98","2,533,638,797.05","2,614,043,035.69","2,693,618,251.72","2,738,466,320.08"
流动负债合计,"801,162,732.27","1,038,279,507.15","1,076,423,982.65","1,067,231,307.13","1,047,624,399.75","1,237,828,841.29","1,067,046,399.64","1,137,951,258.42","1,224,832,759.42","1,372,068,428.47","1,369,479,615.28"
可供出售金融资产,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00"
长期借款,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"19,250,000.00"
专项应付款,,,,,,,,,,,
投资性房地产,,,,,,,,,,,
预计负债,,,,,,,,,,,
固定资产,"246,933,111.50","460,045,298.42","573,705,768.15","622,944,548.64","661,834,177.51","802,126,081.56","798,828,743.44","795,042,566.83","853,878,219.94","912,147,813.35","954,432,518.99"
递延所得税负债,,,,,,,,,,,
在建工程,"62,871,066.72","73,573,154.24","164,405,633.20","192,268,352.72","167,616,201.38","77,669,630.03","83,520,963.68","115,848,658.50","79,282,149.95","176,839,307.92","142,389,303.07"
其他非流动负债,,,,,,,,,,,
工程物资,,,,,,,,,,,
非流动负债合计,"2,000,000.00","1,800,000.00","4,532,035.79","4,394,275.79","6,758,416.63","6,595,271.34","6,434,707.17","6,744,873.01","6,572,238.85","9,484,160.85","9,234,956.70"
固定资产清理,,,,,,,,,,,
负债合计,"803,162,732.27","1,040,079,507.15","1,080,956,018.44","1,071,625,582.92","1,054,382,816.38","1,244,424,112.63","1,073,481,106.81","1,144,696,131.43","1,231,404,998.27","1,381,552,589.32","1,378,714,571.98"
生产性生物资产,,,,,,,,,,,
实收资本(或股本),"120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00"
油气资产,,,,,,,,,,,
资本公积,"411,379,490.52","411,379,490.52","411,379,490.52","411,379,490.52","411,379,490.52","411,379,490.52","1,526,438,104.93","1,526,438,104.93","1,526,438,104.93","1,526,438,104.93","1,526,438,104.93"
无形资产,"55,268,953.08","63,001,633.50","62,533,481.76","62,395,496.95","61,969,911.76","62,741,728.40","69,910,769.60","86,996,112.40","86,663,471.12","88,166,670.52","88,171,731.62"
