科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"53,797,036.28","80,591,846.35","106,629,073.49","65,865,481.55","1,138,899,811.57","993,767,009.84","923,778,473.63","861,621,280.91","762,162,343.98","716,064,528.52","672,880,662.55","660,946,880.17","654,772,196.98","631,126,884.40","660,168,742.26","405,936,035.93","332,883,710.62","227,146,134.37","180,326,186.74","271,394,852.81","204,036,510.80","198,974,007.01","309,922,409.63","453,763,860.04","343,630,991.33","343,670,718.48","407,141,328.62","363,914,428.75","406,637,908.37","563,760,375.05","396,941,043.34","380,378,394.34","639,999,917.42","563,902,642.62"
短期借款,"33,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"53,871,912.40","47,328,494.62","64,566,471.20","87,098,452.86","126,658,862.51","146,576,844.51","149,757,683.37","114,972,333.99","176,548,833.04","182,747,686.50","171,446,264.94","145,427,260.67","170,362,296.83","141,761,098.83","138,542,563.48","149,898,148.70","199,192,736.69","158,950,177.57","251,773,173.44","241,573,910.47","306,113,525.49","210,231,029.21","208,789,771.33","224,523,357.81","259,026,380.14","146,031,551.12","185,433,378.09","216,315,351.92","243,179,631.50","218,065,900.42","277,896,072.84","221,831,135.41","268,597,638.08","245,042,324.43"
应付票据,,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,"18,190,000.00","37,225,000.00","28,005,000.00","22,050,000.00","31,658,092.52","30,724,092.52","26,146,000.00","17,886,000.00","13,136,000.00","20,360,000.00","22,760,000.00","22,650,000.00"
应收账款,"99,720,658.90","101,160,575.70","137,815,062.81","187,002,386.06","174,498,412.21","227,243,572.59","200,484,815.40","309,443,238.64","302,967,558.08","371,757,732.68","260,973,482.27","363,755,555.63","342,333,690.99","340,807,264.78","294,697,407.60","345,478,000.51","368,881,189.17","305,973,756.52","316,714,165.68","366,984,376.14","353,453,238.04","404,206,792.28","369,522,581.15","394,012,527.50","398,371,419.19","478,143,378.54","355,229,556.42","418,987,403.76","434,778,357.24","447,381,516.96","323,614,540.73","433,098,235.56","465,480,238.06","498,732,082.59"
应付账款,"134,175,389.67","108,588,977.64","91,114,389.60","91,574,486.06","82,502,905.34","77,542,929.32","110,456,865.36","83,991,297.28","111,294,748.62","153,173,204.14","93,773,734.23","90,071,871.13","107,515,496.03","82,213,835.31","128,433,450.19","162,225,681.48","185,226,031.08","119,748,643.45","209,113,295.61","188,540,189.55","154,311,254.60","154,209,135.55","199,481,162.38","139,736,146.21","204,977,716.80","124,659,269.99","209,293,796.88","211,515,277.59","200,979,851.25","221,746,459.09","199,034,916.12","219,090,480.32","290,708,537.02","276,809,953.15"
预付款项,"54,648,480.19","52,871,540.00","51,952,321.83","71,354,868.01","70,923,313.55","129,847,810.44","100,290,822.94","65,651,127.76","122,706,168.94","145,984,048.06","199,637,571.64","172,014,415.10","174,693,834.46","162,976,634.40","140,156,115.15","155,558,667.38","151,440,689.43","197,837,966.33","232,604,097.85","220,371,353.09","141,863,413.59","192,474,725.58","56,570,390.40","56,545,151.71","64,236,175.73","61,958,795.14","32,057,552.98","25,033,377.73","18,303,222.95","28,674,672.89","38,422,849.59","40,362,422.06","53,052,352.85","51,501,336.12"
预收款项,"2,978,944.65","1,266,604.96","1,166,153.51","3,310,093.24","10,024,444.13","2,822,207.96","1,545,129.83","3,339,640.98","2,313,404.86","1,947,743.64","4,444,798.16","2,456,386.50","5,232,581.58","4,819,879.75","4,200,867.86","4,012,003.79","5,611,391.44","5,049,282.95","3,284,713.25","4,269,107.27","3,796,216.60","4,024,783.60","6,011,260.05","5,104,744.23","7,820,329.80","6,964,002.69","8,350,129.53","7,808,843.54","6,544,069.59","5,489,887.39","6,951,234.97","5,854,502.84","19,387,625.48","7,205,009.52"
