科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"2,911,621.56","20,441,864.56","42,748,573.07","26,124,603.67","19,591,563.73","361,406,904.90","347,243,790.90","351,985,940.24","334,964,161.32","291,295,312.47","248,126,794.33","131,312,546.36","95,104,443.30","99,219,027.03","186,819,812.70","86,049,030.54","127,520,787.25","144,533,164.69","62,436,765.64","37,336,283.91","57,733,962.40","175,700,871.38","48,239,597.38","44,178,653.65","86,250,319.02","111,280,640.45","113,766,794.49","83,340,438.16","269,037,696.11","420,694,615.41","289,068,399.01","342,360,406.25","498,343,302.05"
短期借款,"2,481,460.00","8,000,000.00","19,250,000.00","13,200,000.00","26,900,000.00",,,,,,,"30,000,000.00","50,000,000.00","50,000,000.00","38,500,000.00","148,912,058.90","255,618,156.00","188,706,590.00","120,000,000.00","112,305,600.00","72,305,000.00","160,000,000.00","110,000,000.00",,"157,886,174.62","299,067,391.87","289,441,078.08","462,756,358.58","721,735,949.93","681,866,166.34","805,556,537.95","1,140,954,499.26","1,281,853,947.06"
交易性金融资产,,,,,,,,,,,,,,,,,"1,200,000.00","3,000,000.00","12,000,000.00","11,450,550.00","31,903,190.00","50,015,528.77",,"10,000,000.00",,,,,"5,000,000.00",,,,"1,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,050,000.00","3,796,261.20","2,930,000.00","300,000.00","1,195,396.48","443,604.40","120,000.00","430,000.00","706,011.60","1,270,000.00","450,000.00","1,240,586.00","2,127,616.00","1,633,770.00","513,770.00","2,936,000.00","15,499,383.70","3,125,000.00","5,311,358.76","4,195,608.76","241,339.81","271,339.81","37,000.00","23,696,488.82","21,322,011.68","46,542,441.52","64,371,137.37","159,706,631.65","155,188,374.73","254,605,877.22","226,134,430.85","237,156,286.64"
应付票据,,,,,,,,,,,,"4,364,983.00","22,670,755.63","51,244,945.58","50,982,634.72","35,810,918.03","21,658,389.11","7,519,587.46","5,945,081.78","6,385,857.60","82,621,915.77","24,563,464.80","5,509,518.91",,"39,552,586.59",,"48,430,333.24","37,880,000.00","82,400,000.00","49,000,000.00","49,782,935.28","102,839,600.00","253,627,440.24"
应收账款,"24,539,075.48","29,982,265.87","49,015,270.67","62,704,899.34","73,719,067.54","78,196,259.92","61,097,370.96","65,796,849.48","69,352,119.28","78,713,691.36","97,863,180.13","91,076,609.87","157,859,948.75","104,261,696.65","119,196,932.40","101,916,793.04","119,410,825.40","110,990,566.68","113,516,459.08","154,052,344.47","146,408,270.24","133,982,175.89","118,742,993.76","119,190,553.34","664,111,569.91","643,367,997.60","475,947,790.22","693,587,595.29","1,055,316,440.96","1,123,180,800.78","1,030,838,747.75","1,352,662,557.21","1,771,030,019.37"
应付账款,"16,554,066.62","19,170,929.61","34,743,393.02","36,115,428.64","37,276,504.29","49,723,621.53","65,154,261.63","70,678,739.28","63,123,482.68","72,127,897.47","100,499,897.49","122,527,823.76","127,327,766.19","81,119,123.50","154,997,223.17","131,340,052.14","109,688,959.01","133,347,867.48","89,323,966.06","123,386,281.68","96,748,194.31","45,505,052.67","55,597,836.13","41,853,917.05","420,375,612.99","305,479,786.54","321,555,722.68","468,109,009.49","763,134,988.17","684,061,983.00","602,398,203.01","671,458,162.36","861,205,892.48"
预付款项,"332,772.85","258,769.20","1,089,583.01","1,133,977.37","3,518,504.68","4,371,734.53","12,865,029.28","18,999,601.28","15,534,145.97","26,741,746.01","44,421,726.77","40,000,639.64","39,573,542.15","51,848,709.67","154,821,249.29","110,330,713.80","136,814,505.12","54,632,234.93","83,521,713.83","76,391,515.72","53,081,047.46","19,324,416.56","40,534,400.29","34,998,034.34","87,325,833.40","53,036,967.22","67,916,286.08","140,057,767.09","95,613,390.75","94,653,389.07","297,568,005.93","192,661,401.59","263,560,284.94"
预收款项,,"301,843.80","878,256.30","360,148.51","2,306,530.22","1,849,937.35","1,004,699.31","4,182,075.79","5,729,642.19","3,766,869.24","12,897,576.28","10,832,694.37","25,155,084.08","19,959,392.25","10,350,876.83","11,010,376.62","24,177,922.43","8,761,899.46","19,407,097.82","12,940,145.95","27,723,353.04","7,808,024.38","8,232,021.48","10,378,226.08","35,988,374.34","14,336,061.57","45,188,181.51","50,246,105.38","43,606,669.39","91,179,361.97","211,165,132.57","93,821,807.88","69,203,647.83"
其他应收款,"2,038,825.20","5,777,901.66","5,220,258.71","4,876,016.47","5,074,184.01","4,428,176.41","6,185,502.98","1,872,644.92","2,902,706.34","5,476,435.24","12,981,803.41","18,397,918.97","2,734,880.88","27,398,800.03","18,590,189.92","14,535,618.63","5,382,855.10","101,794,457.48","40,011,149.74","7,378,127.00","81,607,509.73","187,603,631.89","212,605,655.54","59,874,173.44","117,705,874.62","75,168,599.33","470,108,709.60","456,085,153.82","456,488,084.90","31,233,340.89","20,232,658.91","20,974,944.53","28,089,502.74"
应付职工薪酬,,,,,,,,,"3,835.73",,"511,235.20","1,261,789.77","661,211.84","2,359,513.41","848,805.69","1,080,957.57","1,237,504.31","4,343,771.72","1,431,930.34","1,570,194.57","3,433,585.27","3,468,478.67","1,098,666.18","1,244,332.20","15,953,849.71","12,227,904.01","4,944,974.40","4,908,857.64","6,526,918.96","17,550,668.39","6,130,888.53","6,187,521.68","8,253,168.20"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"823,516.21","2,069,395.64","3,602,826.76","1,771,382.85","-3,795,050.10","-2,511,568.33","-7,983,746.67","-10,357,207.64","-14,413,631.87","-14,661,991.27","-12,805,503.15","-26,090,830.66","-37,195,920.33","-13,228,854.06","-12,500,498.03","-23,039,925.53","-32,663,082.28","-21,616,038.19","-31,392,089.39","-26,760,388.56","-28,192,266.33","17,883,798.34","19,420,584.73","16,505,608.91","41,140,394.82","47,748,342.27","17,133,117.79","19,239,327.71","25,292,982.15","26,837,820.41","28,144,737.93","30,173,609.24","42,979,849.15"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"221,375.00",,,,,,,,,,,,,,,,"375,827.42","7,562,889.08","444,206.94","444,206.94"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,448,868.08","5,448,868.08",,,,,
应付股利,,,,,,,,,,,,,,,,"4,399,239.42",,,,,"72,225.14","72,225.14","12,214,171.59","10,904,554.20",,,,"6,140,335.24","10,548,056.51","6,140,335.27","7,639,334.12","7,670,605.27","7,670,605.27"
存货,"25,156,129.91","21,769,875.37","32,846,039.58","42,890,643.58","52,640,994.99","70,963,050.13","99,985,712.02","91,271,446.14","88,932,320.73","94,972,909.31","130,195,347.51","172,960,976.26","172,891,544.41","154,580,337.42","151,973,456.94","189,246,374.22","176,098,982.59","199,106,488.98","188,912,931.73","194,637,777.58","148,818,625.50","121,111,084.49","127,806,136.87","125,235,280.38","449,562,779.48","413,617,890.31","413,274,741.58","463,263,138.71","555,516,550.31","702,652,046.33","838,420,801.93","1,011,999,760.37","999,103,190.90"
