科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"237,518,401.69","231,928,454.47","364,035,160.31","227,005,427.89","1,120,055,583.63","1,040,194,906.59","1,250,756,706.21","991,766,174.56","877,032,109.59","955,049,249.13","1,299,957,281.85","1,049,727,341.84","867,621,238.16","1,010,344,371.51","1,411,102,825.48","1,061,512,514.73","1,029,330,182.78","839,681,625.99","1,298,529,312.09","1,020,333,275.93","454,102,076.18","453,423,062.39","1,355,682,206.29","913,871,656.75","544,519,020.52","790,234,591.26","1,888,863,775.38","767,247,064.85","771,511,300.00","1,311,915,449.23","2,001,011,862.33","1,109,518,818.31","730,082,099.65","842,275,403.85","1,731,687,791.98"
短期借款,"259,625,000.00","212,952,000.00","64,694,344.00","103,685,815.92","83,608,935.74","45,974,983.65","90,000,000.00","51,000,000.00","52,684,336.61","121,994,673.01","82,349,760.51","48,329,417.74","120,358,766.58","193,178,882.06","62,123,441.30","56,384,082.84","62,749,815.86","12,050,082.34","11,949,922.35","12,058,118.42","12,305,601.50","12,305,001.90","12,237,992.75","30,710,992.69","18,340,789.52","54,103,177.69","37,513,437.88","25,844,815.26","26,524,786.01","20,033,411.57","20,810,989.83","20,697,900.55","20,323,206.04","19,910,694.54","19,602,599.41"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,108,258.40","4,756,304.80","3,800,000.00","923,600.00","6,744,529.79","400,000.00","4,256,073.64","19,907,530.93","15,973,582.81","76,679,792.04","58,339,882.08","3,192,537.76","3,815,770.76","21,578,947.00","73,327,361.51","104,896,251.25","46,493,263.81","25,479,432.20","199,929,009.00","36,507,075.50","15,889,464.15","39,047,362.36","79,719,613.81","50,824,237.30","70,540,136.44","21,363,871.80","81,974,649.25","48,588,278.49","65,087,110.60","76,092,097.72","160,701,964.10","32,320,779.22","88,301,430.97","115,790,198.82","228,589,765.97"
应付票据,"96,249,016.58","94,857,616.40","141,099,142.98","120,193,871.45","136,807,193.83","131,076,942.08","121,296,567.65","96,659,094.81","92,039,260.89","148,490,249.90","162,215,532.36","127,265,739.85","123,679,105.60","171,217,282.26","155,710,104.37","91,292,331.38","95,738,618.83","140,583,753.04","216,707,510.15","170,161,403.14","172,840,650.37","161,945,982.24","264,450,355.11","241,444,715.78","138,561,550.57","193,598,459.12","391,291,719.55","242,123,437.76","252,530,837.23","328,335,800.12","379,027,956.03","357,654,022.37","334,960,387.55","575,406,474.15","816,881,973.82"
应收账款,"400,955,729.77","351,432,274.21","359,970,290.04","289,350,629.16","296,718,651.49","350,777,742.01","465,712,503.40","404,515,363.15","627,715,695.41","645,304,643.68","568,225,854.89","551,485,656.19","672,811,888.57","752,296,922.10","606,575,384.57","527,121,620.12","627,174,684.14","698,556,090.56","630,637,706.21","604,531,285.20","664,642,558.06","695,578,316.63","962,803,493.27","705,926,918.16","894,512,207.40","982,182,366.05","960,037,516.89","798,307,021.26","871,810,929.81","845,794,257.92","1,001,867,786.70","885,752,466.34","1,235,044,973.26","1,331,501,107.94","1,521,677,466.58"
应付账款,"200,445,734.44","130,265,813.16","219,158,505.75","268,202,134.00","172,697,936.52","191,716,680.07","324,722,708.18","216,313,760.15","363,939,940.75","343,081,475.25","338,892,862.67","245,623,383.83","291,681,786.64","359,037,328.44","336,492,961.93","246,852,076.76","351,198,264.61","529,078,039.40","509,897,498.15","402,299,232.32","422,372,158.72","434,219,503.76","604,624,617.60","339,963,032.04","406,188,906.35","637,639,777.97","763,094,214.05","536,786,666.02","565,764,103.60","578,371,553.91","825,458,942.79","562,913,976.74","838,140,339.80","913,490,906.67","937,814,996.59"
预付款项,"8,309,565.53","8,540,896.63","36,943,994.19","115,552,741.57","33,449,427.38","53,754,762.11","28,291,572.00","50,325,470.12","45,365,401.68","51,879,351.21","44,609,952.48","44,952,959.24","40,791,817.75","35,413,358.63","16,201,908.70","28,947,382.07","22,928,023.19","16,798,244.74","16,051,500.82","21,406,767.07","23,876,353.67","41,245,980.05","20,673,390.29","39,431,898.92","47,932,373.01","98,425,309.78","88,400,740.50","70,777,266.69","46,036,620.44","46,730,783.58","70,501,914.82","101,758,043.69","107,172,304.26","119,277,819.19","57,283,673.03"
预收款项,"6,695,861.24","15,163,862.98","22,643,955.36","30,531,510.93","31,444,795.03","48,022,778.36","26,154,958.90","38,300,493.15","27,158,943.56","55,078,953.28","43,326,745.12","42,396,168.23","27,713,035.50","46,973,693.51","65,639,633.02","59,107,141.32","53,815,208.49","50,206,461.34","66,208,444.16","30,056,998.80","58,642,816.30","52,429,336.84","83,258,841.17","72,421,870.30","95,059,366.21","163,778,965.87","114,840,682.40","129,549,956.66","119,261,636.62","141,202,615.42","62,318,612.01","71,272,890.44","84,716,223.82","116,138,591.27","67,444,594.96"
