科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,"73,000,000.00","20,000,000.00","2,000,000.00",,"35,000,000.00","35,000,000.00","35,000,000.00",,,,,,,,,,,,,"40,000,000.00","45,310,000.00","45,310,000.00","45,310,000.00",,,,,,,,,,,,,,,,,
支付的各项税费,"7,577,722.80","10,123,405.35","16,621,012.57","6,755,239.50","10,140,219.67","13,768,947.86","20,158,740.92","5,994,319.40","8,452,270.23","13,181,802.91","27,117,549.19","2,014,143.26","7,485,323.04","12,192,501.24","12,441,975.86","2,781,492.94","8,042,422.17","12,230,499.74","20,712,405.19","6,880,656.21","11,150,079.37","17,662,542.94","22,762,894.10","6,477,898.30","12,638,213.16","18,840,512.33","41,117,998.35","5,277,209.42","9,448,139.56","17,373,380.00","33,791,686.92","11,835,810.87","18,485,463.51","26,778,342.23","48,640,350.75","15,332,015.65","27,067,238.39","34,845,732.18","54,049,972.93","3,391,657.99"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,050,000.00",,,,,
支付其他与经营活动有关的现金,"68,570,296.60","14,398,126.98","9,250,624.22","27,231,214.78","101,989,850.39","131,627,122.55","38,680,236.34","24,006,586.58","43,516,173.02","176,378,132.90","183,966,682.96","36,178,574.42","81,345,361.22","135,446,800.69","137,600,194.60","166,314,469.75","211,224,319.39","249,496,455.59","243,404,659.48","31,386,834.52","62,410,788.21","83,315,058.04","91,743,083.53","29,890,852.93","61,760,348.79","106,818,477.02","112,915,610.57","32,316,999.45","68,449,229.42","98,376,821.87","103,969,711.26","47,383,104.71","87,655,016.35","142,131,769.24","185,231,077.54","33,771,802.57","80,145,177.47","117,641,463.15","122,853,232.59","25,582,896.73"
筹资活动现金流入小计,"82,500,000.00","20,000,000.00","2,000,000.00",,"373,320,000.00","373,320,000.00","373,320,000.00",,,,,,,,,,,,,"40,000,000.00","45,310,000.00","45,310,000.00","45,310,000.00",,,,,,,,,,,,"2,050,000.00",,,,,
经营活动现金流出小计,"300,744,623.94","275,367,003.12","335,228,791.79","127,833,769.60","273,391,917.23","367,678,233.69","458,601,501.34","153,754,371.54","244,974,005.83","420,647,137.16","603,273,481.78","106,659,950.61","218,871,545.47","352,206,751.28","434,630,909.22","250,191,700.36","405,504,968.41","592,118,609.86","743,236,411.47","161,664,062.55","273,068,731.61","385,409,640.64","541,550,625.94","164,971,144.00","302,228,316.10","514,305,492.33","800,889,886.61","216,375,279.27","362,230,518.82","560,587,629.62","846,442,557.41","239,580,506.39","395,947,498.63","652,100,470.62","1,258,267,647.90","319,439,011.48","626,917,316.45","971,230,062.96","1,421,158,358.42","370,144,285.74"
偿还债务支付的现金,"53,000,000.00","25,000,000.00","17,000,000.00",,"25,000,000.00","35,000,000.00","35,000,000.00",,,,,,,,,,,,,,,,"40,000,000.00",,"5,310,000.00","5,310,000.00","5,310,000.00",,,,,,,,,,,,,
经营活动产生的现金流量净额,"13,437,744.11","43,521,089.51","36,310,420.94","11,759,683.38","-41,616,228.88","2,539,180.87","34,184,356.61","4,157,650.88","23,585,345.64","-64,906,014.43","45,659,623.07","-20,506,553.31","-39,150,207.12","-32,193,065.11","40,140,697.32","-150,446,438.66","-146,260,957.74","-125,096,332.31","-45,036,936.17","-47,417,001.32","-77,038,769.58","-63,973,186.05","-19,828,335.26","-39,561,329.33","-29,154,050.02","99,432,835.47","169,791,799.77","200,694,530.13","191,515,829.68","181,202,940.48","351,764,716.82","-33,909,758.07","-13,159,797.26","-24,908,308.22","142,487,334.24","-72,146,063.37","-159,289,606.21","-103,995,561.93","167,269,305.69","-164,989,231.61"
分配股利、利润或偿还利息支付的现金,"7,241,196.57","5,879,409.60","8,138,382.50",,"154,575.00","235,575.00","235,575.00",,,,,,,"10,640,000.00","10,640,000.00",,"1,018,484.78","11,126,484.78","11,126,484.78","1,183,666.67","1,766,333.34","2,349,000.01","2,862,000.01","708,056.58","1,908,056.58","17,070,056.58","17,070,056.58",,"1,400,000.00","16,562,000.00","16,562,000.00",,"12,064,800.00","12,064,800.00","14,288,750.09",,"19,554,710.60","39,652,000.00","40,162,000.00",
收回投资收到的现金,"12,258.68","3,356,010.00","100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,"1,600,000.00","12,610,056.00","12,610,056.00","12,610,056.00",,,,,,,,,,,,,,,,,,,,"51,581,196.65",,,,,,,,,,"157,524,090.29","157,524,090.29","161,076,854.38",
取得投资收益收到的现金,"129,155.10","217,026.77","363,967.91",,"800,000.00","800,000.00","800,000.00",,"800,000.00","800,000.00","800,000.00",,"800,000.00","800,000.00","1,800,000.00",,,,,,,,,,,,,,,,,,,,"1,856,684.98",,,,,
筹资活动现金流出小计,"60,241,196.57","30,879,409.60","25,138,382.50","1,600,000.00","37,764,631.00","47,845,631.00","47,845,631.00",,,,,,,"10,640,000.00","10,640,000.00",,"1,018,484.78","11,126,484.78","11,126,484.78","1,183,666.67","1,766,333.34","2,349,000.01","42,862,000.01","708,056.58","7,218,056.58","22,380,056.58","73,961,253.23",,"1,400,000.00","16,562,000.00","16,562,000.00",,"12,064,800.00","12,064,800.00","14,288,750.09",,"177,078,800.89","197,176,090.29","201,238,854.38",
处置固定资产、无形资产和其他长期资产收回的现金净额,"17,327.18","43,850.00","3,650.00",,"13,500.00","13,555.00","82,755.00","4,400.00",,"4,850.00",,,"12,493.00","35,000.00","35,000.00",,"1,000.00","21,000.00",,,"13,725.49","103,431.37","119,117.64","34,000.00","108,867.30","120,636.53","176,840.41",,,"11,667.96","36,400.00",,"87,800.00","149,576.70","1,796,276.93",,,,"70,470.69",
筹资活动产生的现金流量净额,"22,258,803.43","-10,879,409.60","-23,138,382.50","-1,600,000.00","335,555,369.00","325,474,369.00","325,474,369.00",,,,,,,"-10,640,000.00","-10,640,000.00",,"-1,018,484.78","-11,126,484.78","-11,126,484.78","38,816,333.33","43,543,666.66","42,960,999.99","2,447,999.99","-708,056.58","-7,218,056.58","-22,380,056.58","-73,961,253.23",,"-1,400,000.00","-16,562,000.00","-16,562,000.00",,"-12,064,800.00","-12,064,800.00","-12,238,750.09",,"-177,078,800.89","-197,176,090.29","-201,238,854.38",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,"6,948.70","23,458.29","33,762.45","47,158.26","4,561.97","5,476.04","5,536.25","6,224.66",,,357.55,"-36,348.47","-45,118.18","-48,237.60","-62,349.98","-25,693.03","-89,001.69"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,"4,473,161.91","4,473,161.91","4,473,161.91","4,473,161.91",,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"158,740.96","3,616,886.77","467,617.91",,"813,500.00","813,555.00","882,755.00","4,400.00","800,000.00","804,850.00","800,000.00",,"812,493.00","835,000.00","1,835,000.00","4,473,161.91","4,474,161.91","4,494,161.91","4,473,161.91",,"13,725.49","103,431.37","119,117.64","34,000.00","108,867.30","120,636.53","176,840.41",,,"11,667.96","36,400.00",,"87,800.00","149,576.70","3,652,961.91",,,,"70,470.69",
五、现金及现金等价物净增加额,"26,022,169.00","32,659,962.96","11,764,448.15","10,017,383.38","293,772,663.12","326,914,159.87","358,258,516.05","3,907,152.88","16,686,364.37","-78,171,448.33","26,406,599.99","-20,970,870.81","-39,686,425.82","-44,983,803.03","26,342,115.52","-145,998,046.75","-143,551,100.61","-133,575,744.18","-82,692,895.92","-17,072,330.99","-42,275,004.43","-41,551,466.19","-50,915,050.15","-76,866,054.53","-77,846,479.95","33,117,028.89","75,875,785.17","182,196,950.56","170,396,826.64","137,312,986.97","305,680,400.00","-46,617,996.27","-40,403,360.38","-52,553,921.72","112,854,403.76","-131,824,690.92","-345,014,708.17","-321,562,890.39","-61,184,302.23","-170,006,590.05"
购建固定资产、无形资产和其他长期资产支付的现金,"9,833,119.50","2,744,676.10","1,875,208.20","142,300.00","979,977.00","1,912,945.00","2,282,964.56","254,898.00","7,698,981.27","14,070,283.90","20,053,023.08","464,317.50","1,348,711.70","2,985,737.92","4,993,581.80","24,770.00","745,820.00","1,847,089.00","30,923,753.11","8,471,663.00","8,793,627.00","10,642,711.50","23,653,832.52","2,623,700.30","7,592,781.92","10,081,231.96","20,178,760.04","18,502,141.54","19,724,479.08","27,345,157.72","29,564,941.48","12,708,238.20","15,266,563.12","15,730,747.75","21,010,793.83","5,623,471.75","8,506,626.49","11,286,348.43","18,216,991.44","4,928,356.75"
期初现金及现金等价物余额,"37,857,044.68","63,879,213.68","96,539,176.64","108,303,624.79","108,303,624.79","108,303,624.79","108,303,624.79","466,562,140.84","439,377,553.34","439,377,553.34","439,377,553.34","465,784,153.33","465,784,153.33","465,784,153.33","465,784,153.33","492,126,268.85","492,126,268.85","492,126,268.85","492,126,268.85","409,433,372.93","409,433,372.93","409,433,372.93","409,433,372.93","358,518,322.78","358,518,322.78","358,518,322.78","376,090,602.41","451,966,387.58","451,966,387.58","451,966,387.58","451,966,387.58","757,646,787.58","757,646,787.58","757,646,787.58","917,481,988.80","1,030,336,392.56","1,030,336,392.56","1,030,336,392.56","1,030,336,392.56","969,152,090.33"
投资支付的现金,,"853,927.62",,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,"91,436.98","9,042,539.76","9,042,539.76",
期末现金及现金等价物余额,"63,879,213.68","96,539,176.64","108,303,624.79","118,321,008.17","402,076,287.91","435,217,784.66","466,562,140.84","470,469,293.72","456,063,917.71","361,206,105.01","465,784,153.33","444,813,282.52","426,097,727.51","420,800,350.30","492,126,268.85","346,128,222.10","348,575,168.24","358,550,524.67","409,433,372.93","392,361,041.94","367,158,368.50","367,881,906.74","358,518,322.78","281,652,268.25","280,671,842.83","391,635,351.67","451,966,387.58","634,163,338.14","622,363,214.22","589,279,374.55","757,646,787.58","711,028,791.31","717,243,427.20","705,092,865.86","1,030,336,392.56","898,511,701.64","685,321,684.39","708,773,502.17","969,152,090.33","799,145,500.28"
