科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付其他与经营活动有关的现金,"410,150,333.76","545,349,408.08","917,444,095.94","68,620,584.71","196,241,780.67","308,045,495.12","1,184,306,690.85","73,406,100.98","170,011,145.51","392,223,981.19","1,256,681,736.06","328,855,237.83","563,847,093.89","712,943,335.23","1,846,969,005.72","199,775,997.71"
筹资活动现金流入小计,"13,007,420,735.07","11,027,340,827.70","15,144,960,886.89","4,814,976,529.75","7,177,123,503.50","9,228,440,185.73","12,611,813,168.92","1,870,488,657.57","6,795,860,342.23","8,285,239,703.44","9,977,563,227.20","4,060,500,272.48","5,865,110,080.32","8,072,728,197.92","14,861,621,122.38","1,352,363,534.37"
经营活动现金流出小计,"8,712,579,513.60","10,013,006,839.50","12,635,002,017.77","4,279,847,099.08","7,811,645,614.98","11,706,111,597.30","15,443,031,751.59","3,508,730,908.38","6,769,917,374.22","10,436,015,806.57","13,968,044,189.09","4,059,627,357.95","8,527,992,365.00","13,532,102,919.45","19,984,534,479.84","6,132,166,139.84"
偿还债务支付的现金,"11,255,603,705.46","11,334,539,787.20","12,040,272,890.64","3,248,932,009.48","5,682,517,136.75","8,480,691,023.99","12,260,685,683.05","2,206,896,909.88","5,064,653,402.34","6,861,483,385.02","8,965,876,566.96","1,031,136,308.36","2,834,171,264.32","3,850,202,723.21","7,762,018,355.58","1,366,092,768.13"
经营活动产生的现金流量净额,"1,592,520,048.66","3,521,359,706.82","2,557,945,711.39","540,702,102.13","948,390,816.91","1,845,495,120.46","3,419,635,779.16","528,633,593.14","577,673,029.96","1,385,776,024.20","3,379,272,615.30","1,075,657,089.86","1,558,679,071.79","1,937,100,054.45","4,167,513,685.00","1,390,599,446.57"
分配股利、利润或偿还利息支付的现金,"223,093,249.99","99,819,863.96","99,409,086.36","34,015,699.05","81,595,741.66","114,034,136.66","135,631,642.13","12,199,948.52","757,336,416.91","774,622,549.20","811,896,924.69","33,222,765.95","297,443,969.11","356,605,707.10","456,798,021.97","74,764,590.61"
收回投资收到的现金,,,,,,"40,000,005.38",,,,,"150,352,500.00",,,"13,602,337.94","13,493,907.66","9,904,894.80"
支付其他与筹资活动有关的现金,"415,696,958.74","340,457,804.35","175,520,256.12","10,635,150.99","179,091,865.67","200,972,499.59","202,469,407.17","25,061,399.83","8,666,479.06","11,379,100.26","8,645,435.04","5,185,343.11","5,626,668.99","8,792,976.12","14,356,156.73","2,806,473.79"
取得投资收益收到的现金,,,,,,"15,181.70",,,,,,,,"3,793,476.32","3,763,236.84","2,164,886.32"
筹资活动现金流出小计,"11,894,393,914.19","11,774,817,455.51","12,315,202,233.12","3,293,582,859.52","5,943,204,744.08","8,795,697,660.24","12,598,786,732.35","2,244,158,258.23","5,830,656,298.31","7,647,485,034.48","9,786,418,926.69","1,069,544,417.42","3,137,241,902.42","4,215,601,406.43","8,233,172,534.28","1,443,663,832.53"
处置固定资产、无形资产和其他长期资产收回的现金净额,"526,500.00","5,826,727.78","236,057.00",,"8,520.00","315,404.00","315,404.00","698,224.50","6,258,546.25","10,643,351.23","11,058,620.39","868,547.00","3,032,847.00","21,761,586.19","13,639,142.69",
筹资活动产生的现金流量净额,"1,113,026,820.88","-747,476,627.81","2,829,758,653.77","1,521,393,670.23","1,233,918,759.42","432,742,525.49","13,026,436.57","-373,669,600.66","965,204,043.92","637,754,668.96","191,144,300.51","2,990,955,855.06","2,727,868,177.90","3,857,126,791.49","6,628,448,588.10","-91,300,298.16"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"10,510,616.93","-62,079,295.88","37,566,589.50","37,161,901.99","56,246,852.94","151,208,762.66","187,150,562.37","-2,618,450.22","12,823,744.09","24,573,719.77","137,532,594.80","-4,391,575.76","-66,914,137.09","-111,220,998.19","-218,456,641.98","-80,003,789.58"
收到其他与投资活动有关的现金,"6,204,646.32","27,930,058.21","54,000.00",,,,"21,356,671.82","6,629,999.99","29,510,000.00","43,310,000.00","43,310,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,731,146.32","33,756,785.99","290,057.00",,"8,520.00","40,330,591.08","21,672,075.82","7,328,224.49","35,768,546.25","53,953,351.23","204,721,120.39","868,547.00","3,032,847.00","39,157,400.45","30,896,287.19","12,069,781.12"
五、现金及现金等价物净增加额,"428,030,096.34","370,077,418.20","132,508,176.00","973,759,728.72","458,589,134.74","194,008,840.15","273,669,820.12","-447,469,250.36","53,949,568.87","-176,380,805.01","430,306,058.85","1,396,358,495.95","184,950,718.01","239,650,768.87","3,354,368,562.66","-643,108,564.30"
购建固定资产、无形资产和其他长期资产支付的现金,"2,275,551,481.78","2,375,483,150.92","5,292,631,220.17","1,125,497,945.63","1,779,975,814.53","2,232,868,154.16","3,344,165,400.11","605,355,017.11","1,406,112,510.10","2,047,758,831.40","2,921,867,543.59","1,566,731,420.21","2,937,715,241.59","4,361,942,076.66","6,041,253,806.02","1,826,792,521.70"
期初现金及现金等价物余额,"567,505,913.36","995,536,009.70","1,365,613,427.90","1,498,121,603.90","1,498,121,603.90","1,498,121,603.90","1,498,121,603.90","1,771,791,424.02","1,771,791,424.02","1,771,791,424.02","1,771,791,424.02","2,202,097,482.87","2,202,097,482.87","2,202,097,482.87","2,202,097,482.87","5,556,466,045.53"
投资支付的现金,,,,,,"42,900,005.38","13,300,000.00",,"67,300,000.00","67,300,000.00","303,722,909.52","1,100,000,000.00",,"20,570,402.67","20,306,886.13","16,222,778.63"
期末现金及现金等价物余额,"995,536,009.70","1,365,613,427.90","1,498,121,603.90","2,471,881,332.62","1,956,710,738.64","1,692,130,444.05","1,771,791,424.02","1,324,322,173.66","1,825,740,992.89","1,595,410,619.01","2,202,097,482.87","3,598,455,978.82","2,387,048,200.88","2,441,748,251.74","5,556,466,045.53","4,913,357,481.23"
