科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"109,979,716.57","218,912,137.85","401,020,401.78","1,593,702,531.27","1,277,328,856.85","1,124,319,579.26","915,821,254.27","1,072,191,799.52","962,035,101.96","1,378,491,430.36","1,219,804,240.97","932,993,467.30","1,069,495,937.66","737,301,922.47","638,674,971.54","522,779,044.32","365,598,713.36","226,434,765.24","533,891,748.25","116,735,792.09","227,001,381.00","200,229,606.13","203,671,940.68","140,736,420.19","121,155,154.40","232,562,711.51","913,195,717.38","750,895,076.19","524,433,712.59","663,461,091.69","470,086,727.53","803,900,990.45"
短期借款,"164,000,000.00","270,000,000.00","770,000,000.00","930,000,000.00","786,000,000.00","673,000,000.00","586,000,000.00","710,000,000.00","710,000,000.00","320,000,000.00","274,000,000.00","309,000,000.00","309,000,000.00","314,000,000.00","349,000,000.00","343,000,000.00","436,000,000.00","433,500,000.00","319,500,000.00","207,060,000.00","207,060,000.00","199,500,000.00","190,500,000.00","273,000,000.00","273,000,000.00","273,000,000.00","600,000,000.00","545,000,000.00","745,000,000.00","895,000,000.00","833,150,000.00","1,057,669,999.99"
交易性金融资产,,,,,,,,,,,,,,,,,,"830,250.00","614,542.50","5,967,615.00",,,,,"108,335.00","1,001,945.00","1,389,435.00","7,493,692.25","4,691,227.75","2,440,087.50","3,078,565.00","5,684,632.50"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"20,769,581.31","35,635,222.00","31,837,234.00","279,588,474.89","436,724,333.46","435,889,728.30","459,929,138.37","399,927,634.84","492,833,163.18","438,334,463.33","476,042,956.41","546,542,048.95","566,772,087.79","610,878,099.96","592,539,343.15","531,811,494.49","700,434,469.57","712,113,685.81","678,840,768.72","740,928,248.09","651,538,245.42","582,995,616.65","312,739,364.75","353,571,359.74","380,659,809.19","411,526,367.43","392,063,839.28","596,880,605.49","590,842,159.96","456,279,773.58","713,071,706.40","1,000,797,064.17"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,"20,965,000.00",,,"100,000,000.00","120,251,461.91","141,637,078.89","728,866,976.53","1,028,336,614.59","1,346,600,960.55"
应收账款,"150,477,897.77","192,378,903.15","228,958,785.47","355,488,335.85","317,080,408.25","345,137,655.27","398,032,832.32","392,666,607.65","369,729,410.38","375,052,918.79","446,666,520.21","481,365,528.93","479,943,810.03","440,484,637.16","496,369,052.31","599,339,248.35","670,182,744.21","652,716,520.94","741,902,882.43","707,691,641.83","590,416,102.12","684,590,214.38","824,633,411.36","699,141,429.68","703,865,046.94","884,072,428.46","1,009,079,059.19","1,025,403,848.79","1,121,607,161.05","1,426,116,612.78","1,430,507,532.45","1,451,901,429.26"
应付账款,"195,832,917.78","211,110,836.25","244,111,468.53","165,027,707.14","113,944,821.51","266,922,781.18","219,843,577.19","161,140,109.84","213,205,236.43","254,296,401.76","287,462,182.42","244,737,052.88","266,682,276.20","294,023,570.90","240,616,710.57","233,260,832.23","222,670,551.04","263,604,087.96","235,962,502.42","246,465,916.17","290,599,083.96","307,029,420.29","268,277,313.71","229,094,860.55","258,240,230.94","375,995,884.17","323,247,184.87","348,329,336.36","333,193,650.52","400,712,713.88","374,061,464.05","517,205,974.59"
预付款项,"150,758,384.33","172,358,025.11","207,508,674.87","290,965,494.76","311,545,545.59","318,901,548.50","299,920,524.55","328,014,931.63","356,607,404.14","253,435,037.41","298,332,585.83","286,187,864.46","351,055,516.83","268,180,910.63","231,644,896.55","390,678,168.58","302,051,627.44","74,888,778.14","135,644,074.00","103,411,577.48","163,159,491.50","106,135,414.88","121,222,051.01","202,536,870.72","308,437,850.37","84,374,547.78","97,812,526.73","122,267,156.23","300,450,140.50","136,584,925.98","186,531,591.97","137,303,615.42"
预收款项,"48,743,539.90","41,707,462.31","89,353,865.81","87,970,028.35","98,929,878.78","111,797,632.32","91,205,687.85","122,260,546.47","141,718,167.53","126,253,168.70","88,860,252.16","135,845,622.76","161,572,609.69","108,234,018.01","109,125,637.37","156,566,635.93","140,699,169.45","83,937,387.28","86,268,121.33","127,607,211.42","157,376,493.09","161,143,054.33","117,211,101.05","106,853,100.78","211,805,136.67","137,382,455.47","119,541,323.98","137,008,370.41","113,941,064.79","113,554,192.76","83,286,805.96","141,058,324.94"
其他应收款,"4,514,783.34","17,240,040.92","13,365,684.16","11,664,748.38","7,707,914.05","6,993,624.63","9,351,859.33","7,555,743.75","107,941,194.72","17,725,419.79","20,378,511.44","10,782,251.42","29,938,930.41","48,553,169.80","68,283,474.99","67,684,939.06","68,193,923.28","89,118,239.63","89,908,382.70","91,567,383.39","138,419,438.95","110,468,536.58","107,445,426.96","100,954,229.68","103,039,091.12","198,997,553.19","194,716,289.51","155,979,888.61","162,288,010.58","154,038,524.28","173,853,164.60","187,503,744.68"
应付职工薪酬,"12,208,530.62","13,201,234.97","11,104,875.27","8,845,899.77","12,972,674.02","13,060,135.02","13,097,892.03","11,387,960.16","13,241,686.36","15,672,672.61","13,806,849.25","10,717,133.71","12,249,521.29","15,309,433.65","15,757,993.96","15,197,108.27","19,715,750.71","21,422,166.08","20,036,700.97","18,487,336.44","23,357,308.27","23,846,778.80","21,268,474.23","16,848,452.76","24,090,238.15","25,339,483.20","20,941,101.46","22,989,945.41","26,077,574.07","26,173,572.22","23,001,124.89","26,144,976.62"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"22,847,144.43","1,492,566.69","2,516,158.83","-9,371,770.55","-12,055,616.03","-43,786,283.58","-55,206,942.14","-70,914,547.96","-55,685,979.16","-88,894,494.71","-68,572,166.04","-64,890,670.20","-26,373,286.98","25,703,726.36","25,907,225.36","19,217,448.05","38,810,126.84","30,328,096.78","42,731,226.41","10,425,907.82","36,456,454.70","44,018,154.20","64,802,368.39","32,187,580.48","67,173,236.86","53,961,971.19","63,315,362.75","80,881,975.34","93,995,854.66","120,068,829.55","111,437,826.44","130,921,679.11"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,"3,455,111.11","15,415,111.12","26,302,611.13","38,906,111.14","3,455,111.15","14,775,186.15","27,375,111.17","39,335,111.18","3,455,111.15","15,415,111.04","27,571,888.71","40,839,055.26","6,113,527.45","18,978,832.99","26,503,027.43","38,089,277.42","4,252,309.02","15,448,333.32","27,572,333.31","39,696,333.30","2,063,458.33","495,169.09","1,346,458.33"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
