科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,"430,000,000.00","264,000,000.00","245,000,000.00","290,000,000.00","330,000,000.00","500,000,000.00","30,000,000.00","30,000,000.00","50,920,000.00","58,620,000.00","50,000,000.00","99,350,000.00","148,350,000.00","148,350,000.00",
支付的各项税费,"386,183,647.03","708,821,893.24","760,980,228.91","328,537,699.61","403,173,510.06","656,503,854.31","205,258,858.32","388,010,687.81","500,429,463.51","757,041,336.39","228,466,275.04","405,958,348.79","528,198,173.53","649,302,540.81","370,389,031.61"
收到其他与筹资活动有关的现金,,,,,,,"745,229.02",,,,,,"82,875.11",,
支付其他与经营活动有关的现金,"924,015,651.17","1,068,285,181.89","1,397,123,918.35","732,390,320.40","1,127,470,944.99","1,632,103,676.11","412,398,178.28","863,177,923.78","1,309,908,555.02","1,642,948,626.58","491,137,350.50","995,523,291.52","1,496,979,842.91","1,874,831,277.85","539,971,143.23"
筹资活动现金流入小计,"431,001,451.60","264,000,000.00","245,000,000.00","290,000,000.00","330,000,000.00","500,000,000.00","1,134,955,229.02","1,134,210,000.00","1,237,993,051.16","1,245,646,304.00","50,000,000.00","99,350,000.00","148,432,875.11","148,350,000.00",
经营活动现金流出小计,"4,006,286,984.85","5,394,892,928.52","6,622,631,951.86","3,106,671,916.61","4,670,822,225.58","6,661,056,732.80","1,911,388,709.59","3,569,246,462.18","5,307,215,835.36","7,485,246,588.06","2,279,469,387.49","4,101,093,567.20","6,005,136,347.98","7,848,738,284.83","2,448,943,836.76"
偿还债务支付的现金,"290,000,000.00","266,000,000.00","100,000,000.00","30,000,000.00","70,000,000.00","282,760,000.00","300,000,000.00","314,280,000.00","314,280,000.00","330,220,000.00",,"28,400,000.00","28,400,000.00","117,320,000.00","50,000,000.00"
经营活动产生的现金流量净额,"531,792,282.94","529,689,095.50","236,981,246.01","-75,653,852.36","-16,494,205.54","630,167,807.67","-16,957,103.93","-155,476,878.95","-261,284,209.40","627,230,501.21","-113,263,473.02","-271,300,992.10","-287,884,922.37","852,943,125.15","-270,566,589.88"
分配股利、利润或偿还利息支付的现金,"63,985,603.26","107,569,410.73","210,369,182.53","222,427,810.03","229,504,005.80","238,570,571.15","6,507,544.59","244,811,103.37","247,957,685.84","302,754,921.27","3,707,038.06","344,649,750.33","349,313,378.38","354,293,306.27","3,879,676.03"
收回投资收到的现金,,,,,,,,"545,630,000.00","1,182,150,000.00","1,704,617,466.15","1,086,630,000.00","4,018,890,000.00","5,386,520,000.00","6,916,520,000.00","1,726,630,000.00"
支付其他与筹资活动有关的现金,,"308,371.26",,,,,,,,"13,967,129.58","1,416,288.00","1,974,370.68","2,576,886.68","38,400,754.54","64,551,591.22"
取得投资收益收到的现金,,,,,,,,"1,280,152.17","5,199,039.12",,"5,696,496.75","21,691,631.59","27,549,990.02","34,265,744.20","8,646,202.17"
筹资活动现金流出小计,"353,985,603.26","373,877,781.99","310,369,182.53","252,427,810.03","299,504,005.80","521,330,571.15","306,507,544.59","559,091,103.37","562,237,685.84","646,942,050.85","5,123,326.06","375,024,121.01","380,290,265.06","510,014,060.81","118,431,267.25"
处置固定资产、无形资产和其他长期资产收回的现金净额,"370,940.85","5,155,166.40","3,687,254.15","234,658.34","2,309,674.51","825,894.94","17,505.00","56,387.87","143,231.59","912,878.31","36,208,485.97","36,245,332.51","36,285,529.51","33,457,511.73","122,362.56"
筹资活动产生的现金流量净额,"77,015,848.34","-109,877,781.99","-65,369,182.53","37,572,189.97","30,495,994.20","-21,330,571.15","828,447,684.43","575,118,896.63","675,755,365.32","598,704,253.15","44,876,673.94","-275,674,121.01","-231,857,389.95","-361,664,060.81","-118,431,267.25"
处置子公司及其他营业单位收到的现金净额,,,"7,519,224.94",,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,"-32,626.90","-38,937.48","-96,981.56",,"-3,430.98","4,636.90","11,750.67",,"-12,865.04"
收到其他与投资活动有关的现金,"82,422,500.00","8,200,000.00","7,160,000.00","16,995,831.86","21,995,831.86","16,995,831.86",,,,"6,580,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"82,793,440.85","13,355,166.40","18,366,479.09","17,230,490.20","24,305,506.37","17,821,726.80","17,505.00","546,966,540.04","1,187,492,270.71","1,712,110,344.46","1,128,534,982.72","4,076,826,964.10","5,450,355,519.53","6,984,243,255.93","1,735,398,564.73"
五、现金及现金等价物净增加额,"262,999,374.49","153,440,077.39","-96,260,464.81","-139,289,917.36","-139,046,351.01","396,340,981.86","750,192,258.62","-255,621,806.23","-415,117,647.56","-11,438,406.70","-116,101,210.53","-613,659,847.38","-777,759,395.91","-450,595,727.30","-261,634,693.87"
购建固定资产、无形资产和其他长期资产支付的现金,"417,893,205.64","272,366,202.52","242,184,494.82","118,438,745.17","177,353,646.04","229,902,981.46","45,251,190.31","118,706,982.89","164,879,649.05","414,119,061.94","92,615,963.19","247,626,335.27","327,494,353.79","462,228,047.57","89,876,325.87"
期初现金及现金等价物余额,"382,064,376.43","645,063,750.92","798,503,828.31","702,243,363.50","702,243,363.50","702,243,363.50","1,110,439,603.36","1,098,584,345.36","1,100,584,345.36","1,098,584,345.36","1,090,216,346.33","1,088,821,103.86","1,088,821,103.86","1,088,821,103.86","638,225,376.56"
投资支付的现金,,,"34,054,512.56",,,,"64,444.88","1,103,484,443.58","1,852,104,443.58","2,535,300,000.00","1,083,630,000.00","3,895,890,000.00","5,380,890,000.00","7,463,890,000.00","1,518,146,210.56"
期末现金及现金等价物余额,"645,063,750.92","798,503,828.31","702,243,363.50","562,953,446.14","563,197,012.49","1,098,584,345.36","1,860,631,861.98","842,962,539.13","685,466,697.80","1,087,145,938.66","974,115,135.80","475,161,256.48","311,061,707.95","638,225,376.56","376,590,682.69"
