科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"4,440,006,700.45","5,815,731,902.05","6,700,764,503.03","2,885,375,958.73","4,488,872,039.02","7,111,788,192.00","1,840,638,839.79","3,233,606,161.86","4,828,084,852.48","7,900,768,793.16","2,109,316,898.06","3,654,464,556.01","5,463,113,186.20","8,444,599,175.98","2,069,036,142.67"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"64,443.58",,,,,
收到的税费返还,"1,887,571.67","2,815,423.30","3,105,786.52","1,940,550.77","5,201,783.22","7,523,010.36","129,234.88","161,738.76","233,704.76","1,588,223.92",262.53,"370,550.32","460,632.29","156,816.82",
支付其他与投资活动有关的现金,"10,708,992.00","7,360,200.00","10,000,000.00",,,"415,000.00","15,967,564.79",,,,,,,,
收到其他与经营活动有关的现金,"96,184,995.67","106,034,698.67","155,742,908.32","143,701,554.75","160,254,197.80","171,913,338.11","53,663,530.99","180,001,682.61","217,613,068.72","210,120,072.19","56,888,753.88","174,957,468.77","253,677,607.12","256,925,417.18","109,341,104.21"
投资活动现金流出小计,"428,602,197.64","279,726,402.52","286,239,007.38","118,438,745.17","177,353,646.04","230,317,981.46","61,283,199.98","1,222,191,426.47","2,016,984,092.63","2,949,483,505.52","1,176,245,963.19","4,143,516,335.27","5,708,384,353.79","7,926,118,047.57","1,608,022,536.43"
经营活动现金流入小计,"4,538,079,267.79","5,924,582,024.02","6,859,613,197.87","3,031,018,064.25","4,654,328,020.04","7,291,224,540.47","1,894,431,605.66","3,413,769,583.23","5,045,931,625.96","8,112,477,089.27","2,166,205,914.47","3,829,792,575.10","5,717,251,425.61","8,701,681,409.98","2,178,377,246.88"
投资活动产生的现金流量净额,"-345,808,756.79","-266,371,236.12","-267,872,528.29","-101,208,254.97","-153,048,139.67","-212,496,254.66","-61,265,694.98","-675,224,886.43","-829,491,821.92","-1,237,373,161.06","-47,710,980.47","-66,689,371.17","-258,028,834.26","-941,874,791.64","127,376,028.30"
购买商品、接受劳务支付的现金,"2,207,052,119.73","2,992,087,100.66","3,629,722,289.16","1,490,445,349.79","2,382,730,210.75","3,360,684,000.54","940,375,336.30","1,768,331,479.56","2,738,472,077.97","4,007,982,956.39","1,147,900,311.71","2,051,902,013.03","3,078,380,733.75","4,063,790,147.22","1,088,189,062.17"
吸收投资收到的现金,"1,001,451.60",,,,,,"1,104,210,000.00","1,104,210,000.00","1,187,073,051.16","1,187,026,304.00",,,,,
支付给职工以及为职工支付的现金,"489,035,566.92","625,698,752.73","834,805,515.44","555,298,546.81","757,447,559.78","1,011,765,201.84","353,356,336.69","549,726,371.03","758,405,738.86","1,077,273,668.70","411,965,450.24","647,709,913.86","901,577,597.79","1,260,814,318.95","450,394,599.75"
