科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"228,534,975.72","257,269,589.01","508,358,361.08","87,974,250.78","163,368,786.16","264,333,824.52","486,695,825.58","149,386,687.07","220,095,500.19","280,310,249.43","524,519,502.66","115,534,413.20","325,358,258.70","505,783,680.25","657,411,066.09","94,561,836.63","187,829,502.25","305,988,468.38","569,165,733.33","128,767,159.77"
取得子公司及其他营业单位支付的现金净额,,,,,,,"1,298,665.49",,,,"2,297,716.62",,"51,558,985.44","61,658,985.44",,,"48,133,129.90","48,133,129.90",,
收到的税费返还,"17,437,117.26","18,536,119.05","23,164,187.82",,"14,190,092.17","16,886,977.12","20,646,539.70","3,472,013.26","14,571,192.02","26,913,501.56","28,799,341.23","538,832.22","23,870,155.43","26,156,142.24","31,049,321.68","1,335,087.70","15,385,870.00","16,572,130.38","22,819,063.12","557,406.86"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"7,690,062.65","14,673,525.05","15,309,127.40","3,635,569.41","8,737,670.89","12,833,240.89","19,205,730.70","2,323,325.99","8,445,864.22","14,837,290.14","36,814,698.85","3,158,274.55","22,853,172.08","55,300,181.82","44,268,826.76","10,381,338.96","18,717,016.68","32,913,565.53","13,314,337.08","11,311,792.24"
投资活动现金流出小计,"14,591,848.75","53,024,794.92","155,634,695.64","53,400,000.00","81,985,000.00","1,309,452,200.00","1,883,033,982.80","1,084,735,282.49","1,837,431,333.93","2,769,698,833.93","3,340,420,648.69","1,262,589,683.00","2,330,551,329.44","878,029,597.83","3,329,601,752.09","597,813,135.08","1,124,547,007.90","1,650,489,352.80","2,234,682,898.42","234,425,830.90"
经营活动现金流入小计,"253,662,155.63","290,479,233.11","546,831,676.30","91,609,820.19","186,296,549.22","294,054,042.53","526,548,095.98","155,182,026.32","243,112,556.43","322,061,041.13","590,133,542.74","119,231,519.97","372,081,586.21","587,240,004.31","732,729,214.53","106,278,263.29","221,932,388.93","355,474,164.29","605,299,133.53","140,636,358.87"
投资活动产生的现金流量净额,"-14,591,848.75","-2,674,260.20","-24,965,978.24","-28,230,413.87","-28,229,579.14","-444,865,206.18","-109,164,400.40","-520,244,037.62","-410,619,755.73","-448,702,251.54","60,842,917.03","-593,048,036.02","-638,753,620.65","-615,225,269.81","-626,598,503.17","-73,696,719.01","-97,548,942.55","-42,864,592.78","-5,763,898.57","126,238,307.50"
购买商品、接受劳务支付的现金,"132,979,313.59","163,298,815.47","294,286,392.31","71,025,756.29","120,376,818.73","196,839,389.70","239,621,279.83","102,493,983.53","172,528,163.14","251,848,558.93","301,294,084.00","83,516,629.90","160,540,337.87","262,776,713.52","388,699,260.47","85,371,593.96","136,048,805.81","203,521,915.98","320,636,169.16","93,927,513.51"
吸收投资收到的现金,,,,,"564,268,000.00","564,268,000.00","564,268,000.00",,,,,"62,548,500.00","60,028,500.00","62,928,500.00","64,888,500.00","770,000.00","-31,695,075.00","-53,342,135.08","14,770,000.00",
