科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"77,431,894.26","117,057,322.59","58,623,881.03","97,752,735.63","155,619,920.78","30,712,855.07","76,115,154.94","138,573,566.63","241,364,492.59","68,040,183.99","180,688,735.67","309,034,173.53","512,166,531.25","134,144,340.15","259,727,673.09","409,511,125.11","626,906,120.53","113,601,830.69","220,500,573.73","353,230,319.29","716,417,047.64","140,403,813.78","348,527,545.90","597,961,616.96","1,058,755,552.23","211,681,886.66","447,707,997.36","700,865,847.07","1,281,457,218.60","181,177,460.77","524,235,998.29","796,163,366.35","1,310,119,642.06","281,165,318.52","628,039,351.20","938,424,834.68","1,415,404,853.57","326,508,828.22"
二、营业利润,"17,022,693.90","18,834,278.36","8,961,953.78","17,132,403.08","27,894,480.44","6,797,154.26","15,002,492.82","28,740,213.77","46,857,424.86","9,893,067.14","22,833,671.01","39,486,254.01","55,460,888.27","15,430,441.69","23,829,728.48","32,630,364.57","53,877,403.64","3,871,782.62","-2,967,016.69","1,308,305.77","72,793,577.64","8,335,535.22","29,414,666.24","47,084,102.38","109,042,122.34","6,345,837.80","33,514,769.11","58,148,995.18","128,669,075.24","6,793,691.45","34,333,418.67","42,468,156.28","92,112,191.98","11,325,519.11","44,445,730.76","45,476,010.32","-142,131,450.84","-19,413,126.90"
减:营业成本,"39,473,486.66","64,186,498.29","33,124,027.85","52,941,831.17","84,535,086.39","17,316,993.66","44,295,536.60","79,431,260.61","137,926,146.67","41,320,729.23","108,437,030.78","183,856,969.52","313,544,931.13","76,985,672.70","153,554,603.43","251,401,214.29","392,224,873.18","69,301,236.52","145,451,473.66","238,724,168.49","474,479,650.13","94,412,371.84","232,207,142.01","413,480,426.81","729,768,823.90","152,459,147.68","311,043,116.77","487,261,352.08","914,416,970.68","121,508,488.82","378,509,646.37","587,692,762.98","972,251,776.22","195,378,164.92","446,525,544.08","682,190,281.38","1,101,821,959.25","278,304,426.37"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,059,627.12","5,516,880.71","2,843,714.15","4,993,891.54","7,784,370.57","1,336,566.40","3,705,393.79","7,120,942.88","11,609,614.07","3,150,748.70","7,660,131.75","13,314,334.04","22,614,425.25","5,365,258.10","11,043,149.29","17,672,386.33","23,596,043.88","1,008,404.96","1,504,248.04","2,613,459.51","9,481,891.02","1,475,354.22","4,399,866.47","8,007,246.81","18,371,652.70","3,492,254.85","6,364,453.62","8,176,833.87","11,512,104.96","1,845,245.90","3,177,983.29","4,787,919.93","8,115,839.66","1,656,922.04","6,238,957.76","8,106,857.02","11,805,830.23","2,498,095.09"
营业外收入,"701,346.02","1,685,023.11","2,129,286.37","2,161,742.56","3,187,073.15","3,302,075.73","3,534,058.85","4,467,601.49","5,157,300.69","1,912,872.21","2,058,118.03","2,210,721.37","6,364,540.28","1,856,292.64","2,327,780.92","3,870,242.81","4,539,778.83","1,300,564.28","2,016,491.53","2,397,838.33","8,225,205.59","1,075,616.57","2,319,661.09","3,117,989.53","5,512,947.43","537,436.54","1,359,378.96","1,821,121.25","2,896,813.41","290,413.85","344,941.77","1,717,772.24","2,558,833.76","2,696,537.32","5,574,229.66","6,778,282.93","2,701,688.09","30,270.48"
销售费用,"5,551,597.67","5,565,690.04","2,835,327.56","4,589,475.63","8,382,005.46","1,975,287.64","6,366,227.48","10,583,499.94","17,513,213.02","4,490,187.11","11,046,482.66","17,984,669.19","27,787,790.47","7,318,235.67","14,846,485.03","23,282,662.08","33,409,125.28","10,130,640.58","19,331,138.94","28,764,043.97","40,702,790.70","9,045,427.06","19,767,310.23","29,166,708.61","41,474,283.92","11,552,186.82","20,821,839.61","31,245,352.92","43,797,258.30","10,271,778.90","20,450,333.78","30,549,149.63","43,824,177.86","12,621,403.68","24,714,102.25","36,371,781.09","58,320,297.58","11,561,665.93"
减:营业外支出,"138,480.27","387,583.90","342,113.47","455,245.84","348,981.03","57,191.76","298,912.71","511,328.73","967,797.06","68,607.67","271,545.27","392,294.41","667,526.18","163,592.61","409,018.60","764,333.46","836,285.17","85,158.30","199,156.78","323,727.75","994,299.65","253,469.56","436,509.02","748,018.99","1,241,456.37","249,965.79","452,815.75","1,474,686.47","1,583,836.60","225,709.23","488,193.10","583,576.88","893,509.46","202,511.18","937,172.23","1,871,591.23","3,965,593.74","24,525.88"
管理费用,"9,472,767.19","21,725,084.62","8,951,896.31","15,478,812.65","26,033,152.75","3,925,514.93","10,427,690.29","17,975,624.42","32,579,024.32","9,830,895.51","26,816,516.73","46,638,241.71","77,161,707.98","23,619,057.24","47,210,388.64","69,991,830.80","99,430,966.19","21,034,793.11","43,772,036.91","66,164,038.90","87,668,473.22","24,411,144.91","50,697,923.48","77,429,154.87","109,513,036.50","26,588,799.27","55,586,531.52","85,576,757.18","122,542,459.85","31,462,311.63","59,992,682.51","94,005,485.56","141,413,011.56","39,280,520.14","79,712,006.28","122,718,496.46","175,908,750.43","35,750,035.37"
其中:非流动资产处置净损失,"3,275.77","100,580.83","94,999.20","125,273.03","164,210.10","35,697.88","140,443.17","274,082.46","321,077.30",,"132,226.91","133,096.45","202,697.35","26,759.36","105,586.08","157,630.65","70,176.19","9,073.21","9,911.08","30,444.09","125,103.49","24,132.69","36,814.35","44,101.57","171,126.90","15,906.27","15,694.65","104,738.12","186,299.23","62,616.62","78,928.77","137,891.76","223,139.08","9,796.35","82,447.12","385,228.53",,
