科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
长期借款,,,,,,,,,,,,,"64,498,787.96","62,931,619.85","61,198,229.90","121,013,294.56","175,835,486.58"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,"20,680,509.64","20,167,111.23","20,431,235.03","12,498,214.19","14,569,722.48"
长期应付款,,,,,,,,,,,,,"7,639,037.93","7,711,686.47","944,690,986.07","952,587,695.19","7,542,337.50"
长期股权投资,,"2,058,600.00",,,,,,,,,,,"12,944,000.00","12,944,000.00","11,793,264.96","11,793,264.96","11,793,264.96"
专项应付款,"19,000,000.00","23,890,000.00","27,328,632.00",,"25,940,000.00","29,880,000.00","29,880,000.00","29,980,000.00","25,480,000.00","28,742,184.00","27,242,184.00","29,242,184.00","21,352,184.00","21,352,184.00","21,152,184.00","18,852,184.00","18,852,184.00"
投资性房地产,,,,,,,,,,,"13,878,279.53","13,703,343.23","49,668,422.57","47,269,917.63","46,772,729.36","45,032,980.53","44,238,825.34"
预计负债,"22,204,390.27","24,707,898.19","32,177,607.67",,"36,360,179.85","40,743,972.65","34,632,393.56","36,274,532.17","34,026,235.82","30,460,998.92","34,296,954.50","34,291,728.30","30,258,227.00","32,498,330.14","36,206,738.29","35,885,410.07","36,184,616.72"
固定资产,"112,055,954.14","164,795,243.61","194,553,170.51",,"189,882,426.77","185,616,495.13","250,345,031.83","255,623,774.23","276,790,321.03","297,370,931.78","321,306,272.77","320,289,557.16","675,329,059.13","702,166,476.06","721,880,539.09","787,937,288.09","790,907,022.57"
递延所得税负债,,,"1,816,970.18",,,,"1,235,753.73",,"1,235,753.73","1,235,753.73","697,034.84","697,034.84","64,662,649.24","69,037,087.71","60,201,888.30","60,201,888.30","59,376,449.76"
在建工程,"5,738,610.00","174,200.00","252,991.00",,"936,526.14","440,931.13","1,140,645.16","1,874,935.95","1,768,919.93","15,245,866.47","26,290,025.76","28,510,886.56","42,732,305.69","76,001,387.68","66,022,296.41","77,257,530.65","106,063,704.87"
其他非流动负债,,,,,,,,,,,,,"937,000,000.00","937,000,000.00",,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"58,695,003.59","65,736,351.47","78,109,503.09",,"78,910,393.07","87,146,145.86","82,182,280.49","82,600,625.36","77,000,042.73","76,608,949.82","78,318,146.50","80,224,880.29","1,156,866,737.91","1,172,089,388.36","1,164,977,441.49","1,230,417,681.60","337,616,343.08"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"262,691,437.70","285,115,142.95","341,370,285.50","359,815,400.00","375,849,861.59","387,439,736.86","369,298,283.32","406,225,246.63","409,481,441.08","409,024,727.48","440,017,081.03","635,293,932.03","2,337,883,605.38","2,410,163,507.60","2,594,825,870.09","2,702,370,904.37","2,685,901,064.38"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","104,930,000.00","104,930,000.00","104,930,000.00","104,930,000.00","104,920,000.00","104,920,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"347,198,597.41","344,483,675.65","344,483,675.65",,"992,333,675.65","992,333,675.65","992,333,675.65","992,333,675.65","992,333,675.65","992,333,675.65","992,333,675.65","1,167,306,675.65","1,178,977,081.41","1,178,948,779.52","1,201,847,085.91","1,201,847,085.91","1,219,097,977.57"
无形资产,"31,298,698.79","30,186,125.96","40,884,202.60",,"38,793,386.42","38,198,008.80","39,587,171.90","38,280,060.84","38,173,054.63","40,095,867.62","40,486,052.59","40,978,117.32","233,107,723.47","230,564,132.26","271,782,189.63","233,814,844.19","259,659,290.04"
盈余公积,"12,839,759.34","26,094,974.77","41,248,063.46",,"41,248,063.46","41,248,063.46","58,489,480.52","58,489,480.52","58,584,212.76","58,584,212.76","73,351,141.56","72,902,706.71","73,351,141.56","73,351,141.56","84,101,975.64","84,101,975.64","84,101,975.64"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"182,903,000.00","182,903,000.00","182,903,000.00","182,903,000.00","182,893,000.00","182,893,000.00"
商誉,,,"3,363,390.94",,"3,363,390.94","3,363,390.94",,,,,,,"1,081,472,140.39","1,081,472,140.39","1,098,093,353.38","1,098,093,353.38","1,079,607,794.76"
未分配利润,"96,168,395.91","176,491,094.30","266,032,825.01",,"314,854,388.29","352,167,620.93","349,505,557.14","372,150,413.92","312,618,638.19","341,183,310.47","344,352,313.55","379,189,322.57","380,462,314.72","405,609,814.97","437,660,099.42","478,710,774.52","505,041,134.28"
长期待摊费用,,,,,,"3,770,411.12","3,366,438.50","2,962,465.88","2,705,493.26","2,301,520.64","2,847,107.33","2,435,784.71","18,476,282.35","22,923,316.91","37,096,597.72","35,898,517.19","38,181,897.24"
少数股东权益,"15,743,440.35","1,025,534.34","14,145,699.12",,"14,527,105.93","14,559,290.65","11,197,021.21","14,242,525.23","14,103,215.66","14,061,492.13","14,281,781.84","20,575,342.48","20,622,069.26","20,565,786.00","16,531,448.05","27,327,445.49","19,016,736.47"
递延所得税资产,"6,034,700.53","12,229,953.39","14,611,973.55",,"18,326,844.03","18,326,844.03","20,010,010.84","16,094,047.32","20,010,010.84","20,010,010.84","25,476,317.66","25,476,317.66","51,492,760.60","49,696,052.16","70,647,872.13","74,936,569.43","73,276,469.99"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,"6,447,820.40",,"1,968,961.00","14,349,994.76","40,779,856.21","47,491,639.39","52,447,462.20","48,830,455.05","50,800,490.26","95,017,349.68","82,018,678.51","134,016,657.71","117,451,768.54","88,943,723.57","82,106,779.41"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"155,127,963.46","209,444,122.96","260,113,549.00",,"253,271,535.30","264,066,075.91","355,229,154.44","362,326,923.61","391,895,261.89","423,854,652.40","481,084,545.90","526,411,356.32","2,267,921,882.35","2,377,221,192.03","2,461,971,846.25","2,466,206,286.18","2,500,404,771.66"
所有者权益(或股东权益)合计,"546,950,193.01","623,001,500.56","741,145,658.42","735,982,300.00","1,463,195,973.23","1,500,378,352.41","1,511,391,051.66","1,535,521,002.97","1,476,505,512.29","1,505,155,682.28","1,524,436,749.21","1,559,659,736.10","1,571,846,821.02","1,596,534,518.89","1,674,509,156.34","1,726,233,790.90","1,727,117,164.44"
资产总计,"809,641,630.71","908,116,643.51","1,082,515,943.92","1,095,797,700.00","1,839,045,834.82","1,887,818,089.27","1,880,689,334.98","1,941,746,249.60","1,885,986,953.37","1,914,180,409.76","1,964,453,830.24","2,194,953,668.13","3,909,730,426.40","4,006,698,026.49","4,269,335,026.43","4,428,604,695.27","4,413,018,228.82"
负债和所有者(或股东权益)合计,"809,641,630.71","908,116,643.51","1,082,515,943.92","1,095,797,700.00","1,839,045,834.82","1,887,818,089.27","1,880,689,334.98","1,941,746,249.60","1,885,986,953.37","1,914,180,409.76","1,964,453,830.24","2,194,953,668.13","3,909,730,426.40","4,006,698,026.49","4,269,335,026.43","4,428,604,695.27","4,413,018,228.82"
