科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"991,195,429.42","2,100,153,746.36","4,145,939,156.18","1,348,366,040.16","2,857,256,243.25","4,487,514,063.03","5,449,159,813.86","1,378,617,685.50","3,193,723,779.42","4,432,669,479.77","6,047,435,540.27","1,646,750,183.89","3,903,909,288.44","6,297,144,586.83","8,296,774,167.55","2,135,281,798.37","4,024,764,927.05","6,184,683,053.68","8,127,209,897.54","2,320,206,410.92","4,846,289,452.61","6,932,620,211.93","9,433,854,365.93","1,991,453,200.57","3,488,060,828.43","5,797,937,262.31","7,607,393,105.08","1,453,888,033.12","3,045,073,704.40","4,244,724,150.67","5,484,864,755.53","921,246,927.04","2,526,246,878.20","3,602,169,756.22","4,581,507,572.58","1,277,839,873.21","2,209,315,569.77","3,827,776,006.42","5,868,509,255.90","1,774,929,553.27","3,651,633,374.40","5,743,508,951.39","7,852,178,670.72","2,566,032,624.25","5,169,355,418.84","7,904,564,713.48","10,080,304,387.60","2,820,053,591.76"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"19,923,100.00","19,923,100.00",,"3,087,508.78","3,087,508.78","62,515,893.40",,,,,,,,,,,,"7,941,587.15",,,,,,,,,"110,000.00","130,000.00","140,000.00","340,000.00",,,"12,490,402.76","160,209.69",,"1,189,635.51","1,205,175.49","43,839.96",,"184,377.20",,,,,"586,797.92","761,997.25","306,952.52"
支付其他与投资活动有关的现金,"35,710,016.71","143,440,802.27","42,019,795.79","31,307,649.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"20,362,752.92","71,318,997.67","140,011,052.48","52,011,649.81","66,696,311.32","188,572,191.66","150,108,596.25","22,772,508.92","54,270,153.48","84,860,098.13","130,506,422.41","17,464,864.33","37,967,005.55","42,363,467.91","98,579,755.32","56,831,167.46","69,454,065.94","121,405,908.98","193,597,088.24","33,072,484.67","212,871,543.22","85,345,342.91","249,149,801.68","69,164,380.47","100,810,483.32","138,247,772.62","177,718,596.79","19,982,585.27","43,744,167.73","70,801,945.80","106,225,349.86","10,291,509.68","17,756,491.45","138,509,460.58","27,406,796.60","8,679,889.52","37,498,479.54","40,097,895.53","83,777,069.57","92,311,985.28","97,762,108.16","113,026,929.37","221,101,695.93","39,737,502.21","48,780,078.42","65,316,442.78","241,935,963.65","13,257,953.84"
投资活动现金流出小计,"311,700,199.35","635,764,741.27","1,537,774,049.22","357,533,061.98","803,607,101.43","1,094,910,514.09","1,710,469,787.09","524,761,971.63","1,201,096,832.32","1,662,257,955.96","2,360,196,997.65","600,052,215.77","1,405,876,889.08","2,007,399,602.18","2,711,507,919.00","724,635,433.51","1,442,472,249.98","2,174,850,881.86","2,697,645,701.38","580,548,920.09","1,499,087,201.10","2,284,371,506.03","2,358,837,325.14","310,612,582.35","637,543,434.17","1,144,368,585.58","1,570,070,809.83","392,020,881.89","877,587,992.64","1,451,000,384.35","1,948,592,253.13","809,049,861.72","1,390,547,248.56","1,773,290,837.89","2,960,634,433.35","355,831,009.12","863,057,928.31","1,056,502,245.01","1,236,085,338.05","367,316,983.33","389,629,217.40","434,002,613.60","564,050,274.98","102,121,732.30","243,452,885.55","346,907,287.24","483,750,357.10","160,992,554.36"
经营活动现金流入小计,"1,011,558,182.34","2,191,395,844.03","4,305,873,308.66","1,400,377,689.97","2,927,040,063.35","4,679,173,763.47","5,661,784,303.51","1,401,390,194.42","3,247,993,932.90","4,517,529,577.90","6,177,941,962.68","1,664,215,048.22","3,941,876,293.99","6,339,508,054.74","8,395,353,922.87","2,192,112,965.83","4,094,218,992.99","6,306,088,962.66","8,328,748,572.93","2,353,278,895.59","5,059,160,995.83","7,017,965,554.84","9,683,004,167.61","2,060,617,581.04","3,588,871,311.75","5,936,185,034.93","7,785,111,701.87","1,473,980,618.39","3,088,947,872.13","4,315,666,096.47","5,591,430,105.39","931,538,436.72","2,544,003,369.65","3,753,169,619.56","4,609,074,578.87","1,286,519,762.73","2,248,003,684.82","3,869,079,077.44","5,952,330,165.43","1,867,241,538.55","3,749,579,859.76","5,856,535,880.76","8,073,280,366.65","2,605,770,126.46","5,218,135,497.26","7,970,467,954.18","10,323,002,348.50","2,833,618,498.12"
投资活动产生的现金流量净额,"-311,700,199.35","-635,527,749.54","-1,537,606,143.22","-343,733,061.98","-789,807,101.43","-1,081,110,514.09","-1,697,021,025.00","-523,603,271.63","-1,199,938,092.32","-1,661,099,215.96","-2,358,112,687.13","-600,052,215.77","-1,405,876,889.08","-2,007,399,602.18","-2,710,588,464.25","-724,635,433.51","-1,442,172,249.98","-2,174,550,881.86","-2,697,200,159.59","-580,548,920.09","-1,499,087,201.10","-2,283,866,069.61","-2,357,672,388.72","-380,492,013.03","-707,422,864.85","-1,214,248,016.26","-1,638,737,239.71","-392,020,881.89","-877,587,992.64","-1,451,000,384.35","-1,947,277,141.63","-809,049,861.72","-1,390,547,248.56","-1,692,976,014.67","-2,878,954,984.23","-355,831,009.12","-858,581,928.31","-570,952,726.93","-695,558,932.45","-354,720,583.33","-376,505,307.40","-317,009,856.71","-499,218,930.69","-102,121,732.30","-243,452,885.55","-343,769,439.59","-472,335,664.78","-160,992,554.36"
购买商品、接受劳务支付的现金,"374,410,666.13","650,460,792.12","1,150,096,882.53","327,815,991.85","799,892,952.52","1,285,562,209.31","1,647,148,702.52","432,157,637.26","880,043,864.70","1,450,686,790.35","1,972,380,798.57","426,546,980.68","989,938,297.97","1,756,487,864.35","2,292,875,717.05","587,968,638.65","1,070,520,467.42","1,585,996,267.63","2,566,910,579.83","605,577,629.39","1,313,089,875.54","1,862,817,166.22","2,634,093,515.66","415,594,617.70","788,443,787.94","1,616,438,372.59","2,250,273,537.41","348,589,502.31","834,069,212.86","1,197,546,499.46","1,665,441,742.49","327,184,923.15","687,597,292.16","1,082,048,717.21","1,640,989,639.44","328,708,955.57","287,635,369.64","586,828,614.96","1,662,192,540.98","360,749,013.02","641,782,528.90","1,040,844,766.50","1,677,783,545.56","279,651,189.02","858,994,279.57","1,395,204,742.55","2,259,216,606.77","735,856,321.71"
吸收投资收到的现金,,,"2,033,760,000.00",,,,"9,000,000.00",,,,,,,,,,,,,,,"9,000,000.00","9,000,000.00",,,,"15,300,000.00","22,500,000.00","90,000,000.00","112,500,000.00","225,000,000.00","22,500,000.00","22,500,000.00","22,500,000.00","22,500,000.00",,,"45,000,000.00","45,000,000.00","90,000,000.00","90,000,000.00","196,200,000.00","196,200,000.00",,,,,
