科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"263,392,310.56","483,241,058.60","966,007,988.80","283,529,065.94","546,227,652.95","800,745,651.35","1,139,340,956.81","281,324,122.00","537,748,998.86","829,834,028.33","1,238,847,171.00","367,163,871.08","708,205,576.64","1,154,565,829.09","1,516,258,095.57","495,589,241.08","1,000,481,147.64","1,516,863,405.94","2,193,659,884.52","589,572,466.63","1,206,183,244.96","1,795,208,666.57","2,534,700,029.62","705,225,621.85","1,363,754,870.49","2,015,117,851.56","2,713,698,807.53","718,528,305.13","1,367,046,124.38","2,039,983,825.34","3,045,995,148.37","666,605,853.60","1,298,176,899.51","1,907,184,619.61","2,409,925,757.43","421,511,481.28","755,592,500.69","1,046,419,635.32","1,955,370,747.45","409,319,321.01","912,782,567.31","1,407,579,055.09","2,021,417,756.08","459,335,815.07","966,050,502.30","1,585,654,612.14","2,175,517,916.33","603,129,013.82"
取得借款收到的现金,"350,000,000.00","846,000,000.00","618,000,000.00","350,000,000.00","709,400,000.00","1,229,400,000.00","1,739,400,000.00","500,000,000.00","950,000,000.00","1,338,000,000.00","2,048,000,000.00","350,000,000.00","740,000,000.00","1,190,000,000.00","1,380,000,000.00","1,000,000,000.00","1,550,000,000.00","2,048,000,000.00","3,240,000,000.00","1,409,000,000.00","2,845,000,000.00","3,744,500,000.00","4,472,200,000.00","2,189,790,000.00","3,584,790,000.00","6,249,790,000.00","8,079,870,000.00","2,519,650,000.00","4,486,650,000.00","7,111,650,000.00","10,706,290,000.00","2,169,962,300.00","4,496,903,500.00","8,611,603,500.00","10,869,915,500.00","1,006,760,400.00","3,054,545,200.00","3,725,545,200.00","9,801,760,200.00","2,293,000,000.00","3,146,000,000.00","5,784,000,000.00","9,521,398,229.04","4,449,912,300.00","6,205,912,300.00","9,325,462,300.00","11,768,082,300.00","2,159,478,329.06"
支付的各项税费,"200,249,327.59","371,563,355.52","716,181,472.99","197,061,350.16","412,851,092.88","631,815,906.51","898,196,602.83","509,666,914.18","868,115,426.18","1,095,353,137.20","1,266,097,473.31","311,125,089.78","925,820,417.19","1,301,127,304.23","1,437,687,974.70","585,896,023.24","1,156,562,068.85","1,559,141,730.26","1,857,566,252.17","614,037,806.57","1,331,494,433.54","1,725,024,231.15","2,274,201,857.91","320,459,517.41","725,350,779.76","1,105,178,103.39","1,477,655,217.93","321,170,708.99","660,544,920.55","969,696,912.43","1,105,328,544.02","250,980,094.88","441,715,899.61","612,091,816.09","782,164,290.99","215,919,469.92","485,442,945.53","755,156,383.59","886,028,481.48","306,314,887.35","708,969,219.04","1,111,854,003.67","1,386,226,256.31","583,177,678.11","1,116,054,163.32","1,634,887,189.13","1,992,949,163.75","584,211,536.81"
收到其他与筹资活动有关的现金,"31,006,038.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"374,270,054.28",,"17,534,668.00","510,074,668.00",,,,"977,398,229.04","2,072,453,300.00",,"345,077,100.00","584,862,100.00","386,312,100.00","2,510,700.00"
支付其他与经营活动有关的现金,"181,769,976.46","449,361,932.59","534,265,916.40","77,498,333.71","132,011,865.61","235,011,843.03","265,011,192.91","45,603,993.01","178,635,246.79","271,420,755.07","489,506,392.92","94,260,851.62","174,532,543.28","255,983,593.81","503,839,781.38","119,885,871.71","249,119,551.10","328,938,567.52","417,885,744.40","126,671,590.32","266,342,249.37","114,365,176.20","543,368,336.58","113,232,942.15","160,829,529.39","549,590,279.86","834,813,001.86","107,066,062.88","161,151,373.45","532,019,177.98","961,777,399.32","130,792,073.62","235,665,577.80","396,292,517.18","498,960,337.73","84,164,452.20","79,947,161.77","81,152,375.23","415,868,736.08","212,458,159.57","391,079,060.24","560,124,186.44","827,767,070.26","67,632,433.12","164,477,551.14","351,218,898.37","520,385,108.59","49,454,187.49"
筹资活动现金流入小计,"381,006,038.89","846,000,000.00","2,651,760,000.00","350,000,000.00","709,400,000.00","1,229,400,000.00","1,748,400,000.00","500,000,000.00","950,000,000.00","1,338,000,000.00","2,048,000,000.00","350,000,000.00","740,000,000.00","1,190,000,000.00","1,380,000,000.00","1,000,000,000.00","1,550,000,000.00","2,048,000,000.00","3,240,000,000.00","1,409,000,000.00","2,845,000,000.00","3,753,500,000.00","4,481,200,000.00","2,189,790,000.00","3,584,790,000.00","6,249,790,000.00","8,095,170,000.00","2,542,150,000.00","4,576,650,000.00","8,124,150,000.00","10,931,290,000.00","2,192,462,300.00","4,519,403,500.00","8,634,103,500.00","11,266,685,554.28","1,006,760,400.00","3,072,079,868.00","4,280,619,868.00","9,846,760,200.00","2,383,000,000.00","3,236,000,000.00","6,957,598,229.04","11,790,051,529.04","4,449,912,300.00","6,550,989,400.00","10,910,324,400.00","12,154,394,400.00","2,161,989,029.06"
经营活动现金流出小计,"1,019,822,280.74","1,954,627,138.83","3,366,552,260.72","885,904,741.66","1,890,983,563.96","2,953,135,610.20","3,949,697,455.07","1,268,752,666.45","2,464,543,536.53","3,647,294,710.95","4,966,831,835.80","1,199,096,793.16","2,798,496,835.08","4,468,164,591.48","5,750,661,568.70","1,789,339,774.68","3,476,683,235.01","4,990,939,971.35","7,036,022,460.92","1,935,859,492.91","4,117,109,803.41","5,497,415,240.14","7,986,363,739.77","1,554,512,699.11","3,038,378,967.58","5,286,324,607.40","7,276,440,564.73","1,495,354,579.31","3,022,811,631.24","4,739,246,415.21","6,778,542,834.20","1,375,562,945.25","2,663,155,669.08","3,997,617,670.09","5,332,040,025.59","1,050,304,358.97","1,608,617,977.63","2,469,557,009.10","4,919,460,505.99","1,288,841,380.95","2,654,613,375.49","4,120,402,011.70","5,913,194,628.21","1,389,797,115.32","3,105,576,496.33","4,966,965,442.19","6,948,068,795.44","1,972,651,059.83"
偿还债务支付的现金,"12,953,713.51","152,677,291.65","132,675,000.00","304,107,415.00","627,000,000.00","1,312,330,000.00","1,552,094,628.53","102,000,000.00","497,740,000.00","499,740,000.00","785,500,000.00","85,000,000.00","282,350,000.00","407,200,000.00","834,550,000.00","424,090,000.00","591,440,000.00","763,790,000.00","1,116,140,000.00","815,350,000.00","1,677,712,919.00","2,517,562,919.00","3,110,806,176.39","2,242,600,000.00","3,243,700,000.00","4,936,800,000.00","6,172,000,000.00","1,652,600,000.00","2,933,200,000.00","5,117,450,000.00","6,530,650,000.00","765,000,000.00","2,345,850,000.00","6,086,200,000.00","6,547,205,000.00","769,250,000.00","2,671,330,435.35","4,175,410,575.28","8,924,284,621.71","2,244,035,000.00","3,231,468,300.00","6,850,968,300.00","12,254,576,600.00","4,132,512,587.13","6,306,297,041.36","10,848,128,157.85","12,097,764,382.64","1,697,610,761.67"
经营活动产生的现金流量净额,"-8,264,098.40","236,768,705.20","939,321,047.94","514,472,948.31","1,036,056,499.39","1,726,038,153.27","1,712,086,848.44","132,637,527.97","783,450,396.37","870,234,866.95","1,211,110,126.88","465,118,255.06","1,143,379,458.91","1,871,343,463.26","2,644,692,354.17","402,773,191.15","617,535,757.98","1,315,148,991.31","1,292,726,112.01","417,419,402.68","942,051,192.42","1,520,550,314.70","1,696,640,427.84","506,104,881.93","550,492,344.17","649,860,427.53","508,671,137.14","-21,373,960.92","66,136,240.89","-423,580,318.74","-1,187,112,728.81","-444,024,508.53","-119,152,299.43","-244,448,050.53","-722,965,446.72","236,215,403.76","639,385,707.19","1,399,522,068.34","1,032,869,659.44","578,400,157.60","1,094,966,484.27","1,736,133,869.06","2,160,085,738.44","1,215,973,011.14","2,112,559,000.93","3,003,502,511.99","3,374,933,553.06","860,967,438.29"
分配股利、利润或偿还利息支付的现金,"56,323,718.45","286,520,083.49","504,271,100.08","80,000,609.63","213,516,277.85","374,171,166.84","460,394,594.92","77,586,189.25","349,073,857.17","424,593,277.17","679,685,783.54","80,272,524.63","233,829,003.24","373,383,313.74","530,178,706.82","86,397,472.69","261,316,156.09","377,107,420.36","846,378,220.76","157,196,442.55","318,243,591.74","592,386,448.20","769,234,776.88","187,883,845.89","323,109,824.90","543,682,659.22","877,611,057.34","259,781,503.63","439,166,657.62","659,045,116.13","815,545,252.17","172,883,837.17","350,956,075.77","608,302,453.29","893,433,203.66","209,082,292.08","472,917,724.66","689,107,427.03","1,014,209,184.89","221,033,316.27","452,453,771.32","743,117,411.03","1,022,895,748.25","238,412,629.87","492,890,637.96","734,272,543.32","1,008,539,466.34","215,831,360.79"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,"99,500.00",,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,"84,503,940.00",,"84,503,940.00","84,503,940.00","84,503,940.00",,"84,500,000.00","120,657,159.33","225,737,122.65","40,156,520.05","161,305,997.05","208,253,659.76","226,019,827.00","25,117,325.16","43,573,884.90","249,850,631.02","287,369,208.15","9,701,875.00","200,746,603.12","282,325,582.16","343,735,909.77",,"1,054,444,876.00","1,054,444,876.00","2,080,595,660.20",
取得投资收益收到的现金,,,,,,,"1,149,165.16",,,,"925,570.52",,,,"919,454.75",,,,"92,541.79",,,"505,436.42","1,065,436.42",,,,"1,213,000.80",,,,"1,315,111.50",,,,"1,364,625.90",,,,"1,364,625.90","12,596,400.00","12,596,400.00","62,631,946.89","64,303,482.91",,,"3,137,847.65","11,414,692.32",
筹资活动现金流出小计,"69,277,431.96","439,197,375.14","636,946,100.08","384,108,024.63","840,516,277.85","1,686,501,166.84","2,022,489,223.45","179,586,189.25","846,813,857.17","924,333,277.17","1,465,185,783.54","165,272,524.63","516,179,003.24","780,583,313.74","1,364,728,706.82","510,487,472.69","852,756,156.09","1,140,897,420.36","1,962,518,220.76","972,546,442.55","1,995,956,510.74","3,109,949,367.20","3,964,544,893.27","2,430,483,845.89","3,651,313,764.90","5,564,986,599.22","7,134,114,997.34","1,912,381,503.63","3,456,866,657.62","5,897,152,275.46","7,571,932,374.82","978,040,357.22","2,858,112,072.82","6,902,756,113.05","7,666,658,030.66","1,003,449,617.24","3,187,822,044.91","5,114,368,633.33","10,225,863,014.75","2,474,770,191.27","3,884,668,674.44","7,876,411,293.19","13,621,208,258.02","4,370,925,217.00","7,853,632,555.32","12,636,845,577.17","15,186,899,509.18","1,913,442,122.46"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"236,991.73","167,906.00",,,,"219,648.00","1,158,700.00","1,158,740.00","1,158,740.00","1,158,740.00",,,,,,"300,000.00","300,000.00","353,000.00",,,,,,,,,,,,,,,,,,,"700,000.00","812,100.00",,"527,510.00","527,510.00","527,861.38",,,,,
筹资活动产生的现金流量净额,"311,728,606.93","406,802,624.86","2,014,813,899.92","-34,108,024.63","-131,116,277.85","-457,101,166.84","-274,089,223.45","320,413,810.75","103,186,142.83","413,666,722.83","582,814,216.46","184,727,475.37","223,820,996.76","409,416,686.26","15,271,293.18","489,512,527.31","697,243,843.91","907,102,579.64","1,277,481,779.24","436,453,557.45","849,043,489.26","643,550,632.80","516,655,106.73","-240,693,845.89","-66,523,764.90","684,803,400.78","961,055,002.66","629,768,496.37","1,119,783,342.38","2,226,997,724.54","3,359,357,625.18","1,214,421,942.78","1,661,291,427.18","1,731,347,386.95","3,600,027,523.62","3,310,782.76","-115,742,176.91","-833,748,765.33","-379,102,814.75","-91,770,191.27","-648,668,674.44","-918,813,064.15","-1,831,156,728.98","78,987,083.00","-1,302,643,155.32","-1,726,521,177.17","-3,032,505,109.18","248,546,906.60"
处置子公司及其他营业单位收到的现金净额,,,,"13,800,000.00","13,800,000.00","13,800,000.00","12,079,948.93",,,,,,,,,,,,,,,,,"-69,879,430.68","-69,879,430.68","-69,879,430.68","-69,879,430.68",,,,,,,"80,314,823.22","80,314,823.22",,,"479,284,518.08","463,414,679.70",,,,,,,,,
四、汇率变动对现金的影响,,-350.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,476,000.00","5,565,000.00","74,935,000.00",,,"53,833,300.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"236,991.73","167,906.00","13,800,000.00","13,800,000.00","13,800,000.00","13,448,762.09","1,158,700.00","1,158,740.00","1,158,740.00","2,084,310.52",,,,"919,454.75",,"300,000.00","300,000.00","445,541.79",,,"505,436.42","1,164,936.42","-69,879,430.68","-69,879,430.68","-69,879,430.68","-68,666,429.88",,,,"1,315,111.50",,,"80,314,823.22","81,679,449.12",,"4,476,000.00","485,549,518.08","540,526,405.60","12,596,400.00","13,123,910.00","116,992,756.89","64,831,344.29",,,"3,137,847.65","11,414,692.32",
五、现金及现金等价物净增加额,"-8,235,690.82","8,043,229.85","1,416,528,804.64","136,631,861.70","115,133,120.11","187,826,472.34","-259,023,400.01","-70,551,932.91","-313,301,553.12","-377,197,626.18","-564,188,343.79","49,793,514.66","-38,676,433.41","273,360,547.34","-50,624,816.90","167,650,284.95","-127,392,648.09","47,700,689.09","-126,992,268.34","273,324,040.04","292,007,480.58","-119,765,122.11","-144,376,854.15","-115,080,976.99","-223,454,285.58","120,415,812.05","-169,011,099.91","216,373,653.56","308,331,590.63","352,417,021.45","224,967,754.74","-38,652,427.47","151,591,879.19","-206,076,678.25","-1,892,907.33","-116,304,822.60","-334,938,398.03","-5,179,423.92","-41,792,087.76","131,909,383.00","69,792,502.43","500,310,948.20","-170,289,921.23","1,192,838,361.84","566,462,960.06","933,211,895.23","-129,907,220.90","948,521,790.53"
购建固定资产、无形资产和其他长期资产支付的现金,"275,990,182.64","492,323,939.00","1,484,886,053.43","326,225,412.24","803,607,101.43","1,094,910,514.09","1,710,469,787.09","434,063,771.63","1,067,198,632.32","1,528,359,755.96","2,216,221,197.65","598,802,215.77","1,342,502,849.08","1,944,025,562.18","2,664,304,239.00","724,635,433.51","1,442,472,249.98","2,168,892,136.86","2,691,686,956.38","580,548,920.09","1,499,087,201.10","2,195,051,506.03","2,269,517,325.14","310,612,582.35","637,543,434.17","1,144,368,585.58","1,570,070,809.83","392,020,881.89","877,587,992.64","1,228,000,384.35","1,725,592,253.13","809,049,861.72","1,390,547,248.56","1,708,640,237.89","2,895,983,833.35","355,831,009.12","863,057,928.31","1,056,502,245.01","1,186,619,838.05","367,316,983.33","389,629,217.40","434,002,613.60","564,050,274.98","102,121,732.30","243,452,885.55","346,907,287.24","483,750,357.10","160,992,554.36"
期初现金及现金等价物余额,"402,135,270.85","402,135,270.85","402,135,270.85","1,816,944,024.42","1,818,664,075.49","1,818,664,075.49","1,818,664,075.49","1,559,640,675.48","1,559,640,675.48","1,559,640,675.48","1,559,640,675.48","995,452,331.69","995,452,331.69","995,452,331.69","995,452,331.69","944,827,514.79","944,827,514.79","944,827,514.79","944,827,514.79","817,835,246.45","817,835,246.45","817,835,246.45","817,835,246.45","673,458,392.30","673,458,392.30","673,458,392.30","673,458,392.30","504,447,292.39","504,447,292.39","504,447,292.39","504,447,292.39","729,415,047.13","729,415,047.13","729,415,047.13","729,415,047.13","718,968,487.61","727,522,139.80","727,522,139.80","727,522,139.80","685,730,052.04","685,730,052.04","685,730,052.04","685,730,052.04","515,440,130.81","515,440,130.81","515,440,130.81","515,440,130.81","385,532,909.91"
投资支付的现金,,,"10,868,200.00",,,,,"90,698,200.00","133,898,200.00","133,898,200.00","143,975,800.00","1,250,000.00","63,374,040.00","63,374,040.00","47,203,680.00",,,"5,958,745.00","5,958,745.00",,,"89,320,000.00","89,320,000.00",,,,,,,"223,000,000.00","223,000,000.00",,,"64,650,600.00","64,650,600.00",,,,"49,465,500.00",,,,,,,,,
期末现金及现金等价物余额,"393,899,580.03","410,178,500.70","1,818,664,075.49","1,953,575,886.12","1,933,797,195.60","2,006,490,547.83","1,559,640,675.48","1,489,088,742.57","1,246,339,122.36","1,182,443,049.30","995,452,331.69","1,045,245,846.35","956,775,898.28","1,268,812,879.03","944,827,514.79","1,112,477,799.74","817,434,866.70","992,528,203.88","817,835,246.45","1,091,159,286.49","1,109,842,727.03","698,070,124.34","673,458,392.30","558,377,415.31","450,004,106.72","793,874,204.35","504,447,292.39","720,820,945.95","812,778,883.02","856,864,313.84","729,415,047.13","690,762,619.66","881,006,926.32","523,338,368.88","727,522,139.80","602,663,665.01","392,583,741.77","722,342,715.88","685,730,052.04","817,639,435.04","755,522,554.47","1,186,041,000.24","515,440,130.81","1,708,278,492.65","1,081,903,090.87","1,448,652,026.04","385,532,909.91","1,334,054,700.44"
