科目,2007-12-31,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"570,681,776.81","294,729,709.85","993,882,210.94","996,114,745.56","3,318,805,332.22","3,573,786,980.61","3,878,098,235.42","3,843,605,989.27","3,400,529,590.40","3,314,997,474.61","4,664,304,989.20","4,354,780,856.20","4,373,486,393.99","4,205,075,203.20","3,282,712,333.87","3,966,308,906.68","2,727,202,957.94","2,244,946,439.28","2,155,489,106.26","1,986,479,386.23","2,117,903,890.32","2,037,323,170.83","1,971,342,713.90","2,450,368,179.30","2,104,289,189.33","2,631,213,714.11","2,119,660,140.60","1,768,620,015.17","2,520,224,370.32","1,705,002,086.84","1,277,412,150.88","3,674,825,674.42","7,041,810,087.24","7,044,627,370.45","7,654,387,503.76"
短期借款,"257,364,705.72","16,813,116.00","52,844,746.50","1,242,732.40",,,,,,"1,299,276.00","1,112,463.00","1,096,755.00","12,577,508.00","30,581,645.00","227,157,242.50","210,248,014.98","329,404,085.97","288,446,700.00","362,458,922.00","285,477,737.50","258,192,127.50","267,062,582.50","285,727,637.50","236,923,600.00","163,151,450.00","193,884,000.00","195,062,800.00","30,000,360.00","54,117,915.00","54,953,640.00","55,419,930.00","3,245,912,020.01","2,997,319,526.63","2,594,752,998.64","2,634,089,180.81"
交易性金融资产,"230,247.50","87,262.50",,,,,,,,,,,,,"822,791.12","839,966.61","839,966.61","839,966.61","839,966.61",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"306,923,816.46","196,584,655.93","124,087,717.29","157,077,292.12","175,163,048.90","266,330,347.60","320,042,037.45","385,038,868.28","449,012,124.24","730,330,049.72","1,000,150,897.36","1,095,884,568.74","812,016,403.48","966,219,461.46","1,249,845,538.42","1,031,383,026.84","1,050,938,765.47","1,499,874,175.98","1,932,637,513.60","2,118,792,950.26","1,957,213,977.62","2,229,293,643.69","2,347,622,507.34","2,260,314,406.61","1,664,571,642.99","1,482,765,316.13","1,782,726,125.79","1,375,467,023.07","1,462,236,174.34","1,404,070,185.90","1,586,854,679.05","1,825,739,631.85","1,745,439,342.40","2,011,009,381.69","2,212,893,571.17"
应付票据,"49,205,449.47",,,,,,,,,,"1,429,643.19",,,,,,,"10,236,799.06","33,747,190.55","27,374,913.09","29,593,683.67","34,977,898.57","35,045,654.31","58,535,137.04","87,134,031.82","111,198,042.97","182,680,289.08","144,661,139.69","157,172,855.42","198,402,300.69","206,944,653.93","1,862,324,383.93","1,741,902,373.88","1,863,095,815.55","1,785,542,478.90"
应收账款,"410,418,474.97","472,051,081.34","557,556,910.97","465,669,490.36","533,602,660.71","554,908,174.50","617,398,733.76","505,373,230.76","696,018,089.26","800,116,848.32","795,735,479.61","693,744,080.84","925,520,764.60","1,046,467,522.83","1,565,998,112.74","1,418,088,743.24","1,776,594,834.84","1,946,932,428.14","2,014,365,666.44","1,937,583,473.29","2,110,932,799.18","2,158,756,406.22","2,261,065,478.10","2,078,139,024.99","2,355,215,035.38","2,800,562,655.29","2,920,054,231.51","2,753,723,380.33","2,796,803,448.72","2,962,292,204.97","2,892,698,335.58","5,555,428,824.77","6,054,285,377.37","5,819,453,618.13","5,898,141,830.76"
应付账款,"762,238,042.94","541,669,347.61","732,858,861.75","918,707,992.64","763,866,118.38","1,031,831,039.46","1,170,569,642.70","1,214,724,167.79","1,146,736,414.81","1,673,456,787.07","1,578,484,718.25","1,307,129,409.20","1,145,398,127.00","1,421,787,797.05","1,756,335,069.90","1,825,927,220.16","1,452,643,118.88","2,140,276,894.23","2,137,845,561.77","2,170,296,685.78","1,648,649,505.83","2,094,774,806.43","2,044,127,223.98","2,210,565,252.68","1,824,961,161.15","2,473,659,629.14","2,363,550,377.45","1,649,148,310.78","2,031,336,466.43","2,651,841,862.75","2,564,850,570.90","4,168,613,536.78","3,613,763,999.37","4,584,052,228.63","4,903,714,111.14"
预付款项,"48,930,611.41","50,588,741.84","52,191,764.12","60,501,598.41","78,890,453.51","54,432,072.71","48,743,229.63","25,282,067.58","64,395,021.01","82,841,486.01","99,366,773.33","67,257,993.32","87,147,961.62","78,498,076.68","111,175,494.71","43,867,906.25","84,128,285.00","137,422,497.49","138,803,235.84","87,968,209.78","98,529,234.61","126,961,380.95","122,424,472.96","42,601,346.42","89,774,334.95","88,642,179.98","128,505,830.89","37,799,473.73","73,659,075.23","102,477,895.13","119,941,264.77","585,901,739.18","729,103,424.14","669,814,464.00","633,966,136.91"
预收款项,"43,013,004.26","41,410,282.89","40,646,695.42","40,288,377.01","47,526,874.97","48,255,338.65","50,311,160.11","49,167,012.14","68,083,970.73","68,903,542.20","58,736,676.70","69,862,111.71","57,906,237.91","37,682,160.32","124,205,600.81","120,868,215.61","146,052,905.12","135,213,225.16","129,863,449.24","139,769,537.02","150,700,900.18","141,668,309.53","151,772,789.73","122,966,803.41","164,284,598.68","158,388,408.44","145,355,370.04","153,433,063.24","164,190,597.56","118,047,530.40","131,095,045.84","178,202,927.26","488,907,920.42","282,966,207.05","452,408,396.15"
