科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"5,298,137.82","5,387,877.10","5,239,705.80","14,441,661.99","4,826,625.24","5,526,897.68","11,688,201.38","6,155,939.82","5,975,985.27","9,839,506.56","11,666,087.40","14,685,325.53","17,361,373.45","20,254,855.51","31,032,478.49","42,147,603.11","34,578,665.84","35,646,391.79","37,235,660.13","39,734,150.44","36,392,474.50","40,460,352.55","47,384,177.28","46,955,651.99","70,935,981.32","79,071,636.40","71,007,435.62","78,536,197.88","80,506,308.63","88,483,669.88","92,610,575.37","104,351,392.22","71,302,429.59","75,228,380.39","74,600,659.54","88,924,054.77","197,524,379.42","203,466,289.55"
应付职工薪酬,"2,470,789.52","2,166,649.59","2,161,069.84","2,101,352.25","2,872,346.88","2,107,363.00","2,819,665.99","2,682,926.10","3,399,576.09","2,962,608.83","2,805,486.79","4,450,142.31","3,952,718.52","3,878,848.09","5,502,189.72","6,199,789.00","7,145,392.89","5,352,110.41","5,538,990.84","6,340,930.93","8,181,917.55","6,445,207.13","6,927,503.31","7,178,120.15","9,262,337.93","9,152,526.71","8,059,445.15","10,821,459.20","14,649,181.73","13,872,316.30","14,378,011.36","15,724,727.72","17,595,777.04","14,329,063.35","15,403,075.27","20,022,988.69","24,013,145.59","18,363,269.56"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,825,413.57","1,504,745.65","3,275,134.35","2,299,315.70","2,660,587.01","2,272,399.27","4,725,844.58","3,182,118.49","4,927,367.54","5,730,203.45","7,258,620.23","10,591,389.18","9,587,049.80","6,080,587.25","3,796,611.69","5,448,859.88","-1,980,201.56","9,312,203.88","5,191,400.27","6,787,816.18","3,063,206.26","5,388,174.31","5,188,753.48","4,715,841.22","40,002,104.20","48,103,375.13","27,236,143.62","31,831,971.39","51,130,734.82","53,754,259.76","55,097,069.00","40,891,548.77","59,970,488.31","41,836,078.10","40,233,502.53","43,717,865.03","63,528,653.66","60,596,753.16"
应收利息,,,,,,,"2,341,075.00","1,913,339.08","2,676,765.93","567,123.43","1,788,732.02","517,392.17","286,226.33","785,838.82","367,418.15","92,545.08","32,054.79","507,123.29","74,776.23",,,,,,,,,,,,,,"16,078,155.99","12,752,506.67","18,808,808.04","19,948,808.04","21,846,545.03","22,019,129.62"
应付利息,,"145,419.35","214,419.35","228,219.35","283,419.35","283,419.35","352,419.35","352,419.35","421,419.35","421,419.35","421,419.35","524,919.35","559,419.35","593,919.35","628,419.35","662,919.35","873,419.35","873,419.35","942,419.35","279,500.00","1,530,972.80","1,697,344.40","1,695,604.70","1,754,272.22","2,165,773.10","2,565,817.20","2,249,771.80","12,423,081.22","3,049,889.05","2,982,033.92","3,452,692.26","3,821,251.74","3,938,302.61","5,613,499.78","4,622,632.87","5,657,101.28","5,088,360.17","8,334,573.77"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"644,533.74","644,533.74","832,615.10","431,885.91","431,885.91",,"283,856.09","13,423,756.49",,,,"10,700,000.00",,,,,,,"833,306.08",,,"8,480,783.05","5,480,783.04","50,258,402.10",,,
存货,"16,494,025.70","23,195,229.43","22,732,984.76","24,958,107.27","26,559,408.02","35,461,660.03","36,607,043.87","36,871,479.17","38,432,196.39","58,680,111.62","55,359,865.28","57,822,651.56","61,327,908.87","68,748,538.68","84,990,851.10","84,651,914.41","78,913,452.06","77,031,168.73","86,744,064.17","100,444,901.67","115,285,936.77","123,955,777.46","102,566,473.12","97,540,554.74","163,908,176.12","177,139,830.48","168,076,843.13","185,644,072.65","112,834,456.69","211,963,799.45","201,709,851.33","219,651,263.22","183,169,075.86","339,938,722.99","453,743,119.29","625,560,865.24","214,781,580.43","357,432,156.46"
其他应付款,"9,063,456.13","11,527,737.59","11,657,261.21","6,541,770.64","21,734,009.03","13,769,363.98","15,426,433.89","16,804,569.91","16,384,682.02","16,206,987.23","16,014,765.83","21,465,092.39","20,608,519.05","24,802,281.06","24,655,731.45","26,023,029.45","23,246,595.21","22,598,677.11","28,444,637.64","35,155,812.31","38,111,763.09","38,593,112.64","41,283,274.58","41,188,512.73","71,390,645.53","72,281,353.52","111,410,687.93","344,059,161.23","305,191,104.23","288,705,018.68","237,181,710.34","546,601,991.83","387,854,045.52","391,959,117.20","427,008,652.06","444,822,719.35","285,292,034.50","286,674,568.21"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,"80,845.06","13,244.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"2,000,000.00",,,,"2,000,000.00","2,000,000.00","2,000,000.00",,"2,875,000.00","2,875,000.00","2,875,000.00","2,875,000.00","25,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","5,750,000.00","54,081,800.00","54,242,675.00","54,403,550.00","54,564,425.00","54,725,300.00","167,385,793.24","193,513,030.74","166,087,448.15","282,561,058.18","225,750,000.00","215,750,000.00"
其他流动资产,"243,494.08","7,192.00","71,888.66","93,423.64","364,983.14","899,261.98","2,562,442.98","5,573,741.98","2,103,931.26","5,956,705.15","2,821,752.69","5,783,090.85","9,020,324.95","12,658,565.96","17,175,279.10","2,361,819.96","7,130,296.05","5,336,858.67","3,325,718.60","2,161,097.84","4,643,363.59","3,094,298.01","4,608,023.13","3,707,433.63","4,532,274.28","5,292,388.75","11,756,121.94","6,877,377.97","28,422,148.00","35,965,026.40","34,143,791.01","34,802,045.39","160,528,202.83","152,735,225.22","117,907,283.49","86,682,662.84","89,426,289.72","79,419,489.08"
其他流动负债,"324,182.57","98,714.89","89,868.75","423,747.48","527,682.92","313,427.62","1,200,575.98","1,400,067.00","782,538.12","1,908,441.16","2,061,446.66","2,403,714.74","4,979,640.61","4,202,968.12","4,192,016.23","4,105,832.75","5,810,267.35","4,903,040.94","4,966,214.80","6,636,870.59","6,411,557.04","7,166,231.99","6,594,081.21","10,468,012.52","6,194,750.31","7,577,305.73","8,091,743.69","19,451,643.11","16,483,470.31","18,209,698.42","17,749,040.04","22,286,734.13","43,976,194.12","39,706,782.50","44,243,081.29","39,828,222.95","48,404,597.23","43,763,833.18"
流动资产合计,"97,005,093.71","109,373,366.96","139,598,757.53","139,655,588.56","662,528,785.81","588,630,345.71","552,341,540.85","567,032,113.38","513,580,080.42","532,883,043.27","548,736,727.68","530,572,752.30","511,502,142.63","523,375,305.93","535,887,627.63","604,038,497.96","605,684,803.60","572,598,564.68","546,687,548.75","501,222,505.89","528,686,793.47","591,129,856.28","612,029,581.09","543,444,499.60","847,822,578.47","849,044,944.22","921,923,261.73","1,317,846,717.30","1,650,185,354.86","1,837,703,731.54","1,730,032,582.48","2,104,290,174.65","2,054,510,868.73","2,227,243,617.45","2,368,100,436.59","2,506,198,212.74","2,545,247,508.46","2,613,558,165.90"
流动负债合计,"117,660,842.88","128,164,502.99","129,069,987.27","119,764,214.07","133,809,789.58","76,504,791.69","101,694,143.79","132,999,198.99","143,897,216.63","165,661,962.72","221,239,349.35","187,796,505.74","214,694,357.11","230,354,762.08","278,098,006.62","373,418,036.00","381,054,152.39","343,958,295.25","374,439,123.81","319,884,355.76","344,983,839.74","404,413,734.93","509,943,547.94","463,635,883.67","573,378,109.81","575,707,238.85","612,049,860.24","1,442,590,864.13","1,377,164,844.55","1,486,446,025.38","1,460,626,117.02","1,806,923,819.43","1,734,050,102.90","1,949,417,080.73","2,043,568,034.70","2,311,619,048.63","2,123,785,622.03","1,820,703,691.27"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,"12,762,406.00","52,762,406.00","52,762,406.00","53,057,162.00","63,557,162.00","53,057,162.00","53,057,162.00","206,619,373.39","242,526,992.63","13,057,162.00","13,057,162.00","13,057,162.00","13,057,162.00","13,057,162.00","13,057,162.00"
长期借款,"5,750,000.00","18,750,000.00","40,750,000.00","55,750,000.00","53,750,000.00","40,750,000.00","25,750,000.00","25,750,000.00","22,875,000.00","22,875,000.00","22,875,000.00","22,875,000.00",,,,,,,,,,,,,,,,,"260,000,000.00","380,000,000.00","460,000,000.00","539,000,000.00","474,000,000.00","426,000,000.00","435,000,000.00","329,500,000.00","423,000,000.00","388,818,410.25"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000,000.00"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,564,500.75","38,599,483.94",,"695,566.66","50,516,531.55","42,883,983.49"
长期股权投资,"900,000.00","900,000.00","900,000.00","900,000.00","900,000.00","900,000.00","900,000.00","7,491,600.00","7,991,600.00","7,991,600.00","35,491,600.00","8,991,600.00","10,051,600.00","10,051,600.00","10,051,600.00","12,851,600.00","12,851,600.00","12,851,600.00","12,851,600.00","12,851,600.00","12,851,600.00","12,851,600.00","33,262,406.00","40,000,000.00",,,,,"13,287,226.70","13,171,796.10","13,519,759.75","13,989,880.87","55,692,572.00","59,485,303.98","52,945,104.68","52,703,746.22","52,646,076.87","52,649,109.61"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,132,528.57"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,373,000.00","1,373,000.00","1,373,000.00","1,373,000.00",,
固定资产,"94,073,984.04","120,252,603.04","126,062,182.42","123,430,261.82","128,386,813.46","129,922,503.61","141,813,268.43","139,194,693.21","208,763,055.74","205,223,708.94","227,643,774.85","266,812,449.35","289,386,002.72","291,205,787.06","304,377,423.54","319,336,506.90","431,541,783.76","428,253,987.53","421,805,392.44","422,185,446.24","445,037,842.70","451,453,526.48","454,939,894.26","454,983,602.19","500,167,864.17","489,731,626.01","508,926,203.39","507,849,050.24","531,571,360.85","523,311,612.58","515,395,468.20","545,774,605.20","646,577,753.75","663,158,826.21","652,972,508.43","658,656,398.78","686,492,082.57","670,779,434.57"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,119,874.17","8,392,104.56","7,664,334.94","6,936,565.34","6,208,795.74","5,497,683.62","4,786,571.52","4,075,459.41","3,364,347.32","3,262,217.01"
在建工程,"13,607,471.69","15,387,418.96","20,736,964.75","37,458,820.69","47,464,240.32","61,865,161.61","80,683,239.09","97,350,572.90","82,736,839.76","103,174,373.74","92,840,197.62","118,841,816.37","145,311,460.57","148,399,955.50","172,157,200.96","191,204,705.29","99,645,161.42","102,742,791.04","109,531,225.72","110,670,430.43","101,905,207.82","102,642,263.88","107,465,830.44","101,544,849.40","86,821,506.78","88,378,354.40","91,213,353.30","110,963,545.20","157,082,163.66","185,248,069.68","236,429,306.24","296,858,051.48","220,309,726.83","231,601,285.95","243,310,614.95","262,483,523.62","293,913,206.80","317,364,220.95"
其他非流动负债,"5,804,444.44","3,097,611.10","3,808,916.61","3,552,388.80","3,826,722.21","3,443,722.19","3,173,555.51","3,453,388.84","7,099,666.54","7,834,949.89","9,388,449.91","8,779,989.95","3,900,916.61","3,683,050.40","3,874,750.05","7,847,250.08","9,200,094.15","9,649,760.88","13,114,427.49","13,159,094.13","14,097,127.52","13,810,843.52","15,510,576.25","19,835,241.33","21,324,569.52",,,,,,,,,,,,,
工程物资,,,,,,,,,"4,328,894.38","4,328,894.38","4,328,894.38","4,328,894.38","1,979,819.38","1,979,819.38","1,810,819.38","1,810,819.38","1,810,819.38","1,810,819.38","1,810,819.38","1,810,819.38","1,788,619.38","1,788,619.38","1,788,619.38","1,788,619.38","1,788,619.38","1,788,619.38","1,788,619.38","1,788,619.38","887,021.69","887,021.69","887,021.69","887,021.69","887,021.69","887,021.69","887,021.69","887,021.69","887,021.69","887,021.69"
非流动负债合计,"11,554,444.44","21,847,611.10","44,558,916.61","59,302,388.80","57,576,722.21","44,193,722.19","28,923,555.51","29,203,388.84","29,974,666.54","30,709,949.89","32,263,449.91","31,654,989.95","3,900,916.61","3,683,050.40","3,874,750.05","7,847,250.08","9,200,094.15","9,649,760.88","13,114,427.49","13,159,094.13","14,097,127.52","13,810,843.52","15,510,576.25","19,835,241.33","21,324,569.52","18,675,269.52","18,292,672.88","18,503,306.01","296,902,987.27","415,835,627.92","499,431,226.66","577,560,117.21","568,680,469.95","512,461,231.54","483,049,959.45","377,867,481.60","550,168,166.82","1,008,022,225.32"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"129,215,287.32","150,012,114.09","173,628,903.88","179,066,602.87","191,386,511.79","120,698,513.88","130,617,699.30","162,202,587.83","173,871,883.17","196,371,912.61","253,502,799.26","219,451,495.69","218,595,273.72","234,037,812.48","281,972,756.67","381,265,286.08","390,254,246.54","353,608,056.13","387,553,551.30","333,043,449.89","359,080,967.26","418,224,578.45","525,454,124.19","483,471,125.00","594,702,679.33","594,382,508.37","630,342,533.12","1,461,094,170.14","1,674,067,831.82","1,902,281,653.30","1,960,057,343.68","2,384,483,936.64","2,302,730,572.85","2,461,878,312.27","2,526,617,994.15","2,689,486,530.23","2,673,953,788.85","2,828,725,916.59"
生产性生物资产,"16,909,323.88","22,088,530.12","25,423,383.16","26,929,058.76","28,405,328.21","29,335,599.98","33,417,908.83","41,065,677.80","45,290,471.86","47,590,457.29","49,343,448.94","50,976,473.69","55,612,831.18","58,696,824.39","62,164,741.77","60,657,201.37","64,277,237.81","64,563,631.48","64,980,342.20","67,542,073.34","66,604,583.23","68,210,546.18","66,714,339.70","67,578,955.63","70,022,319.38","69,640,658.32","62,641,730.09","62,585,279.76","63,031,769.93","68,042,208.89","66,594,835.30","67,818,479.04","69,677,203.56","70,905,623.16","71,121,838.61","71,679,064.71","72,468,143.03","73,599,518.40"
实收资本(或股本),"80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","107,000,000.00","107,000,000.00","107,000,000.00","107,000,000.00","107,000,000.00","107,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","214,000,000.00","266,433,085.00","266,433,085.00","266,433,085.00","815,849,986.00","837,640,035.00","837,640,035.00","837,640,035.00","837,640,035.00","837,640,035.00","837,640,035.00","837,640,035.00","837,640,035.00","837,640,035.00","837,640,035.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"487,125.59","318,244.56","318,244.56","318,244.56","488,204,256.14","488,204,256.14","488,204,256.14","488,204,256.14","488,204,256.14","488,204,256.14","381,204,256.14","381,204,256.14","376,043,284.03","376,043,284.03","374,194,414.45","374,194,414.45","374,194,414.44","374,194,414.44","374,455,935.49","374,455,935.49","374,455,935.49","374,455,935.49","377,113,998.14","377,113,998.14","1,016,597,744.58","1,016,597,744.58","1,016,597,744.58","1,124,150,752.98","1,308,850,696.43","1,308,850,696.43","1,308,850,696.43","1,308,850,696.43","1,166,392,104.99","1,169,393,357.04","1,172,263,484.33","1,175,331,430.88","1,173,640,771.80","1,175,554,523.87"
无形资产,"39,386,481.71","39,611,684.29","39,178,398.58","38,959,957.81","38,786,748.98","38,586,326.90","38,394,679.82","38,164,986.11","41,282,494.52","41,074,572.23","40,898,855.07","55,957,537.16","55,663,822.45","56,487,356.64","57,690,492.71","63,557,511.77","63,178,983.24","62,964,742.58","91,909,501.79","92,916,005.70","92,462,908.49","91,858,779.27","91,361,066.74","91,108,483.63","90,659,016.46","90,050,196.11","89,440,385.68","656,314,394.52","696,042,243.48","702,735,379.32","715,884,125.33","689,143,392.06","652,906,018.37","619,020,118.98","570,858,088.26","619,699,987.00","655,106,991.74","619,042,803.00"
盈余公积,"4,418,521.89","7,913,510.01","7,913,510.01","7,913,510.01","12,643,414.65","12,643,414.65","12,643,414.65","12,643,414.65","19,431,985.45","19,431,985.45","19,431,985.45","19,431,985.45","25,313,342.33","25,313,342.33","25,313,342.33","25,313,342.33","29,795,755.72","29,795,755.72","29,795,755.72","29,795,755.72","34,379,844.39","34,379,844.39","34,379,844.39","34,379,844.39","38,679,250.00","38,679,250.00","38,679,250.00","38,679,250.00","43,048,228.33","43,048,228.33","43,048,228.33","43,048,228.33","49,611,874.97","49,611,874.97","49,611,874.97","49,611,874.97","49,611,874.97","49,611,874.97"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,"6,970,362.77","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","3,103,897.10","566,223,078.64","566,223,078.64","566,223,078.64","1,078,547,900.59","1,220,923,933.38","1,220,923,933.38","1,220,923,933.38","1,220,923,933.38","1,220,923,933.38","1,220,923,933.38","1,220,923,933.38","1,220,923,933.38","1,030,302,541.17","1,030,302,541.17"
未分配利润,"41,988,450.69","75,212,299.25","95,668,892.24","105,685,759.51","116,097,498.54","131,096,380.00","124,410,449.54","135,273,479.89","133,291,561.70","150,635,986.74","156,308,420.75","163,939,823.70","175,642,587.04","184,681,296.89","173,014,824.75","177,578,974.84","182,404,848.60","192,484,943.46","160,741,456.03","166,230,746.64","171,384,685.01","182,058,732.45","185,744,755.04","193,645,865.13","231,853,951.49","243,647,804.43","275,147,019.60","293,751,681.56","398,780,576.47","415,010,268.32","499,724,021.70","531,449,137.54","682,819,439.68","699,501,931.73","721,730,903.51","745,690,789.97","689,301,039.76","698,827,246.76"
长期待摊费用,,"5,730,512.98","5,558,746.01","5,579,311.07","8,714,190.65","10,257,053.17","14,896,445.67","14,595,358.17","18,204,833.70","19,501,101.69","25,174,026.89","30,900,321.95","22,853,256.45","23,818,380.53","23,318,481.62","18,996,943.38","10,708,067.38","11,768,521.05","12,017,276.84","11,746,235.72","8,682,666.08","8,290,315.20","8,353,727.64","7,944,042.98","7,022,200.92","16,445,851.54","7,720,951.36","19,544,998.79","27,058,915.84","27,843,913.67","29,676,849.90","29,276,260.23","29,241,283.52","28,595,185.95","29,314,044.71","31,771,036.71","28,511,996.73","26,168,618.74"
少数股东权益,"5,860,690.34",,,,,,,,"868,612.37","613,639.05","681,806.54","76,996,389.70","87,586,460.38","84,759,305.82","103,933,144.96","105,071,863.90","105,737,827.93","100,177,956.25","102,166,138.05","110,538,358.43","112,612,000.80","112,999,627.67","113,490,050.64","117,811,933.30","130,116,135.89","119,418,598.33","129,400,919.59","143,014,695.58","191,147,122.72","176,501,285.85","187,785,894.67","197,413,393.36","163,257,102.85","145,549,040.63","160,484,784.53","185,718,974.88","190,809,117.37","190,915,912.08"
递延所得税资产,"87,720.80","112,051.56","71,118.24","71,118.24","145,573.69","145,573.69","428,736.94","428,736.94","490,028.45","490,028.45","671,742.71","671,742.71","1,716,115.02","1,716,115.02","1,866,198.45","1,866,198.45","3,584,739.54","3,602,571.16","4,015,232.37","4,015,232.37","4,789,314.68","4,789,314.68","6,163,410.05","6,163,410.05","5,093,256.09","5,093,256.09","3,665,806.32","27,542,868.48","40,407,338.38","40,407,338.38","46,142,964.15","41,396,636.07","50,656,697.14","50,656,697.14","52,032,780.34","53,158,142.57","57,084,592.05","58,109,210.68"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,"65,000,000.00","90,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","30,000,000.00",,"10,000,000.00","55,000,000.00","50,000,000.00","188,010,691.11","178,039,710.85","192,825,887.75","192,262,132.37","179,239,304.64","236,626,248.49"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"164,964,982.12","204,082,800.95","217,930,793.16","233,328,528.39","252,802,895.31","271,012,218.96","310,534,278.78","338,291,625.13","409,088,218.41","429,374,736.72","476,392,540.46","544,451,198.38","585,678,804.87","595,459,735.62","636,540,855.53","673,385,383.64","690,702,289.63","691,662,561.32","722,025,287.84","726,841,740.28","737,226,639.48","744,988,862.17","838,153,191.31","876,978,266.36","1,430,560,267.82","1,430,114,046.49","1,434,677,290.16","2,558,693,818.96","2,803,349,135.91","2,845,628,435.69","3,107,073,637.33","3,198,595,252.65","3,147,940,063.35","3,136,330,869.29","3,100,248,984.80","3,177,282,149.05","3,069,709,119.29","3,167,718,417.87"
所有者权益(或股东权益)合计,"132,754,788.51","163,444,053.82","183,900,646.81","193,917,514.08","723,945,169.33","738,944,050.79","732,258,120.33","743,121,150.68","748,796,415.66","765,885,867.38","771,626,468.88","855,572,454.99","878,585,673.78","884,797,229.07","890,455,726.49","896,158,595.52","906,132,846.69","910,653,069.87","881,159,285.29","895,020,796.28","906,832,465.69","917,894,140.00","924,728,648.21","936,951,640.96","1,683,680,166.96","1,684,776,482.34","1,726,258,018.77","2,415,446,366.12","2,779,466,658.95","2,781,050,513.93","2,877,048,876.13","2,918,401,490.66","2,899,720,359.23","2,901,696,174.47","2,941,731,427.24","2,993,993,831.56","2,941,002,838.90","2,952,550,667.18"
