科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
取得投资收益收到的现金,,,,,,,,,"2,500,000.00","3,922,708.29","2,500,000.00",,,,"15,800.66",,,"627,221.43","670,590.90",,"82,316.54","86,053.60","89,970.56","3,337.50","8,761.11",,"17,571.57",,"50,028,715.44","300,028,715.44","313,424.23","15,754,857.44","90,151,569.35"
筹资活动现金流出小计,"155,002,571.40","153,705,181.76","198,720,033.73","133,079,019.35","209,429,584.87","643,506,038.20","631,461,452.77","5,678,195.71","68,511,950.10","81,963,196.44","123,252,558.75","1,572,416.01","82,773,017.33","220,932,766.40","231,773,147.85","7,787,374.80","11,130,466.97","16,870,655.63","32,112,636.18","38,031,813.89","92,791,895.81","135,695,130.54","234,940,586.44","85,100,860.41","119,177,602.85","313,098,197.83","468,303,594.58","44,170,859.19","148,273,929.74","208,006,070.13","452,065,959.99","61,701,662.72","153,112,280.09"
处置固定资产、无形资产和其他长期资产收回的现金净额,"337,846.15","2,987,135.59","78,496.66",,"150,000.00","511,000.00","1,784,228.61","320,000.00","520,000.00","680,000.00","459,400.25",,,"300,000.00","703,505.30","8,000.00","344,000.00","484,000.00","1,815,072.17",,"96,000.00","336,600.00","1,200,794.26",,"1,681,150.00","1,921,150.00","2,715,104.88","172,145.00","290,177.00","677,177.00","3,658,534.15",360.00,"41,096,828.10"
筹资活动产生的现金流量净额,"30,212,652.19","40,294,818.24","80,608,012.08","18,880,330.65","87,912,874.31","679,348,696.78","671,136,726.36","-5,678,195.71","-3,511,950.10","25,436,803.56","29,147,441.25","8,169,708.44","-28,370,311.71","-115,030,060.78","-122,991,317.05","12,212,625.20","21,369,533.03","447,629,344.37","457,387,363.82","31,968,186.11","208,104.19","232,404,869.46","233,059,413.56","-35,100,860.41","-45,927,602.85","-184,848,197.83","-204,303,594.58","12,829,140.81","-26,273,929.74","-84,006,070.13","-99,286,236.13","4,064,691,837.28","4,159,166,493.91"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,244,203.62","198,483,668.34","506,255,168.34",,"21,504,883.53"
四、汇率变动对现金的影响,"-3,031,620.68","-1,565,547.01","-1,973,904.28","-42,865.39","-101,884.78","-293,740.32","-1,056,103.55","-14,779.04","15,171.89","23,533.02","4,614.02","-17,509.75","-145,441.48","-146,151.82","-977,562.76","20,165.29","16,462.26","-30,644.68","126,348.12","150,151.88","239,225.32","350,890.49","-54,934.90","127,823.20","294,829.50","319,233.04","620,628.50","-33,896.97","-143,705.18","-302,851.83","-553,758.15","-9,660,874.59","35,274,443.02"
收到其他与投资活动有关的现金,"664,351.93","200,184.11","649,450.07",,,,"1,162,380.43",,,,,,,"16,724,599.99","23,140,383.56","6,403.73","10,733.44","89,114.40",,"5,047.67",,"15,000,000.00",,"164,619,531.85","265,571,806.51","356,175,373.04","32,445,910.47","70,056,168.34","180,936,384.32","241,187,966.33","133,551,964.38","105,975,696.79","20,796,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,002,198.08","3,187,319.70","727,946.73",,"150,000.00","511,000.00","2,946,609.04","320,000.00","3,020,000.00","4,602,708.29","2,959,400.25",,,"17,024,599.99","33,509,689.52","2,654,403.73","5,794,733.44","68,677,335.83","87,115,663.07","3,410,047.67","22,828,316.54","40,922,653.60","29,410,764.82","167,279,869.35","277,331,717.62","370,419,523.04","52,249,683.54","74,343,313.34","436,989,480.38","756,774,527.11","729,626,091.10","282,679,914.23","425,447,574.65"
五、现金及现金等价物净增加额,"-26,659,783.06","35,777,048.24","17,578,707.13","-9,057,760.52","-28,009,540.12","502,376,547.44","474,606,779.22","-67,608,646.48","-95,028,062.60","-97,809,156.33","-98,723,149.65","-31,329,626.38","-51,172,829.41","-158,151,631.53","-363,234,402.86","-25,089,450.49","-20,895,340.21","72,427,470.81","176,508,396.58","-8,938,367.54","-99,504,506.63","-6,791,234.04","254,058,038.22","-236,336,741.78","-167,354,815.33","-212,178,935.09","-22,680,396.43","-89,462,260.48","91,676,713.34","121,588,419.85","-54,424,828.30","2,510,248,383.48","2,321,113,913.03"
购建固定资产、无形资产和其他长期资产支付的现金,"68,946,441.27","126,770,255.91","157,956,456.98","48,927,759.67","126,612,680.27","181,446,610.74","249,564,414.60","63,699,454.50","108,989,993.73","127,280,583.27","213,661,934.10","71,239,036.12","122,128,747.88","138,038,156.26","331,977,046.80","20,595,765.61","76,734,994.53","140,502,812.97","278,115,964.25","29,869,390.70","63,861,299.42","102,917,038.07","169,415,930.57","42,119,968.31","79,442,330.45","92,289,654.86","231,870,614.77","39,548,944.08","64,918,491.00","98,222,648.07","262,558,350.92","24,940,145.21","125,196,774.09"
期初现金及现金等价物余额,"41,969,029.87","15,309,246.81","51,086,295.05","80,573,415.66","68,665,002.18","68,665,002.18","68,665,002.18","543,271,781.40","543,271,781.40","543,271,781.40","543,271,781.40","446,558,631.75","446,558,631.75","446,558,631.75","444,548,631.75","81,314,228.89","81,314,228.89","131,921,926.96","81,314,228.89","257,822,625.47","257,822,625.47","257,822,625.47","257,822,625.47","511,880,663.69","511,880,663.69","511,880,663.69","511,880,663.69","489,200,267.26","489,200,267.26","489,200,267.26","489,200,267.26","434,775,438.96","434,775,438.96"
投资支付的现金,,"5,000,000.00",,,,,,,"217,600.00","217,600.00",,,,,"11,500,000.00","1,280,000.00","3,710,000.00","401,710,001.00","26,130,000.00","8,000,000.00","11,120,000.00","13,240,000.00","19,490,000.00","174,100,000.00","189,046,973.81","240,886,973.81","303,110,000.00","26,020,000.00","118,415,000.00","228,265,000.00","371,468,293.67","381,382,215.38","626,585,757.71"
期末现金及现金等价物余额,"15,309,246.81","51,086,295.05","68,665,002.18","71,515,655.14","40,655,462.06","571,041,549.62","543,271,781.40","475,663,134.92","448,243,718.80","445,462,625.07","444,548,631.75","415,229,005.37","395,385,802.34","288,407,000.22","81,314,228.89","56,224,778.40","60,418,888.68","204,349,397.77","257,822,625.47","248,884,257.93","158,318,118.84","251,031,391.43","511,880,663.69","275,543,921.91","344,525,848.36","299,701,728.60","489,200,267.26","399,738,006.78","580,876,980.60","610,788,687.11","434,775,438.96","2,945,023,822.44","2,755,889,351.99"
