科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"18,750,879.83","28,511,181.24","28,754,427.42","11,637,573.06","18,097,480.12","24,983,162.53","30,829,443.61","15,463,463.36","25,706,349.89","36,712,527.96","53,406,753.32","21,199,274.79","31,995,623.63","46,125,350.18","58,790,951.15","22,463,920.20","34,025,299.22","48,607,370.47","66,703,062.94","26,099,808.30","39,576,115.89","56,142,828.93","89,285,307.03","38,496,333.00","62,737,138.49","87,335,272.99","110,503,174.14","48,902,959.87","75,623,551.33","98,974,053.39","131,272,761.89","52,441,031.88","81,191,403.55","112,501,948.44"
取得借款收到的现金,"27,000,000.00","52,000,000.00","60,000,000.00",,"7,000,000.00","8,000,000.00","8,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"17,658,946.64","24,624,084.93","19,934,292.64","10,243,026.03","17,153,992.35","28,580,646.10","31,628,016.86","8,781,832.91","17,045,288.23","22,764,833.20","25,523,809.22","3,022,487.55","11,471,875.90","20,870,953.86","30,248,674.15","4,515,115.47","10,082,181.34","19,497,959.03","24,735,078.12","10,373,801.94","17,512,664.46","24,932,318.40","36,576,710.46","13,408,436.59","21,780,422.29","31,020,779.83","48,251,857.30","13,743,861.02","28,967,416.90","44,245,181.66","65,097,633.98","21,901,769.26","38,881,988.40","56,701,628.60"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"11,851,985.66","19,173,668.33","17,204,375.51","3,145,298.18","8,094,418.12","9,525,718.74","26,666,507.10","2,879,399.52","13,770,338.48","17,488,643.02","23,621,850.55","1,370,535.21","11,196,073.22","21,590,912.40","26,625,683.69","8,289,643.57","14,419,865.43","24,208,341.22","40,396,054.98","6,654,584.88","18,968,207.62","31,926,234.65","34,451,486.09","14,066,220.88","24,143,951.66","39,933,946.91","40,484,028.24","17,205,057.24","25,595,782.50","39,977,801.76","47,110,096.60","18,562,863.87","26,081,784.83","43,812,087.78"
筹资活动现金流入小计,"29,000,000.00","52,000,000.00","60,000,000.00","636,480,000.00","643,480,000.00","644,480,000.00","644,480,000.00",,,,,,,,,,,,"1,400,000.00",,"900,000.00","900,000.00","900,000.00","1,000,000.00","1,000,000.00","1,000,000.00","3,205,000.00","915,419,934.68","936,142,790.49","936,142,790.49","936,142,790.49",,,
经营活动现金流出小计,"141,870,900.32","174,870,417.98","188,284,398.54","59,041,153.33","104,052,163.65","145,330,624.10","233,102,648.30","49,191,572.73","107,431,444.95","164,052,366.70","257,010,927.20","48,207,220.66","108,177,077.68","179,161,414.99","246,795,010.03","65,419,356.27","114,754,537.07","194,608,956.00","246,859,231.55","71,011,436.90","137,998,551.83","217,107,270.38","321,400,324.93","100,105,258.72","204,167,602.59","328,821,053.66","399,272,227.87","120,696,270.19","232,627,765.49","362,736,364.72","469,732,246.98","135,968,497.62","287,698,156.62","409,298,452.92"
偿还债务支付的现金,"17,000,000.00","22,000,000.00","54,000,000.00","13,000,000.00","50,000,000.00","50,000,000.00","56,000,000.00",,,,,,,,,,,,,,,,"800,000.00",,,,,,,,,,,
经营活动产生的现金流量净额,"42,781,791.67","22,994,771.74","50,685,548.40","-40,888,589.83","-54,843,433.95","-63,072,628.21","-46,953,796.04","1,818,478.30","5,664,190.03","-13,867,791.60","21,539,540.73","8,568,492.60","32,440,807.15","34,315,535.50","61,895,355.62","-9,419,136.13","3,590,561.25","12,190,366.89","53,604,171.70","-10,130,193.23","4,452,960.43","14,320,908.99","21,954,797.92","-19,373,174.57","-12,545,866.04","-16,230,315.81","20,134,817.66","-34,102,923.36","-28,245,036.70","6,506,292.91","24,634,349.12","-7,609,237.03","29,971,079.75","67,990,650.37"
分配股利、利润或偿还利息支付的现金,"4,729,288.79","16,302,834.13","2,847,816.73","1,236,139.94","1,398,537.44","35,398,537.44","35,411,229.11",,"17,562,500.00","17,562,500.00","17,562,500.00",,"13,881,250.00","13,881,250.00","13,881,250.00",,"10,481,250.00","10,481,250.00","10,481,250.00","15,625.75","10,794,047.15","10,809,994.06","10,813,114.11","14,280,000.00","15,292,500.00","25,492,500.00","25,492,500.00",,,"9,314,749.47","9,314,749.47",,"23,999,164.90","23,999,164.90"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"4,366,073.52",,,"1,377,805.00","10,821,740.44","11,182,070.44","5,553,184.56",,,,,,,,,,,,,,,,,,,,,,"20,722,855.81","20,722,855.81","21,524,742.60",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,251,315.06","4,259,022.45","6,359,988.66"
筹资活动现金流出小计,"26,095,362.31","38,302,834.13","56,847,816.73","15,613,944.94","62,220,277.88","96,580,607.88","96,964,413.67",,"17,562,500.00","17,562,500.00","17,562,500.00",,"13,881,250.00","13,881,250.00","13,881,250.00",,"10,481,250.00","10,481,250.00","10,481,250.00","15,625.75","10,794,047.15","10,809,994.06","11,613,114.11","14,280,000.00","15,292,500.00","25,492,500.00","25,492,500.00",,"20,722,855.81","30,037,605.28","30,839,492.07",,"23,999,164.90","23,999,164.90"
处置固定资产、无形资产和其他长期资产收回的现金净额,"939,103.00",,,,,,,,,,,,,,"76,923.08",,,,"60,000.00",,,,"17,650.46",,,,,,,,"3,332.33",,,
筹资活动产生的现金流量净额,"2,904,637.69","13,697,165.87","3,152,183.27","620,866,055.06","581,259,722.12","547,899,392.12","547,515,586.33",,"-17,562,500.00","-17,562,500.00","-17,562,500.00",,"-13,881,250.00","-13,881,250.00","-13,881,250.00",,"-10,481,250.00","-10,481,250.00","-9,081,250.00","-15,625.75","-9,894,047.15","-9,909,994.06","-10,713,114.11","-13,280,000.00","-14,292,500.00","-24,492,500.00","-22,287,500.00","915,419,934.68","915,419,934.68","906,105,185.21","905,303,298.42",,"-23,999,164.90","-23,999,164.90"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,239,283.85","363,300,000.00","334,000,000.00","374,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"939,103.00",,,,,,,,,,,,,,"76,923.08",,,,"60,000.00",,,,"17,650.46",,,,,,,,"5,242,616.18","365,551,315.06","338,259,022.45","380,359,988.66"
五、现金及现金等价物净增加额,"43,110,673.12","-31,889,416.98","29,188,453.74","570,585,622.95","503,247,278.70","430,730,621.38","428,630,847.11","-14,228,442.68","-43,826,116.11","-73,508,681.69","-60,312,223.66","-17,902,876.66","-20,687,149.99","-30,916,420.72","-33,489,439.86","-21,859,112.48","-33,436,966.05","-30,165,331.39","-16,832,855.65","-29,455,871.49","-30,440,982.86","-26,890,660.62","-35,550,082.53","-48,288,133.89","-53,249,847.24","-78,632,136.59","-70,885,752.66","862,222,259.40","675,035,586.94","460,695,641.94","552,761,586.21","-31,570,627.64","-268,631,641.48","-220,189,247.42"
购建固定资产、无形资产和其他长期资产支付的现金,"3,514,859.24","43,491,243.48","24,649,277.93","9,391,842.28","23,169,009.47","54,096,142.53","71,930,943.18","16,046,920.98","31,927,806.14","42,078,390.09","63,114,264.39","26,471,369.26","38,246,707.14","50,350,706.22","80,580,468.56","12,439,976.35","24,046,277.30","29,374,448.28","58,915,777.35","14,210,052.51","20,297,950.20","26,599,629.61","42,107,470.86","15,634,959.32","26,411,481.20","37,909,320.78","65,264,146.62","19,094,751.92","21,139,311.04","42,315,836.18","34,518,677.51","10,512,705.67","17,938,324.73","36,382,467.50"
期初现金及现金等价物余额,"22,425,600.52","65,536,273.64","33,646,856.66","62,835,210.40","62,835,310.40","62,835,310.40","62,835,310.40","491,466,157.51","491,466,157.51","491,466,157.51","491,466,157.51","433,148,060.40","431,153,933.85","431,153,933.85","431,153,933.85","397,664,493.99","397,664,493.99","397,664,493.99","397,664,493.99","381,229,692.40","380,831,638.34","380,831,638.34","380,831,638.34","345,281,555.81","345,281,555.81","345,281,555.81","345,281,555.81","274,395,803.15","259,646,295.62","274,395,803.15","274,395,803.16","827,157,389.37","827,157,389.37","827,157,389.37"
投资支付的现金,,"25,090,111.11",,,,,,,,,"1,175,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","5,100,000.00",,,,,,,,,"1,000,000.00","1,000,000.00","3,900,000.00",,2.00,
期末现金及现金等价物余额,"65,536,273.64","33,646,856.66","62,835,310.40","633,420,833.35","566,082,589.10","493,565,931.78","491,466,157.51","477,237,714.83","447,640,041.40","417,957,475.82","431,153,933.85","415,245,183.74","410,466,783.86","400,237,513.13","397,664,493.99","375,805,381.51","364,227,527.94","367,499,162.60","380,831,638.34","351,773,820.91","350,390,655.48","353,940,977.72","345,281,555.81","296,993,421.92","292,031,708.57","266,649,419.22","274,395,803.15","1,136,618,062.55","934,681,882.56","735,091,445.09","827,157,389.37","795,586,761.73","558,525,747.89","606,968,141.95"
