科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"9,264,147.37","18,744,270.64","67,793,857.89","26,030,174.49","41,091,644.32","325,470,239.23","263,285,458.11","212,290,206.29","181,351,540.60","190,000,664.97","164,565,768.36","158,561,506.21","178,737,679.25","161,844,085.96","300,178,319.74","281,648,179.03","292,657,643.79","275,648,832.95","733,318,797.36","738,148,531.29","730,143,004.13","498,975,201.52","519,131,836.54","444,758,931.92","415,288,805.49","418,557,576.32","452,199,498.83","233,511,470.24","143,527,992.64","70,201,628.82"
短期借款,"46,000,000.00","46,000,000.00","46,000,000.00","71,000,000.00","76,000,000.00","76,000,000.00","76,000,000.00","76,000,000.00","76,000,000.00","76,000,000.00","76,000,000.00","76,000,000.00","124,000,000.00","124,000,000.00","104,000,000.00","30,000,000.00","20,000,000.00","26,000,000.00","22,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"10,000.00","5,696,900.52","2,370,337.76","3,332,967.19","4,194,708.74","17,594,856.57","1,943,362.34","11,656,580.84","9,509,377.79","25,086,222.56","16,807,588.95","29,232,072.31","21,534,461.69","46,993,753.14","61,724,835.12","46,980,355.76","27,911,939.21","40,484,583.80","65,613,869.12","55,506,929.24","41,466,830.98","60,958,179.69","51,501,445.40","40,959,056.77","15,638,518.67","35,695,800.00","39,240,860.27","29,916,841.07","24,539,745.53","31,470,689.67"
应付票据,,,,,,,,,,,,,,,,"2,950,000.00","7,534,348.40","6,440,635.60","3,670,956.13","9,677,863.32","7,624,242.15","5,155,844.95","8,157,244.95","41,117,665.90","61,317,812.71","54,109,299.01","48,077,475.96","80,774,723.76","105,409,000.00","44,339,000.00"
应收账款,"74,109,199.97","88,174,950.51","62,086,713.88","69,741,802.61","63,107,174.96","69,517,763.77","103,230,958.17","131,070,753.12","121,214,375.01","93,691,692.15","132,226,786.35","134,799,220.24","133,894,235.33","131,638,854.11","109,435,375.44","101,725,284.75","106,816,523.15","100,693,549.30","86,378,621.34","100,784,425.05","108,674,563.62","56,017,245.05","62,430,517.43","67,466,405.14","80,118,870.15","51,356,653.54","71,014,932.24","79,701,889.17","92,314,887.64","101,291,180.29"
应付账款,"42,616,711.39","38,596,774.87","29,535,487.90","51,067,899.51","31,981,753.74","58,302,990.78","25,818,468.18","17,910,402.18","18,368,532.47","43,920,322.88","17,066,263.28","18,290,140.65","12,893,125.64","15,169,962.88","24,640,494.74","36,771,967.86","35,928,874.05","56,932,399.79","40,434,478.54","60,213,224.00","33,523,414.32","47,559,733.34","44,190,513.33","55,599,950.03","66,053,417.53","49,981,579.35","67,120,259.39","92,406,562.00","86,150,040.28","279,376,120.40"
预付款项,"741,742.11","6,851,785.02","5,092,381.33","9,599,989.90","6,902,148.15","949,038.16","5,479,338.03","6,506,656.73","4,242,162.33","4,249,174.54","4,942,624.08","4,018,148.45","3,771,992.98","52,592,405.11","53,921,900.32","54,617,016.87","61,026,250.39","12,283,877.94","14,405,683.15","19,841,426.57","25,652,740.12","7,230,756.84","18,538,177.10","13,904,781.20","8,885,592.05","21,465,356.55","30,230,691.06","20,682,905.96","23,682,547.21","19,606,697.05"
预收款项,"1,666,892.57","11,578,126.60","3,478,680.74","2,937,057.16",,"3,666,777.28",,"1,337,020.64","1,396,979.85","3,800,415.41","2,916,424.60","1,917,583.22","3,601,703.46","5,528,647.66","4,407,677.75","7,730,196.03","4,615,877.21","9,066,138.71","13,638,313.96","14,160,563.58","10,401,044.15","13,212,341.22","10,480,141.39","11,099,923.43","11,966,832.81","11,875,186.43","17,611,825.85","8,733,976.85","20,888,538.84","12,023,959.63"
其他应收款,"1,338,975.09","7,768,277.17","3,840,400.87","7,235,347.87","2,911,059.08","6,114,389.77","7,222,016.38","3,648,777.25","5,690,609.56","4,432,983.27","4,001,192.17","6,028,131.46","52,261,500.01","2,958,883.91","4,960,637.43","3,616,833.63","3,161,473.19","1,989,089.87","1,562,308.12","2,351,916.97","2,706,648.38","2,382,223.00","2,908,801.58","2,040,182.00","3,133,180.78","2,261,025.54","3,385,875.18","2,291,236.98","5,069,089.84","4,632,019.20"
应付职工薪酬,"30,262,378.33","26,190,151.03",,,,,,,,,,"906,270.31","1,734,894.11","2,202,453.68","3,168,727.95","5,263,748.15","2,707,054.10","3,293,781.19","2,573,758.89","2,317,968.81","2,302,751.07","4,984,735.13","4,882,397.65","782,655.02","486,544.86","2,254,192.19","4,212,708.26","3,015,199.50","424,815.09","2,537,312.41"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,415,322.08","3,481,760.59","10,306,117.19","6,652,764.11","6,075,259.23","12,235,962.93","6,429,961.86","3,779,721.42","3,594,991.33","4,113,930.46","5,850,675.89","4,862,929.30","6,613,660.99","3,626,453.71","3,014,698.53","3,557,336.04","4,862,195.16","2,388,825.97","2,289,948.84","2,920,332.88","2,586,528.75","2,480,195.26","6,030,911.23","5,874,056.66","6,313,317.29","2,616,105.25","3,288,629.30","4,016,041.20","2,350,737.41","13,321,051.82"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"2,108,160.00",,,,"1,952,876.00",,,,,,,,"1,944,512.00",,,,,,,,,,
存货,"75,990,167.94","79,890,752.57","85,616,891.40","117,523,628.18","96,105,759.64","140,085,797.26","127,397,985.15","128,505,732.87","122,439,710.32","150,247,458.63","129,379,695.59","127,090,113.71","144,687,646.25","124,735,312.42","142,566,511.62","148,447,085.94","145,201,518.87","137,995,010.77","115,665,052.07","135,027,662.17","121,974,417.19","159,310,698.57","164,737,549.89","179,096,300.47","188,437,699.68","191,206,205.28","209,412,018.08","237,870,038.21","239,934,378.82","196,608,945.65"
其他应付款,"38,170,063.08","32,215,798.77","26,632,800.77","13,395,125.08","23,626,247.15","17,339,893.00","8,408,200.40","8,753,968.95","5,994,794.62","4,329,941.56","9,857,573.87","9,238,315.99","13,333,344.90","9,729,323.04","10,339,278.53","8,720,419.36","7,648,413.63","7,793,262.17","8,497,987.54","9,929,882.68","9,322,787.60","12,908,861.95","11,122,233.25","10,847,241.25","8,787,975.25","11,803,095.89","13,404,944.22","19,261,445.35","14,610,209.67","13,043,287.74"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"13,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,"3,006,267.86",,"226,166,802.80","505,435,608.58","516,841,715.40","495,059,001.95","699,840,559.87","604,108,495.35","735,680,908.30","715,208,588.27","673,856,487.92"
