科目,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"602,091.00","890,531.06","1,128,652.72","1,378,638.27","19,801,480.72","10,573,287.76","17,970,383.20","34,847,864.52","36,761,075.69","42,155,727.06","24,308,260.20","45,998,889.43","11,704,418.95","6,651,356.51","16,917,249.50","20,860,661.70","57,473,785.86","18,709,018.00","21,672,052.46","17,801,172.41","22,428,744.72","22,947,573.44","26,278,749.43","11,519,564.41","11,366,680.99","51,802,247.62","171,305,179.51","285,494,574.63","204,230,017.85","28,210,358.15","129,126,737.04","57,044,825.59","26,500,246.56","750,717,387.30","781,078,554.54","836,417,905.23","876,308,227.82","905,705,183.52","886,966,090.38","893,293,575.21","905,041,876.16"
应付职工薪酬,"333,198.81","2,524,170.55","669,735.65","648,265.43","431,687.71","2,704,628.37","689,835.31","504,835.36","625,942.91","4,068,604.33","733,439.39","1,110,555.48","654,902.28","4,718,345.74","685,721.33","841,851.41","2,649,223.72","6,050,384.30","2,484,600.11","2,649,578.44","2,765,569.96","9,874,795.06","3,086,194.14","3,169,139.73","3,308,936.56","12,645,190.09","3,622,691.77","3,748,577.19","4,001,880.19","16,460,867.45","5,700,973.17","5,224,663.73","8,509,378.50","31,897,235.53","15,855,521.64","16,123,788.33","16,129,558.74","50,999,232.18","22,325,461.23","20,769,372.71","18,529,259.06"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,419,464.14","702,985.87","782,917.08","-1,470,029.33","3,044,145.79","2,138,355.76","-2,773,325.60","11,533,833.97","20,771,969.46","26,016,093.12","14,386,132.43","-18,718,248.85","-35,161,136.10","-32,881,077.64","-9,215,506.34","-23,457,441.90","-15,557,249.57","6,889,637.71","-14,609,609.30","-28,725,011.43","-19,372,183.75","11,354,426.05","-21,990,808.45","-64,034,214.14","-56,865,596.99","25,592,026.09","13,593,026.60","-292,613.54","6,413,125.23","77,613,531.89","59,295,690.81","50,550,680.04","51,619,549.58","97,163,120.99","97,667,153.05","60,648,966.26","53,396,734.87","88,617,249.12","162,598,838.42","149,075,931.41","148,625,471.95"
应收利息,,,,,,,,,,,,,,,,,,"514,668.71",,,,,,,,,,,,"12,110,980.14","3,992,880.00","5,423,679.86","2,544,520.00","1,084,620.74",,"816,613.41","503,470.95","629,211.92","606,666.67","2,123,333.33","6,953,333.34"
应付利息,,,,"3,069,196.25",,,,,,,,,,,,,,"11,484,643.33",,,"574,283.34","6,881,885.55","2,132,753.28","2,106,904.85","572,921.74","3,566,071.45","447,043.89","39,280.00","3,301,589.07","7,444,471.00","37,644.44","34,222.22","19,130,402.99","36,539,080.19","54,645,071.20","68,777,138.78","28,037,851.05","85,231,251.91","137,815,176.34","157,044,995.82","40,446,616.27"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"-87,249.76",,,,,,,"1,641,849.14",,,,,,,,,,,,,,,,,,,,,,,,"22,832,835.00",
存货,"52,299,568.07","107,502,606.64","129,340,416.38","137,429,656.58","100,080,116.46","136,152,589.26","107,727,694.42","92,000,259.60","137,557,376.86","192,406,655.92","76,587,998.14","299,145,798.77","961,911,360.32","607,581,346.76","146,836,542.26","903,607,105.67","1,519,061,342.46","1,329,984,109.17","775,550,416.28","365,039,396.42","1,026,044,474.95","1,026,841,030.11","483,616,272.03","1,135,289,803.47","1,338,374,416.12","1,494,471,145.68","439,152,428.48","1,089,322,924.39","1,576,792,609.34","983,097,187.06","1,137,396,266.43","991,541,850.61","976,368,436.59","951,871,153.39","1,204,613,461.46","1,384,244,253.90","1,539,893,328.53","1,294,568,629.35","1,409,723,633.01","1,988,716,230.80","1,759,501,664.78"
其他应付款,"2,837,144.35","2,228,093.01","10,228,585.68","17,681,538.45","14,246,546.12","7,994,151.70","21,182,558.06","9,572,432.57","5,450,183.32","9,596,933.72","58,133,301.10","6,072,748.87","18,644,411.13","3,934,605.77","22,047,114.52","56,141,259.31","24,631,745.22","22,066,358.25","20,650,910.65","29,516,078.91","27,377,924.14","26,742,240.85","20,534,241.69","18,177,203.23","23,510,674.45","76,073,441.21","231,854,254.01","387,765,304.25","225,086,791.77","51,476,773.06","532,418,745.52","1,154,103,245.54","654,231,700.96","889,714,746.78","942,982,575.43","985,222,690.12","864,136,275.45","754,085,148.90","806,315,299.45","716,504,313.29","669,312,833.94"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"20,000,000.00",,,,,,,,"7,451,400.00","7,458,758.34","8,800,000.00","8,800,000.00","8,800,000.00","8,800,000.00",,,"240,430,000.00","10,430,000.00","37,082,390.00","14,900,000.00","39,900,000.00","39,900,000.00","169,000,000.00","169,000,000.00","333,161,987.09","313,451,987.09","815,511,303.09","799,564,588.00","851,338,000.00","786,078,000.00","652,527,880.00","800,291,070.00","844,263,283.72","588,309,518.72","1,027,945,596.72","1,061,922,096.72"
其他流动资产,"815,137.21","722,604.07","1,164,488.14","1,005,159.25","819,940.77","982,820.46","1,158,597.32","1,643,234.35","1,392,700.08","684,285.86","436,412.82","846,976.40","5,120,555.41","764,145.95","1,558,619.36","1,380,955.43","11,297,837.42",,"41,546.31","22,564.72","215,838.07","415,000.00","414,250.00","385,875.00","324,199.97","111,826,126.87","134,580,655.88","211,916,628.07","286,086,897.42","386,948,960.78","472,783,965.99","519,978,898.41","848,271,169.51","788,243,892.42","837,468,392.24","983,641,598.48","947,475,509.92","4,138,330,464.47","3,514,112,455.84","4,124,504,113.20","3,296,712,701.86"
其他流动负债,"1,462,257.61","1,102,551.73","1,291,437.96","2,628,280.14","1,096,246.91","655,040.26","468,346.76","632,016.06","2,064,576.06","3,067,935.96","47,823.00","447,477.04","4,822,860.19","2,802,000.00","1,785,786.74","3,868,188.07","3,590,406.91","6,964.98","16,964.98","612,269.36","95,714.00","111,211.38","24,999.99","49,999.98","74,999.97","117,890.42","3,824,999.99","2,276,987.89","1,874,999.97",,,,,,,"300,000,000.00","1,200,000,000.00","1,200,000,000.00","1,800,000,000.00","1,200,000,000.00","900,000,000.00"
流动资产合计,"312,152,803.72","508,612,309.14","733,848,367.07","674,538,555.71","807,936,451.59","799,873,487.56","778,000,216.86","711,729,013.45","947,380,482.19","980,268,575.62","744,991,191.07","1,027,091,123.27","1,634,848,335.44","1,351,779,854.55","1,235,349,724.03","2,258,364,118.87","2,895,450,969.92","3,051,595,778.06","2,755,069,043.57","2,227,599,578.12","2,776,980,097.39","3,291,775,337.78","3,351,554,359.23","3,923,005,933.20","4,016,732,115.61","4,777,156,546.35","4,874,988,773.61","6,537,377,117.15","6,886,206,549.92","6,048,880,263.70","8,324,631,206.72","7,172,017,413.68","8,132,363,077.32","6,511,616,932.39","7,972,566,555.81","9,324,479,270.79","12,601,853,988.15","10,722,833,838.53","12,644,405,569.78","13,544,935,954.39","12,670,071,664.43"
流动负债合计,"335,357,217.54","495,432,263.41","439,376,445.77","443,973,627.73","593,396,661.51","655,907,780.36","660,841,724.29","612,625,938.96","835,203,606.14","852,840,556.16","750,466,997.73","1,013,440,123.85","1,640,035,936.53","1,347,766,942.90","1,254,997,816.86","2,285,219,078.18","2,927,780,101.41","2,925,049,026.04","2,762,041,212.55","2,254,388,488.61","3,173,078,857.99","3,162,220,541.00","3,342,896,190.88","4,117,462,445.12","3,812,613,193.00","4,690,355,483.81","4,918,289,265.44","5,691,932,114.34","5,978,053,504.68","5,423,539,194.15","7,543,235,357.37","8,332,222,364.43","8,415,478,449.19","7,516,753,590.25","8,913,048,912.79","9,586,662,584.66","8,899,133,294.08","7,811,573,026.76","9,907,379,581.29","10,819,616,302.90","9,367,664,775.64"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61","1,821,432.61"
长期借款,"20,000,000.00","60,000,000.00","60,000,000.00","40,000,000.00","40,000,000.00","20,000,000.00",,,,,,"41,581,400.00","41,581,400.00","34,130,000.00","34,130,000.00","25,330,000.00","47,512,390.00","51,526,991.00","63,560,945.09","65,007,077.09","293,377,077.09","54,577,077.09","54,577,077.09","17,494,687.09","609,682,887.09","1,002,188,607.09","1,339,406,150.81","1,617,598,771.81","2,464,833,337.31","2,513,365,898.52","2,835,365,047.16","2,601,998,579.44","2,978,435,702.98","2,951,414,335.44","3,438,167,200.96","3,314,330,594.96","3,163,347,286.28","2,811,662,088.40","2,809,418,216.86","2,479,397,290.88","2,634,039,888.38"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,150,000,000.00","1,140,430,000.00","1,140,947,500.00","1,141,465,000.00","2,339,010,000.00","2,340,001,059.06","2,340,801,577.92","2,341,602,096.78","2,342,402,615.64"
长期应收款,,,,,,"10,775,962.23","10,775,962.23","10,775,962.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,"95,202.34","451,183.10",,"133,162.13",,"129,789.77",,,,,,,,,,,,,,,,,,,,,,,,,,,"703,325,000.00","660,391,801.29","636,543,483.04","613,034,822.29","589,233,037.93","565,134,475.07"
长期股权投资,,,,,"10,550,000.00",,,,"12,780,782.13","10,255,728.90","9,768,505.23","10,255,728.90","10,255,728.90","10,904,417.35","10,904,417.35","10,904,417.35","11,805,807.30","14,312,011.86","14,312,011.86","14,312,011.86","14,312,011.86","15,326,170.19","6,053,472.13","6,260,565.00","6,780,224.61","6,578,620.17","6,578,620.17","6,153,119.54","4,402,340.80","4,333,023.31","6,304,236.07","4,333,023.31","3,577,584.53","6,420,532.19","6,420,532.19","8,516,556.26","6,206,766.88","9,606,719.89","10,209,765.69","7,761,354.93","9,881,204.33"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,"19,140,000.00","17,270,008.28","17,037,676.34","16,805,344.40","16,573,012.46","16,340,680.52","16,108,348.58","15,876,016.64","15,643,684.70","15,411,352.76","15,179,020.82","14,946,688.88","14,714,356.94","14,482,025.00","14,249,693.06","14,017,361.12","13,785,029.18","13,552,697.24","13,320,365.30","13,088,033.36","12,855,701.42"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"162,515,255.34","157,124,720.34","151,195,113.18","145,542,916.04","141,194,979.74","148,519,896.66","141,354,120.11","138,932,711.79","129,745,433.28","344,708,792.17","454,176,979.14","414,041,082.83","407,055,457.98","195,239,210.99","192,811,035.43","397,763,169.22","398,531,264.62","563,037,699.55","553,481,283.25","543,098,651.55","1,009,165,741.00","1,124,981,563.01","1,108,926,426.22","1,086,184,001.56","1,069,982,182.06","1,066,464,689.79","1,050,255,238.63","1,034,868,963.46","1,026,389,822.19","1,019,625,608.73","1,005,796,195.87","991,669,514.19","976,792,604.29","993,632,856.80","5,609,951,534.82","5,542,916,075.47","5,459,615,281.86","5,384,825,593.52","5,307,949,757.38","8,560,378,246.74","8,442,001,072.80"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,"138,361.00",,,"1,179,165.97",,,,"2,233,136.79","2,188,859.54","384,000.00","384,000.00","384,000.00",,,,,,,,,
在建工程,"23,692,606.05","54,674,233.54","79,160,237.39","126,167,047.27","147,343,684.24","212,294,681.70","228,166,454.63","243,537,211.31","243,605,305.25","8,378,374.95","34,352,700.92","63,431,120.20","92,763,709.98","322,978,612.45","345,764,899.24","159,428,947.04","179,949,996.24","91,217,360.20","117,471,806.57","148,855,487.84","171,686,411.07","103,958,256.26","260,378,168.35","461,201,963.59","901,192,521.02","1,461,504,563.37","1,953,189,324.39","2,594,164,421.89","3,186,671,197.07","3,614,986,233.05","3,836,995,188.66","5,136,577,328.72","5,844,462,190.37","6,771,257,343.95","2,535,528,177.97","2,600,673,583.25","2,818,083,724.48","3,251,753,679.04","3,685,489,237.36","167,451,266.13","174,262,213.94"
其他非流动负债,,,,,,,,,,,,,,,,,,"11,000,000.00","11,000,000.00","11,000,000.00","31,000,000.00","10,862,500.01","10,862,500.01","10,862,500.01","10,450,000.01","10,312,500.01","10,312,500.01","10,037,500.01","10,037,500.01",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"20,000,000.00","60,000,000.00","60,000,000.00","40,095,202.34","40,451,183.10","20,000,000.00","133,162.13",,"129,789.77",,,"41,581,400.00","41,581,400.00","34,130,000.00","34,130,000.00","25,330,000.00","47,512,390.00","62,526,991.00","74,560,945.09","76,007,077.09","324,515,438.09","65,439,577.10","65,439,577.10","29,536,353.07","620,132,887.10","1,012,501,107.10","1,349,718,650.82","1,629,869,408.61","2,477,059,696.86","2,544,672,772.28","2,866,671,920.92","2,652,947,089.51","4,179,000,213.05","4,140,037,924.78","4,627,008,901.11","5,205,937,998.42","6,208,878,398.09","5,833,647,848.08","5,808,007,741.71","5,454,297,457.31","5,584,953,917.89"
固定资产清理,,,,,,,,,,"9,788,375.61","9,788,375.61","9,808,684.18","9,808,684.18","9,808,684.18","9,808,684.18","9,808,684.18","9,808,684.18","207,899.20","207,899.20","187,616.20","187,466.20",,,,,,,,,,,,"182,955.80",,,,,,"111,794.18",,
负债合计,"355,357,217.54","555,432,263.41","499,376,445.77","484,068,830.07","633,847,844.61","675,907,780.36","660,974,886.42","612,625,938.96","835,333,395.91","852,840,556.16","750,466,997.73","1,055,021,523.85","1,681,617,336.53","1,381,896,942.90","1,289,127,816.86","2,310,549,078.18","2,975,292,491.41","2,987,576,017.04","2,836,602,157.64","2,330,395,565.70","3,497,594,296.08","3,227,660,118.10","3,408,335,767.98","4,146,998,798.19","4,432,746,080.10","5,702,856,590.91","6,268,007,916.26","7,321,801,522.95","8,455,113,201.54","7,968,211,966.43","10,409,907,278.29","10,985,169,453.94","12,594,478,662.24","11,656,791,515.03","13,540,057,813.90","14,792,600,583.08","15,108,011,692.17","13,645,220,874.84","15,715,387,323.00","16,273,913,760.21","14,952,618,693.53"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"166,000,000.00","166,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","222,000,000.00","224,900,000.00","224,900,000.00","224,900,000.00","224,900,000.00","224,900,000.00","224,900,000.00","293,173,092.00","293,173,092.00","586,346,184.00","586,346,184.00","586,346,184.00","586,346,184.00","692,346,184.00","692,346,184.00","692,346,184.00","692,346,184.00","692,346,184.00","692,346,184.00","692,346,184.00","692,346,184.00","1,391,616,368.00","1,619,962,824.00","1,619,962,824.00","1,619,962,824.00","1,619,962,824.00","1,649,782,824.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"396,648.82","396,648.82","240,209,048.82","240,214,679.73","240,214,679.73","240,209,048.82","240,209,048.82","240,209,048.82","240,209,048.82","240,166,282.44","240,166,282.44","240,166,282.44","240,166,282.44","240,166,282.44","240,166,282.44","254,782,282.44","254,782,282.44","259,748,532.44","259,748,532.44","259,748,532.44","178,854,069.28","1,025,596,621.95","1,026,626,621.95","733,453,529.95","733,453,529.95","736,281,029.95","736,281,029.95","1,831,056,666.38","1,836,791,234.68","1,827,233,620.85","1,827,317,910.71","1,767,540,511.29","1,767,540,511.29","1,778,565,237.42","1,777,937,115.97","1,113,671,971.97","3,767,078,171.87","3,759,455,387.40","3,759,455,387.40","3,759,455,387.40","3,893,943,587.40"
无形资产,"52,620,535.23","54,397,015.91","54,055,393.13","53,713,770.35","53,372,147.57","53,030,524.79","52,688,902.01","52,347,279.23","52,005,656.45","70,612,259.39","70,169,848.19","99,338,300.99","102,443,844.79","101,668,853.25","108,385,098.14","110,857,646.08","120,680,945.27","121,337,468.12","254,710,299.26","261,657,514.13","291,562,662.37","288,699,998.88","286,493,378.25","284,307,955.11","282,217,456.30","282,867,160.34","280,771,852.30","318,484,240.32","533,989,182.35","530,597,960.04","526,988,916.38","529,008,283.08","525,459,270.87","523,090,171.77","644,690,218.41","638,748,529.94","632,867,631.69","631,161,781.69","625,056,664.39","738,171,140.18","729,135,219.10"
盈余公积,,"4,344,281.17","4,344,281.17","4,344,281.17","4,344,281.17","14,736,094.84","14,736,094.84","14,736,094.84","15,722,483.60","10,328,509.62","22,526,509.97","22,526,509.97","22,526,509.97","12,677,751.84","12,677,751.84","12,677,751.84","12,677,751.84","16,665,505.42","16,665,505.42","16,665,505.42","16,665,505.42","20,027,530.28","20,027,530.28","20,027,530.28","20,027,530.28","22,823,337.42","22,823,337.42","22,823,337.42","22,823,337.42","25,670,362.51","25,670,362.51","25,670,362.51","25,670,362.51","30,911,604.27","30,911,604.27","30,911,604.27","30,911,604.27","34,874,517.86","34,874,517.86","34,874,517.86","34,874,517.86"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164,308,200.00"
商誉,,,,,"2,167,708.85","2,787,757.55","2,787,757.55","2,787,757.55","2,787,757.55","2,787,757.55","2,787,757.55","2,787,757.55","2,787,757.55","2,787,757.55","2,787,757.55","3,137,757.55","-183,359.69","4,283,596.25","4,283,596.25","4,283,596.25","4,283,596.25","4,283,596.25","4,283,596.25","4,283,596.25","4,283,596.25","5,165,660.26","5,165,660.26","5,165,660.26","5,165,660.26","5,165,660.26","4,297,788.97","5,165,660.26","5,165,660.26","16,087,816.28","16,087,816.28","21,118,360.06","21,118,360.06","21,118,360.06","21,118,360.06","27,743,870.78","29,557,377.73"
未分配利润,"19,600,259.55","38,738,783.35","42,549,431.20","39,782,247.08","47,260,191.82","57,002,142.74","59,796,971.23","58,136,222.51","66,129,146.54","88,751,085.12","90,454,132.68","86,022,135.61","92,626,125.72","124,331,245.23","127,897,376.09","128,474,233.68","132,679,798.36","194,831,706.98","199,528,074.89","206,878,705.47","216,490,895.54","24,348,690.35","30,342,178.04","40,094,024.46","49,845,846.68","137,793,609.78","148,508,647.20","163,141,030.96","171,696,748.52","260,689,847.38","281,453,514.99","319,414,763.89","378,457,933.01","645,817,264.72","715,973,435.88","776,904,809.01","975,349,191.13","1,076,425,832.92","1,292,161,993.31","1,481,982,445.95","1,810,552,391.04"
长期待摊费用,,,,,"74,400.00",,,,"54,999.00",,,,,,,"99,299.01","7,092,880.87","664,368.85","612,374.94","636,164.79","2,587,948.45","2,362,807.60","2,243,020.41","2,171,260.47","2,138,000.52","2,148,508.69","2,064,005.20","2,012,085.05","2,188,723.31","1,861,959.54","1,794,641.73","1,727,323.92","11,778,698.16","1,610,147.02","1,804,612.57","12,600,368.58","11,795,438.50","11,056,411.90","12,302,835.01","11,838,759.19","11,291,878.68"
少数股东权益,"9,939,508.03","10,270,462.13","10,154,063.76","10,122,077.60","15,346,534.61","17,826,992.24","16,456,160.59","12,802,378.94","9,328,625.49","4,452,264.74","4,347,662.47","4,356,100.90","4,371,968.28","4,123,160.64","3,976,314.68","11,273,576.48","12,205,180.76","146,801,538.32","147,432,323.46","147,080,501.59","144,770,697.67","234,158,822.40","234,213,464.51","230,520,430.78","450,438,216.52","452,380,425.55","452,563,934.67","451,931,459.91","452,292,303.99","450,065,731.49","447,067,028.38","11,589,420.31","11,571,455.72","10,728,268.20","8,108,780.01","8,373,637.98","8,990,375.19","10,800,126.22","11,815,889.45","17,540,345.00","28,926,026.32"
递延所得税资产,"312,433.60","374,159.95","374,159.95","569,826.28","115,358.04","399,748.51","399,748.51","399,748.51","362,284.51","3,936,834.24","3,926,227.58","3,338,754.85","3,344,704.12","5,674,150.96","5,674,150.96","5,674,150.96","5,674,150.96","8,405,951.48","8,402,546.49","8,402,546.49","10,247,609.03","12,508,654.60","12,508,654.60","13,184,625.40","12,524,388.93","16,745,185.00","18,897,680.48","21,201,560.23","19,327,866.22","56,459,375.76","33,664,357.25","18,679,716.70","17,579,895.89","57,038,441.91","47,710,711.30","47,958,421.90","46,956,141.13","41,515,040.24","42,790,725.11","41,303,769.63","41,785,156.74"
