科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"89,138,492.58","183,597,427.36","153,933,179.20","217,878,235.65","211,164,362.39","157,962,594.87","175,340,847.82","200,508,255.28","267,693,430.93","274,260,555.78","140,638,921.47","226,440,286.14","208,132,551.93","784,783,313.65","345,337,682.95","431,128,417.05","614,697,529.22","655,102,318.10","496,089,860.00","581,641,733.51","518,809,415.28","1,098,843,114.28","471,749,139.67","492,611,713.94","476,491,066.73","608,079,641.79","455,717,901.31","539,347,960.55","941,016,138.05","544,719,600.92","573,641,877.86","1,082,829,520.79","855,924,734.78","1,582,155,815.90","944,891,532.82","1,163,347,719.60","3,491,955,113.55","2,348,032,793.83","1,938,850,035.95","1,661,123,251.60","1,480,633,949.66","886,889,054.38","1,148,065,600.00"
短期借款,"360,000,000.00","450,000,000.00","390,000,000.00","446,000,000.00","427,000,000.00","388,900,000.00","434,000,000.00","434,000,000.00","574,000,000.00","564,000,000.00","564,000,000.00","645,300,000.00","603,900,000.00","607,500,000.00","507,500,000.00","614,200,000.00","671,800,000.00","815,900,000.00","915,200,000.00","1,030,242,244.24","1,200,532,553.18","781,536,372.75","460,000,000.00","663,000,000.00","921,000,000.00","1,053,460,000.00","966,000,000.00","1,497,450,000.00","1,920,580,000.00","1,903,095,944.68","1,863,000,000.00","1,973,000,000.00","1,853,000,000.00","2,265,000,000.00","2,164,500,000.00","2,124,500,000.00","1,950,000,000.00","1,370,000,000.00","1,400,000,000.00","1,287,900,000.00","1,757,900,000.00","2,087,900,000.00","2,667,900,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,685.00","51,855.00","64,170.00","19,701,969.50","14,728,495.41","231,853.54","53,674.70","103,193.20"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,769,251.06","17,742,811.50","18,707,470.76","26,085,090.09","21,057,001.10","15,956,680.55","14,027,983.51","33,917,537.49","20,699,058.26","10,822,876.20","12,059,989.95","26,738,375.67","16,878,240.74","22,509,706.55","57,722,989.90","35,275,012.73","24,299,387.70","40,798,101.57","51,243,015.76","42,120,581.41","41,399,125.93","18,030,433.09","22,931,838.13","33,193,023.43","66,895,422.70","38,225,728.34","72,760,690.67","117,895,315.91","79,266,431.74","20,378,053.86","31,264,228.08","42,427,612.82","47,422,471.62","57,406,964.81","42,468,987.13","50,302,302.12","60,401,645.81","169,143,984.69","185,070,803.87","117,502,949.25","63,997,183.69","97,354,830.00","129,821,703.53"
应付票据,,,,,,,,,,,,,,,"25,000,000.00","30,000,000.00","147,989,197.96","149,989,197.96",,"89,500,000.00","180,500,000.00","425,394,565.56","412,411,813.86","433,898,641.60","403,300,000.00","130,000,000.00","80,000,000.00","299,688,000.00","299,688,000.00",,,"199,450,000.00","224,999,040.45","350,856,240.45","441,360,000.00","474,856,888.00","726,510,670.39","517,150,251.74","522,158,973.59","299,015,000.00","266,152,000.00","368,816,000.00","451,810,000.00"
应收账款,"149,423,758.41","136,776,065.69","142,194,327.18","135,116,008.26","123,209,285.62","151,396,188.65","151,538,108.16","111,534,321.07","151,460,914.60","153,250,150.47","162,570,136.69","190,577,748.78","248,746,566.57","159,036,154.77","293,950,044.66","368,329,639.60","235,962,398.73","254,026,816.00","225,638,106.86","237,055,227.91","277,755,259.97","351,962,948.87","385,085,152.86","559,164,607.36","544,092,184.29","386,576,130.89","359,661,995.33","255,225,354.37","459,987,022.00","504,149,333.47","518,098,451.84","411,764,123.40","356,019,359.83","340,367,294.59","400,629,143.85","199,833,992.46","336,665,662.38","339,808,256.33","449,272,690.18","213,259,492.20","209,382,990.50","436,036,417.60","325,557,286.63"
应付账款,"59,490,302.12","48,604,026.51","45,102,483.10","51,090,338.93","33,526,597.69","42,313,277.52","47,109,379.69","47,593,517.24","34,709,708.75","43,927,444.31","52,315,982.73","60,707,182.15","70,251,040.40","48,281,051.55","84,080,929.41","103,769,821.22","87,541,846.52","138,270,682.19","102,406,194.13","98,677,374.62","87,087,285.30","82,833,540.35","72,179,037.47","109,379,915.75","69,241,802.67","64,773,036.69","67,773,445.07","52,976,484.99","74,570,594.95","43,527,167.60","54,522,311.55","63,414,084.08","48,939,685.53","64,397,900.79","54,711,097.93","24,321,708.29","32,529,758.26","147,173,354.59","45,620,027.39","49,352,885.68","64,982,797.83","126,943,662.79","165,049,595.77"
预付款项,"35,815,920.13","34,434,727.71","33,751,187.66","43,106,762.43","43,527,453.90","28,173,669.71","49,641,681.59","45,560,906.70","46,582,613.00","110,340,378.34","226,038,495.24","173,734,049.86","147,284,338.21","180,707,130.53","105,648,018.01","64,836,925.10","237,355,437.66","236,168,469.36","240,291,292.75","163,051,779.91","356,970,639.87","384,195,761.87","756,247,094.24","467,671,927.95","434,015,363.52","333,284,406.09","209,383,263.28","590,932,933.60","531,555,383.76","495,325,257.22","597,188,490.67","217,194,469.50","200,851,240.74","235,503,206.40","350,197,098.82","366,086,514.97","388,873,966.61","241,066,991.34","334,269,936.91","161,356,253.75","563,477,653.08","465,409,722.69","708,027,878.29"
预收款项,"585,867.21","2,095,885.72","2,843,070.87","8,560,223.12","2,180,341.00","11,984,617.81","1,924,511.72","7,888,086.29","3,998,778.15","82,656,433.56","205,849,338.13","39,234,859.94","29,411,476.41","75,854,831.35","15,382,330.89","8,130,070.04","32,866,477.10","41,918,212.86","77,694,149.42","10,523,856.28","102,142,404.48","31,581,422.17","296,468,945.50","92,700,930.21","32,700,687.97","13,107,586.59","5,681,254.01","87,994,925.02","8,939,552.71","31,428,979.55","75,689,034.77","61,164,089.61","137,163,573.51","123,857,621.13","107,731,152.04","118,187,217.98","125,827,979.91","116,575,666.91","105,615,500.87","61,513,284.98","150,225,154.54","248,171,714.26","321,040,207.48"
